level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	96	17	1617	3707	22	8	29.504871	ee
5	1	1	1	96	18	1652	3707	23	7	18.493767	eb
5	1	1	1	96	19	1687	3707	59	8	26.747814	ae
5	1	1	1	96	20	1759	3708	22	6	25.505329	ee
5	1	1	1	96	21	1812	3708	57	7	30.173225	ee
5	1	1	1	96	22	1881	3708	77	7	12.121677	eae
5	1	1	1	96	23	2109	3698	9	17	84.209290	1
5	1	1	1	96	24	2322	3696	40	21	60.059090	(x)
5	1	1	1	96	25	2533	3698	42	20	57.624836	(xh
5	1	1	1	96	26	2747	3699	40	20	63.672005	(x)
4	1	1	1	97	0	535	3720	2256	33	-1	
5	1	1	1	97	1	535	3726	48	19	50.018280	TIT
5	1	1	1	97	2	675	3724	84	20	33.142590	Lt
5	1	1	1	97	3	808	3726	180	19	32.194805	eee
5	1	1	1	97	4	1053	3736	39	8	25.439129	ee
5	1	1	1	97	5	1133	3735	173	9	15.102158	ee
5	1	1	1	97	6	1355	3736	76	8	21.927853	ee
5	1	1	1	97	7	1529	3735	111	9	19.470844	ee
5	1	1	1	97	8	1699	3720	42	33	21.434917	ee
5	1	1	1	97	9	1768	3737	103	7	6.946182	ee
5	1	1	1	97	10	1894	3736	66	8	0.000000	rary
5	1	1	1	97	11	2107	3726	14	19	31.073669	T
5	1	1	1	97	12	2337	3727	30	18	95.856903	32
5	1	1	1	97	13	2549	3728	30	18	73.167488	16
5	1	1	1	97	14	2761	3728	30	19	87.347099	32
4	1	1	1	98	0	535	3755	2253	22	-1	
5	1	1	1	98	1	535	3756	47	20	59.015499	T78
5	1	1	1	98	2	675	3755	139	20	64.013878	MOBILTAR
5	1	1	1	98	3	831	3755	68	19	16.512165	Osea
5	1	1	1	98	4	911	3766	57	8	0.000000	ncsn
5	1	1	1	98	5	981	3766	23	7	28.634392	ce
5	1	1	1	98	6	1017	3765	94	8	0.000000	sesurc
5	1	1	1	98	7	1123	3766	24	6	0.000000	cn
5	1	1	1	98	8	1159	3766	40	8	0.000000	ann
5	1	1	1	98	9	1210	3766	24	8	0.000000	re
5	1	1	1	98	10	1249	3766	73	7	19.242659	reser
5	1	1	1	98	11	1332	3765	44	8	0.000000	ee
5	1	1	1	98	12	1387	3765	24	8	0.000000	RE
5	1	1	1	98	13	1425	3765	55	8	0.000000	hte
5	1	1	1	98	14	1495	3767	5	6	0.000000	e
5	1	1	1	98	15	1511	3766	43	7	0.000000	meh
5	1	1	1	98	16	1564	3766	75	7	0.000000	Eee
5	1	1	1	98	17	1652	3765	23	8	21.004757	OH
5	1	1	1	98	18	1706	3765	76	9	0.000000	HEE
5	1	1	1	98	19	1794	3766	40	7	34.973404	SHE
5	1	1	1	98	20	1846	3765	22	7	22.668638	aE
5	1	1	1	98	21	1882	3767	40	6	0.000000	ODO
5	1	1	1	98	22	1932	3766	26	7	0.000000	ee
5	1	1	1	98	23	2108	3755	12	19	96.546890	2
5	1	1	1	98	24	2323	3756	39	19	73.185638	OO
5	1	1	1	98	25	2534	3757	41	20	25.211287	(x)
5	1	1	1	98	26	2746	3758	42	19	45.364456	x}
4	1	1	1	99	0	535	3779	2252	31	-1	
5	1	1	1	99	1	535	3784	48	18	44.385269	779
5	1	1	1	99	2	675	3783	103	20	11.070318	be
5	1	1	1	99	3	797	3784	83	18	37.858738	eee
5	1	1	1	99	4	903	3779	24	31	26.931950	ee
5	1	1	1	99	5	937	3779	26	31	31.467110	ee
5	1	1	1	99	6	981	3793	41	8	32.471142	ee
5	1	1	1	99	7	1061	3793	49	8	31.829468	ee
5	1	1	1	99	8	1148	3779	63	31	36.074669	eee
5	1	1	1	99	9	1218	3794	30	8	38.972988	ee
5	1	1	1	99	10	1280	3793	59	8	38.858562	ee
5	1	1	1	99	11	1360	3793	34	7	16.539078	ee
5	1	1	1	99	12	1417	3793	49	8	15.493622	ee
5	1	1	1	99	13	1487	3793	32	8	32.718258	ee
5	1	1	1	99	14	1541	3794	30	6	23.362608	ee
5	1	1	1	99	15	1598	3779	71	31	21.021400	eee
5	1	1	1	99	16	1686	3794	26	7	23.044659	ee
5	1	1	1	99	17	1732	3793	50	8	0.657663	ee
5	1	1	1	99	18	1812	3779	35	31	18.060122	ee
5	1	1	1	99	19	1856	3793	67	8	28.652630	ee
5	1	1	1	99	20	1942	3794	16	7	3.574295	ey
5	1	1	1	99	21	2110	3783	9	19	70.970444	1
5	1	1	1	99	22	2322	3783	40	20	65.280327	(x)
5	1	1	1	99	23	2532	3785	43	19	16.214638	{x}
5	1	1	1	99	24	2746	3785	41	20	25.382929	(xX)
4	1	1	1	100	0	1664	3895	33	19	-1	
5	1	1	1	100	1	1664	3895	33	19	95.537697	26
