level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	20	4	839	930	103	32	24.354191	LIGADOD
5	1	1	1	20	5	1034	936	14	14	90.711014	*
5	1	1	1	20	6	1320	935	13	16	85.963280	*
5	1	1	1	20	7	1446	935	83	21	95.261040	TOTAL
5	1	1	1	20	8	1659	937	14	14	78.647804	*
5	1	1	1	20	9	1730	935	157	22	87.547173	MATERTAIS
5	1	1	1	20	10	1908	937	13	19	90.246147	E
5	1	1	1	20	11	1996	938	13	15	84.896820	*
5	1	1	1	20	12	2142	938	44	21	25.004606	{2}
5	1	1	1	20	13	2335	941	13	14	90.752617	*
5	1	1	1	20	14	2427	940	168	22	88.710381	INDUSTRIAL
5	1	1	1	20	15	2674	943	14	14	87.797180	*
4	1	1	1	21	0	464	963	2222	24	-1	
5	1	1	1	21	1	464	963	15	16	92.518875	*
5	1	1	1	21	2	748	964	15	16	92.592041	*
5	1	1	1	21	3	1031	964	14	17	0.590611	*
5	1	1	1	21	4	1319	965	13	16	91.736732	*
5	1	1	1	21	5	1658	967	15	15	91.701431	*
5	1	1	1	21	6	1996	969	13	14	91.398903	*
5	1	1	1	21	7	2334	971	13	14	88.001701	*
5	1	1	1	21	8	2672	973	14	14	91.758423	*
4	1	1	1	22	0	464	995	2293	28	-1	
5	1	1	1	22	1	464	996	15	14	92.971581	*
5	1	1	1	22	2	750	995	13	16	92.785248	*
5	1	1	1	22	3	804	996	13	18	77.237457	A
5	1	1	1	22	4	838	996	139	21	47.337994	PRODUCKO
5	1	1	1	22	5	1033	997	14	15	0.000000	&
5	1	1	1	22	6	1318	997	15	15	0.000000	*
5	1	1	1	22	7	1661	999	12	14	89.890656	*
5	1	1	1	22	8	1730	998	191	21	77.566818	COMPONENTES
5	1	1	1	22	9	1995	1001	15	13	91.311684	*
5	1	1	1	22	10	2336	1003	13	13	88.130821	*
5	1	1	1	22	11	2672	1005	14	13	86.365875	*
5	1	1	1	22	12	2707	1002	50	21	95.642120	DEM
4	1	1	1	23	0	463	1011	2224	39	-1	
5	1	1	1	23	1	463	1024	14	16	80.299583	*
5	1	1	1	23	2	745	1011	16	39	5.388374	ry
5	1	1	1	23	3	1033	1025	13	16	92.173965	*
5	1	1	1	23	4	1318	1025	13	15	75.570618	*
5	1	1	1	23	5	1659	1026	13	15	91.899483	*
5	1	1	1	23	6	1995	1029	13	14	47.739212	*
5	1	1	1	23	7	2333	1030	13	13	72.399078	*
5	1	1	1	23	8	2672	1031	15	16	92.249428	*
4	1	1	1	24	0	465	1052	2221	24	-1	
5	1	1	1	24	1	465	1052	14	16	74.231651	2
5	1	1	1	24	2	748	1052	15	17	64.448265	e
5	1	1	1	24	3	1032	1052	15	17	47.175079	+
5	1	1	1	24	4	1318	1053	16	17	58.177685	s
5	1	1	1	24	5	1660	1055	14	15	73.217598	*
5	1	1	1	24	6	1996	1057	14	15	82.677368	*
5	1	1	1	24	7	2335	1059	13	15	83.335709	*
5	1	1	1	24	8	2671	1061	15	15	71.578461	*
4	1	1	1	25	0	463	1069	2224	41	-1	
5	1	1	1	25	1	463	1069	78	41	0.000000	Propo
5	1	1	1	25	2	551	1081	62	16	0.000000	Poco
5	1	1	1	25	3	629	1080	61	17	0.000000	oer
5	1	1	1	25	4	711	1080	70	18	15.017414	Peer
5	1	1	1	25	5	807	1081	115	17	3.582401	irr
5	1	1	1	25	6	1015	1082	367	17	31.232914	rrr
5	1	1	1	25	7	1443	1082	100	17	41.313324	rt
5	1	1	1	25	8	1579	1069	92	41	0.000000	titer
5	1	1	1	25	9	1689	1084	88	16	0.000000	titre
5	1	1	1	25	10	1791	1084	35	17	0.000000	tt
5	1	1	1	25	11	1842	1069	42	41	0.000000	titi
5	1	1	1	25	12	1900	1069	117	41	0.000000	tireret
5	1	1	1	25	13	2027	1069	79	41	0.000000	Tiere
5	1	1	1	25	14	2116	1069	28	41	0.000000	tT
5	1	1	1	25	15	2153	1086	83	18	29.424995	Terre
5	1	1	1	25	16	2246	1069	24	41	29.424995	rT
5	1	1	1	25	17	2280	1087	48	16	32.375507	TTT
5	1	1	1	25	18	2345	1069	48	41	23.573109	ere
5	1	1	1	25	19	2403	1069	7	41	26.982508	rT
5	1	1	1	25	20	2420	1069	25	41	54.074043	Ty
5	1	1	1	25	21	2457	1069	50	41	41.251392	ered
5	1	1	1	25	22	2536	1073	55	32	14.576120	Per
5	1	1	1	25	23	2597	1069	12	41	0.000000	T
5	1	1	1	25	24	2618	1069	42	41	0.000000	rrr
5	1	1	1	25	25	2666	1069	21	41	0.000000	Ts
4	1	1	1	26	0	465	1111	2220	25	-1	
5	1	1	1	26	1	465	1111	15	16	92.650253	*
5	1	1	1	26	2	2670	1121	15	15	45.279140	«
4	1	1	1	27	0	465	1139	2220	24	-1	
5	1	1	1	27	1	465	1139	14	15	91.597870	*
5	1	1	1	27	2	1447	1141	64	20	79.321442	(MIL
5	1	1	1	27	3	1531	1142	173	21	82.026009	CRUZEIROS)
5	1	1	1	27	4	2672	1149	13	14	91.539467	*
4	1	1	1	28	0	457	1156	2230	40	-1	
5	1	1	1	28	1	457	1156	10	40	0.248318	r
5	1	1	1	28	2	2672	1179	15	15	91.445938	*
4	1	1	1	29	0	464	1196	2346	33	-1	
5	1	1	1	29	1	464	1200	101	16	0.395632	SREEES
5	1	1	1	29	2	583	1200	70	17	3.738804	OSHS
5	1	1	1	29	3	663	1201	26	15	24.305435	NS
5	1	1	1	29	4	699	1196	168	33	0.000000	SSSHESNERES
5	1	1	1	29	5	880	1201	56	16	0.000000	£ONS
5	1	1	1	29	6	949	1201	59	16	32.485184	KEES
5	1	1	1	29	7	1021	1196	61	33	8.935432	EKEE
5	1	1	1	29	8	1092	1201	25	17	0.000000	ET
5	1	1	1	29	9	1128	1202	42	15	0.000000	NHS
5	1	1	1	29	10	1180	1203	26	15	11.408072	EE
5	1	1	1	29	11	1216	1196	152	33	0.000000	AESIOGEEES
5	1	1	1	29	12	1375	1202	29	17	66.554482	EE
5	1	1	1	29	13	1414	1203	45	15	34.907272	OOD
5	1	1	1	29	14	1466	1204	26	15	49.083767	HG
5	1	1	1	29	15	1502	1202	113	17	0.000000	EEEEEKS
5	1	1	1	29	16	1626	1203	25	17	71.243156	HE
5	1	1	1	29	17	1664	1203	60	16	9.725828	BASE
5	1	1	1	29	18	1733	1203	78	16	0.000000	DESSS
5	1	1	1	29	19	1824	1203	60	17	18.623009	KEES
5	1	1	1	29	20	1892	1204	45	16	0.000000	OES
5	1	1	1	29	21	1947	1204	42	16	44.645332	OES
5	1	1	1	29	22	2000	1204	204	18	0.000000	ENGKEEEANEDE
5	1	1	1	29	23	2222	1206	36	15	34.673836	FE
5	1	1	1	29	24	2266	1196	97	33	4.040022	SEEEEE
5	1	1	1	29	25	2371	1206	64	17	4.040022	SEES
5	1	1	1	29	26	2448	1207	58	17	27.901196	£06
5	1	1	1	29	27	2517	1207	25	15	31.345573	$8
5	1	1	1	29	28	2552	1208	62	15	7.626257	TESS
5	1	1	1	29	29	2624	1196	97	33	12.209883	ENOTES
5	1	1	1	29	30	2739	1208	71	17	32.832756	EERE
4	1	1	1	30	0	624	1343	2169	31	-1	
5	1	1	1	30	1	624	1343	30	20	91.766991	23
5	1	1	1	30	2	678	1344	47	20	91.766991	081
5	1	1	1	30	3	909	1344	32	20	96.004875	20
5	1	1	1	30	4	961	1344	50	20	93.799866	280
5	1	1	1	30	5	1193	1345	30	20	93.750916	29
5	1	1	1	30	6	1249	1346	47	19	94.366669	604
5	1	1	1	30	7	1531	1347	32	19	59.662971	8?
5	1	1	1	30	8	1585	1347	50	19	93.693474	025
5	1	1	1	30	9	1871	1348	32	19	90.405518	74
5	1	1	1	30	10	1926	1349	47	19	94.512321	828
5	1	1	1	30	11	2195	1351	46	20	96.251335	198
5	1	1	1	30	12	2264	1351	49	19	95.781380	059
5	1	1	1	30	13	2530	1353	47	20	88.368393	111
5	1	1	1	30	14	2601	1349	71	24	65.099770	034°
5	1	1	1	30	15	2742	1354	51	20	94.221603	644
4	1	1	1	31	0	641	1403	2149	29	-1	
5	1	1	1	31	1	641	1403	13	18	92.687714	3
5	1	1	1	31	2	678	1403	49	19	72.969254	B44
5	1	1	1	31	3	926	1404	12	18	96.074471	2
5	1	1	1	31	4	961	1403	49	20	56.641159	885
5	1	1	1	31	5	1192	1404	30	20	91.043617	21
5	1	1	1	31	6	1249	1405	46	19	90.589394	164
5	1	1	1	31	7	1533	1406	30	20	94.056046	14
5	1	1	1	31	8	1586	1406	47	20	89.336670	368
5	1	1	1	31	9	1889	1407	13	19	95.868195	9
5	1	1	1	31	10	1926	1407	48	21	95.868195	270
5	1	1	1	31	11	2212	1408	29	21	89.011620	76
5	1	1	1	31	12	2264	1410	49	20	93.937607	682
5	1	1	1	31	13	2548	1412	30	20	92.490944	62
5	1	1	1	31	14	2602	1411	50	20	92.490944	314
5	1	1	1	31	15	2743	1413	47	19	96.458130	645
4	1	1	1	32	0	624	1432	2168	30	-1	
5	1	1	1	32	1	624	1433	29	19	88.359154	12
5	1	1	1	32	2	676	1432	50	20	88.359154	431
5	1	1	1	32	3	910	1434	27	19	47.418980	ll
5	1	1	1	32	4	961	1432	49	21	94.594391	665
5	1	1	1	32	5	1211	1433	13	20	47.672638	$
5	1	1	1	32	6	1246	1434	47	20	88.753120	271
5	1	1	1	32	7	1531	1435	31	20	95.696693	24
5	1	1	1	32	8	1585	1435	48	21	95.530403	364
5	1	1	1	32	9	1872	1437	29	20	94.659698	18
5	1	1	1	32	10	1922	1437	48	20	94.659698	461
5	1	1	1	32	11	2209	1439	31	18	94.241188	44
5	1	1	1	32	12	2263	1439	46	19	94.241188	631
5	1	1	1	32	13	2548	1441	30	20	95.787674	20
5	1	1	1	32	14	2600	1442	50	20	95.257858	267
5	1	1	1	32	15	2743	1442	49	20	96.837494	646
4	1	1	1	33	0	678	1458	2111	40	-1	
5	1	1	1	33	1	678	1461	45	21	75.692680	(x)
5	1	1	1	33	2	963	1462	43	21	58.890301	(X}
5	1	1	1	33	3	1250	1463	42	21	64.602501	(X}
5	1	1	1	33	4	1587	1465	45	20	54.016613	oO
5	1	1	1	33	5	1927	1467	41	19	71.708878	(x)
5	1	1	1	33	6	2266	1458	42	40	73.097038	(xX)
5	1	1	1	33	7	2604	1471	42	20	66.019066	(x)
5	1	1	1	33	8	2742	1472	47	20	91.980736	647
4	1	1	1	34	0	643	1491	2148	32	-1	
5	1	1	1	34	1	643	1491	13	20	92.165131	5
5	1	1	1	34	2	677	1492	49	20	92.165131	138
5	1	1	1	34	3	925	1493	14	19	95.636650	4
5	1	1	1	34	4	961	1493	48	20	95.636650	183
5	1	1	1	34	5	1211	1494	12	19	95.351372	2
5	1	1	1	34	6	1247	1494	46	20	96.556908	632
5	1	1	1	34	7	1531	1495	31	20	84.617409	43
5	1	1	1	34	8	1586	1495	45	20	60.162506	501
5	1	1	1	34	9	1869	1497	32	20	95.815620	42
5	1	1	1	34	10	1923	1498	50	19	95.815620	655
5	1	1	1	34	11	2210	1500	31	18	95.155983	67
5	1	1	1	34	12	2263	1500	50	21	96.533607	240
5	1	1	1	34	13	2548	1502	29	20	83.148949	23
5	1	1	1	34	14	2600	1502	50	20	83.148949	739
5	1	1	1	34	15	2742	1504	49	19	96.179276	648
4	1	1	1	35	0	677	1521	2114	30	-1	
5	1	1	1	35	1	677	1521	46	21	61.509605	(x)
5	1	1	1	35	2	963	1521	42	20	84.502121	(x)
5	1	1	1	35	3	1250	1521	41	21	88.170143	(x)
5	1	1	1	35	4	1589	1523	42	21	82.394264	(x)
5	1	1	1	35	5	1927	1525	42	21	80.048653	(x)
5	1	1	1	35	6	2265	1527	45	21	72.467133	(X}
5	1	1	1	35	7	2604	1529	42	21	51.596218	oOo
5	1	1	1	35	8	2743	1531	48	20	96.869194	649
4	1	1	1	36	0	623	1607	2168	33	-1	
5	1	1	1	36	1	623	1608	31	19	16.172533	17
5	1	1	1	36	2	677	1607	50	20	90.873436	976
5	1	1	1	36	3	907	1609	32	19	92.426849	62
5	1	1	1	36	4	962	1608	48	20	83.101524	T02
5	1	1	1	36	5	1191	1610	32	19	94.260689	37
5	1	1	1	36	6	1248	1609	47	21	96.516899	605
5	1	1	1	36	7	1515	1611	48	20	96.530838	386
5	1	1	1	36	8	1584	1611	49	20	96.767509	989
5	1	1	1	36	9	1853	1612	49	21	75.679329	370
5	1	1	1	36	10	1925	1613	45	21	32.168854	'221
5	1	1	1	36	11	2192	1615	48	20	96.296112	695
5	1	1	1	36	12	2262	1616	50	20	93.613037	024
5	1	1	1	36	13	2529	1618	47	19	96.315308	308
5	1	1	1	36	14	2599	1618	50	20	94.661293	035
5	1	1	1	36	15	2744	1620	47	20	96.717651	650
4	1	1	1	37	0	641	1665	2147	31	-1	
5	1	1	1	37	1	641	1665	13	19	83.791611	7
5	1	1	1	37	2	677	1666	50	19	89.665535	O16
5	1	1	1	37	3	925	1666	14	19	53.999641	3
5	1	1	1	37	4	963	1666	47	20	10.335417	155
5	1	1	1	37	5	1245	1668	50	20	90.197624	980
5	1	1	1	37	6	1531	1667	31	21	96.157639	22
5	1	1	1	37	7	1585	1668	47	21	82.956528	682
5	1	1	1	37	8	1871	1669	30	21	94.212227	22
5	1	1	1	37	9	1924	1670	47	21	94.212227	388
5	1	1	1	37	10	2211	1672	31	20	94.790047	36
5	1	1	1	37	11	2262	1672	49	21	94.790047	232
5	1	1	1	37	12	2550	1674	27	20	84.537621	13
5	1	1	1	37	13	2601	1675	50	21	87.327415	550
5	1	1	1	37	14	2743	1677	45	18	95.995369	651
4	1	1	1	38	0	640	1695	2149	31	-1	
5	1	1	1	38	1	640	1696	12	19	93.078552	5
5	1	1	1	38	2	674	1695	51	21	70.271477	164
5	1	1	1	38	3	926	1697	11	19	96.545616	5
5	1	1	1	38	4	960	1696	46	21	47.286659	261
5	1	1	1	38	5	1210	1698	13	19	94.124840	3
5	1	1	1	38	6	1246	1697	46	21	94.124840	622
5	1	1	1	38	7	1530	1698	28	20	83.863319	21
5	1	1	1	38	8	1582	1699	50	20	83.863319	957
5	1	1	1	38	9	1870	1700	28	20	92.237320	21
5	1	1	1	38	10	1924	1701	46	20	92.237320	147
5	1	1	1	38	11	2208	1702	31	20	95.496780	49
5	1	1	1	38	12	2262	1703	49	19	95.380333	378
5	1	1	1	38	13	2546	1705	30	20	90.623230	27
5	1	1	1	38	14	2600	1705	47	20	94.549110	421
5	1	1	1	38	15	2742	1706	47	20	96.515724	652
4	1	1	1	39	0	677	1723	2113	40	-1	
5	1	1	1	39	1	677	1725	45	22	70.049835	qx)
5	1	1	1	39	2	963	1726	46	21	73.659050	(xr
5	1	1	1	39	3	1250	1723	40	33	31.832718	(XxX)
5	1	1	1	39	4	1588	1728	42	22	51.793308	(x)
5	1	1	1	39	5	1925	1730	43	22	89.498810	(x)
5	1	1	1	39	6	2264	1732	43	22	37.392273	(X}
5	1	1	1	39	7	2603	1730	42	33	40.685303	(xX)
5	1	1	1	39	8	2741	1735	49	20	96.765778	653
4	1	1	1	40	0	642	1755	2148	31	-1	
5	1	1	1	40	1	642	1755	9	20	94.322388	1
5	1	1	1	40	2	675	1756	50	20	94.452957	006
5	1	1	1	40	3	959	1757	49	20	95.568802	989
5	1	1	1	40	4	1246	1757	45	21	93.044914	551
5	1	1	1	40	5	1548	1759	13	20	94.545059	4
5	1	1	1	40	6	1584	1759	49	20	94.630951	062
5	1	1	1	40	7	1887	1761	13	20	93.959305	3
5	1	1	1	40	8	1922	1761	47	20	94.216583	903
