order_number,entry,establishments_1975,personnel_occupied_total_1975,personnel_occupied_linked_to_production_1975,average_monthly_personnel_occupied_1975,salaries_total_1975_thousand_cruzeiros,salaries_production_personnel_1975_thousand_cruzeiros,miscellaneous_expenses_1975_thousand_cruzeiros,industrial_operations_expenses_total_1975_thousand_cruzeiros,industrial_operations_expenses_raw_materials_materials_components_1975_thousand_cruzeiros,production_value_1975_thousand_cruzeiros,industrial_transformation_value_1975_thousand_cruzeiros,entry_ocr,source_page_left,source_page_right,entry_correction_method,left_extraction_method,right_extraction_method,needs_review
4158,PRODUTOS ALIMENTARES,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,35,36,ocr_exact,mistral_table,mistral_table_anchor_aligned,no
4159,UNAI,78,299,170,286,1 924,1 203,2 771,18 288,17 661,30 995,12 707,UNAI,35,36,ocr_exact,mistral_table,mistral_table,no
4160,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,15,76,54,80,532,384,619,866,627,2 910,2 044,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,35,36,ocr_exact,mistral_table,mistral_table,no
4161,METALURGICA,8,19,7,18,61,41,78,486,471,992,506,METALURGECA,35,36,industry_lexicon,mistral_table,mistral_table,no
4162,MATERIAL DE TRANSPORTE,3,10,6,10,54,46,150,185,173,468,283,MATERIAL DE TRANSPORTE,35,36,ocr_exact,mistral_table,mistral_table,no
4163,MADEIRA,18,76,43,65,449,264,516,2 284,2 161,3 841,1 557,MADEIRA,35,36,ocr_exact,mistral_table,mistral_table,no
4164,MOBILIARIO,5,15,8,15,70,64,52,185,167,502,317,MOBILIARIO,35,36,ocr_exact,mistral_table,mistral_table,no
4165,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",35,36,ocr_exact,mistral_table,mistral_table_anchor_aligned,no
4166,PRODUTOS ALIMENTARES,22,84,41,71,711,365,1 234,13 978,13 768,21 576,7 598,PRODUTOS ALIMENTARES,35,36,ocr_exact,mistral_table,mistral_table,no
4167,EDITORIAL E GRAFICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRAFICA,35,36,ocr_exact,mistral_table,mistral_table_anchor_aligned,no
4168,DIVERSAS,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),DIVERSAZ,35,36,industry_lexicon,mistral_table,mistral_table_anchor_aligned,no
4169,URUCANIA,4,384,344,301,4 074,3 555,10 833,17 563,17 017,45 979,28 416,URUCANIA,35,36,ocr_exact,mistral_table,mistral_table,no
4170,PRODUTOS ALIMENTARES,3,(X),344,(X),4 074,3 555,(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,35,36,ocr_exact,mistral_table,scan_verified_override,no
4171,BEBIDAS,1,(X),-,(X),4 074,3 555,(X),(X),(X),(X),(X),BEBIDAS,35,36,ocr_exact,mistral_table,mistral_table_anchor_aligned,no
4172,VARGEM BONITA,4,4,-,4,-,-,6,20,(X),95,75,VARGEN BONITA,37,38,scan_verified_override,mistral_table,mistral_table,no
4173,MADEIRA,1,(X),-,(X),-,-,(X),(X),-,(X),(X),MADEIRA,37,38,ocr_exact,mistral_table,mistral_table,no
4174,MOBILIARIO,2,(X),-,(X),-,-,(X),(X),(X),(X),(X),MOBILIARIO,37,38,ocr_exact,mistral_table,mistral_table,no
4175,PRODUTOS ALIMENTARES,1,(X),-,(X),-,-,(X),(X),-,(X),(X),PRODUTOS ALIMENTARES,37,38,ocr_exact,mistral_table,mistral_table,no
4176,VARGINHA,158,2 338,1 708,2 390,40 508,27 727,74 331,319 072,305 436,576 693,257 621,VARGINHA,37,38,ocr_exact,mistral_table,mistral_table,no
4177,EXTRACAO DE MINERAIS,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),EXTRACRO DE MINERAIS,37,38,industry_lexicon,mistral_table,mistral_table,no
4178,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,50,113,79,208,1 111,691,1 802,2 857,2 437,8 189,5 332,TRANSFORMACRO DE PRODUTOS DE MINERAIS NAO METALICOS,37,38,industry_lexicon,mistral_table,mistral_table,no
4179,METALURGICA,18,69,39,69,566,305,506,972,895,2 715,1 743,METALUNGECA,37,38,industry_lexicon,mistral_table,mistral_table,no
4180,MECANICA,7,1 085,874,1 063,22 427,16 996,43 421,86 464,83 512,217 352,130 888,MECANICA,37,38,ocr_exact,mistral_table,mistral_table,no
4181,MATERIAL ELETRICO E DE COMUNICACOES,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MATERIAL ELÉTRICO S DE COMUNICACORES,37,38,industry_lexicon,mistral_table,mistral_table,no
4182,MATERIAL DE TRANSPORTE,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MATERIAL DE TRANSPORTE,37,38,ocr_exact,mistral_table,mistral_table,no
4183,MADEIRA,7,13,3,13,82,22,38,210,193,601,391,MADEIRA,37,38,ocr_exact,mistral_table,mistral_table,no
4184,MOBILIARIO,12,46,24,42,196,171,394,1 913,1 871,3 464,1 551,MOBILIARIO,37,38,ocr_exact,mistral_table,scan_verified_override,no
4185,PAPEL E PAPELAO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PAPEL E PAPELRO,37,38,municipality_1985_lexicon,mistral_table,mistral_table,no
4186,BORRACHA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BORRACHA,37,38,ocr_exact,mistral_table,mistral_table,no
4187,"COUROS E PELES, ARTEFATOS PARA VIAGEM",2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"COUROS E PELES, ARTEPATOS PARA VIAGEM",37,38,industry_lexicon,mistral_table,mistral_table,no
4188,QUIMICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),QUIMICA,37,38,ocr_exact,mistral_table,mistral_table,no
4189,PRODUTOS FARMACEUTICOS E VETERINARIOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS PARMAZEUTICOS E VETERINARIOS,37,38,industry_lexicon,mistral_table,mistral_table,no
4190,"PERFUMARIA, SABOES E VELAS",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"PERFUMARIA, SABOES E VELAS",37,38,ocr_exact,mistral_table,mistral_table,no
4191,PRODUTOS DE MATERIAS PLASTICAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS DE MATERIAS PLÁSTICAS,37,38,ocr_exact,mistral_table,tesseract_review_verified_all_suppressed,no
4192,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",1,(X),-,(X),-,-,(X),(X),(X),(X),(X),"VESTUARIO, CALCADOS E ARTEPATOS DE TECIDOS",37,38,industry_lexicon,mistral_table,scan_verified_override,no
4193,PRODUTOS ALIMENTARES,39,761,526,760,13 973,8 354,24 225,220 572,210 603,316 162,95 590,PRODUTOS ALIMENTARES,37,38,ocr_exact,mistral_table,mistral_table,no
4194,BEBIDAS,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBICAS,37,38,industry_lexicon,mistral_table,mistral_table,no
4195,EDITORIAL E GRAFICA,7,63,44,64,567,350,376,671,644,2 114,1 443,EDITORIAL E GRÁFICA,37,38,ocr_exact,mistral_table,mistral_table,no
4196,DIVERSAS,1,(X),-,(X),(X),-,(X),(X),(X),(X),(X),DIVERSAS,37,38,ocr_exact,mistral_table,mistral_table,no
4197,VARZEA DA PALMA,4,400,292,334,4 408,2 962,10 564,14 856,10 360,34 839,19 983,VARIEA DA PALMA,37,38,municipality_1985_lexicon,mistral_table,mistral_table,no
4198,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACRO DE PRODUTOS DE MINERAIS NAO METALICOS,37,38,industry_lexicon,mistral_table,mistral_table,no
4199,METALURGICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),METALUNGECA,37,38,industry_lexicon,mistral_table,mistral_table,no
4200,PRODUTOS ALIMENTARES,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,37,38,ocr_exact,mistral_table,mistral_table,no
4201,EDITORIAL E GRAFICA,1,(X),-,(X),-,-,(X),(X),-,(X),(X),EDITORIAL E GRÁFICA,37,38,ocr_exact,mistral_table,mistral_table,no
4202,VARZELANDIA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),VARIBLANDIA,37,38,scan_verified_override,mistral_table,mistral_table,no
4203,PRODUTOS ALIMENTARES,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,37,38,ocr_exact,mistral_table,mistral_table,no
4204,VAZANTE,17,379,274,355,7 302,4 558,21 103,1 737,1 261,33 557,31 820,VAZANTE,37,38,ocr_exact,mistral_table,mistral_table,no
4205,EXTRACAO DE MINERAIS,3,317,226,295,6 575,3 843,20 729,626,437,31 162,30 536,EXTRACRO DE MINERAIS,37,38,industry_lexicon,mistral_table,mistral_table,no
4206,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACRO DE PRODUTOS DE MINERAIS NAO METALICOS,37,38,industry_lexicon,mistral_table,mistral_table,no
4207,MECANICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MECANICA,37,38,ocr_exact,mistral_table,mistral_table,no
4208,MATERIAL DE TRANSPORTE,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MATERIAL DE TRANSPORTE,37,38,ocr_exact,mistral_table,mistral_table,no
4209,MADEIRA,4,6,1,6,6,6,9,40,32,87,47,MADEIRA,37,38,ocr_exact,mistral_table,mistral_table,no
4210,MOBILIARIO,2,(X),-,(X),-,-,(X),(X),(X),(X),(X),MOBILIARIO,37,38,ocr_exact,mistral_table,mistral_table,no
4211,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",1,(X),-,(X),-,-,(X),(X),(X),(X),(X),"VESTUARIO, CALCADOS E ARTEPATOS DE TECIDOS",37,38,industry_lexicon,mistral_table,scan_verified_override,no
4212,PRODUTOS ALIMENTARES,4,5,1,5,6,6,10,154,147,289,135,PRODUTOS ALIMENTARES,37,38,ocr_exact,mistral_table,mistral_table,no
4213,VERISSIMO,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),VERÍSSIMO,37,38,ocr_exact,mistral_table,mistral_table,no
4214,PRODUTOS ALIMENTARES,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,37,38,ocr_exact,mistral_table,mistral_table,no
4215,VESPASIANO,26,1 091,817,1 045,15 018,9 873,32 205,41 138,26 345,121 623,80 487,VESPASIANO,37,38,ocr_exact,mistral_table,mistral_table,no
4216,EXTRACAO DE MINERAIS,10,288,227,273,3 129,2 390,12 139,2 317,1 281,18 161,15 844,EXTRACRO DE MINERAIS,37,38,industry_lexicon,mistral_table,mistral_table,no
4217,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,6,400,274,304,5 311,3 249,7 598,27 760,14 734,68 905,41 145,TRANSFORMACRO DE PRODUTOS DE MINERAIS NAO METALICOS,37,38,industry_lexicon,mistral_table,mistral_table,no
4218,METALURGICA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),METALUNGECA,37,38,industry_lexicon,mistral_table,mistral_table,no
4219,MECANICA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MECANICA,37,38,ocr_exact,mistral_table,mistral_table,no
4220,MOBILIARIO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIARIO,37,38,ocr_exact,mistral_table,mistral_table,no
4221,TEXTIL,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TEXTIL,37,38,ocr_exact,mistral_table,mistral_table,no
4222,PRODUTOS ALIMENTARES,1,(X),-,(X),(X),-,(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,37,38,ocr_exact,mistral_table,mistral_table,no
4223,BEBIDAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBICAS,37,38,industry_lexicon,mistral_table,mistral_table,no
4224,EDITORIAL E GRAFICA,2,(X),-,(X),(X),-,(X),(X),(X),-,(X),EDITORIAL E GRÁFICA,37,38,ocr_exact,mistral_table,mistral_table,no
4225,ATIVIDADES DE APOIO E DE SERVICOS DE CARATER INDUSTRIAL,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),ATIVIDADES DE APOIO E DE SERVIÇOS DE CARÁTER INDUSTRIAL,37,38,ocr_exact,mistral_table,scan_verified_override,no
4226,VIÇOSA,41,371,265,356,2 272,1 603,2 486,19 770,18 714,28 599,8 829,VICOSA,39,40,ocr_exact,mistral_table,mistral_table,no
4227,EXTRACAO DE MINERAIS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EXTRACAO DE MINERAIS,39,40,ocr_exact,mistral_table,mistral_table,no
4228,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,7,21,8,20,70,60,35,424,418,759,335,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,39,40,ocr_exact,mistral_table,mistral_table,no
4229,METALURGICA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),METALURGICA,39,40,ocr_exact,mistral_table,mistral_table,no
4230,MATERIAL ELETRICO E DE COMUNICACOES,2,(X),-,(X),-,-,(X),(X),(X),(X),(X),MATERIAL ELETRICO E DE COMUNICACIONES,39,40,industry_lexicon,mistral_table,mistral_table,no
4231,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,39,40,ocr_exact,mistral_table,mistral_table,no
4232,MOBILIARIO,9,33,17,32,112,101,118,854,839,971,117,MOBILIARIO,39,40,ocr_exact,mistral_table,mistral_table,no
4233,PAPEL E PAPELAO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PAPEL E PAPELRO,39,40,municipality_1985_lexicon,mistral_table,mistral_table,no
4234,PRODUTOS ALIMENTARES,16,205,154,189,1 349,922,1 219,16 245,15 240,21 784,5 539,PRODUTOS ALIMENTARES,39,40,ocr_exact,mistral_table,mistral_table,no
4235,EDITORIAL E GRAFICA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRAFICA,39,40,ocr_exact,mistral_table,mistral_table,no
4236,VIEIRAS,5,10,(X),9,(X),(X),29,1 194,1 188,1 520,326,VIEIRAS,39,40,ocr_exact,mistral_table,mistral_table,no
4237,MOBILIARIO,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIARIO,39,40,ocr_exact,mistral_table,mistral_table,no
4238,PRODUTOS ALIMENTARES,3,(X),-,(X),-,-,(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,39,40,ocr_exact,mistral_table,mistral_table,no
4239,VILA MATIAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),VILA MATIAS,39,40,ocr_exact,mistral_table,mistral_table,no
4240,PRODUTOS ALIMENTARES,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,39,40,ocr_exact,mistral_table,mistral_table,no
4241,VIRGEM DA LAPA,8,12,-,12,-,-,8,53,52,208,155,VIRGEM DA LAPA,39,40,ocr_exact,mistral_table,mistral_table,no
4242,MOBILIARIO,3,7,-,7,-,-,3,22,22,88,66,MOBILIARIO,39,40,ocr_exact,mistral_table,mistral_table,no
4243,"COUROS E PELES, ARTEFATOS PARA VIAGEM",5,5,-,5,-,-,5,31,30,120,89,"COUROS E PELES, ARTEPATOS PARA VIAGEM",39,40,industry_lexicon,mistral_table,mistral_table,no
4244,VIRGINIA,18,69,38,47,274,198,218,7 052,7 005,8 706,1 654,VIRGINIA,39,40,ocr_exact,mistral_table,mistral_table,no
4245,METALURGICA,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),METALURGICA,39,40,ocr_exact,mistral_table,mistral_table,no
4246,MADEIRA,2,(X),-,(X),-,-,(X),(X),(X),(X),(X),MADEIRA,39,40,ocr_exact,mistral_table,mistral_table,no
4247,PRODUTOS ALIMENTARES,15,64,38,42,274,198,208,6 989,6 944,8 605,1 616,PRODUTOS ALIMENTARES,39,40,ocr_exact,mistral_table,mistral_table,no
4248,VIRGINOPOLIS,8,18,7,21,51,51,28,85,75,301,216,VIROINOPOLIS,39,40,scan_verified_override,mistral_table,mistral_table,no
4249,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,2,-,-,(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,39,40,ocr_exact,mistral_table,mistral_table,no
4250,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,39,40,ocr_exact,mistral_table,mistral_table,no
4251,PRODUTOS ALIMENTARES,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,39,40,ocr_exact,mistral_table,mistral_table,no
4252,BEBIDAS,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,39,40,ocr_exact,mistral_table,mistral_table,no
4253,EDITORIAL E GRAFICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRAFICA,39,40,ocr_exact,mistral_table,mistral_table,no
4254,VIRGOLANDIA,-,-,-,-,-,-,-,-,-,-,-,VIRGOLANDIA,39,40,ocr_exact,mistral_table,mistral_table,no
4255,VISCONDE DO RIO BRANCO,62,434,313,475,4 293,2 795,9 933,68 353,65 574,100 565,32 212,VISCONDE DO RIO BRANCO,39,40,ocr_exact,mistral_table,mistral_table,no
4256,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,12,40,31,43,262,205,149,169,61,773,604,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,39,40,ocr_exact,mistral_table,mistral_table,no
4257,METALURGICA,4,13,7,13,102,41,63,524,519,864,340,METALURGICA,39,40,ocr_exact,mistral_table,mistral_table,no
4258,MECANICA,4,101,99,86,614,563,1 019,665,472,2 756,2 091,MECANICA,39,40,ocr_exact,mistral_table,mistral_table,no
4259,MATERIAL DE TRANSPORTE,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MATERIAL DE TRANSPORTE,39,40,ocr_exact,mistral_table,mistral_table,no
4260,MADEIRA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,39,40,ocr_exact,mistral_table,mistral_table,no
4261,MOBILIARIO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIARIO,39,40,ocr_exact,mistral_table,mistral_table,no
4262,"COUROS E PELES, ARTEFATOS PARA VIAGEM",1,(X),-,(X),(X),(X),(X),(X),(X),(X),(X),"COUROS E PELES, ARTEPATOS PARA VIAGEM",39,40,industry_lexicon,mistral_table,mistral_table,no
4263,QUIMICA,1,-,-,(X),(X),(X),(X),(X),(X),(X),(X),QUIMICA,39,40,ocr_exact,mistral_table,mistral_table,no
4264,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"VESTUARIO, CALCACOS E ARTEPATOS DE TECIDOS",39,40,industry_lexicon,mistral_table,tesseract_review_verified_all_suppressed,no
4265,PRODUTOS ALIMENTARES,25,240,150,288,2 970,1 680,8 465,65 542,64 059,93 872,28 330,PRODUTOS ALIMENTARES,39,40,ocr_exact,mistral_table,mistral_table,no
4266,BEBIDAS,2,-,-,(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,39,40,ocr_exact,mistral_table,mistral_table,no
4267,EDITORIAL E GRAFICA,3,9,6,9,38,33,28,42,38,238,196,EDITORIAL E GRAFICA,39,40,ocr_exact,mistral_table,mistral_table,no
4268,ATIVIDADES DE APOIO E DE SERVICOS DE CARATER INDUSTRIAL,5,17,12,13,232,206,134,986,22,1 358,372,ATIVIDADES DE APOIO E DE SERVICOS DE CARA-TER INDUSTRIAL,39,40,industry_lexicon,mistral_table,mistral_table,no
4269,VOLTA GRANDE,9,42,29,42,336,241,1 175,13 629,13 494,16 050,2 421,VOLTA GRANDE,39,40,ocr_exact,mistral_table,mistral_table,no
4270,MATERIAL DE TRANSPORTE,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MATERIAL DE TRANSPORTE,39,40,ocr_exact,mistral_table,mistral_table,no
4271,MADEIRA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,39,40,ocr_exact,mistral_table,mistral_table,no
4272,QUIMICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),QUIMICA,39,40,ocr_exact,mistral_table,mistral_table,no
4273,PRODUTOS ALIMENTARES,4,27,22,27,235,196,984,10 416,10 316,12 271,1 855,PRODUTOS ALIMENTARES,39,40,ocr_exact,mistral_table,mistral_table,no
4274,BEBIDAS,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),BEBIDAS,39,40,ocr_exact,mistral_table,mistral_table,no
