order_number,entry,establishments_1975,personnel_occupied_total_1975,personnel_occupied_linked_to_production_1975,average_monthly_personnel_occupied_1975,salaries_total_1975_thousand_cruzeiros,salaries_production_personnel_1975_thousand_cruzeiros,miscellaneous_expenses_1975_thousand_cruzeiros,industrial_operations_expenses_total_1975_thousand_cruzeiros,industrial_operations_expenses_raw_materials_materials_components_1975_thousand_cruzeiros,production_value_1975_thousand_cruzeiros,industrial_transformation_value_1975_thousand_cruzeiros,entry_ocr,source_page_left,source_page_right,entry_correction_method,left_extraction_method,right_extraction_method,needs_review
3457,PRODUTOS ALIMENTARES,6,23,12,21,176,90,205,671,(X),1 170,499,PRODUTOS ALIMENTARES,7,8,ocr_exact,mistral_table,mistral_table,no
3458,EDITORIAL E GRAFICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRAFICA,7,8,ocr_exact,mistral_table,mistral_table,no
3459,SANTA BARBARA DO TUGURIO,3,9,-,9,-,-,9,37,24,123,86,SANTA BARBARA DO TUGURIO,7,8,ocr_exact,mistral_table,mistral_table,no
3460,BEBIDAS,3,9,-,9,-,-,9,37,24,123,86,BEBIDAS,7,8,ocr_exact,mistral_table,mistral_table,no
3461,SANTA CRUZ DO ESCALVADO,9,11,1,14,19,19,13,181,161,330,149,SANTA CRUZ DO ESCALVADO,7,8,ocr_exact,mistral_table,mistral_table,no
3462,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),-,(X),-,-,-,(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAD METALICOS,7,8,industry_lexicon,mistral_table_wrapped_row_repaired,mistral_table,no
3463,MOBILIARIO,1,(X),-,(X),-,-,-,(X),(X),(X),(X),MOBILIARIO,7,8,ocr_exact,mistral_table,mistral_table,no
3464,PRODUTOS ALIMENTARES,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,7,8,ocr_exact,mistral_table,mistral_table,no
3465,BEBIDAS,6,(X),1,10,19,19,19,145,129,258,113,BEBIDAS,7,8,ocr_exact,mistral_table,mistral_table,no
3466,SANTA EFIGENIA DE MINAS,-,-,-,-,-,-,-,-,-,-,-,SANTA EFIENIA DE MINAS,7,8,scan_verified_override,mistral_table,mistral_table,no
3467,SANTA FE DE MINAS,-,-,-,-,-,-,-,-,-,-,-,SANTA FE DE MINAS,7,8,scan_verified_override,mistral_table,mistral_table,no
3468,SANTA JULIANA,8,22,7,21,61,57,111,573,543,947,374,SANTA JULIANA,7,8,ocr_exact,mistral_table,mistral_table,no
3469,MADEIRA,1,(X),-,(X),-,-,(X),(X),-,(X),(X),MADEIRA,7,8,ocr_exact,mistral_table,mistral_table,no
3470,MOBILIARIO,2,(X),-,(X),-,-,(X),(X),(X),(X),(X),MOBILIARIO,7,8,ocr_exact,mistral_table,mistral_table,no
3471,PRODUTOS ALIMENTARES,5,17,7,16,61,57,107,559,(X),898,339,PRODUTOS ALIMENTARES,7,8,ocr_exact,mistral_table,mistral_table,no
3472,SANTA LUZIA,54,5 325,4 487,5 218,72 854,54 144,140 802,352 845,335 052,641 418,288 573,SANTA LUZIA,7,8,ocr_exact,mistral_table,mistral_table,no
3473,EXTRACAO DE MINERAIS,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),EXTRACAO DE MINERAIS,7,8,ocr_exact,mistral_table,mistral_table,no
3474,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,5,690,587,668,23 029,17 437,34 601,44 015,34 572,149 919,105 904,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAD METALICOS,7,8,industry_lexicon,mistral_table_wrapped_row_repaired,mistral_table,no
3475,MECANICA,3,445,415,514,10 115,6 452,18 848,80 465,79 051,127 477,47 012,MECANICA,7,8,ocr_exact,mistral_table,mistral_table,no
3476,MATERIAL DE TRANSPORTE,2,(X),(X),(X),8 320,7 058,5 544,8 908,8 391,38 081,29 173,MATERIAL DE TRANSPORTE,7,8,ocr_exact,mistral_table,mistral_table,no
3477,MADEIRA,4,10,4,9,(X),(X),(X),(X),(X),(X),(X),MADEIRA,7,8,ocr_exact,mistral_table,mistral_table,no
3478,MOBILIARIO,2,(X),-,(X),53,33,53,205,198,377,172,MOBILIARIO,7,8,ocr_exact,mistral_table,mistral_table,no
3479,MOBILIARIO,2,(X),(X),(X),-,-,(X),(X),(X),(X),(X),MOBILIARIO,7,8,ocr_exact,mistral_table,mistral_table,no
3480,PAPEL E PAPELAO,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PAPEL E PAPELRO,7,8,municipality_1985_lexicon,mistral_table,mistral_table,no
3481,QUIMICA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),QUIMICA,7,8,ocr_exact,mistral_table,mistral_table,no
3482,PRODUTOS FARMACEUTICOS E VETERINARIOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS FARMACOUTICOS E HETERINARIOS,7,8,industry_lexicon,mistral_table,mistral_table,no
3483,"PERFUMARIA, SABOES E VELAS",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"PERFUMARIA, SABBES E VELAS",7,8,industry_lexicon,mistral_table,mistral_table,no
3484,PRODUTOS DE MATERIAS PLASTICAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS DE MATERIAS PLASTICAS,7,8,ocr_exact,mistral_table,tesseract_review_verified_all_suppressed,no
3485,TEXTIL,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TEXTIL,7,8,ocr_exact,mistral_table,tesseract_review_verified_all_suppressed,no
3486,PRODUTOS ALIMENTARES,11,776,607,767,8 316,4 767,34 109,163 490,160 533,191 486,27 996,PRODUTOS ALIMENTARES,7,8,ocr_exact,mistral_table,mistral_table,no
3487,EDITORIAL E GRAFICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRAFICA,7,8,ocr_exact,mistral_table,mistral_table,no
3488,SANTA MARGARIDA,6,20,10,20,134,107,181,3 720,3 684,4 807,1 087,SANTA MARGARIDA,7,8,ocr_exact,mistral_table,mistral_table,no
3489,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAD METALICOS,7,8,industry_lexicon,mistral_table_wrapped_row_repaired,mistral_table,no
3490,PRODUTOS ALIMENTARES,5,(X),10,(X),134,107,(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,7,8,ocr_exact,mistral_table,mistral_table,no
3491,SANTA MARIA DE ITABIRA,4,10,6,9,62,62,344,311,302,829,518,SANTA MARIA DE ITABIRA,7,8,ocr_exact,mistral_table,mistral_table,no
3492,EXTRACAO DE MINERAIS,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EXTRACAO DE MINERAIS,7,8,ocr_exact,mistral_table,mistral_table,no
3493,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,7,8,ocr_exact,mistral_table,mistral_table,no
3494,PRODUTOS ALIMENTARES,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,7,8,ocr_exact,mistral_table,mistral_table,no
3495,SANTA MARIA DO SALTO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),SANTA MARIA DO SALTO,7,8,ocr_exact,mistral_table,mistral_table,no
3496,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAD METALICOS,7,8,industry_lexicon,mistral_table_wrapped_row_repaired,mistral_table,no
3497,SANTA MARIA DO SUACUI,12,43,24,37,349,204,194,978,934,2 227,1 249,SANTA MARIA DO SUACLI,9,10,scan_verified_override,mistral_table,mistral_table,no
3498,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,9,10,ocr_exact,mistral_table,mistral_table,no
3499,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,9,10,ocr_exact,mistral_table,mistral_table,no
3500,MOBILIARIO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIARIO,9,10,ocr_exact,mistral_table,mistral_table,no
3501,PRODUTOS ALIMENTARES,4,15,8,13,102,63,84,441,417,1 049,608,PRODUTOS ALIMENTARES,9,10,ocr_exact,mistral_table,mistral_table,no
3502,BEBIDAS,4,13,5,12,35,35,20,51,49,209,158,BERICAS,9,10,scan_verified_override,mistral_table,mistral_table,no
3503,EDITORIAL E GRAFICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRAFICA,9,10,ocr_exact,mistral_table,mistral_table,no
3504,SANTANA DA VARGEM,23,15,4,69,138,138,56,8 339,8 272,8 688,349,SANTANA DA VARGEM,9,10,scan_verified_override,mistral_table,mistral_table,no
3505,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,3,(X),(X),(X),(X),(X),(X),(X),21,(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,9,10,ocr_exact,mistral_table,mistral_table,no
3506,MADEIRA,2,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),MADEIRA,9,10,ocr_exact,mistral_table,mistral_table,no
3507,PRODUTOS ALIMENTARES,18,4,-,54,97,97,41,8 305,8 251,8 518,213,PRODUTOS ALIMENTARES,9,10,ocr_exact,mistral_table,mistral_table,no
3508,SANTANA DE CATAGUASES,9,16,3,17,80,30,82,1 005,987,1 333,328,SANTANA DE CATAGUASES,9,10,ocr_exact,mistral_table,mistral_table,no
3509,MADEIRA,1,-,-,(X),-,-,(X),(X),-,(X),(X),MADEIRA,9,10,ocr_exact,mistral_table,mistral_table,no
3510,PRODUTOS ALIMENTARES,6,(X),(X),10,(X),(X),50,889,(X),1 100,211,PRODUTOS ALIMENTARES,9,10,ocr_exact,mistral_table,mistral_table,no
3511,BEBIDAS,1,(X),-,(X),(X),-,(X),(X),(X),(X),(X),BERICAS,9,10,scan_verified_override,mistral_table,mistral_table,no
3512,DIVERSAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),DIVERSAS,9,10,ocr_exact,mistral_table,mistral_table,no
3513,SANTANA DE PIRAPAMA,6,42,33,42,340,303,790,3 316,3 300,4 861,1 545,SANTANA DE PIRAPAMA,9,10,ocr_exact,mistral_table,mistral_table,no
3514,EXTRACAO DE MINERAIS,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),EXTRACAO DE MINERAIS,9,10,ocr_exact,mistral_table,mistral_table,no
3515,"COUROS E PELES, ARTEFATOS PARA VIAGEM",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"COUROS E PELES, ARTEFATOS PARA VIAGEM",9,10,ocr_exact,mistral_table,mistral_table,no
3516,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",1,(X),-,(X),(X),-,(X),(X),-,(X),(X),"VESTUARIO, CALCACOS E ARTEFATOS DE TECIDOS",9,10,industry_lexicon,mistral_table,mistral_table,no
3517,PRODUTOS ALIMENTARES,3,11,(X),11,(X),(X),58,3 263,(X),3 427,164,PRODUTOS ALIMENTARES,9,10,ocr_exact,mistral_table,mistral_table,no
3518,SANTANA DO DESERTO,6,45,32,43,351,252,649,4 027,3 975,7 415,3 388,SANTANA DO DESERTO,9,10,ocr_exact,mistral_table,mistral_table,no
3519,MOBILIARIO,2,(X),-,(X),-,-,(X),(X),(X),(X),(X),MOBILIARIO,9,10,ocr_exact,mistral_table,mistral_table,no
3520,PRODUTOS ALIMENTARES,9,36,(X),34,(X),(X),632,4 017,(X),7 263,3 246,PRODUTOS ALIMENTARES,9,10,ocr_exact,mistral_table,mistral_table,no
3521,DIVERSAS,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),DIVERSAS,9,10,ocr_exact,mistral_table,mistral_table,no
3522,SANTANA DO GARAMBEU,3,7,7,9,51,51,27,951,936,1 026,75,SANTANA DO GARAMBEU,9,10,ocr_exact,mistral_table,mistral_table,no
3523,PRODUTOS ALIMENTARES,3,7,7,9,51,51,27,951,936,1 026,75,PRODUTOS ALIMENTARES,9,10,ocr_exact,mistral_table,mistral_table,no
3524,SANTANA DO JACARE,11,21,9,19,58,54,94,600,571,990,390,SANTANA DO JACAPE,9,10,scan_verified_override,mistral_table,mistral_table,no
3525,MADEIRA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,9,10,ocr_exact,mistral_table,mistral_table,no
3526,PRODUTOS ALIMENTARES,9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,9,10,ocr_exact,mistral_table,mistral_table,no
3527,SANTANA DO MANHUAÇU,3,11,5,10,52,36,906,7 112,6 987,8 915,1 803,SANTANA DO MANHUACU,9,10,ocr_exact,mistral_table,mistral_table,no
3528,PRODUTOS ALIMENTARES,3,11,5,10,52,36,906,7 112,6 987,8 915,1 803,PRODUTOS ALIMENTARES,9,10,ocr_exact,mistral_table,mistral_table,no
3529,SANTANA DO RIACHO,3,80,68,84,988,611,1 504,104,(X),2 693,2 589,SANTANA DO RIACHO,9,10,scan_verified_override,mistral_table,mistral_table,no
3530,EXTRACAO DE MINERAIS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EXTRACAO DE MINERAIS,9,10,ocr_exact,mistral_table,mistral_table,no
3531,ATIVIDADES DE APOIO E DE SERVICOS DE CARATER INDUSTRIAL,2,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),ATIVIDADES DE APCIO E DE SERVIÇOS DE CARA-TER INDUSTRIAL,9,10,industry_lexicon,mistral_table,mistral_table,no
3532,SANTANA DOS MONTES,4,7,-,7,(X),-,6,11,(X),59,48,SANTANA DOS MONTES,9,10,ocr_exact,mistral_table,mistral_table,no
3533,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,2,(X),-,(X),-,-,(X),(X),-,(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,9,10,ocr_exact,mistral_table,mistral_table,no
3534,MOBILIARIO,1,(X),-,(X),(X),-,(X),(X),(X),(X),(X),MOBILIARIO,9,10,ocr_exact,mistral_table,mistral_table,no
3535,PRODUTOS ALIMENTARES,1,(X),-,(X),-,-,(X),(X),-,(X),(X),PRODUTOS ALIMENTARES,9,10,ocr_exact,mistral_table,mistral_table,no
3536,SANTA RITA DE CALDAS,13,126,79,119,909,458,1 588,27 571,27 314,36 818,9 247,SANTA RITA DE CALDAS,9,10,ocr_exact,mistral_table,mistral_table,no
3537,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,-,-,(X),(X),(X),-,(X),-,(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,9,10,ocr_exact,mistral_table,mistral_table,no
3538,MATERIAL DE TRANSPORTE,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),MATERIAL DE TRANSPORTE,9,10,ocr_exact,mistral_table,mistral_table,no
3539,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,9,10,ocr_exact,mistral_table,mistral_table,no
3540,MOBILIARIO,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),MOBILIARIO,9,10,ocr_exact,mistral_table,mistral_table,no
3541,PRODUTOS ALIMENTARES,6,111,74,101,860,421,1 539,26 849,26 599,35 450,8 601,PRODUTOS ALIMENTARES,9,10,ocr_exact,mistral_table,mistral_table,no
3542,BEBIDAS,3,8,(X),8,(X),(X),43,698,698,1 243,545,BEBIDAS,11,12,ocr_exact,mistral_table,mistral_table,no
3543,SANTA RITA DE JACUTINGA,7,35,23,33,222,152,440,6 727,6 685,7 969,1 242,SANTA RITA DE JACUTINGA,11,12,ocr_exact,mistral_table,mistral_table,no
3544,MOBILIARIO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIARIO,11,12,ocr_exact,mistral_table,mistral_table,no
3545,"COUROS E PELES, ARTEFATOS PARA VIAGEM",1,(X),-,(X),-,-,(X),(X),(X),(X),(X),"COUROS E PELES, ARTEPATOS PARA VIAGEM",11,12,industry_lexicon,mistral_table,mistral_table,no
3546,PRODUTOS ALIMENTARES,4,18,(X),18,(X),(X),303,6 577,6 542,7 456,879,PRODUTOS ALIMENTARES,11,12,ocr_exact,mistral_table,mistral_table,no
3547,EDITORIAL E GRAFICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRAFICA,11,12,ocr_exact,mistral_table,mistral_table,no
3548,SANTA RITA DO IBITIPOCA,4,14,13,14,91,91,36,2 358,2 326,2 500,142,SANTA RITA DO IRTIPOCA,11,12,scan_verified_override,mistral_table,mistral_table,no
3549,MADEIRA,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),MADEIRA,11,12,ocr_exact,mistral_table,mistral_table,no
3550,PRODUTOS ALIMENTARES,3,(X),13,(X),91,91,(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,11,12,ocr_exact,mistral_table,mistral_table,no
3551,SANTA RITA DO ITUETO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),SANTA RITA DO ITUETO,11,12,ocr_exact,mistral_table,mistral_table,no
3552,PRODUTOS ALIMENTARES,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,11,12,ocr_exact,mistral_table,mistral_table,no
3553,SANTA RITA DO SAPUCAI,65,599,512,615,5 350,4 248,5 666,65 826,63 547,83 802,17 976,SANTA RITA DO SAPUCAI,11,12,ocr_exact,mistral_table,mistral_table,no
3554,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,16,46,31,48,212,180,127,590,475,1 262,672,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,11,12,ocr_exact,mistral_table,mistral_table,no
3555,METALURGICA,4,150,130,142,1 810,1 086,1 272,8 393,8 127,12 943,4 500,METALUNGECA,11,12,industry_lexicon,mistral_table,mistral_table,no
3556,MECANICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PECANICA,11,12,industry_lexicon,mistral_table,mistral_table,no
3557,MATERIAL DE TRANSPORTE,2,(X),-,(X),-,-,(X),(X),(X),(X),(X),MATERIAL DE TRANSPORTE,11,12,ocr_exact,mistral_table,mistral_table,no
3558,MADEIRA,5,7,2,7,13,13,39,84,72,273,189,MADEIRA,11,12,ocr_exact,mistral_table,mistral_table,no
3559,MOBILIARIO,4,9,-,9,18,-,12,36,31,123,87,MOBILIARIO,11,12,ocr_exact,mistral_table,mistral_table,no
3560,"COUROS E PELES, ARTEFATOS PARA VIAGEM",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"COUROS E PELES, ARTEPATOS PARA VIAGEM",11,12,industry_lexicon,mistral_table,mistral_table,no
3561,QUIMICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),QUIMICA,11,12,ocr_exact,mistral_table,tesseract_review_verified_all_suppressed,no
3562,TEXTIL,4,46,46,61,503,503,323,6 095,5 152,7 215,1 120,TEUTIL,11,12,industry_lexicon,mistral_table,mistral_table,no
3563,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"VESTOARIO, CALCADOS E ARTEPATOS DE TECIDOS",11,12,industry_lexicon,mistral_table,mistral_table,no
3564,PRODUTOS ALIMENTARES,20,80,57,80,471,419,1 406,34 437,34 003,38 051,3 614,PRODUTOS ALIMENTARES,11,12,ocr_exact,mistral_table,mistral_table,no
3565,BEBIDAS,2,(X),-,(X),-,-,(X),(X),(X),(X),(X),BEBIDAS,11,12,ocr_exact,mistral_table,mistral_table,no
3566,EDITORIAL E GRAFICA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRAFICA,11,12,ocr_exact,mistral_table,mistral_table,no
3567,DIVERSAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),DIVERSAS,11,12,ocr_exact,mistral_table,mistral_table,no
3568,SANTA ROSA DA SERRA,12,29,(X),49,365,305,1 267,1 696,1 448,4 411,2 715,SANTA ROSA DA SERRA,11,12,ocr_exact,mistral_table,mistral_table,no
3569,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,11,12,ocr_exact,mistral_table,mistral_table,no
3570,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,11,12,ocr_exact,mistral_table,mistral_table,no
3571,MOBILIARIO,2,(X),-,(X),-,-,(X),(X),(X),(X),(X),MOBILIARIO,11,12,ocr_exact,mistral_table,mistral_table,no
3572,PRODUTOS ALIMENTARES,8,1,-,21,(X),(X),5,1 081,1 374,2 341,960,PRODUTOS ALIMENTARES,11,12,ocr_exact,mistral_table,mistral_table,no
3573,SANTA VITORIA,22,116,78,102,582,361,1 142,3 682,3 455,9 430,5 748,SANTA VITORIA,11,12,ocr_exact,mistral_table,mistral_table,no
3574,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,10,38,26,36,170,102,117,311,227,1 224,913,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,11,12,ocr_exact,mistral_table,mistral_table,no
3575,MADEIRA,4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,11,12,ocr_exact,mistral_table,mistral_table,no
3576,MOBILIARIO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIARIO,11,12,ocr_exact,mistral_table,mistral_table,no
3577,PRODUTOS ALIMENTARES,7,49,32,37,271,143,874,3 221,3 109,7 543,4 322,PRODUTOS ALIMENTARES,11,12,ocr_exact,mistral_table,mistral_table,no
3578,SANTO ANTONIO DO AMPARO,11,34,14,31,113,104,112,441,397,1 229,788,SANTO ANTONIO DO AMPARO,11,12,ocr_exact,mistral_table,mistral_table,no
3579,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,11,12,ocr_exact,mistral_table,mistral_table,no
3580,METALURGICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),METALUNGECA,11,12,industry_lexicon,mistral_table,mistral_table,no
3581,MECANICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MECANICA,11,12,ocr_exact,mistral_table,mistral_table,no
3582,MADEIRA,4,9,-,9,-,-,10,36,25,172,136,MADEIRA,11,12,ocr_exact,mistral_table,mistral_table,no
3583,PRODUTOS ALIMENTARES,4,11,(X),10,(X),(X),53,182,160,635,453,PRODUTOS ALIMENTARES,11,12,ocr_exact,mistral_table,mistral_table,no
3584,SANTO ANTONIO DO AVENTUREIRO,6,8,2,10,14,14,31,269,249,426,157,SANTO ANTONIO DO AVENTUREIRO,11,12,ocr_exact,mistral_table,mistral_table,no
3585,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,-,-,(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,11,12,ocr_exact,mistral_table,mistral_table,no
3586,MADEIRA,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),MADEIRA,11,12,ocr_exact,mistral_table,mistral_table,no
3587,PRODUTOS ALIMENTARES,4,(X),2,(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,11,12,ocr_exact,mistral_table,mistral_table,no
3588,SANTO ANTONIO DO GRAMA,3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),SANTO ANTONIO DE GRAMA,13,14,scan_verified_override,mistral_table,mistral_table,no
3589,PRODUTOS ALIMENTARES,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,13,14,ocr_exact,mistral_table,mistral_table,no
3590,BEBIDAS,1,(X),-,(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,13,14,ocr_exact,mistral_table,mistral_table,no
3591,SANTO ANTONIO DO ITAMBE,-,-,-,-,-,-,-,-,-,-,-,SANTO ANTONIO DE ITAMBE,13,14,scan_verified_override,mistral_table,mistral_table,no
3592,SANTO ANTONIO DO JACINTO,4,8,-,8,-,-,1,29,29,86,57,SANTO ANTONIO DO JACINTO,13,14,scan_verified_override,mistral_table,mistral_table,no
3593,MOBILIARIO,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),MOBILIARIO,13,14,ocr_exact,mistral_table,mistral_table,no
3594,"COUROS E PELES, ARTEFATOS PARA VIAGEM",3,(X),-,(X),-,-,(X),(X),(X),(X),(X),"COUROS E PELES, ARTEFATOS PARA VIAGEM",13,14,ocr_exact,mistral_table,mistral_table,no
3595,SANTO ANTONIO DO MONTE,21,594,534,595,3 848,3 046,3 506,5 186,4 954,16 189,11 003,SANTO ANTONIO DE MONTE,13,14,scan_verified_override,mistral_table,mistral_table,no
3596,EXTRACAO DE MINERAIS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EXTRACRO DE MINERAIS,13,14,industry_lexicon,mistral_table,mistral_table,no
3597,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,4,250,251,248,1 748,1 468,851,1 118,1 113,4 530,3 412,TRANSFORMACRO DE PRODUTOS DE MINERAIS NAO METALICOS,13,14,industry_lexicon,mistral_table,mistral_table,no
3598,METALURGICA,4,23,16,21,210,107,180,689,576,1 397,668,METALOROFICA,13,14,industry_lexicon,mistral_table,mistral_table,no
3599,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,13,14,ocr_exact,mistral_table,mistral_table,no
3600,MOBILIARIO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIARIO,13,14,ocr_exact,mistral_table,mistral_table,no
3601,QUIMICA,4,292,270,297,1 628,1 331,1 229,2 896,2 856,8 027,5 111,QUIMICA,13,14,ocr_exact,mistral_table,mistral_table,no
3602,PRODUTOS ALIMENTARES,5,18,10,18,168,91,1 150,261,191,1 644,1 383,PRODUTOS ALIMENTARES,13,14,ocr_exact,mistral_table,mistral_table,no
3603,EDITORIAL E GRAFICA,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),EDITORIAL E GRAFICA,13,14,ocr_exact,mistral_table,mistral_table,no
3604,SANTO ANTONIO DO RIO ABAIXO,1,-,-,(X),-,-,-,(X),(X),(X),(X),SANTO ANTONIO DO RIC ABAIXC,13,14,scan_verified_override,mistral_table,mistral_table,no
3605,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,-,-,(X),-,-,-,(X),(X),(X),(X),TRANSFORMACRO DE PRODUTOS DE MINERAIS NAO METALICOS,13,14,industry_lexicon,mistral_table,mistral_table,no
3606,SANTO HIPOLITO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),SANTO HIPOLITO,13,14,ocr_exact,mistral_table,mistral_table,no
3607,BEBIDAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBICAS,13,14,industry_lexicon,mistral_table,mistral_table,no
3608,SANTOS DUMONT,71,1 095,908,1 114,12 832,10 305,17 719,196 803,169 554,307 460,110 657,SANTOS DUMONT,13,14,ocr_exact,mistral_table,mistral_table,no
