order_number,entry,establishments_1980,personnel_total_1980,personnel_linked_to_service_activity_1980,salaries_withdrawals_1980_mil_cruzeiros,total_revenue_1980_mil_cruzeiros,companies_headquartered_in_municipality_1985,establishments_1985,personnel_total_1985,personnel_linked_to_service_activity_1985,salaries_withdrawals_1985_mil_cruzeiros,total_revenue_1985_mil_cruzeiros,source_page_1980,source_page_1985,left_extraction_method,right_extraction_method,needs_review
381,CROMINIA,7,15,2,425,2 739,14,14,46,14,117 460,351 000,66,67,mistral_table,mistral_table,no
382,CUMARI,6,8,-,360,3 392,7,7,12,2,64 078,361 166,66,67,mistral_table,mistral_table,no
383,DAMIANOPOLIS,2,(B),(A),(X),(A),3,3,8,4,17 128,133 075,66,67,mistral_table,mistral_table,no
384,DAMOLANDIA,1,(A),(A),(X),(A),8,8,10,3,55 364,398 760,66,67,mistral_table,mistral_table,no
385,DAVINOPOLIS,1,(A),(A),(X),(A),2,2,(B),(A),(X),(A),66,67,mistral_table,mistral_table,no
386,DIORAMA,5,13,-,255,2 574,5,5,11,3,31 064,247 800,66,67,mistral_table,mistral_table,no
387,DOVERLANDIA,-,-,-,-,-,30,30,78,38,405 336,1 102 040,66,67,mistral_table,mistral_table,no
388,EDEIA,21,72,38,4 012,17 023,27,28,73,30,387 297,1 920 311,66,67,mistral_table,mistral_table,no
389,ESTRELA DO NORTE,10,31,11,990,10 831,24,24,61,30,166 299,881 412,66,67,mistral_table,mistral_table,no
390,FAZENDA NOVA,16,46,24,3 215,10 043,23,23,41,16,188 920,1 198 154,66,67,mistral_table,mistral_table,no
391,FIRMINOPOLIS,30,66,29,3 679,22 673,52,52,120,46,640 933,2 308 254,66,67,mistral_table,mistral_table,no
392,FLORES DE GOIAS,5,11,5,629,5 840,5,5,14,5,43 457,151 621,66,67,mistral_table,mistral_table,no
393,FORMOSA,176,541,254,36 078,132 370,174,178,502,235,2 776 702,11 946 961,66,67,mistral_table,mistral_table,no
394,FORMOSO,29,77,27,2 090,14 732,30,30,97,33,205 766,2 078 007,66,67,mistral_table,mistral_table,no
395,GALHEIROS,5,15,5,784,3 754,6,7,13,3,42 247,159 885,66,67,mistral_table,mistral_table,no
396,GOIANAPOLIS,4,10,5,315,1 270,6,6,9,-,11 131,110 884,66,67,mistral_table,mistral_table,no
397,GOIANDIRA,15,29,6,1 674,7 387,9,9,24,7,78 155,378 145,66,67,mistral_table,mistral_table,no
398,GOIANESIA,136,479,246,27 593,117 378,113,115,1 201,1 001,2 889 220,72 441 965,66,67,mistral_table,mistral_table,no
399,GOIANIRA,12,25,11,1 523,6 963,12,12,30,9,185 126,918 832,66,67,mistral_table,mistral_table,no
400,GOIAS,150,518,238,27 614,102 096,78,82,240,98,885 880,5 806 727,66,67,mistral_table,mistral_table,no
401,GOIATUBA,131,521,319,37 118,141 782,131,140,569,354,4 346 995,20 460 761,68,69,mistral_table,mistral_table,no
402,GUAPO,37,126,55,5 513,19 357,15,15,38,22,219 167,602 388,68,69,mistral_table,mistral_table,no
403,GUARANI DE GOIAS,-,-,-,-,-,1,1,(A),(A),(X),(A),68,69,mistral_table,mistral_table,no
404,HEITORAI,3,6,2,477,1 459,5,5,12,3,30 105,162 184,68,69,mistral_table,mistral_table,no
405,HIDROLANDIA,15,35,9,1 294,7 360,34,34,68,25,190 469,771 920,68,69,mistral_table,mistral_table,no
406,HIDROLINE,10,27,9,1 218,4 711,15,16,45,16,211 690,446 709,68,69,mistral_table,mistral_table,no
407,IACIARA,27,95,50,8 807,30 527,32,32,77,22,257 635,766 887,68,69,mistral_table,mistral_table,no
408,INDIARA,-,-,-,-,-,35,35,89,39,439 759,1 208 699,68,69,mistral_table,mistral_table,no
409,INHUMAS,96,330,177,27 916,97 218,173,178,500,246,3 125 937,10 814 495,68,69,mistral_table,mistral_table,no
410,IPAMERI,68,180,86,10 162,41 171,92,94,239,125,1 645 245,5 103 570,68,69,mistral_table,mistral_table,no
411,IPORA,151,491,214,24 685,125 558,120,122,369,210,2 491 560,9 662 547,68,69,mistral_table,mistral_table,no
412,ISRAELANDIA,3,4,-,146,1 651,8,8,19,5,82 432,590 738,68,69,mistral_table,mistral_table,no
413,ITABERA,73,236,125,18 636,66 992,44,45,129,75,839 696,4 066 299,68,69,mistral_table,mistral_table,no
414,ITAQUARU,12,27,6,1 173,4 270,16,16,50,23,326 387,1 289 656,68,69,mistral_table,mistral_table,no
415,ITAJA,33,111,59,5 870,26 732,20,20,55,7,108 971,1 153 400,68,69,mistral_table,mistral_table,no
416,ITAPACI,14,38,15,2 617,4 952,65,66,166,77,541 986,2 345 728,68,69,mistral_table,mistral_table,no
417,ITAPIRAPUÃ,25,72,29,3 292,14 021,22,23,73,24,321 482,3 002 353,68,69,mistral_table,mistral_table,no
418,ITAPURANGA,68,191,94,10 629,36 406,58,59,177,90,1 426 601,4 133 792,68,69,mistral_table,mistral_table,no
419,ITARUMÃ,9,23,11,1 542,6 801,18,18,50,27,234 161,987 090,68,69,mistral_table,mistral_table,no
420,ITAUÇU,31,93,31,3 602,26 104,33,34,91,43,538 921,2 565 103,68,69,mistral_table,mistral_table,no
421,ITUMBIARA,335,1 391,755,86 323,372 989,260,277,1 164,755,9 033 726,49 777 592,68,69,mistral_table,mistral_table,no
422,IVOLANDIA,8,18,-,537,4 728,6,6,17,7,45 814,102 702,68,69,mistral_table,mistral_table,no
423,JANDAIA,23,49,18,4 209,10 960,14,15,34,17,132 381,824 753,68,69,mistral_table,mistral_table,no
424,JARAQUA,71,220,125,12 530,79 540,38,41,168,124,1 063 880,5 876 797,68,69,mistral_table,mistral_table,no
425,JATAI,246,957,597,73 299,262 974,293,302,1 040,626,8 467 558,26 039 969,68,69,mistral_table,mistral_table,no
426,JAUPACI,7,13,6,351,2 127,5,5,10,3,40 815,93 996,68,69,mistral_table,mistral_table,no
427,JOVIANIA,26,54,23,3 822,16 119,22,23,45,16,214 900,1 595 094,68,69,mistral_table,mistral_table,no
428,JUSSARA,107,431,237,34 066,87 518,77,79,282,168,1 651 151,7 230 670,68,69,mistral_table,mistral_table,no
429,LEOPOLDO DE BULHÕES,15,26,4,1 345,9 203,20,20,38,5,109 972,753 435,68,69,mistral_table,mistral_table,no
430,LUZIANIA,167,677,420,51 784,226 846,174,175,691,419,4 429 215,19 192 354,68,69,mistral_table,mistral_table,no
431,MAIRIPOTABA,2,(B),(B),(X),(A),3,3,8,3,27 930,69 200,68,69,mistral_table,mistral_table,no
432,MAMBAI,5,7,2,555,3 154,11,11,27,1,34 102,305 759,68,69,mistral_table,mistral_table,no
433,MARA ROSA,29,64,21,3 467,19 690,80,81,188,88,1 139 411,4 452 949,68,69,mistral_table,mistral_table,no
434,MARZAQÃO,1,(A),(A),(X),(A),2,2,(A),(A),(X),(A),68,69,mistral_table,mistral_table,no
435,MAURILANDIA,21,63,28,3 566,17 506,26,26,58,25,187 201,1 550 378,68,69,mistral_table,mistral_table,no
436,MINAÇU,62,243,145,20 688,108 707,52,55,199,136,1 690 955,7 669 073,68,69,mistral_table,mistral_table,no
437,MINEIROS,110,445,274,29 059,98 714,136,141,505,297,3 352 466,17 553 693,68,69,mistral_table,mistral_table,no
438,MOIPORA,7,18,-,429,4 018,4,4,9,-,18 352,225 118,68,69,mistral_table,mistral_table,no
439,MONTE ALEGRE DE GOIAS,6,15,4,692,4 055,13,13,30,11,87 287,400 470,68,69,mistral_table,mistral_table,no
440,MONTES CLAROS DE GOIAS,24,67,25,5 274,13 634,15,16,44,21,158 116,1 235 868,68,69,mistral_table,mistral_table,no
441,MORRINHOS,133,476,259,32 465,142 735,124,126,432,252,2 962 565,9 720 904,68,69,mistral_table,mistral_table,no
442,MOSSAMEDES,25,57,12,1 940,14 112,24,25,54,18,113 267,816 613,68,69,mistral_table,mistral_table,no
443,MOZARLANDIA,33,103,41,5 651,24 379,20,22,75,41,358 266,1 530 823,68,69,mistral_table,mistral_table,no
444,MUNDO NOVO,-,-,-,-,-,15,15,38,17,128 577,827 343,68,69,mistral_table,mistral_table,no
445,MUTUNOPOLIS,6,27,6,463,3 290,8,8,25,9,226 911,305 035,68,69,mistral_table,mistral_table,no
446,NAZARIO,18,48,23,3 393,10 804,15,16,53,31,262 608,1 936 718,68,69,mistral_table,mistral_table,no
447,MEROPOLIS,14,32,14,1 471,3 800,18,18,40,10,84 438,670 606,68,69,mistral_table,mistral_table,no
448,NIQUELANDIA,68,420,245,29 699,90 372,94,97,580,448,4 434 070,14 166 264,70,71,mistral_table,mistral_table,no
449,NOVA AMERICA,5,11,-,130,913,5,5,10,3,21 010,122 414,70,71,mistral_table,mistral_table,no
450,NOVA AURORA,3,5,1,164,1 595,3,3,3,-,26 100,159 687,70,71,mistral_table,mistral_table,no
451,NOVA CRIXAS,-,-,-,-,-,35,35,96,44,445 023,1 818 417,70,71,mistral_table,mistral_table,no
452,NOVA GLORIA,-,-,-,-,-,53,54,134,52,411 594,1 548 786,70,71,mistral_table,mistral_table,no
453,NOVA ROMA,1,(A),(A),(X),(A),3,3,6,1,13 000,229 979,70,71,mistral_table,mistral_table,no
454,NOVA VENEZA,7,11,2,230,1 980,10,10,17,2,31 758,226 617,70,71,mistral_table,mistral_table,no
455,NOVO BRASIL,19,54,20,3 396,8 087,13,13,29,13,102 134,751 221,70,71,mistral_table,mistral_table,no
456,ORIZONA,20,33,7,1 084,14 012,17,17,29,9,150 376,955 900,70,71,mistral_table,mistral_table,no
457,OURO VERDE DE GOIAS,1,(A),(A),(X),(A),3,3,8,1,11 720,29 948,70,71,mistral_table,mistral_table,no
458,OUVIDOR,6,53,37,2 270,34 195,6,7,45,38,265 623,2 453 551,70,71,mistral_table,mistral_table,no
459,PADRE BERNARDO,27,92,45,3 494,16 305,73,74,168,89,441 296,1 487 064,70,71,mistral_table,mistral_table,no
460,PALMEIRAS DE GOIAS,48,134,67,11 766,41 878,49,53,156,79,947 977,3 841 546,70,71,mistral_table,mistral_table,no
461,PALMELO,10,25,-,353,3 524,7,7,15,-,6 000,345 366,70,71,mistral_table,mistral_table,no
462,PALMINOPOLIS,1,(A),(A),(X),(A),6,6,12,6,105 800,216 049,70,71,mistral_table,mistral_table,no
463,PANAMA,2,(B),(A),(X),(A),-,1,(A),(A),(X),(A),70,71,mistral_table,mistral_table,no
464,PARANAIGUARA,25,64,24,2 553,9 674,39,39,102,47,330 060,1 258 315,70,71,mistral_table,mistral_table,no
465,PARAUNA,41,134,67,10 477,45 086,35,38,106,59,817 703,3 369 443,70,71,mistral_table,mistral_table,no
466,PETROLINA DE GOIAS,19,42,2,758,7 741,26,26,64,25,269 200,987 017,70,71,mistral_table,mistral_table,no
467,PILAR DE GOIAS,2,(B),(A),(X),(A),4,4,10,2,95 000,456 000,70,71,mistral_table,mistral_table,no
468,PIRACANJUBA,78,280,104,9 838,43 920,85,86,256,134,1 180 575,5 880 519,70,71,mistral_table,mistral_table,no
469,PIRANHAS,72,209,110,13 780,60 631,33,34,111,57,748 351,2 917 087,70,71,mistral_table,mistral_table,no
470,PIRENOPOLIS,49,151,79,6 577,18 376,60,61,129,65,673 657,2 379 160,70,71,mistral_table,mistral_table,no
471,PIRES DO RIO,97,231,76,9 780,46 153,89,90,186,75,955 461,5 102 383,70,71,mistral_table,mistral_table,no
472,PLANALTINA,35,82,-,1 827,9 748,37,37,61,13,332 381,1 495 034,70,71,mistral_table,mistral_table,no
473,PONTALINA,71,211,122,11 745,46 941,44,46,147,81,1 358 753,4 600 062,70,71,mistral_table,mistral_table,no
474,PORANGATU,94,426,241,33 302,111 518,147,153,475,263,2 625 024,10 654 761,70,71,mistral_table,mistral_table,no
475,PORTELANDIA,4,9,2,266,1 277,7,7,14,4,89 024,466 805,70,71,mistral_table,mistral_table,no
476,POSSE,28,92,43,6 497,19 653,54,55,171,70,439 871,2 214 588,70,71,mistral_table,mistral_table,no
477,QUIRINOPOLIS,114,434,272,27 322,116 012,104,107,312,172,1 872 355,10 455 099,70,71,mistral_table,mistral_table,no
478,RIALMA,32,95,42,5 040,28 825,39,40,114,52,444 155,2 997 650,70,71,mistral_table,mistral_table,no
479,RIANAPOLIS,12,33,18,1 150,9 255,27,28,58,22,236 686,777 039,70,71,mistral_table,mistral_table,no
480,RIO VERDE,194,818,535,66 757,249 703,223,237,967,620,7 598 927,34 478 850,70,71,mistral_table,mistral_table,no
481,RUBIATABA,41,124,43,4 397,17 089,71,72,174,80,797 714,3 630 996,70,71,mistral_table,mistral_table,no
482,SANCLERLANDIA,35,65,18,2 358,24 151,44,44,107,31,246 258,1 715 652,70,71,mistral_table,mistral_table,no
483,SANTA BARBARA DE GOIAS,9,22,4,800,3 646,4,5,409,396,3 821 661,5 729 197,70,71,mistral_table,mistral_table,no
484,SANTA CRUZ DE GOIAS,1,(A),(A),(X),(A),1,1,(A),(A),(X),(A),70,71,mistral_table,mistral_table,no
485,SANTA HELENA DE GOIAS,105,385,238,34 893,138 653,176,181,556,307,2 918 567,15 243 370,70,71,mistral_table,mistral_table,no
486,SANTA ISABEL,-,-,-,-,-,5,5,6,-,26 337,167 212,70,71,mistral_table,mistral_table,no
487,SANTA RITA DO ARAGUAIA,29,66,11,2 751,13 283,29,29,86,43,495 430,1 295 216,70,71,mistral_table,mistral_table,no
488,SANTA ROSA DE GOIAS,9,22,5,1 806,3 378,5,6,14,8,77 222,690 871,70,71,mistral_table,mistral_table,no
489,SANTA TEREZA DE GOIAS,14,43,3,933,9 241,31,31,61,25,177 312,1 243 306,70,71,mistral_table,mistral_table,no
490,SANTA TEREZINHA DE GOIAS,17,60,15,1 865,7 037,42,44,137,86,770 496,2 168 472,70,71,mistral_table,mistral_table,no
491,SANTO ANTONIO DO DESCOBERTO,-,-,-,-,-,8,8,16,1,118 864,438 633,70,71,mistral_table,mistral_table,no
492,SÃO DOMINGOS,12,39,17,2 504,7 298,29,29,57,9,144 379,1 267 755,70,71,mistral_table,mistral_table,no
493,SÃO FRANCISCO DE GOIAS,8,11,2,266,1 542,5,5,6,1,18 580,97 066,70,71,mistral_table,mistral_table,no
494,SÃO JOÃO D'ALIANÇA,6,17,3,380,3 460,17,17,41,2,51 334,225 032,70,71,mistral_table,mistral_table,no
495,SÃO LUIS DE MONTES BELOS,111,364,186,19 446,93 069,109,112,324,158,1 365 645,6 152 453,72,73,mistral_table,mistral_table,no
496,SÃO MIGUEL DO ARAGUAIA,79,299,169,17 417,92 824,52,54,249,170,1 630 737,8 698 034,72,73,mistral_table,mistral_table,no
497,SÃO SIMÃO,40,133,72,11 600,39 287,35,36,109,61,698 423,1 530 223,72,73,mistral_table,mistral_table,no
498,SERRANOPOLIS,10,26,13,1 177,6 109,13,13,33,15,202 741,854 154,72,73,mistral_table,mistral_table,no
499,SILVANIA,23,63,30,3 637,18 623,31,31,88,40,610 659,1 618 288,72,73,mistral_table,mistral_table,no
500,SITIO D'ABADIA,2,(A),(A),(X),(A),2,2,(A),(A),(X),(A),72,73,mistral_table,mistral_table,no
501,TAQUARAL DE GOIAS,29,77,23,4 594,15 520,19,19,43,9,128 016,519 480,72,73,mistral_table,mistral_table,no
502,TRES RANCHOS,1,(A),(A),(X),(A),1,2,(A),(A),(X),(A),72,73,mistral_table,mistral_table,no
503,TRINDADE,87,286,153,24 477,64 490,96,96,231,119,1 055 091,3 333 000,72,73,mistral_table,mistral_table,no
504,TURVANIA,6,12,6,777,2 800,11,11,22,10,86 800,237 247,72,73,mistral_table,mistral_table,no
505,URUACU,112,377,198,25 643,106 132,145,146,467,278,3 849 599,9 958 176,72,73,mistral_table,mistral_table,no
506,URUANA,24,57,31,1 788,5 285,89,90,213,115,1 145 339,5 411 541,72,73,mistral_table,mistral_table,no
507,URUTAI,7,12,2,532,1 462,6,6,8,2,22 997,366 018,72,73,mistral_table,mistral_table,no
508,VARJÃO,4,10,-,192,2 254,6,7,20,10,117 900,854 000,72,73,mistral_table,mistral_table,no
509,VIANOPOLIS,25,58,19,2 796,15 867,13,14,34,14,149 093,1 077 849,72,73,mistral_table,mistral_table,no
510,VICENTINOPOLIS,-,-,-,-,-,7,9,45,36,564 639,6 082 249,72,73,mistral_table,mistral_table,no
511,DISTRITO FEDERAL,4 611,59 257,46 015,9 766 554,37 310 117,4 999,5 408,56 942,43 436,668 122 018,3 440 222 611,72,73,mistral_table,mistral_table,no
512,ALOJAMENTO E ALIMENTAÇÃO,2 099,10 418,6 454,906 194,5 257 236,2 281,2 376,12 432,8 240,83 546 288,476 623 846,72,73,mistral_table,mistral_table,no
513,ALOJAMENTO,80,2 040,1 499,271 752,1 130 642,69,81,2 784,2 517,30 269 954,139 535 650,72,73,mistral_table,mistral_table,no
514,ALIMENTAÇÃO,2 019,8 378,4 955,634 442,4 126 594,2 212,2 295,9 648,5 723,53 276 334,337 088 196,72,73,mistral_table,mistral_table,no
515,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",727,3 465,2 137,412 730,1 506 757,966,996,4 099,2 494,38 999 132,127 320 107,72,73,mistral_table,mistral_table,no
516,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",727,3 465,2 137,412 730,1 506 757,966,996,4 099,2 494,38 999 132,127 320 107,72,73,mistral_table,mistral_table,no
517,"PESSOAIS, DE HIGIENE E ESTÉTICA PESSOAL",480,1 816,1 124,150 996,413 573,477,547,1 941,1 248,10 794 269,33 406 670,72,73,mistral_table,mistral_table,no
518,PESSOAIS,162,675,427,65 657,193 437,80,125,381,264,2 094 697,6 955 334,72,73,mistral_table,mistral_table,no
519,HIGIENE E DE ESTÉTICA PESSOAL,318,1 141,697,85 339,220 136,417,422,1 560,984,8 699 572,26 451 336,72,73,mistral_table,mistral_table,no
520,"RADIODIFUSÃO, TELEVISÃO E DIVERSÕES",71,1 584,1 025,402 075,995 904,46,71,1 677,1 366,37 496 139,121 425 931,72,73,mistral_table,mistral_table,no
521,RADIODIFUSÃO E TELEVISÃO,13,1 265,789,372 736,834 222,3,13,1 379,1 151,35 355 801,104 290 200,72,73,mistral_table,mistral_table,no
522,DIVERSÕES,58,319,236,29 339,161 682,43,58,298,215,2 140 338,17 135 731,72,73,mistral_table,mistral_table,no
523,AUXILIARES DIVERSOS,1 024,39 216,34 071,7 037 382,26 184 804,1 027,1 213,35 498,29 215,485 942 698,2 621 782 057,72,73,mistral_table,mistral_table,no
524,AUX. DA AGROPECUÁRIA E REFLORESTAMENTO,14,195,97,54 630,88 394,12,13,235,155,5 877 114,12 460 273,72,73,mistral_table,mistral_table,no
525,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",176,1 224,798,316 256,5 481 248,190,231,1 646,1 479,36 966 631,357 498 430,72,73,mistral_table,mistral_table,no
526,"AUX. FINANC., SEGUROS E CAPITALIZAÇÃO",22,136,111,23 254,128 608,18,26,145,95,2 693 114,38 643 934,72,73,mistral_table,mistral_table,no
527,AUXILIARES DOS TRANSPORTES,63,2 547,846,926 759,776 685,31,56,2 688,1 681,83 838 733,358 077 321,72,73,mistral_table,mistral_table,no
528,"AUX. CONSTRUÇÃO, OBRAS, GEOGESIA, ETC",85,1 185,853,472 649,1 213 675,64,79,1 244,902,49 485 149,108 034 687,72,73,mistral_table,mistral_table,no
529,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",118,12 304,11 768,750 580,1 812 241,104,110,11 522,11 208,67 406 392,144 743 361,72,73,mistral_table,mistral_table,no
530,AUX. PRESTADOS À EMPRESAS E PESSOAS,437,20 784,19 101,4 374 800,16 248 161,524,608,17 116,13 287,233 110 000,1 580 072 356,72,73,mistral_table,mistral_table,no
531,AUXILIARES DA SAÚDE,109,843,497,118 454,435 792,84,90,602,408,6 565 565,22 251 695,72,73,mistral_table,mistral_table,no
532,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMÓVEIS",210,2 756,1 204,857 177,2 951 843,202,205,1 295,873,11 343 492,59 664 000,72,73,mistral_table,mistral_table,no
533,COMPRA E VENDA DE BENS IMÓVEIS,127,1 284,529,523 144,1 885 283,67,68,312,155,3 242 320,19 426 653,72,73,mistral_table,mistral_table,no
534,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",83,1 472,675,334 033,1 066 560,135,137,983,718,8 101 172,40 237 347,72,73,mistral_table,mistral_table,no
