order_number,entry,establishments_1980,personnel_total_1980,personnel_linked_to_production_1980,salaries_withdrawals_other_compensation_1980_mil_cruzeiros,gross_production_value_1980_mil_cruzeiros,industrial_transformation_value_1980_mil_cruzeiros,companies_headquartered_in_municipality_1985,establishments_1985,personnel_total_1985,personnel_linked_to_production_1985,salaries_withdrawals_other_compensation_1985_mil_cruzeiros,gross_production_value_1985_mil_cruzeiros,industrial_transformation_value_1985_mil_cruzeiros,source_page_1980,source_page_1985,left_extraction_method,right_extraction_method,needs_review
360,CABECEIRAS,7,31,16,1 302,3 881,2 178,15,15,71,48,389 935,2 004 131,1 263 495,14,15,mistral_table,mistral_table,no
361,CACHOEIRA ALTA,14,64,30,3 043,45 354,17 401,18,21,73,44,267 744,7 582 330,1 925 923,14,15,mistral_table,mistral_table,no
362,CACHOEIRA DE GOIÁS,1,(A),(A),(X),(A),(X),2,2,(A),(A),(X),(A),(X),14,15,mistral_table,mistral_table,no
363,CACHOEIRA DOURADA,-,-,-,-,-,-,8,10,40,27,238 059,6 865 738,665 484,14,15,mistral_table,mistral_table,no
364,CAÇU,20,95,57,7 028,41 715,19 229,25,29,126,86,542 807,2 400 050,1 104 124,14,15,mistral_table,mistral_table,no
365,CAIPONIA,27,65,41,5 325,37 137,17 946,42,44,152,84,644 358,5 257 128,2 331 973,14,15,mistral_table,mistral_table,no
366,CALDAS NOVAS,34,156,105,11 388,51 494,23 062,23,23,74,35,362 541,2 942 566,1 504 559,14,15,mistral_table,mistral_table,no
367,CAMPESTRE DE GOIÁS,14,44,20,6 173,27 333,21 098,13,13,52,26,296 335,1 226 066,655 960,14,15,mistral_table,mistral_table,no
368,CAMPINAÇU,-,-,-,-,-,-,7,7,11,1,39 692,144 480,90 125,14,15,mistral_table,mistral_table,no
369,CAMPINORTE,33,123,67,6 161,28 158,19 449,23,25,61,54,424 501,17 631 346,10 286 288,14,15,mistral_table,mistral_table,no
370,CAMPO ALEGRE DE GOIÁS,1,(A),(A),(X),(A),(X),12,13,56,34,186 302,444 650,285 600,14,15,mistral_table,mistral_table,no
371,CAMPOS BELOS,12,45,21,3 526,24 294,9 310,11,13,59,43,330 461,2 942 957,1 248 406,14,15,mistral_table,mistral_table,no
372,CARMO 00 R l O VEROE,13,50,26,077,251,6U,15,16,94,53,1 154 794,11 326 523,4 650 587,16,17,pdf_text_layout,mistral_table,no
373,CATALÃO,100,62 1,401,5D 859,685 077,174 631,80,88,1 491,1 022,22 024 757,423 128 050,274 416 057,16,17,pdf_text_layout,mistral_table,no
374,CATURAI.....cccccscsc siri serena rca,2,1a),ta),08),(A),(X3,1,1,(A),(A),(X),(A),(X),16,17,tesseract_por_review,mistral_table,no
375,CAVALCANTE,7,54,33,2 515,16 440,14 804,4,4,16,12,63 350,235 388,170 050,16,17,tesseract_por_review,mistral_table,no
376,CERES,60,35•,180,22 970,508 353,202 947,52,58,281,205,1 548 150,27 464 961,11 653 827,16,17,pdf_text_tokens,mistral_table,no
377,CORREGO,00,OURO,14,639,42 588,12 732,2,3,15,9,54 454,4 800 276,872 588,16,17,pdf_text_tokens,mistral_table,no
378,CORUMBA DE GOIAS,33 373,31 9,48 S98,1 644 250,7D4,587,81,84,626,516,6 267 422,85 045 082,49 328 076,16,17,pdf_text_layout,mistral_table,no
379,"CORUMBAIBA . . . • . . . . . . . . . . . , , , , , . 1B",66,28,4,729,114 903,12 104,9,10,81,59,585 359,36 245 256,20 621 217,16,17,pdf_text_tokens,mistral_table,no
380,CRISTALINA,,,,,,,3,4,19,9,125 750,576 937,232 046,16,17,pdf_text_tokens_partial,mistral_table,yes
381,CRIST!ANOPOLIS. IA) IA) IX),2,(A),(A),(XxX),ta),(XX),3,4,16,7,87 663,372 521,303 599,16,17,tesseract_por_review,mistral_table,no
382,CAIXAS,52 232,1,58,13 501,75 902,46 275,9,10,81,66,1 003 691,8 639 908,5 680 285,16,17,pdf_text_tokens,mistral_table,no
383,CROMIN!A,41,26,2,325 069,7,96D,13,14,65,36,390 444,1 175 068,892 207,16,17,pdf_text_tokens,mistral_table,no
384,CUMAR 1,",,",87,67,5 384,87 321,17 694,16,16,69,46,519 106,4 934 231,1 380 051,16,17,pdf_text_layout,mistral_table,no
385,OAM!ANOPOL!S,3,6,3,285,701,354,3,3,6,3,22 623,165 362,61 346,16,17,tesseract_por_review,mistral_table,no
386,DAMOLANO!A,25,17,2,114,36 363,5 295,5,6,33,26,261 048,5 849 375,556 068,16,17,pdf_text_tokens,mistral_table,no
387,DAV!NOPOLIS,12,1,836,4,244,2 958,5,6,43,31,185 159,2 644 846,1 147 976,16,17,pdf_text_tokens,mistral_table,no
388,OIORAMA,7,27,13,783,5 303,3 351,2,2,(A),(A),(X),(A),(X),16,17,tesseract_por_review,mistral_table,no
389,OOVERLAND!A,-,-,-,-,-,-,14,14,35,17,184 202,665 608,381 648,16,17,tesseract_por_review,mistral_table,no
390,EDEIA,23 122,87,7,15S,27 393,17 132,18,21,89,54,405 425,1 600 840,1 021 583,16,17,pdf_text_tokens,mistral_table,no
391,ESTRELA DO NORTE,38,10,1,703,4 924,40,18,18,57,25,159 475,1 283 735,734 200,16,17,pdf_text_tokens,mistral_table,no
392,FAZENDA NOVA,18,70,29,5 907,38 715,14 830,12,14,50,31,241 848,7 730 222,2 916 005,16,17,pdf_text_tokens,mistral_table,no
393,FIRMINOPOL!S,25,7D,34,4 142,23 342,14 535,19,20,49,18,248 052,739 118,433 176,16,17,pdf_text_tokens,mistral_table,no
394,FLORES DE GOIAS........ccciccsiccec caraca ras,4,20,+2,1 076,10 324,6 889,2,2,(B),(A),(X),(B),(X),16,17,tesseract_por_review,mistral_table,no
395,FORMOSA,75,603,432,55 990,751 850,124 437,72,74,439,299,2 519 207,64 625 363,40 419 008,16,17,pdf_text_tokens,mistral_table,no
396,FORMOSO,25,79,44,2 766,15,477 875,11,11,38,17,139 764,844 058,393 541,16,17,pdf_text_tokens,mistral_table,no
397,ClALHE l ROS,11,1,076,8,487,4 947,-,-,-,-,-,-,-,16,17,pdf_text_tokens,mistral_table,no
398,GOIANAPOLIS,27,13,793,5,303,351,11,11,38,17,1 39 764,844 058,393 541,16,17,pdf_text_tokens,pdf_text_layout,no
399,ClOIANDIRA,12,25,1 448,7,1D9,3 245,20,20,59,35,375 493,988 396,674 228,16,17,pdf_text_tokens,mistral_table,no
400,GO!ANESIA,93,677 444,41,D14,622 740,204 474,49,52,1 034,862,5 891 160,148 872 446,70 999 088,16,17,pdf_text_tokens,mistral_table,no
401,GOlANlRA,18,137,110,11 534,109 164,78 558,11,11,58,37,421 681,2 439 350,1 361 421,16,17,pdf_text_tokens,mistral_table,no
402,GO!AS ••••.•••.••..•. ·\,76,347,216,29 196,141 774,76 530,38,42,237,146,1 441 028,12 724 162,7 290 885,16,17,pdf_text_tokens,mistral_table,no
403,ClOlATUBA,59,297,198,31 217,635 297,203 651,55,61,443,326,4 237 740,78 058 476,17 781 099,16,17,pdf_text_tokens,mistral_table,no
404,GUAPO,58,413,254,17 090,150 877,66 039,14,16,113,88,620 268,13 075 022,2 276 168,16,17,pdf_text_tokens,mistral_table,no
405,GUARANI DE GOIAS . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 18),,,,,,,-,-,-,-,-,-,-,16,17,pdf_text_tokens_partial,mistral_table,yes
406,HE !TORAI,,,,,,,7,7,18,4,39 201,163 674,84 584,16,17,pdf_text_tokens_partial,mistral_table,yes
407,,,,,,,,22,25,92,61,466 107,3 540 183,2 845 012,16,17,missing,mistral_table,yes
408,HIOROLINA,21,ss,21,1 423,s,670 884,9,10,36,21,131 930,6 509 622,265 987,16,17,pdf_text_tokens,mistral_table,no
409,lACIARA,12,70,45,8 048,107 257,46 256,10,10,135,118,649 799,1 966 856,512 606,16,17,pdf_text_tokens,mistral_table,no
410,lNDlARA,-,-,-,-,-,-,40,40,161,89,1 032 229,4 338 748,2 846 948,16,17,tesseract_por_review,mistral_table,no
411,l NHUMAS,65,452 325,31,639 524,1H,183 363,71,74,465,318,3 266 209,58 786 578,29 339 461,16,17,pdf_text_tokens,mistral_table,no
412,IPAMERI.....elscrsscorarcrrra ca rarsrana sera perros “8,192,121,15,468,108 483,53 060,31,33,196,159,1 512 174,43 580 424,15 012 321,16,17,tesseract_por_review,mistral_table,no
413,IPORA.......cclscc secar erra racer nn ra rss,100,344,193,20 911,172 370,73 690,97,99,260,151,2 110 787,11 843 597,4 298 303,16,17,tesseract_por_review,mistral_table,no
414,ISRAELANDIA.....cscccelraser serranas,,,,,,,4,4,3,1,19 516,81 000,39 800,16,17,tesseract_por_review_partial,mistral_table,yes
415,"ITABERAL,.,,cccrserrrrrserrrerrererera rr earvaros",62,281 159,19,394 248,8189,90 773,31,33,154,108,717 235,12 012 903,5 248 418,16,17,tesseract_por_review,mistral_table,no
416,1 T AClllARU,7,16,(A),386,1105,666,13,16,54,35,422 775,6 563 105,1 063 860,16,17,tesseract_por_review,mistral_table,no
417,ITA.JA,34,148,102,8 688,82 732,31 227,52,53,290,65,439 108,5 279 586,1 569 724,16,17,pdf_text_tokens,mistral_table,no
418,ITAPACI,29,94,32 384,ZD,847,12 198,20,22,137,103,2 392 460,13 685 711,2 591 030,16,17,pdf_text_tokens,mistral_table,no
419,ITAPIRAPUÁ,33,115,64,8 061,31 969,18 163,16,16,60,30,264 831,5 743 318,2 285 624,18,19,mistral_table,mistral_table,no
420,ITAPURANGA,68,287,188,17 214,112 958,56 575,58,59,263,170,2 302 017,26 168 531,13 818 866,18,19,mistral_table,mistral_table,no
421,ITARUMÃ,6,44,36,1 128,3 906,3 153,25,25,90,40,290 630,1 814 917,1 434 608,18,19,mistral_table,mistral_table,no
422,ITAUQU,25,331,252,20 244,482 814,216 875,9,10,196,159,1 279 372,31 840 826,11 987 796,18,19,mistral_table,mistral_table,no
423,ITUMBIARA,166,1 241,728,128 785,2 607 391,993 892,119,145,1 569,979,16 863 301,318 890 974,117 864 291,18,19,mistral_table,mistral_table,no
424,IVOLANDIA,2,(B),(A),(X),(A),(X),2,2,(A),(A),(X),(X),(X),18,19,mistral_table,mistral_table,no
425,JANDAIA,15,41,19,2 894,91 903,20 300,20,21,266,207,3 845 845,75 300 210,42 266 646,18,19,mistral_table,mistral_table,no
426,JARAGUA,47,136,82,5 492,84 646,35 447,38,42,230,172,1 083 179,14 081 000,6 201 426,18,19,mistral_table,mistral_table,no
427,JATAI,144,842,550,71 333,840 427,361 208,132,141,1 096,828,8 046 538,125 642 012,47 262 095,18,19,mistral_table,mistral_table,no
428,JAUPACI,5,18,12,735,3 276,1 936,5,5,13,6,45 714,106 722,82 782,18,19,mistral_table,mistral_table,no
429,JOVIANA,11,25,6,1 003,3 120,2 315,9,11,29,14,155 409,628 277,450 198,18,19,mistral_table,mistral_table,no
430,JUSSARA,78,365,211,27 366,158 991,70 461,26,30,124,82,665 387,21 346 861,6 765 632,18,19,mistral_table,mistral_table,no
431,LEOPOLDO DE BULHÕES,14,44,16,2 363,8 526,5 488,10,13,35,14,102 549,508 213,312 820,18,19,mistral_table,mistral_table,no
432,LUZIANIA,182,956,607,62 896,933 507,377 008,94,95,695,481,3 751 854,49 409 405,16 952 056,18,19,mistral_table,mistral_table,no
433,MAIRIPOTABA,5,21,16,2 367,4 928,4 339,3,5,42,35,387 915,2 452 271,2 233 940,18,19,mistral_table,mistral_table,no
434,MAMBAI,2,(A),(A),(X),(A),(X),4,4,11,7,222 300,886 125,134 500,18,19,mistral_table,mistral_table,no
435,MARA ROSA,47,164,77,8 275,27 974,17 169,44,45,127,70,599 079,9 935 853,1 212 608,18,19,mistral_table,mistral_table,no
436,MARZAGÃO,1,(A),(A),(X),(A),(X),2,2,(B),(A),(X),(B),(X),18,19,mistral_table,mistral_table,no
437,MAURILANDIA,12,32,14,1 830,7 595,4 859,5,5,10,2,31 060,446 565,128 042,18,19,mistral_table,mistral_table,no
438,MINAQU,28,2 265,1 078,443 065,3 220 789,2 711 491,24,25,1 596,1 253,51 467 977,316 774 115,199 098 750,18,19,mistral_table,mistral_table,no
439,MINEIROS,58,291,205,19 618,92 836,51 153,68,72,297,211,2 306 807,11 066 760,6 496 050,18,19,mistral_table,mistral_table,no
440,MOIPORA,5,12,5,829,3 377,3 009,5,6,23,14,100 713,256 865,171 944,18,19,mistral_table,mistral_table,no
441,MONTE ALEGRE DE GOIAS,6,81,61,7 375,29 596,20 545,3,3,6,3,25 800,105 500,37 500,18,19,mistral_table,mistral_table,no
442,MONTES CLAROS DE GOIAS,22,51,17,4 937,11 568,6 741,9,10,34,19,131 171,1 283 867,534 321,18,19,mistral_table,mistral_table,no
443,MORRINHOS,63,341,238,22 126,249 861,83 379,49,50,360,242,2 025 867,36 396 682,6 511 136,18,19,mistral_table,mistral_table,no
444,MOSSAMEDES,16,45,19,2 152,14 698,7 060,21,21,53,29,107 077,1 478 766,822 014,18,19,mistral_table,mistral_table,no
445,MOZARLANDIA,14,48,25,2 386,10 030,6 418,18,18,88,59,515 042,3 694 710,1 973 068,18,19,mistral_table,mistral_table,no
446,MUNDO NOVO,-,-,-,-,-,-,11,13,6,24,170 754,937 780,373 131,18,19,mistral_table,mistral_table,no
447,MUTUNOPOLIS,14,32,14,1 842,8 256,5 338,9,11,52,27,209 428,6 609 621,290 636,18,19,mistral_table,mistral_table,no
448,NAZARIO,17,73,37,3 576,13 561,9 416,19,19,138,109,873 453,12 674 537,3 887 259,18,19,mistral_table,mistral_table,no
449,NEROPOLIS,31,220,158,12 809,113 995,31 341,23,24,137,91,645 725,8 959 337,4 178 811,18,19,mistral_table,mistral_table,no
450,NIQUELANDIA,54,1 447,1 034,167 303,174 076,47 390,61,68,2 736,2 444,44 688 449,388 577 784,262 315 908,18,19,mistral_table,mistral_table,no
451,NOVA AMERICA,-,-,-,-,-,-,6,7,14,10,96 419,5 094 049,189 618,18,19,mistral_table,mistral_table,no
452,NOVA AURORA,6,11,4,543,2 521,1 682,10,11,33,19,165 590,368 933,217 208,18,19,mistral_table,mistral_table,no
453,NOVA CRIXAS,-,-,-,-,-,-,19,19,85,57,456 166,1 847 173,975 208,18,19,mistral_table,mistral_table,no
454,NOVA GLORIA,-,-,-,-,-,-,27,27,73,35,231 356,793 028,502 297,18,19,mistral_table,mistral_table,no
455,NOVA ROMA,2,(C),(B),(X),(B),(X),3,3,116,94,1 529 145,5 591 464,2 967 894,18,19,mistral_table,mistral_table,no
456,NOVA VENEZA,13,63,46,2 840,13 094,8 899,16,16,50,22,162 623,1 565 416,718 560,18,19,mistral_table,mistral_table,no
457,NOVO BRASIL,15,43,20,3 914,49 007,11 227,8,9,30,20,177 202,3 108 093,1 785 168,18,19,mistral_table,mistral_table,no
458,ORIZONA,34,52,31,6 804,54 589,47 385,11,12,40,25,197 400,962 497,590 966,18,19,mistral_table,mistral_table,no
459,OURO VERDE DE GOIAS,5,11,5,376,1 522,930,5,5,13,4,24 666,1 986 616,986 327,18,19,mistral_table,mistral_table,no
460,OUVIDOR,20,903,697,199 170,2 155 334,1 121 465,9,14,858,732,17 587 588,196 625 213,111 154 531,18,19,mistral_table,mistral_table,no
461,PADRE BERNARDO,27,118,72,4 849,42 186,31 222,36,37,124,84,662 672,2 284 248,1 384 598,18,19,mistral_table,mistral_table,no
462,PALMEIRAS DE GOIAS,79,819,515,134 147,2 311 659,964 962,45,58,827,747,10 200 328,177 115 867,118 067 663,18,19,mistral_table,mistral_table,no
463,PALMELO,3,10,6,543,1 561,1 074,3,3,9,5,13 842,252 220,114 237,18,19,mistral_table,mistral_table,no
464,PALMINOPOLIS,6,20,10,2 537,24 846,8 273,17,18,49,32,278 980,1 487 497,788 839,18,19,mistral_table,mistral_table,no
465,PANAMA,3,9,2,422,2 416,970,1,2,(B),(B),(X),(E),(X),18,19,mistral_table,mistral_table,no
466,PARANAIGUARA,14,40,21,3 413,13 499,8 586,14,15,40,23,256 177,726 430,437 178,20,21,mistral_markdown,mistral_table,no
467,PARAUNA,21,61,30,4 511,119 365,17 405,16,21,56,32,271 037,1 334 224,719 468,20,21,mistral_markdown,mistral_table,no
468,PETROLINA DE GOIAS,27,65,23,3 645,17 631,13 283,20,21,58,31,245 165,4 015 289,812 324,20,21,mistral_markdown,mistral_table,no
469,PILAR DE GOIAS,10,36,21,2 243,6 292,1 486,-,-,-,-,-,-,-,20,21,mistral_markdown,mistral_table,no
470,PIRACANJUBA,57,447 266,34 646,1,598 958,698 186,41,45,254,175,1 825 932,46 975 541,20 847 348,20,21,mistral_markdown,mistral_table,no
471,PIRAMHAS,46,167,97,10 565,72 359,28 757,15,17,88,63,492 974,4 829 397,2 113 185,20,21,mistral_markdown,mistral_table,no
472,PIRENOPOLIS,97,500,395,42 247,94 964,78 936,128,129,331,210,3 510 283,8 363 812,5 559 247,20,21,mistral_markdown,mistral_table,no
473,PIRES DO RIO,55,488 319,39 269,1,618 334,222 633,28,33,517,467,4 301 893,117 373 344,16 177 950,20,21,mistral_markdown,mistral_table,no
474,PLANALTINA,11,81,36,5 465,82 495,54 428,18,19,132,86,1 069 223,8 183 953,5 570 725,20,21,mistral_markdown,mistral_table,no
475,PONTALINA,41,132,65,10 432,161 313,69 450,15,17,62,37,399 714,6 543 704,1 159 281,20,21,mistral_markdown,mistral_table,no
476,PORANGATU,71,233,109,11 275,55 492,34 156,71,73,333,212,1 548 327,27 801 228,17 617 372,20,21,mistral_markdown,mistral_table,no
477,PORTELANDIA,3,38,29,1 130,4 038,2 026,4,4,35,31,210 438,727 745,515 882,20,21,mistral_markdown,mistral_table,no
478,POSSE,27,90,39,4 130,33 357,13 988,24,24,140,101,265 702,1 578 138,895 097,20,21,mistral_markdown,mistral_table,no
479,QUIRINOPOLIS,94,404,189,25 204,266 534,130 626,110,112,513,319,2 367 095,26 753 526,10 631 634,20,21,mistral_markdown,mistral_table,no
480,RIALMA,23,138,82,5 779,171 732,32 363,21,22,242,206,1 609 655,142 196 656,16 072 625,20,21,mistral_markdown,mistral_table,no
481,RIANAPOLIS,11,38,18,1 263,9 925,3 786,11,11,76,59,814 410,17 644 655,2 836 973,20,21,mistral_markdown,mistral_table,no
482,RIO VERDE,132,688,417,52 407,671 711,242 405,97,107,1 133,619,12 309 263,251 246 116,66 989 039,20,21,mistral_markdown,mistral_table,no
483,RUBIATABA,44,151,71,7 053,38 647,16 380,57,59,140,53,595 476,4 388 457,1 801 219,20,21,mistral_markdown,mistral_table,no
484,SANCLERLANDIA,36,129,84,6 800,100 402,37 337,30,32,115,67,470 025,14 742 584,3 702 895,20,21,mistral_markdown,mistral_table,no
485,SANTA BARBARA DE GOIAS,10,54,37,3 144,11 793,7 896,7,8,30,17,89 914,422 015,250 880,20,21,mistral_markdown,mistral_table,no
486,SANTA CRUZ DE GOIAS,2,(B),(B),(X),(A),(X),-,1,(A),(A),(X),(A),(X),20,21,mistral_markdown,mistral_table,no
487,SANTA HELENA DE GOIAS,44,406 288,33 797,1,283 054,490 171,46,51,579,475,6 586 476,237 578 203,83 996 087,20,21,mistral_markdown,mistral_table,no
488,SANTA ISABEL,,,,,,,1,1,(A),(A),(X),(A),(X),20,21,mistral_markdown_partial,mistral_table,yes
489,SANTA RITA DO ARAGUAIA,13,49,21,2 372,30 580,8 848,13,13,42,21,325 460,2 237 866,1 004 725,20,21,mistral_markdown,mistral_table,no
490,SANTA ROSA DE GOIAS,8,56,32,2 774,47 430,8 517,6,6,8,-,12 700,301 837,138 359,20,21,mistral_markdown,mistral_table,no
491,SANTA TEREZA DE GOIAS,15,490,2,858,1,490,11,11,29,11,69 460,483 505,179 388,20,21,pdf_text_tokens,mistral_table,no
492,SANTA TEREZINHA DE GOIAS,25,44,16,1 824,5 647,3 593,24,26,91,54,418 658,5 183 533,408 147,20,21,mistral_markdown,mistral_table,no
493,SANTO ANTONIO DO DESCOB. RTO,-,-,-,-,-,-,5,5,24,11,184 064,817 284,677 139,20,21,tesseract_por_review,mistral_table,no
494,SÃO DOMINGOS,11,39,28,2 877,7 000,4 436,4,4,20,14,119 397,298 454,92 539,20,21,mistral_markdown,mistral_table,no
495,SÃO FRANCISCO DE GOIAS,10,11,3,627,2 722,1 704,6,6,135,106,858 123,7 232 431,1 827 951,20,21,mistral_markdown,mistral_table,no
496,SÃO JOÃO D'ALIANÇA,3,8,2,226,2 150,1 430,4,4,68,63,284 534,4 192 287,3 345 883,20,21,mistral_markdown,mistral_table,no
497,SÃO LUIS DE MONTES BELOS,69,302,171,15 440,337 687,177 128,71,76,370,250,2 005 562,32 871 942,6 515 161,20,21,mistral_markdown,mistral_table,no
498,SÃO MIQUEL DO ARAGUAIA,39,125,62,15 028,125 924,42 888,32,35,125,75,688 502,6 686 524,2 516 785,20,21,mistral_markdown,mistral_table,no
499,SÃO SIMÃO,25,92,57,6 422,30 020,16 813,27,28,99,53,362 233,1 132 117,594 408,20,21,mistral_markdown,mistral_table,no
500,SERRANOPOLIS,7,14,7,816,4 028,1 661,8,9,175,166,2 587 315,38 980 650,20 992 499,20,21,mistral_markdown,mistral_table,no
501,SILVANIA,21,125,92,7 172,43 070,31 996,18,19,116,84,596 746,3 087 775,1 922 470,20,21,mistral_markdown,mistral_table,no
502,SITIO D'ABADIA,1,(A),(A),(X),(B),(X),-,-,-,-,-,-,-,20,21,mistral_markdown,mistral_table,no
503,TAQUARAL DE GOIAS,21,53,23,5 625,24 274,12 944,24,25,82,34,717 120,7 382 632,1 940 621,20,21,mistral_markdown,mistral_table,no
504,TRES RANCHOS,5,21,13,1 519,4 019,2 743,7,7,1,-,85 500,181 508,144 288,20,21,mistral_markdown,mistral_table,no
505,TRINDADE,79,630,423,45 221,540 167,116 703,57,60,377,265,2 428 668,54 903 802,10 710 519,20,21,mistral_markdown,mistral_table,no
506,TURVANIA,14,48,18,2 664,10 322,5 282,11,12,26,13,129 994,579 392,392 467,20,21,mistral_markdown,mistral_table,no
507,URUAÇU,56,249,138,13 418,56 681,38 090,52,53,236,158,1 873 914,9 358 537,4 165 709,20,21,mistral_markdown,mistral_table,no
508,URUANA,39,106,55,4 272,20 370,10 607,28,28,76,44,452 889,4 198 069,2 497 805,20,21,mistral_markdown,mistral_table,no
509,URUTAI,4,8,2,249,717,391,7,7,11,4,59 365,195 602,154 166,20,21,mistral_markdown,mistral_table,no
510,VARJÃO,11,27,13,2 263,6 282,3 868,14,15,56,33,371 836,1 086 710,637 707,20,21,mistral_markdown,mistral_table,no
511,VIANOPOLIS,17,58,28,1 910,11 638,6 511,12,13,37,15,143 589,773 406,383 419,20,21,mistral_markdown,mistral_table,no
512,VICENTINOPOLIS,-,-,-,-,-,-,4,5,16,11,57 114,135 554,113 813,20,21,mistral_markdown,mistral_table,no
513,DISTRITO FEDERAL,,,,,,,783,1 066,15 548,10 299,246 051 284,1 718 887 690,985 346 112,22,23,mistral_table_partial,mistral_table,yes
514,EXTRATIVA MINERAL,26,293,169,83,522 206,933 151,3,8,157,148,1 989 746,29 244 715,20 589 407,22,23,mistral_table,mistral_table,no
515,TR~NSFORMAÇÂO,1 171,1 5 247,9 700,2 857 406,14 690 71~,893 639,780,1 058,16 391,10 151,246 061 538,1 689 642 975,964 756 705,22,23,pdf_text_layout,mistral_table,no
516,MECANICA,68,1 E16,1 220,365 720,677 803,578 276,52,75,1 250,735,17 697 998,273 616 501,160 727 763,22,23,pdf_text_layout,mistral_table,no
517,METALÚRGICA,,,,,,,138,155,1 083,632,12 095 351,69 930 899,44 018 772,22,23,mistral_table_partial,mistral_table,yes
518,MECÂNICA,68,1 616,1 220,365 720,677 803,578 278,35,61,1 329,1 054,19 741 454,58 429 211,48 083 536,22,23,mistral_table,mistral_table,no
519,MATERIAL ELÉTRICO,38,662,382,235,042 644,927 479,22,53,1 566,930,48 059 540,230 699 037,194 685 762,22,23,mistral_table,mistral_table,no
520,TRANSPORTE,20,297,183,123,452 219,105 117,16,29,264,179,4 702 807,9 075 748,7 787 923,22,23,mistral_table,mistral_table,no
521,MADEIRA,23,272,173,62,577 221,700 145,10,12,206,142,2 710 192,12 380 608,7 533 138,22,23,mistral_table,mistral_table,no
522,MOBILIÁRIO,74,979,679,130 895,1 269,000 796,70,78,175,917,9 227 223,73 137 180,25 895 467,22,23,mistral_table,mistral_table,no
523,PAPEL E PAPELÃO,6,27,10,11 970,6 663,2,5,11,103,45,3 140 069,17 763 421,14 444 501,22,23,mistral_table,mistral_table,no
524,BORRACHA,8,80,57,22 638,98 062,71,4,8,120,77,2 582 170,12 233 644,6 655 201,22,23,mistral_table,mistral_table,no
525,COUROS E PELES,,,,,,,5,22,220,51,8 182 426,25 708 390,19 224 860,22,23,mistral_table_partial,mistral_table,yes
526,QUÍMICA,20,211,15,86,914 209,409 124,5,22 220,S1,182 426,2S,708 360,19 224 860,22,23,mistral_table,pdf_text_layout,no
527,F ARMACEUT! CA,7,(E),(A),(X),(AI,(X),-,4,85,-,1 957 559,-,-,22,23,pdf_text_layout,mistral_table,no
528,PERFUMÁRIA,5,25,5,10 690,80 267,78,2,5,44,6,1 497 262,4 822 810,4 553 689,22,23,mistral_table,mistral_table,no
529,MATS. PLÁSTICAS,9,81,53,12 042,51 981,19,8,10,164,110,1 272 975,32 707 535,19 852 635,22,23,mistral_table,mistral_table,no
530,TEXT I L,1,(A),(A),(X),(A),(X),3,3,7,3,39 940,123 775,81 334,22,23,pdf_text_tokens,mistral_table,no
531,VESTUÁRIO,102,471,286,49 739,156 179,96,92,97,733,468,7 546 285,26 882 086,11 628 835,22,23,mistral_table,mistral_table,no
532,ALIMENTARES,,,,,,,183,227,3 913,2 437,39 592 475,597 800 777,246 566 180,22,23,mistral_table_partial,mistral_table,yes
533,BEBIDAS,13,621,421,101,055 712,151 330,4,9,577,403,8 501 630,78 186 658,40 900 916,22,23,mistral_table,mistral_table,no
534,FUMO,4,86,15,36 671,2 467,2,-,2,(E),(A),(X),(B),(X),22,23,mistral_table,tesseract_por_review,no
535,GRAFICA,1 56,2 278,1 068,590 547,1 791 364,1 177 810,98,156,3 269,1 851,52 730 001,159 220 740,107 465 690,22,23,pdf_text_layout,mistral_table,no
536,DIVERSAS,55,303,177,32,307 152,731 113,31,38,235,110,2 455 187,6 341 841,4 084 139,22,23,mistral_table,mistral_table,no
