source_file,page,source_table_id,row_in_table,state,row_type,energy_source,primary_motor_type,primary_motor_number,primary_motor_hp,transmission_line_km,distribution_line_km,transmission_voltage,distribution_voltage,current_type,phases,cycles,transformer_stations,personnel
all_tables.pdf,18,tbl-58.md,6,Rio de Janeiro,data,Hydraulica...,T. H.,3,1500,39,8,11000,220110,Alternativa...,3,50,2,6
all_tables.pdf,18,tbl-58.md,7,Rio de Janeiro,data,Hydraulica...,T. H.,1,150,1,6,3000,220120,Alternativa...,3,50,1,2
all_tables.pdf,18,tbl-58.md,8,Rio de Janeiro,data,Hydraulica...,T. H.,1,25,3,3,1500,220127,Alternativa...,3,50,1,2
all_tables.pdf,18,tbl-58.md,9,Rio de Janeiro,data,Thermica...,C. I.,1,80,-,19,-,1050220110,Alternativa...,3,50,-,5
all_tables.pdf,18,tbl-58.md,10,Rio de Janeiro,data,Thermica...,M. V.,1,10,-,1,-,220,Continua...,-,-,-,3
all_tables.pdf,18,tbl-58.md,11,Rio de Janeiro,data,Hydraulica...,T. H.,2,500,7,50,5000,220,Alternativa...,3,50,1,12
all_tables.pdf,18,tbl-58.md,12,Rio de Janeiro,data,Hydraulica...,T. H.,5,18000,98,-,44000,220,Alternativa...,3,60,1,-
all_tables.pdf,20,tbl-61.md,1,Rio de Janeiro,data,Hydraulica...,T. H.,1,1200,120,62,30000,220,Alternativa...,3,50,1,-
all_tables.pdf,20,tbl-61.md,2,Rio de Janeiro,data,Hydraulica...,R. A.,8,60000,81,7474,88000,216,Alternativa...,3,50,3,-
all_tables.pdf,20,tbl-61.md,3,Rio de Janeiro,data,Hydraulica...,T. H.,1,120,6,22,2200,216,Alternativa...,3,50,2,4
all_tables.pdf,20,tbl-61.md,4,Rio de Janeiro,continuation,,,,,,,,125,,,,,
all_tables.pdf,20,tbl-61.md,5,Rio de Janeiro,data,Hydraulica...,T. H.,1,700,200,100,15750,220,Alternativa...,3,50,1,20
all_tables.pdf,20,tbl-61.md,6,Rio de Janeiro,continuation,,,,,,,,120,,,,,
all_tables.pdf,20,tbl-61.md,7,Rio de Janeiro,data,Hydraulica...,T. H.,1,40,1,1,120,120,Alternativa...,3,60,-,1
all_tables.pdf,20,tbl-61.md,8,Rio de Janeiro,data,Hydraulica...,T. H.,1,30,2,2,220,220,Continua...,-,-,-,2
all_tables.pdf,20,tbl-62.md,1,Rio Grande do Norte,data,Thermica...,M. V.,1,12,-,3,-,110,Continua...,-,-,-,2
all_tables.pdf,20,tbl-62.md,2,Rio Grande do Norte,data,Thermica...,M. V.,1,550,3,15,6000,220,Alternativa...,3,50,1,1
all_tables.pdf,20,tbl-62.md,3,Rio Grande do Norte,continuation,,C. I.,4,1160,,,,,,,,,
all_tables.pdf,20,tbl-62.md,4,Rio Grande do Norte,data,Thermica...,C. I.,1,25,1,3,110,110,Continua...,-,-,-,2
all_tables.pdf,20,tbl-62.md,5,Rio Grande do Norte,data,Thermica...,M. V.,1,12,-,1,-,110,Continua...,-,-,-,4
all_tables.pdf,20,tbl-63.md,1,Rio Grande do Sul,data,Thermica...,M. V.,1,250,-,25,-,220,Continua...,-,-,-,14
all_tables.pdf,20,tbl-63.md,2,Rio Grande do Sul,data,Hydraulica...,T. H.,1,42,-,5,-,220,Continua...,-,-,-,3
all_tables.pdf,20,tbl-63.md,3,Rio Grande do Sul,data,Thermica...,M. V.,1,40,-,-,-,220,Continua...,-,-,-,3
all_tables.pdf,20,tbl-63.md,4,Rio Grande do Sul,data,Thermica...,C. I.,3,550,-,3,-,440,Continua...,-,-,-,27
all_tables.pdf,20,tbl-63.md,5,Rio Grande do Sul,continuation,,,,,,,,220,,,,,
all_tables.pdf,20,tbl-63.md,6,Rio Grande do Sul,data,Thermica...,M. V.,1,75,-,3,-,220,Continua...,-,-,-,3
all_tables.pdf,20,tbl-63.md,7,Rio Grande do Sul,data,Thermica...,M. V.,4,400,-,10,-,440,Continua...,-,-,-,14
all_tables.pdf,20,tbl-63.md,8,Rio Grande do Sul,continuation,,,,,,,,220,,,,,
all_tables.pdf,20,tbl-63.md,9,Rio Grande do Sul,data,Hydraulica...,T. H.,1,200,14,13,10000,220,Alternativa...,3,50,2,10
all_tables.pdf,20,tbl-63.md,10,Rio Grande do Sul,data,Thermica...,M. V.,1,34,-,4,-,220,Continua...,-,-,-,3
all_tables.pdf,20,tbl-63.md,11,Rio Grande do Sul,data,Hydraulica...,T. H.,1,80,6,24,3200,220,Alternativa...,3,50,1,3
all_tables.pdf,20,tbl-63.md,12,Rio Grande do Sul,data,Hydraulica...,R. A.,1,6,1,1,1250,220,Alternativa...,-,-,-,1
all_tables.pdf,20,tbl-63.md,13,Rio Grande do Sul,data,Thermica...,M. V.,1,24,-,4,-,220,Continua...,-,-,-,1
all_tables.pdf,20,tbl-63.md,14,Rio Grande do Sul,data,Thermica...,M. V.,1,160,-,6,-,220,Continua...,-,-,-,6
all_tables.pdf,20,tbl-63.md,15,Rio Grande do Sul,data,Thermica...,C. I.,3,226,-,16,-,220,Continua...,-,-,-,10
all_tables.pdf,20,tbl-63.md,16,Rio Grande do Sul,data,Thermica...,M. V.,1,120,-,6,-,440,Alternativa...,2,60,-,2
all_tables.pdf,24,tbl-71.md,1,Rio Grande do Sul,data,Hydraulica...,T. H.,2,5000,130,43,220008500,220,Alternativa...,3,50,6,22
all_tables.pdf,24,tbl-71.md,2,Rio Grande do Sul,data,Hydraulica...,R. A.,1,12,3,3,220,220,Continua...,—,—,—,2
all_tables.pdf,24,tbl-71.md,3,Rio Grande do Sul,data,Hydraulica...,T. H.,3,900,17,35,11000,400220,Alternativa...,1,50,1,29
all_tables.pdf,24,tbl-71.md,4,Rio Grande do Sul,data,Hydraulica...,T. H.,3,900,17,34,20000,220,Alternativa...,3,50,1,15
all_tables.pdf,24,tbl-71.md,5,Rio Grande do Sul,data,Hydraulica...,T. H.,1,150,18,—,10000,214,—,—,—,—,—
all_tables.pdf,24,tbl-71.md,6,Rio Grande do Sul,data,Hydraulica...,T. H.,1,480,15,30,60002000,2000220,Alternativa...,3,50,2,11
all_tables.pdf,24,tbl-71.md,7,Rio Grande do Sul,data,Hydraulica...,R. A.,1,12,5,5,220,220110,Alternativa...,3,50,—,2
all_tables.pdf,24,tbl-71.md,8,Rio Grande do Sul,data,Hydraulica...,T. H.,1,120,7,4,3600,220,Alternativa...,3,50,1,3
all_tables.pdf,24,tbl-71.md,9,Rio Grande do Sul,data,Thermica...,M. V.,1,60,—,5,—,220,Alternativa...,3,50,—,5
all_tables.pdf,24,tbl-71.md,10,Rio Grande do Sul,data,Thermica...,M. V.,1,30,—,3,—,220110,Continua...,—,—,—,4
all_tables.pdf,24,tbl-71.md,11,Rio Grande do Sul,data,Hydraulica...,T. H.,1,7,—,1,220,220,Continua...,—,—,—,1
all_tables.pdf,24,tbl-72.md,1,São Paulo,data,Thermica...,M. V.,1,24,—,—,—,—,Continua...,—,—,—,2
all_tables.pdf,24,tbl-72.md,2,São Paulo,data,Hydraulica...,T. H.,3,2500,12,180,187506000,2200220,Alternativa...,3,50,4,30
all_tables.pdf,24,tbl-72.md,3,São Paulo,data,Hydraulica...,T. H.,1,6000,32,—,30000,6000,Alternativa...,3,50,3,8
all_tables.pdf,24,tbl-72.md,4,São Paulo,data,Hydraulica...,T. H.,1,500,38,—,10000,110,Alternativa...,3,50,1,7
all_tables.pdf,24,tbl-72.md,5,São Paulo,data,Hydraulica...,T. H.,1,200,38,—,1800,110,Alternativa...,3,50,1,5
all_tables.pdf,24,tbl-72.md,6,São Paulo,data,Hydraulica...,T. H.,1,200,15,15,6000,120,Alternativa...,3,50,1,3
all_tables.pdf,24,tbl-72.md,7,São Paulo,data,Hydraulica...,T. H.,2,200,27,14,6000,205,Alternativa...,3,50,1,14
all_tables.pdf,24,tbl-72.md,8,São Paulo,data,Hydraulica...,T. H.,1,200,12,15,6000,220,Alternativa...,3,50,1,8
all_tables.pdf,24,tbl-72.md,9,São Paulo,data,Hydraulica...,T. H.,1,250,3,18,150006000,220,Alternativa...,3,50,3,8
all_tables.pdf,24,tbl-72.md,10,São Paulo,data,Hydraulica...,T. H.,2,2000,30,72,11000,220,Alternativa...,3,50,3,10
all_tables.pdf,24,tbl-72.md,11,São Paulo,data,Hydraulica...,T. H.,3,3000,160,150,30000,220110,Alternativa...,3,50,1,6
all_tables.pdf,26,tbl-76.md,1,São Paulo,data,Hydraulica...,T. H.,3,900,16,45,22500,8000,Alternativa...,3,50,4,21
all_tables.pdf,26,tbl-76.md,2,São Paulo,data,Hydraulica...,T. H.,1,1500,,,13000,200,,,,,
all_tables.pdf,26,tbl-76.md,3,São Paulo,continuation,,,,,,,8000,114,,,,,
all_tables.pdf,26,tbl-76.md,4,São Paulo,data,Hydraulica...,T. H.,1,1500,48,53,15000,220,Alternativa...,3,50,2,15
all_tables.pdf,26,tbl-76.md,5,São Paulo,continuation,,,,,,,2200,,,,,,
all_tables.pdf,26,tbl-76.md,6,São Paulo,data,Hydraulica...,T. H.,1,20,2,3,220,220,Continua...,-,-,-,2
all_tables.pdf,26,tbl-76.md,7,São Paulo,data,Hydraulica...,T. H.,1,125,30,20,6000,110,Alternativa...,3,60,-,6
all_tables.pdf,26,tbl-76.md,8,São Paulo,data,Hydraulica...,T. H.,1,400,24,250,6000,220,Alternativa...,3,50,2,11
all_tables.pdf,26,tbl-76.md,9,São Paulo,continuation,,,,,,,,120,,,,,
all_tables.pdf,26,tbl-76.md,10,São Paulo,data,Hydraulica...,T. H.,1,600,5,9,6600,110,Alternativa...,3,50,1,6
all_tables.pdf,26,tbl-76.md,11,São Paulo,data,Hydraulica...,T. H.,3,5000,18,-,11000,2080,Alternativa...,3,60,4,8
all_tables.pdf,26,tbl-76.md,12,São Paulo,data,Hydraulica...,T. H.,1,7000,20,-,,230,,,,,
all_tables.pdf,26,tbl-76.md,13,São Paulo,continuation,,,,,,,,115,,,,,
all_tables.pdf,26,tbl-76.md,14,São Paulo,data,Hydraulica...,T. H.,3,4000,40,30,20000,220,Alternativa...,3,50,6,16
all_tables.pdf,26,tbl-76.md,15,São Paulo,continuation,,,,,,,8000,,,,,,
all_tables.pdf,26,tbl-76.md,16,São Paulo,data,Thermica...,M. V.,1,60,-,2,-,110,Alternativa...,-,-,-,6
all_tables.pdf,26,tbl-76.md,17,São Paulo,data,Hydraulica...,T. H.,1,250,26,11,6500,220,Alternativa...,3,50,2,9
all_tables.pdf,26,tbl-76.md,18,São Paulo,continuation,,,,,,,,110,,,,,
all_tables.pdf,26,tbl-76.md,19,São Paulo,data,Hydraulica...,T. H.,2,1250,85,37,6000,2000,Alternativa...,3,50,2,22
all_tables.pdf,26,tbl-76.md,20,São Paulo,continuation,,,,,,,,210,,,,,
all_tables.pdf,26,tbl-76.md,21,São Paulo,continuation,,,,,,,,110,,,,,
all_tables.pdf,26,tbl-76.md,22,São Paulo,data,Thermica...,M. V.,1,115,-,8,-,220,Alternativa...,3,50,-,3
all_tables.pdf,26,tbl-76.md,23,São Paulo,continuation,,C. I.,2,15,,,,,,,,,
all_tables.pdf,26,tbl-76.md,24,São Paulo,data,Hydraulica...,T. H.,1,205,95,59,33000,220,Alternativa...,3,60,5,8
all_tables.pdf,26,tbl-76.md,25,São Paulo,continuation,,,,,,,6600,110,,,,,
all_tables.pdf,26,tbl-76.md,26,São Paulo,data,Hydraulica...,T. H.,2,800,6,8,5250,220,Alternativa...,3,50,-,4
all_tables.pdf,26,tbl-76.md,27,São Paulo,data,Thermica...,C. I.,1,250,22,24,11000,2200,Alternativa...,3,60,1,51
all_tables.pdf,26,tbl-76.md,28,São Paulo,data,Hydraulica,R. A.,3,1110,,,,220,,,,,
all_tables.pdf,28,tbl-79.md,2,São Paulo,continuation,,Tipo do apparecção,Número,Potência,detransmissão,dedistribuição,detransmissão,dedistribuição,,,,,
all_tables.pdf,28,tbl-80.md,1,São Paulo,data,Thermica...,M. V.,1,12,—,3,—,220,Continua...,—,—,—,2
all_tables.pdf,28,tbl-80.md,2,São Paulo,data,Hydraulica...,T. H.,1,1360,75,350,30000,6000,Alternativa...,3,50,14,5
all_tables.pdf,28,tbl-80.md,3,São Paulo,data,Hydraulica...,T. H.,2,5000,55,,,2200,,,,,20
all_tables.pdf,28,tbl-80.md,4,São Paulo,data,Thermica...,M. V.,1,60,—,20,—,2200,Alternativa...,3,50,—,5
all_tables.pdf,28,tbl-80.md,5,São Paulo,data,Thermica...,M. V.,1,20,—,2,—,220,Continua...,—,—,—,3
all_tables.pdf,28,tbl-80.md,6,São Paulo,data,Thermica...,M. V.,1,32,—,1,—,220,Continua...,—,—,—,2
all_tables.pdf,28,tbl-80.md,7,São Paulo,data,Hydraulica...,T. H.,1,500,54,15,22000,2000,Alternativa...,3,50,1,15
all_tables.pdf,28,tbl-80.md,8,São Paulo,data,Hydraulica...,T. H.,1,300,27,—,5250,220,Alternativa...,3,50,3,—
all_tables.pdf,28,tbl-80.md,9,São Paulo,data,Hydraulica...,T. H.,3,1000,3,—,5300,,,,,,
all_tables.pdf,28,tbl-80.md,10,São Paulo,data,Hydraulica...,T. H.,1,150,3,—,5300,,,,,,
all_tables.pdf,28,tbl-80.md,11,São Paulo,data,Thermica...,M. V.,1,36,—,12,—,240,Alternativa...,3,60,—,3
all_tables.pdf,28,tbl-80.md,12,São Paulo,continuation,,C. I.,1,12,,,,,,,,,
all_tables.pdf,28,tbl-80.md,13,São Paulo,data,Hydraulica...,T. H.,1,90,3,8,3000,220,Alternativa...,3,50,—,4
all_tables.pdf,28,tbl-80.md,14,São Paulo,data,Hydraulica...,T. H.,2,475,75,89,300000,220,Alternativa...,3,50,3,21
all_tables.pdf,28,tbl-80.md,15,São Paulo,continuation,,,,,,,6000,110,,,,,
all_tables.pdf,28,tbl-80.md,16,São Paulo,data,Hydraulica...,T. H.,1,100,6,3,2200,110,Alternativa...,3,60,—,4
all_tables.pdf,28,tbl-80.md,17,São Paulo,data,Thermica...,M. V.,1,20,9,7,3800,125,Alternativa...,3,63,—,4
all_tables.pdf,28,tbl-80.md,18,São Paulo,data,Hydraulica...,T. H.,2,300,,,,,,,,,
all_tables.pdf,28,tbl-80.md,19,São Paulo,data,Hydraulica...,T. H.,2,540,42,22,10000,2200,Alternativa...,3,60,3,4
all_tables.pdf,28,tbl-80.md,20,São Paulo,continuation,,,,,,,,220,,,,,
all_tables.pdf,28,tbl-80.md,21,São Paulo,data,Thermica...,M. V.,1,114,—,1,—,2200,Alternativa...,1,50,—,4
all_tables.pdf,28,tbl-80.md,22,São Paulo,continuation,,,,,,,,220,,,,,
all_tables.pdf,28,tbl-80.md,23,São Paulo,data,Hydraulica...,T. H.,1,100,8,4,4000,120,Alternativa...,3,50,—,4
all_tables.pdf,30,tbl-84.md,1,São Paulo,data,Hydraulica,T H,8,21500,30,2422,88000,2200,Alternativa,3,60,—,—
all_tables.pdf,30,tbl-84.md,2,São Paulo,data,Thermica,M V,4,13600,—,,40000,,,,,,
all_tables.pdf,30,tbl-84.md,3,São Paulo,data,Hydraulica,T H.,6,71400,63,192,88000,2080,Alternativa,3,60,—,16
all_tables.pdf,30,tbl-84.md,4,São Paulo,continuation,,,,,,,24000,,,,,,
all_tables.pdf,30,tbl-84.md,5,São Paulo,data,Hydraulica,T H,3,2500,80,50,16000,220,Alternativa,3,50,1,25
all_tables.pdf,30,tbl-84.md,6,São Paulo,continuation,,,,,,,,110,,,,,
all_tables.pdf,30,tbl-84.md,7,São Paulo,data,Hydraulica,T H,1,105,3,3,2000,220,Alternativa,3,50,—,3
all_tables.pdf,30,tbl-84.md,8,São Paulo,continuation,,,,,,,,114,,,,,
all_tables.pdf,30,tbl-84.md,9,São Paulo,data,Hydraulica,T H.,1,1770,50,5,3000,2000,Alternativa,3,60,1,11
all_tables.pdf,30,tbl-84.md,10,São Paulo,data,Hydraulica,T H,1,4075,100,37,30000,220,Alternativa,3,50,4,35
all_tables.pdf,30,tbl-84.md,11,São Paulo,continuation,,,,,,,,110,,,,,
all_tables.pdf,30,tbl-84.md,12,São Paulo,data,Hydraulica,T H.,1,110,6,5,4000,200,Alternativa,3,50,—,6
all_tables.pdf,30,tbl-84.md,13,São Paulo,data,Hydraulica,T H,3,1150,—,35,4000,2300,Alternativa,3,50,—,20
all_tables.pdf,30,tbl-84.md,14,São Paulo,continuation,,,,,,,,110,,,,,
all_tables.pdf,30,tbl-84.md,15,São Paulo,data,Thermica,M V,1,18,—,5,—,110,Alternativa,3,50,—,—
all_tables.pdf,30,tbl-84.md,16,São Paulo,data,Hydraulica,T H,1,90,12,10,5050,100,Alternativa,2,50,1,4
all_tables.pdf,30,tbl-84.md,17,São Paulo,data,Thermica,C I,1,1000,,,12000,220,,,,,
all_tables.pdf,30,tbl-84.md,18,São Paulo,data,Hydraulica,T H,1,450,90,200,4500,110,Alternativa,3,50,2,95
all_tables.pdf,30,tbl-84.md,19,São Paulo,data,Hydraulica,T H.,2,2870,,,,,,,,,
all_tables.pdf,30,tbl-84.md,20,São Paulo,data,Thermica,M V,1,160,—,12,—,2200,Alternativa,3,50,—,9
all_tables.pdf,30,tbl-84.md,21,São Paulo,continuation,,,,,,,,220,,,,,
all_tables.pdf,30,tbl-84.md,22,São Paulo,data,Hydraulica,T H,2,3000,84,16,11000,220,Alternativa,3,50,1,6
all_tables.pdf,30,tbl-84.md,23,São Paulo,data,Hydraulica,T H,4,2200,40,22,6000,220,Alternativa,3,60,1,20
all_tables.pdf,30,tbl-84.md,24,São Paulo,continuation,,,,,,,2200,110,,,,,
all_tables.pdf,30,tbl-84.md,25,São Paulo,data,Hydraulica,T H,2,1200,24,9,10000,220,Alternativa,3,50,—,2
all_tables.pdf,30,tbl-84.md,26,São Paulo,data,Hydraulica,T H,1,120,1,6,2000,110,Alternativa,3,50,—,3
all_tables.pdf,30,tbl-84.md,27,São Paulo,data,Hydraulica,T H,2,1000,40,300,8500,220,Alternativa,3,50,—,20
all_tables.pdf,30,tbl-84.md,28,São Paulo,data,Hydraulica,T H,2,2000,60,—,"8,000",220,Alternativa,3,50,1,—
all_tables.pdf,30,tbl-84.md,29,São Paulo,continuation,,,,,,,,110,,,,,
all_tables.pdf,32,tbl-89.md,2,São Paulo,continuation,,Tipo do apparelo Type de l'appareil,NumeroNom-bre,PotenciaForceHP,detrans-missãodetransmission,dedistribu-çãodedistribu-tion,detrans-missãodotransmission,dedistribu-çãodedistribu-tion,,Nom-bredephases,Nom-bredecycles,Nom-bredesetações,Personnelenservice
all_tables.pdf,32,tbl-90.md,1,São Paulo,data,Hydraulica...,T. H.,5,20000,28,53,45000,220,Alternativa...,3,60,1,50
all_tables.pdf,32,tbl-90.md,2,São Paulo,data,Hydraulica...,T. H.,2,4890,72,368,10000,110,Alternativa...,3,60,3,85
all_tables.pdf,32,tbl-90.md,3,São Paulo,data,Hydraulica...,T. H.,2,800,5,-,2000,110,Alternativa...,3,50,4,20
all_tables.pdf,32,tbl-90.md,4,São Paulo,data,Hydraulica...,T. H.,2,1600,1,72,8000,220,Alternativa...,3,50,1,-
all_tables.pdf,32,tbl-90.md,5,São Paulo,data,Hydraulica...,T. H.,1,15,4,4,6600,120,Alternativa...,3,50,1,-
all_tables.pdf,32,tbl-90.md,6,São Paulo,data,Hydraulica...,T. H.,1,200,20,-,6000,220,Alternativa...,3,50,-,-
all_tables.pdf,32,tbl-90.md,7,São Paulo,data,Thermica...,M. V.,1,6,-,-,-,220,Continua...,-,-,-,5
all_tables.pdf,32,tbl-90.md,8,São Paulo,data,Thermica...,M. V.,1,120,14,10,2200,220,Alternativa...,3,60,-,6
all_tables.pdf,32,tbl-90.md,9,São Paulo,data,Hydraulica...,T. H.,1,250,,,,,,,,,
all_tables.pdf,32,tbl-90.md,10,São Paulo,data,Hydraulica...,T. H.,3,2040,93,57,22000,2000,Alternativa...,3,50,3,20
all_tables.pdf,32,tbl-90.md,11,São Paulo,data,Hydraulica...,T. H.,1,200,18,-,6000,220,Alternativa...,3,50,1,-
all_tables.pdf,32,tbl-90.md,12,São Paulo,data,Hydraulica...,R. A.,1,4,2,4,120,120,Alternativa...,3,50,-,2
all_tables.pdf,32,tbl-91.md,1,Sergipe,data,Thermica...,C. I.,3,450,-,37,-,470,-,-,-,-,33
all_tables.pdf,32,tbl-91.md,2,Sergipe,data,Thermica...,C. I.,1,45,-,4,-,110,Continua...,-,-,-,10
all_tables.pdf,32,tbl-91.md,3,Sergipe,data,Thermica...,M. V.,1,45,-,3,-,115,Continua...,-,-,-,3
all_tables.pdf,32,tbl-91.md,4,Sergipe,data,Thermica...,M. V.,1,24,-,4,-,220,Continua...,-,-,-,2
all_tables.pdf,32,tbl-91.md,5,Sergipe,data,Thermica...,M. V.,1,40,-,-,-,220,Continua...,-,-,-,7
all_tables.pdf,32,tbl-91.md,6,Sergipe,data,Thermica...,C. I.,2,25,-,1,-,220,Continua...,-,-,-,4
all_tables.pdf,32,tbl-92.md,1,Território do Acre,data,Thermica...,M. V.,1,10,-,16,-,110,Continua...,-,-,-,4
all_tables.pdf,32,tbl-92.md,2,Território do Acre,data,Thermica...,M. V.,1,150,-,7,-,220,Continua...,-,-,-,10
all_tables.pdf,32,tbl-92.md,3,Território do Acre,data,Thermica...,M. V.,1,15,-,2,-,110,Continua...,-,-,-,2
all_tables.pdf,32,tbl-92.md,4,Território do Acre,data,Thermica...,C. I.,1,20,-,5,-,120,Continua...,-,-,-,2
