source_file,page,source_table_id,row_in_table,state,municipality,category,category_inferred_from_ditto,lighting_system,lighting_system_inferred_from_ditto,directing_company,directing_company_inferred_from_ditto,inauguration_date,annual_government_expense
all_tables.pdf,87,tbl-207.md,10,São Paulo,Guarehy,Cidade,yes,Electrica,yes,Municipal,no,1920,7:000$
all_tables.pdf,87,tbl-207.md,11,São Paulo,Guariba,Cidade,yes,Electrica,yes,Particular,no,1910,4:260$
all_tables.pdf,87,tbl-207.md,12,São Paulo,Guarulhos,Cidade,yes,Electrica,yes,Particular,yes,1914,3:000$
all_tables.pdf,87,tbl-207.md,13,São Paulo,Ibitinga,Cidade,yes,Electrica,yes,Particular,yes,1910,
all_tables.pdf,87,tbl-207.md,14,São Paulo,Igarapava,Cidade,yes,Electrica,yes,Particular,yes,,12:000$
all_tables.pdf,87,tbl-207.md,15,São Paulo,Igaratá,Cidade,yes,Kerozene,no,Municipal,no,,1:800$
all_tables.pdf,87,tbl-207.md,16,São Paulo,Indaiatuba,Cidade,yes,Electrica,no,Particular,no,1912,
all_tables.pdf,87,tbl-207.md,17,São Paulo,Ipaussú,Cidade,yes,Electrica,yes,Particular,yes,1908,6:600$
all_tables.pdf,87,tbl-207.md,18,São Paulo,Itaberá,Cidade,yes,Electrica,yes,Municipal,no,1914,5:000$
all_tables.pdf,87,tbl-207.md,19,São Paulo,Itanhaem,Cidade,yes,Electrica,yes,Particular,no,1918,1:500$
all_tables.pdf,87,tbl-207.md,20,São Paulo,Itapetininga,Cidade,yes,Electrica,yes,Particular,yes,1910,22:500$
all_tables.pdf,87,tbl-207.md,21,São Paulo,Itapira,Cidade,yes,Electrica,yes,Particular,yes,1905,22:500$
all_tables.pdf,87,tbl-207.md,22,São Paulo,Itapolis,Cidade,yes,Electrica,yes,Particular,yes,1911,
all_tables.pdf,87,tbl-207.md,23,São Paulo,Itaporanga,Cidade,yes,Electrica,yes,Municipal,no,1920,6:760$
all_tables.pdf,87,tbl-207.md,24,São Paulo,Itatiba,Cidade,yes,Electrica,yes,Particular,no,1906,21:500$
all_tables.pdf,87,tbl-207.md,25,São Paulo,Itatinga,Cidade,yes,Electrica,yes,Particular,yes,1914,
all_tables.pdf,87,tbl-207.md,26,São Paulo,Ituverava,Cidade,yes,Electrica,yes,Particular,yes,1910,10:700$
all_tables.pdf,87,tbl-207.md,27,São Paulo,Jaboticabal,Cidade,yes,Electrica,yes,Particular,yes,1895,25:000$
all_tables.pdf,87,tbl-207.md,28,São Paulo,Jacaréhy,Cidade,yes,Electrica,yes,Particular,yes,1895,
all_tables.pdf,87,tbl-207.md,29,São Paulo,Jambeiro,Cidade,yes,Electrica,yes,Particular,yes,1916,2:590$
all_tables.pdf,87,tbl-207.md,30,São Paulo,Jardinopolis,Cidade,yes,Electrica,yes,Particular,yes,1911,
all_tables.pdf,87,tbl-207.md,31,São Paulo,Joanopolis,Cidade,yes,Electrica,yes,Particular,yes,1911,4:910$
all_tables.pdf,87,tbl-207.md,32,São Paulo,Jundiahy,Cidade,yes,Electrica,yes,Particular,yes,1905,42:176$
all_tables.pdf,87,tbl-207.md,33,São Paulo,Lagoinha,Cidade,yes,Kerozene,no,Municipal,no,,1:000$
all_tables.pdf,87,tbl-207.md,34,São Paulo,Laranjal,Cidade,yes,Electrica,no,Particular,no,,
all_tables.pdf,88,tbl-209.md,1,São Paulo,Leme,Cidade,no,Eléctrica,no,Particular,no,1913,6:600$
all_tables.pdf,88,tbl-209.md,2,São Paulo,Lenções,Cidade,yes,Eléctrica,yes,Particular,yes,1910,
all_tables.pdf,88,tbl-209.md,3,São Paulo,Limeira,Cidade,yes,Eléctrica,yes,Particular,yes,,
all_tables.pdf,88,tbl-209.md,4,São Paulo,Lorena,Cidade,yes,Eléctrica,yes,Particular,yes,1910,18:000$
all_tables.pdf,88,tbl-209.md,5,São Paulo,Mattão,Cidade,yes,Eléctrica,yes,Particular,yes,1912,13:170$
all_tables.pdf,88,tbl-209.md,6,São Paulo,Mineiros,Cidade,yes,Eléctrica,yes,Particular,yes,1906,7:000$
all_tables.pdf,88,tbl-209.md,7,São Paulo,Mococa,Cidade,yes,Eléctrica,yes,Particular,yes,1905,30:145$
all_tables.pdf,88,tbl-209.md,8,São Paulo,Mogy das Cruses,Cidade,yes,Eléctrica,yes,Particular,yes,1907,16:000$
all_tables.pdf,88,tbl-209.md,9,São Paulo,Mogy-Guassú,Cidade,yes,Eléctrica,yes,Particular,yes,1910,6:261$
all_tables.pdf,88,tbl-209.md,10,São Paulo,Mogy-Mirim,Cidade,yes,Eléctrica,yes,Particular,yes,1909,
all_tables.pdf,88,tbl-209.md,11,São Paulo,Monte Alto,Cidade,yes,Eléctrica,yes,Particular,yes,1917,
all_tables.pdf,88,tbl-209.md,12,São Paulo,Monte Azul,Cidade,yes,Eléctrica,yes,Particular,yes,1912,5:724$
all_tables.pdf,88,tbl-209.md,13,São Paulo,Monte Mór,Cidade,yes,Kerozene,no,Municipal,no,,2:223$
all_tables.pdf,88,tbl-209.md,14,São Paulo,Nazareth,Cidade,yes,Kerozene,yes,Municipal,yes,1858,1:300$
all_tables.pdf,88,tbl-209.md,15,São Paulo,Novo Horizonte,Cidade,yes,Eléctrica,no,Particular,no,1919,31:000$
all_tables.pdf,88,tbl-209.md,16,São Paulo,Olympia,Cidade,yes,Eléctrica,yes,Particular,yes,1920,6:250$
all_tables.pdf,88,tbl-209.md,17,São Paulo,Orlandia,Cidade,yes,Eléctrica,yes,Particular,yes,1910,20:400$
all_tables.pdf,88,tbl-209.md,18,São Paulo,Ourinhos,Cidade,yes,Eléctrica,yes,Particular,yes,1919,1:550$
all_tables.pdf,88,tbl-209.md,19,São Paulo,Palmeiras,Cidade,yes,Eléctrica,yes,Particular,yes,1909,
all_tables.pdf,88,tbl-209.md,20,São Paulo,Parahybuna,Cidade,yes,Eléctrica,yes,Particular,yes,1913,6:000$
all_tables.pdf,88,tbl-209.md,21,São Paulo,Parnahyba,Cidade,yes,Eléctrica,yes,Particular,yes,1901,500$
all_tables.pdf,88,tbl-209.md,22,São Paulo,Patrocínio do Sapucahy,Cidade,yes,Eléctrica,yes,Particular,yes,1914,5:000$
all_tables.pdf,88,tbl-209.md,23,São Paulo,Pederneiras,Cidade,yes,Eléctrica,yes,Particular,yes,1909,7:000$
all_tables.pdf,88,tbl-209.md,24,São Paulo,Pennapolis,Cidade,yes,Eléctrica,yes,Particular,yes,1918,
all_tables.pdf,88,tbl-209.md,25,São Paulo,Pilar,Cidade,yes,Kerozene,no,Municipal,no,,1:300$
all_tables.pdf,88,tbl-209.md,26,São Paulo,Pindamonhangaba,Cidade,yes,Eléctrica,no,Particular,no,1908,18:000$
all_tables.pdf,88,tbl-209.md,27,São Paulo,Pinheiros,Cidade,yes,Kerozene,no,Municipal,no,1884,800$
all_tables.pdf,88,tbl-209.md,28,São Paulo,Piquete,Cidade,yes,Eléctrica,no,Federal,no,1920,
all_tables.pdf,88,tbl-209.md,29,São Paulo,Piracaia,Cidade,yes,Eléctrica,yes,Particular,no,1911,9:316$
all_tables.pdf,88,tbl-209.md,30,São Paulo,Piracicaba,Cidade,yes,Eléctrica,yes,Particular,yes,1909,62:000$
all_tables.pdf,88,tbl-209.md,31,São Paulo,Pirajá,Cidade,yes,Eléctrica,yes,Particular,yes,1905,
all_tables.pdf,88,tbl-209.md,32,São Paulo,Pirajuhy,Cidade,yes,Eléctrica,yes,Particular,yes,1920,
all_tables.pdf,88,tbl-209.md,33,São Paulo,Pirassununga,Cidade,yes,Eléctrica,yes,Municipal,no,1896,12:000$
all_tables.pdf,88,tbl-209.md,34,São Paulo,Piratininga,Cidade,yes,Eléctrica,yes,Particular,no,1917,6:600$
all_tables.pdf,89,tbl-211.md,1,São Paulo,Pitangueiras.,Cidade,no,Eléctrica,no,Particular,no,1911,(I)
all_tables.pdf,89,tbl-211.md,2,São Paulo,Porto Feliz.,Cidade,yes,Eléctrica,yes,Particular,yes,1912,14:000$
all_tables.pdf,89,tbl-211.md,3,São Paulo,Redempção.,Cidade,yes,Kerozene,no,Municipal,no,1892,2:000$
all_tables.pdf,89,tbl-211.md,4,São Paulo,Ribeira.,Cidade,yes,Acetyleno,no,Municipal,yes,1911,1:168$
all_tables.pdf,89,tbl-211.md,5,São Paulo,Ribeirão Bonito.,Cidade,yes,Eléctrica,no,Particular,no,1914,9:600$
all_tables.pdf,89,tbl-211.md,6,São Paulo,Ribeirão Branco.,Cidade,yes,Eléctrica,yes,Municipal,no,1916,4:000$
all_tables.pdf,89,tbl-211.md,7,São Paulo,Ribeirão Preto.,Cidade,yes,Eléctrica,yes,Particular,no,1899,(I)
all_tables.pdf,89,tbl-211.md,8,São Paulo,Rio Bonito.,Cidade,yes,Kerozene,no,Municipal,no,(I),500$
all_tables.pdf,89,tbl-211.md,9,São Paulo,Rio Claro.,Cidade,yes,Eléctrica,no,Particular,no,1912,(I)
all_tables.pdf,89,tbl-211.md,10,São Paulo,Rio das Pedras.,Cidade,yes,Eléctrica,yes,Particular,yes,1913,6:060$
all_tables.pdf,89,tbl-211.md,11,São Paulo,Rio Preto.,Cidade,yes,Eléctrica,yes,Particular,yes,1915,17:088$
all_tables.pdf,89,tbl-211.md,12,São Paulo,Sallesopolis.,Cidade,yes,Eléctrica,yes,Particular,yes,(I),(I)
all_tables.pdf,89,tbl-211.md,13,São Paulo,Santa Adélia.,Cidade,yes,Eléctrica,yes,Particular,yes,1917,5:040$
all_tables.pdf,89,tbl-211.md,14,São Paulo,Santa Barbara.,Cidade,yes,Eléctrica,yes,Particular,yes,1915,6:200$
all_tables.pdf,89,tbl-211.md,15,São Paulo,Santa Branca.,Cidade,yes,Eléctrica,yes,Particular,yes,(I),(I)
all_tables.pdf,89,tbl-211.md,16,São Paulo,Santa Cruz da Conceição.,Cidade,yes,Kerozene,no,Municipal,no,1895,1:040$
all_tables.pdf,89,tbl-211.md,17,São Paulo,Santa Isabel.,Cidade,yes,Eléctrica,no,Particular,no,1914,(I)
all_tables.pdf,89,tbl-211.md,18,São Paulo,Santa Rita do Passa Quatro.,Cidade,yes,Eléctrica,yes,Particular,yes,1909,8:000$
all_tables.pdf,89,tbl-211.md,19,São Paulo,Santa Rosa.,Cidade,yes,Eléctrica,yes,Particular,yes,1915,(I)
all_tables.pdf,89,tbl-211.md,20,São Paulo,Santo Amaro.,Cidade,yes,Eléctrica,yes,Particular,yes,1913,10:893$
all_tables.pdf,89,tbl-211.md,21,São Paulo,Santos.,Cidade,yes,Eléctrica,yes,Particular,yes,(I),114:966$
all_tables.pdf,89,tbl-211.md,22,São Paulo,,,no,Gaz Carbonico,no,Particular,yes,(I),220:995$
all_tables.pdf,89,tbl-211.md,23,São Paulo,São Bernardo.,Cidade,yes,Eléctrica,no,Particular,yes,1908,(I)
all_tables.pdf,89,tbl-211.md,24,São Paulo,São Carlos.,Cidade,yes,Eléctrica,yes,Particular,yes,1909,45:923$
all_tables.pdf,89,tbl-211.md,25,São Paulo,São João da Bôa Vista.,Cidade,yes,Eléctrica,yes,Particular,yes,1913,13:836$
all_tables.pdf,89,tbl-211.md,26,São Paulo,São João da Boraina.,Cidade,yes,Eléctrica,yes,Particular,yes,1909,6:000$
all_tables.pdf,89,tbl-211.md,27,São Paulo,São Joaquim.,Cidade,yes,Eléctrica,yes,Particular,yes,1918,(I)
all_tables.pdf,89,tbl-211.md,28,São Paulo,São José do Barreiro.,Cidade,yes,Eléctrica,yes,Particular,yes,1918,(I)
all_tables.pdf,89,tbl-211.md,29,São Paulo,São José do Rio Pardo.,Cidade,yes,Eléctrica,yes,Particular,yes,1896,25:600$
all_tables.pdf,89,tbl-211.md,30,São Paulo,São José dos Campos.,Cidade,yes,Eléctrica,yes,Particular,yes,1909,9:000$
all_tables.pdf,90,tbl-212.md,2,São Paulo,,Catégorie du Município (Ville ou Village),no,Système d'éclairage adopté,no,Entreprise directrice,no,Date de inauguration du service,Dépense annuelle du gouvernement
all_tables.pdf,90,tbl-213.md,1,São Paulo,São Manoel,Cidade,no,Eléctrica,no,Particular,no,1908,(I)
all_tables.pdf,90,tbl-213.md,2,São Paulo,São Paulo,Cidade,yes,Eléctrica,yes,Particular,yes,,598.745$
all_tables.pdf,90,tbl-213.md,3,São Paulo,,,no,Gas Carbonico,no,Particular,yes,,1 797.860$
all_tables.pdf,90,tbl-213.md,4,São Paulo,São Pedro,Cidade,yes,Eléctrica,no,Particular,yes,1918,7.000$
all_tables.pdf,90,tbl-213.md,5,São Paulo,São Roque,Cidade,yes,Eléctrica,yes,Particular,yes,1908,10.000$
all_tables.pdf,90,tbl-213.md,6,São Paulo,São Sebastião,Cidade,yes,Kerozene,no,Municipal,no,1871,2.460$
all_tables.pdf,90,tbl-213.md,7,São Paulo,São Vicente,Cidade,yes,Eléctrica,no,Particular,no,1909,(I)
all_tables.pdf,90,tbl-213.md,8,São Paulo,São Simão,Cidade,yes,Eléctrica,yes,Particular,yes,,(I)
all_tables.pdf,90,tbl-213.md,9,São Paulo,Sarapuhy,Cidade,yes,Eléctrica,yes,Particular,yes,1920,8.000$
all_tables.pdf,90,tbl-213.md,10,São Paulo,Serra Negra,Cidade,yes,Eléctrica,yes,Municipal,no,1909,14.625$
all_tables.pdf,90,tbl-213.md,11,São Paulo,Sertãosinho,Cidade,yes,Eléctrica,yes,Particular,no,1904,39.800$
all_tables.pdf,90,tbl-213.md,12,São Paulo,Soccorro,Cidade,yes,Eléctrica,yes,Particular,yes,1909,13.000$
all_tables.pdf,90,tbl-213.md,13,São Paulo,Sorocaba,Cidade,yes,Eléctrica,yes,Particular,yes,1901,57.784$
all_tables.pdf,90,tbl-213.md,14,São Paulo,Tambahú,Cidade,yes,Eléctrica,yes,Particular,yes,1909,(I)
all_tables.pdf,90,tbl-213.md,15,São Paulo,Tatuhy,Cidade,yes,Eléctrica,yes,Particular,yes,1909,19.000$
all_tables.pdf,90,tbl-213.md,16,São Paulo,Taubaté,Cidade,yes,Eléctrica,yes,Particular,yes,1912,32.000$
all_tables.pdf,90,tbl-213.md,17,São Paulo,Tietê,Cidade,yes,Eléctrica,yes,Particular,yes,,(I)
all_tables.pdf,90,tbl-213.md,18,São Paulo,Tremembé,Cidade,yes,Eléctrica,yes,Particular,yes,1913,3.388$
all_tables.pdf,90,tbl-213.md,19,São Paulo,Una,Cidade,yes,Eléctrica,yes,Particular,yes,1916,2.100$
all_tables.pdf,90,tbl-213.md,20,São Paulo,Villa Bella,Cidade,yes,Eléctrica,yes,Municipal,no,1920,1.680$
all_tables.pdf,90,tbl-213.md,21,São Paulo,Viradouro,Cidade,yes,Eléctrica,yes,Particular,no,1917,(I)
all_tables.pdf,90,tbl-213.md,22,São Paulo,Xiririca,Cidade,yes,Kerozene,no,Municipal,no,,2.000$
all_tables.pdf,90,tbl-213.md,23,São Paulo,Yporanga,Cidade,yes,Kerozene,yes,Municipal,yes,1883,601$
all_tables.pdf,90,tbl-214.md,1,São Paulo,Annapolis,Cidade,no,Kerozene,no,Municipal,no,,1.292$
all_tables.pdf,90,tbl-214.md,2,São Paulo,Aracajú,Cidade,yes,Eléctrica,no,Estadual,no,1913,12.000$
all_tables.pdf,90,tbl-214.md,3,São Paulo,Buquim,Villa,no,Kerozene,no,Municipal,no,1903,600$
all_tables.pdf,90,tbl-214.md,4,São Paulo,Campo do Britto,Villa,yes,Kerozene,yes,Municipal,yes,1918,1.000$
all_tables.pdf,90,tbl-214.md,5,São Paulo,,,no,Eléctrica,no,Particular,no,1918,3.000$
all_tables.pdf,92,tbl-215.md,2,Sergipe,,Categorie du Município (Ville ou Village),no,Système d'éclairage adopté,no,Entreprise directrice,no,Date de l'inauguration du service,Dépense annuelle du gouvernement
all_tables.pdf,92,tbl-216.md,1,Sergipe,Campos.,Cidade,no,Kerozene,no,Municipal,no,1920,1:500$
all_tables.pdf,92,tbl-216.md,2,Sergipe,Capella.,Cidade,yes,Electrica,no,Municipal,yes,1920,
all_tables.pdf,92,tbl-216.md,3,Sergipe,Divina Pastora.,Villa,no,Kerozene,no,Municipal,yes,,400$
all_tables.pdf,92,tbl-216.md,4,Sergipe,Espírito Santo.,Villa,yes,Kerozene,yes,Municipal,yes,1912,450$
all_tables.pdf,92,tbl-216.md,5,Sergipe,Estancia.,Cidade,no,Kerozene,yes,Municipal,yes,,8:000$
all_tables.pdf,92,tbl-216.md,6,Sergipe,Garará.,Villa,no,Kerozene,yes,Municipal,yes,,
all_tables.pdf,92,tbl-216.md,7,Sergipe,Itabaiana.,Cidade,no,Electrica,no,Particular,no,1918,4:000$
all_tables.pdf,92,tbl-216.md,8,Sergipe,Itaporanga.,Villa,no,Kerozene,no,Municipal,no,1908,1:240$
all_tables.pdf,92,tbl-216.md,9,Sergipe,Japaratuba.,Villa,yes,Kerozene,yes,Municipal,yes,,700$
all_tables.pdf,92,tbl-216.md,10,Sergipe,Lagarto.,Villa,yes,Kerozene,yes,Municipal,yes,1909,1:300$
all_tables.pdf,92,tbl-216.md,11,Sergipe,Laranjeiras.,Villa,yes,Electrica,no,Particular,no,1919,5:400$
all_tables.pdf,92,tbl-216.md,12,Sergipe,Nossa Senhora das Dóres.,Cidade,no,Kerozene,no,Municipal,no,1908,1:200$
all_tables.pdf,92,tbl-216.md,13,Sergipe,Pacatuba.,Villa,no,Kerozene,yes,Municipal,yes,1906,960$
all_tables.pdf,92,tbl-216.md,14,Sergipe,Porto da Folha.,Cidade,no,Kerozene,yes,Municipal,yes,1912,246$
all_tables.pdf,92,tbl-216.md,15,Sergipe,Propriá.,Cidade,yes,Electrica,no,Municipal,yes,1920,
all_tables.pdf,92,tbl-216.md,16,Sergipe,Riachão.,Villa,no,Kerozene,no,Municipal,yes,1913,480$
all_tables.pdf,92,tbl-216.md,17,Sergipe,Riachuelo.,Cidade,no,Electrica,no,Particular,no,1919,4:200$
all_tables.pdf,92,tbl-216.md,18,Sergipe,Rosario.,Villa,no,Kerozene,no,Municipal,no,,500$
all_tables.pdf,92,tbl-216.md,19,Sergipe,Santa Luzia.,Villa,yes,Kerozene,yes,Municipal,yes,1915,400$
all_tables.pdf,92,tbl-216.md,20,Sergipe,Santo Amaro.,Villa,yes,Kerozene,yes,Municipal,yes,,1:000$
all_tables.pdf,92,tbl-216.md,21,Sergipe,São Paulo.,Cidade,no,Kerozene,yes,Municipal,yes,1918,600$
all_tables.pdf,92,tbl-216.md,22,Sergipe,Soccorro.,Villa,no,Kerozene,yes,Municipal,yes,1917,2:000$
all_tables.pdf,92,tbl-216.md,23,Sergipe,Villa Nova.,Cidade,no,Kerozene,yes,Municipal,yes,,1:500$
all_tables.pdf,92,tbl-217.md,1,Sergipe,Cruzeiro do Sul.,Cidade,no,Electrica,no,Particular,no,1904,17:040$
all_tables.pdf,92,tbl-217.md,2,Sergipe,Rio Branco.,Cidade,yes,Electrica,yes,Municipal,no,1916,51:600$
all_tables.pdf,92,tbl-217.md,3,Sergipe,Villa Seabra.,Cidade,yes,Electrica,yes,Municipal,yes,1920,
all_tables.pdf,92,tbl-217.md,4,Sergipe,Xapury.,Cidade,yes,Electrica,yes,Particular,no,1914,18:000$
