source_file,page,source_table_id,row_in_table,state,company,municipality,plant,installation_year
all_tables.pdf,21,tbl-64.md,22,Rio de Janeiro,Municipalidade de São Vicente,São Vicente,—,1914
all_tables.pdf,21,tbl-64.md,23,Rio de Janeiro,Pedro Pellizzari,São Vicente,"Jaguary,",1915
all_tables.pdf,21,tbl-64.md,24,Rio de Janeiro,Waldemar Arnt,Taquaty,Bom Retiro,1918
all_tables.pdf,21,tbl-64.md,25,Rio de Janeiro,Michel & Oliveira,Taquaty,—,1915
all_tables.pdf,21,tbl-64.md,26,Rio de Janeiro,Viuva Bello Ferreira,Trimopho,—,1915
all_tables.pdf,21,tbl-64.md,27,Rio de Janeiro,B & M Barberá,Uruguayana,—,1904
all_tables.pdf,21,tbl-64.md,28,Rio de Janeiro,Municipalidade de Vaccaria,Vaccaria,—,1911
all_tables.pdf,21,tbl-64.md,29,Rio de Janeiro,Jorge Schuck,Venancio Ayres,—,1916
all_tables.pdf,23,tbl-68.md,1,São Paulo,Empresa Força e Luz de Santa Catharina,Blumenau,—,1908
all_tables.pdf,23,tbl-68.md,2,São Paulo,Isabel Knonz Duarte,Campo Alegre,Santa Isabel,1920
all_tables.pdf,23,tbl-68.md,3,São Paulo,Governo do Estado de Santa Catharina,Florianopolis,Maroim,1910
all_tables.pdf,23,tbl-68.md,4,São Paulo,"Emp Joinvillense de Electricidade, Luz e Força",Joinville,Pirahy,1908
all_tables.pdf,23,tbl-68.md,5,São Paulo,Empresa de Electricidade de Lages,Lages,—,1917
all_tables.pdf,23,tbl-68.md,6,São Paulo,N Bley Netto,Mafra,São Lourenço,1910
all_tables.pdf,23,tbl-68.md,7,São Paulo,João Bauer,Nova Trento,—,1919
all_tables.pdf,23,tbl-68.md,8,São Paulo,Henrique Moeller & Companhia,São Bento,—,1912
all_tables.pdf,23,tbl-68.md,9,São Paulo,Empresa de Electricidade de São Francisco,São Francisco,São Francisco,1919
all_tables.pdf,23,tbl-68.md,10,São Paulo,Manoel Cruz,Tijucas,—,1917
all_tables.pdf,23,tbl-68.md,11,São Paulo,Antonio Ferraro & Angelo Antonio Nichele,Urussanga,—,1917
all_tables.pdf,23,tbl-69.md,1,São Paulo,Municipalidade de Angatuba,Angatuba,—,1916
all_tables.pdf,23,tbl-69.md,2,São Paulo,Empresa de Electricidade de Araraquara,Araraquara,Chibarro,1919
all_tables.pdf,23,tbl-69.md,3,São Paulo,Empresa Força e Luz do Jahú,Araraquara,Gavião Peixoto,1910
all_tables.pdf,23,tbl-69.md,4,São Paulo,Empresa de Electricidade de Avaré,Avaré,—,1909
all_tables.pdf,23,tbl-69.md,5,São Paulo,Empresa Força e Luz de Bananal,Bananal,—,1916
all_tables.pdf,23,tbl-69.md,6,São Paulo,Companhia de Melhoramentos de Batataes,Batataes,—,1906
all_tables.pdf,23,tbl-69.md,7,São Paulo,Empresa Electrica de Bebedouro,Bebedouro,—,1910
all_tables.pdf,23,tbl-69.md,8,São Paulo,Companhia Paulista Força e Luz,Botucatá,Rio Pardo,1906
all_tables.pdf,23,tbl-69.md,9,São Paulo,,Dous Corregos,Dous Corregos,1911
all_tables.pdf,23,tbl-69.md,10,São Paulo,,Lenções,Central,1907
all_tables.pdf,23,tbl-69.md,11,São Paulo,,Pennapolis,Avanhandava,1920
all_tables.pdf,25,tbl-74.md,1,São Paulo,Empresa Electrica Bragantina,Bragança e,Guaraciaba Flôres,(1)1905(1)1905
all_tables.pdf,25,tbl-74.md,2,São Paulo,Companhia Força e Luz de Brotas,Brotas,—,1910
all_tables.pdf,25,tbl-74.md,3,São Paulo,Empresa Força e Luz de Buquira,Buquira,Odette,1919
all_tables.pdf,25,tbl-74.md,4,São Paulo,Emilio Kunch & Companhia,Cabreúva,Guaxinduba,1920
all_tables.pdf,25,tbl-74.md,5,São Paulo,Empresa Hydro-Electrica da Serra da Bocaina,Cachoeira,Patmos,1911
all_tables.pdf,25,tbl-74.md,6,São Paulo,Empresa Nacional de Electricidade,Caconde,Santa Celida,1918
all_tables.pdf,25,tbl-74.md,7,São Paulo,"Companhia Campineira de Tracção, Luz e Força",Campinas e,Salto Grande Jaguary,19041916
all_tables.pdf,25,tbl-74.md,8,São Paulo,"Rawlinson, Müller & Companhia",Campinas,Salto Grande,1910
all_tables.pdf,25,tbl-74.md,9,São Paulo,Municipalidade de Campos Novos,Campos Novos do Paranapanema,Simis,1912
all_tables.pdf,25,tbl-74.md,10,São Paulo,Companhia Força e Luz de Casa Branca,Casa Branca,Santa Rita,1909
all_tables.pdf,25,tbl-74.md,11,São Paulo,Companhia Mogyana de Luz e Força,Espírito Santo do Pinhal,Salto Grande,1897
all_tables.pdf,25,tbl-74.md,12,São Paulo,"Castro, Almeida & Companhia",Fartura,—,1918
all_tables.pdf,25,tbl-74.md,13,São Paulo,Empresa Luz e Força Meridional Paulista,Faxina,—,1911
all_tables.pdf,25,tbl-74.md,14,São Paulo,Companhia Força e Luz Jacarêhy-Guararema,Guararema,Putim,1916
all_tables.pdf,25,tbl-74.md,15,São Paulo,Companhia Luz e Força de Guaratinguetá,Guaratinguetá,Sodré,1905
all_tables.pdf,27,tbl-78.md,1,São Paulo,Municipalidade de Guarey,Guarey,—,1920
all_tables.pdf,27,tbl-78.md,2,São Paulo,Empresa Força e Luz de Ribeirão Preto,Igarapava,Buritys,1920
all_tables.pdf,27,tbl-78.md,3,São Paulo,,Ituverava,Evangelina,1911
all_tables.pdf,27,tbl-78.md,4,São Paulo,Municipalidade de Iguape,Iguape,—,1920
all_tables.pdf,27,tbl-78.md,5,São Paulo,Empresa de Força e Luz de Itaberá,Itaberá,—,1914
all_tables.pdf,27,tbl-78.md,6,São Paulo,Arens & Companhia,Itanhaem,—,1918
all_tables.pdf,27,tbl-78.md,7,São Paulo,Empresa de Electricidade Sul Paulista,Itapetininga,Turvinho,1910
all_tables.pdf,27,tbl-78.md,8,São Paulo,Companhia Paulista de Energia Eléctrica,Itapolis,São Lourenço,1910
all_tables.pdf,27,tbl-78.md,9,São Paulo,,São José do Rio Pardo,Santa Alice,1910
all_tables.pdf,27,tbl-78.md,10,São Paulo,,Soccorro,Soccorro,1910
all_tables.pdf,27,tbl-78.md,11,São Paulo,Municipalidade de Itaporanga,Itaporanga,—,1920
all_tables.pdf,27,tbl-78.md,12,São Paulo,"Novaes, Ribas & Companhia",Itararé,Symphoroso Queiroz,1912
all_tables.pdf,27,tbl-78.md,13,São Paulo,Companhia Força e Luz de Jaboticabal,Jaboticabal,Correço Rico,1895
all_tables.pdf,27,tbl-78.md,14,São Paulo,Empresa Eléctrica Corralinhense,Joanopolis,—,1920
all_tables.pdf,27,tbl-78.md,15,São Paulo,Governo do Estado de São Paulo,Jaquey,Hospício,1917
all_tables.pdf,27,tbl-78.md,16,São Paulo,Municipalidade de Mogy-Mirim,Mogy-Mirim,—,1909
all_tables.pdf,27,tbl-78.md,17,São Paulo,Stefano & Maluf,Nova Horizonte,—,1919
all_tables.pdf,27,tbl-78.md,18,São Paulo,Empresa Força e Luz Parahybonense,Parahybuna,—,1913
all_tables.pdf,29,tbl-82.md,1,São Paulo,"The São Paulo Tramway, Light and Power Company, Limited",Parnahyba São Paulo,Parnahyba —,19011912
all_tables.pdf,29,tbl-82.md,2,São Paulo,São Paulo Electric Company Limited (I),Sorocaba,Sorocaba,1911
all_tables.pdf,29,tbl-82.md,3,São Paulo,Companhia Francana de Electricidade,Patrocínio do Sap : :ahy,Esmeril,1913
all_tables.pdf,29,tbl-82.md,4,São Paulo,Rosa & Companhia,Piedade,—,1920
all_tables.pdf,29,tbl-82.md,5,São Paulo,Companhia Nacional de Estamparia,Pilar,Baptista,1914
all_tables.pdf,29,tbl-82.md,6,São Paulo,Empresa de Electricidade São Paulo e Rio,Pindamonhangaba,Izabel,1908
all_tables.pdf,29,tbl-82.md,7,São Paulo,Matheus & Companhia,Piracaia,Lagrado,1910
all_tables.pdf,29,tbl-82.md,8,São Paulo,Empresa Electrica de Piracicaba,Piracicaba,—,1909
all_tables.pdf,29,tbl-82.md,9,São Paulo,Empresa Electrica de Pirajuhy,Pirajuhy,—,1920
all_tables.pdf,29,tbl-82.md,10,São Paulo,Municipalidade de Pirassununga,Pirassununga,Central Electrica,1896
all_tables.pdf,29,tbl-82.md,11,São Paulo,S A Central Electrica de Rio Claro,Rio Claro,Corumbatahy,1912
all_tables.pdf,29,tbl-82.md,12,São Paulo,,» »,Nova Mogy-Guaseú,1920
all_tables.pdf,29,tbl-82.md,13,São Paulo,Empresa de Electricidade de Rio Preto,Rio Preto,—,1914
all_tables.pdf,29,tbl-82.md,14,São Paulo,Companhia Força e Luz Norte de São Paulo,Sallesopolis,—,1911
all_tables.pdf,29,tbl-82.md,15,São Paulo,Companhia Ituana Força e Luz,Salto,Lavras,1904
all_tables.pdf,29,tbl-82.md,16,São Paulo,Companhia Força e Luz Santa Cruz,Santa Cruz do Rio Pardo,Santa Cruz,1920
all_tables.pdf,29,tbl-82.md,17,São Paulo,Germano Feha,Santa Isabel,—,1913
all_tables.pdf,29,tbl-82.md,18,São Paulo,Companhia Força e Luz São Valentim,Santa Rita do Passa Quatro,São Valentim,1906
all_tables.pdf,29,tbl-82.md,19,São Paulo,Companhia de Electricidade São Simão—Cajurú,Santa Rosa,Itaipava,1914
all_tables.pdf,31,tbl-86.md,1,São Paulo,Companhia Décas de Santos,Santos,Itatinga,1920
all_tables.pdf,31,tbl-86.md,2,São Paulo,Companhia Paulista de Electricidade,São Carlos,Capão Preto,1912
all_tables.pdf,31,tbl-86.md,3,São Paulo,Empresa Força e Luz de São João da Bôa Vista,São João da Bôa Vista,Monjolinho,1908
all_tables.pdf,31,tbl-86.md,4,São Paulo,Empresa Força e Luz do Barreiro,São José do Barreiro,Santa Ignêz,1914
all_tables.pdf,31,tbl-86.md,5,São Paulo,Companhia Força e Luz São José,São José dos Campos,—,1918
all_tables.pdf,31,tbl-86.md,6,São Paulo,Empresa Electrica de Sarapuhy,Sarapuhy,—,1909
all_tables.pdf,31,tbl-86.md,7,São Paulo,Municipalidade de Serra Negra,Serra Negra,Costas,1915
all_tables.pdf,31,tbl-86.md,8,São Paulo,Companhia Luz e Força de Tatuhy,Tietê,Jurumirim,1909
all_tables.pdf,31,tbl-86.md,9,São Paulo,Empresa Luz e Força de Tietê,Tietê,—,1920
all_tables.pdf,31,tbl-86.md,10,São Paulo,Municipalidade de Villa Bella,Villa Bella,—,1920
all_tables.pdf,31,tbl-87.md,1,Sergipe,Governo do Estado de Sergipe,Aracajá,—,1913
all_tables.pdf,31,tbl-87.md,2,Sergipe,Municipalidade de Capella,Capella,—,1920
all_tables.pdf,31,tbl-87.md,3,Sergipe,Manoel Vieira Netto,Itabaiana,—,1918
all_tables.pdf,31,tbl-87.md,4,Sergipe,Alberto Munck,Laranjeiras,—,1919
all_tables.pdf,31,tbl-87.md,5,Sergipe,Municipalidade de Propriá,Propriá,—,1920
all_tables.pdf,31,tbl-87.md,6,Sergipe,Manoel Vasconcellos Prado,Riachuelo,Riachuelo,1919
all_tables.pdf,31,tbl-88.md,1,Território do Acre,Governo do Territorio do Acre,Cruseiro do Sul,Cruseiro do Sul,1904
all_tables.pdf,31,tbl-88.md,2,Território do Acre,,Rio Branco,—,1916
all_tables.pdf,31,tbl-88.md,3,Território do Acre,,Villa Seabra,—,1920
all_tables.pdf,31,tbl-88.md,4,Território do Acre,Costa Gomes & Companhia,Xapury,—,1914
