source_file,page,source_table_id,row_in_table,state,municipality,public_arc_lamps_number,public_arc_lamps_candlepower,public_incandescent_lamps_number,public_incandescent_lamps_candlepower,public_total_candlepower,private_arc_lamps_number,private_arc_lamps_candlepower,private_incandescent_lamps_number,private_incandescent_lamps_candlepower
all_tables.pdf,112,tbl-257.md,10,Minas Geraes,Pirahy,—,—,90,1623,1623,—,—,290,4386
all_tables.pdf,112,tbl-257.md,11,Minas Geraes,Ponta Grossa,—,—,364,12358,12358,—,—,3829,80939
all_tables.pdf,112,tbl-257.md,12,Minas Geraes,Prudentópolis,—,—,100,2500,2500,—,—,1300,32415
all_tables.pdf,112,tbl-257.md,13,Minas Geraes,Ribeirão Claro,—,—,85,2720,2720,—,—,360,11910
all_tables.pdf,112,tbl-257.md,14,Minas Geraes,Rio Negro,—,—,159,3750,3750,—,—,1530,58030
all_tables.pdf,112,tbl-257.md,15,Minas Geraes,Santo Antonio de Imbituva,—,—,208,4400,4400,—,—,522,13846
all_tables.pdf,112,tbl-257.md,16,Minas Geraes,São José da Bôa Vista,—,—,50,1250,1250,—,—,38,864
all_tables.pdf,112,tbl-257.md,17,Minas Geraes,São José dos Pinhões,—,—,—,—,—,—,—,—,—
all_tables.pdf,112,tbl-257.md,18,Minas Geraes,São Matheus,—,—,230,8300,8300,—,—,380,9500
all_tables.pdf,112,tbl-257.md,19,Minas Geraes,Teixeira Soares,—,—,80,2560,2560,—,—,222,5770
all_tables.pdf,112,tbl-257.md,20,Minas Geraes,União da Victoria,—,—,43,688,688,—,—,133,2148
all_tables.pdf,112,tbl-257.md,21,Minas Geraes,Ypiranga,—,—,125,4406,4406,—,—,269,6821
all_tables.pdf,112,tbl-258.md,1,Minas Geraes,Caruará,—,—,354,35400,35400,—,—,630,63000
all_tables.pdf,112,tbl-258.md,2,Minas Geraes,Correntes,—,—,60,4500,4500,—,—,435,12150
all_tables.pdf,112,tbl-258.md,3,Minas Geraes,Garanhuns,—,—,179,16072,16072,—,—,983,41800
all_tables.pdf,112,tbl-258.md,4,Minas Geraes,Goyanna,—,—,189,22800,22800,—,—,1270,34000
all_tables.pdf,112,tbl-258.md,5,Minas Geraes,Ipojuca,—,—,50,5000,5000,—,—,78,3950
all_tables.pdf,113,tbl-260.md,1,Paraná,795.441,4013,2939,1732000,640000,1092000,700:000$000,175:000$000,525:000$000,$483
all_tables.pdf,113,tbl-260.md,2,Paraná,-,50,-,-,-,-,-,2:00$000,-,-
all_tables.pdf,113,tbl-260.md,3,Paraná,2.710,-,-,-,-,-,24:400$000,13:600$000,10:800$000,(1)
all_tables.pdf,113,tbl-260.md,4,Paraná,19.944,110,-,-,-,-,30:000$000,12:000$000,18:000$000,-
all_tables.pdf,113,tbl-260.md,5,Paraná,12.961,104,-,-,-,-,25:166$000,10:166$000,15:000$000,(1)
all_tables.pdf,113,tbl-260.md,6,Paraná,-,-,-,-,-,-,5:920$000,5:920$000,-,-
all_tables.pdf,113,tbl-260.md,7,Paraná,19.439,164,75,37000,12000,25000,36:600$000,15:000$000,21:600$000,$800
all_tables.pdf,113,tbl-260.md,8,Paraná,33.880,144,-,72000,29000,43000,26:200$000,11:000$000,15:200$000,(1)
all_tables.pdf,113,tbl-260.md,9,Paraná,81.972,780,300,-,-,-,-,-,80:000$000,$648
all_tables.pdf,113,tbl-260.md,10,Paraná,4.386,83,-,39200,16750,22450,10:961$000,2:621$000,8:340$000,$371
all_tables.pdf,113,tbl-260.md,11,Paraná,80.939,-,297,48000,-,-,-,-,-,-
all_tables.pdf,113,tbl-260.md,12,Paraná,32.415,118,15,-,-,-,17:200$000,7:200$000,10:000$000,$600
all_tables.pdf,113,tbl-260.md,13,Paraná,11.910,125,-,-,-,-,15:500$000,3:500$000,12:000$000,-
all_tables.pdf,113,tbl-260.md,14,Paraná,58.030,360,250,165000,-,-,79:000$000,9:000$000,70:000$000,$540
all_tables.pdf,113,tbl-260.md,15,Paraná,13.846,197,-,-,-,-,12:716$000,7:200$000,5:516$000,(1)
all_tables.pdf,113,tbl-260.md,16,Paraná,864,15,15,-,-,-,-,3:000$000,-,-
all_tables.pdf,113,tbl-260.md,17,Paraná,-,-,-,-,-,-,15:000$000,6:000$000,9:000$000,-
all_tables.pdf,113,tbl-260.md,18,Paraná,9.500,105,-,-,-,-,15:600$000,3:600$000,12:000$000,$600
all_tables.pdf,113,tbl-260.md,19,Paraná,5.770,70,-,-,-,-,-,-,-,-
all_tables.pdf,113,tbl-260.md,20,Paraná,2.148,83,23,19200,4200,15000,14:472$000,2:472$000,12:000$000,$800
all_tables.pdf,113,tbl-260.md,21,Paraná,6.821,-,-,-,-,-,21:500$000,12:500$000,9:000$000,(1)
all_tables.pdf,113,tbl-261.md,1,Paraná,63.000,221,-,-,-,-,44:564$000,22:642$000,21:922$000,1$000
all_tables.pdf,113,tbl-261.md,2,Paraná,12.150,200,-,16850,5000,11850,13:000$000,3:000$000,10:000$000,1$000
all_tables.pdf,113,tbl-261.md,3,Paraná,41.800,320,2,153340,50820,102520,61:800$000,16:800$000,45:000$000,$560
all_tables.pdf,113,tbl-261.md,4,Paraná,34.000,-,-,52000,15000,37000,-,20:800$000,-,1$000
all_tables.pdf,113,tbl-261.md,5,Paraná,3.950,31,-,-,-,-,8:050$000,4:200$000,3:850$000,-
all_tables.pdf,114,tbl-263.md,1,Paraná,Jaboatão,—,—,218,28600,28600,—,—,770,54000
all_tables.pdf,114,tbl-263.md,2,Paraná,Limocito,—,—,102,10200,10200,—,—,—,—
all_tables.pdf,114,tbl-263.md,3,Paraná,Nazareth,—,—,153,12096,12096,—,—,1395,23240
all_tables.pdf,114,tbl-263.md,4,Paraná,Olinda,—,—,—,—,—,—,—,—,—
all_tables.pdf,114,tbl-263.md,5,Paraná,Palmates,—,—,—,10250,10250,—,—,—,15400
all_tables.pdf,114,tbl-264.md,1,Paraná,Thecezina,—,—,686,30000,30000,—,—,3823,156212
all_tables.pdf,114,tbl-265.md,1,Paraná,Barra do Pirahy,—,—,283,23500,23500,—,—,—,35000
all_tables.pdf,114,tbl-265.md,2,Paraná,Barra Mansa,—,—,204,8880,8880,—,—,2500,—
all_tables.pdf,114,tbl-265.md,3,Paraná,Bom Jardim,—,—,50,2600,2600,—,—,1000,—
all_tables.pdf,114,tbl-265.md,4,Paraná,Cabo Frio,—,—,250,—,—,—,—,800,—
all_tables.pdf,114,tbl-265.md,5,Paraná,Cambucy,—,—,104,7500,7500,—,—,344,21600
all_tables.pdf,114,tbl-265.md,6,Paraná,Cantagallo,—,—,219,15550,15550,—,—,—,—
all_tables.pdf,114,tbl-265.md,7,Paraná,Carmo,—,—,112,6200,6200,—,—,135,3410
all_tables.pdf,114,tbl-265.md,8,Paraná,Duas Bartas,—,—,45,2250,2250,—,—,—,—
all_tables.pdf,114,tbl-265.md,9,Paraná,Itaocara,—,—,—,—,—,—,—,—,—
all_tables.pdf,114,tbl-265.md,10,Paraná,Macahé,—,—,250,12500,12500,—,—,—,—
all_tables.pdf,114,tbl-265.md,11,Paraná,Mangaratiba,—,—,35,1120,1120,—,—,137,2512
all_tables.pdf,114,tbl-265.md,12,Paraná,Nietheroy,—,—,3476,352060,352060,—,—,—,—
all_tables.pdf,114,tbl-265.md,13,Paraná,Nova Friburgo,—,—,427,32600,32600,—,—,—,—
all_tables.pdf,114,tbl-265.md,14,Paraná,Parahyba do Sul,—,—,185,7348,7348,—,—,—,—
all_tables.pdf,114,tbl-265.md,15,Paraná,Paraty,—,—,94,5700,5700,—,—,295,10030
all_tables.pdf,114,tbl-265.md,16,Paraná,Santa Thetesa,—,—,—,—,—,—,—,—,—
all_tables.pdf,114,tbl-265.md,17,Paraná,São Francisco de Paula,—,—,95,5300,5300,—,—,262,—
all_tables.pdf,114,tbl-265.md,18,Paraná,São Gonçalo,—,—,355,—,—,—,—,—,—
all_tables.pdf,114,tbl-265.md,19,Paraná,Sumidouto,—,—,85,2190,2190,—,—,196,3150
all_tables.pdf,114,tbl-265.md,20,Paraná,Valença,—,—,—,—,—,—,—,—,—
all_tables.pdf,114,tbl-265.md,21,Paraná,Va souras,—,—,208,7224,7224,—,—,—,—
all_tables.pdf,115,tbl-266.md,1,Pernambuco,Poder Iluminativo total,Númerodeconsumidoresparticulares,Númerodeaparelhosregistradoresdoconsumodeenergiaeletrônica(Medidores),CONSUMOANNUALDEENERGIAELECTRICA,,,RENDAANNUALREVENUANNUEL,,,Preçomédioannualdokwh
all_tables.pdf,115,tbl-266.md,4,Pernambuco,Número de velas,,,,,,,,,
all_tables.pdf,115,tbl-267.md,1,Pernambuco,54.000,—,—,—,—,—,57:668$000,19:860$000,37:808$000,$700
all_tables.pdf,115,tbl-267.md,2,Pernambuco,—,—,—,—,—,—,21:120$000,6:720$000,14:400$000,(1)
all_tables.pdf,115,tbl-267.md,3,Pernambuco,23.240,385,—,49500,19600,29900,44:700$000,12:300$000,32:400$000,(2)
all_tables.pdf,115,tbl-267.md,4,Pernambuco,—,600,510,214800,94800,120000,136:000$000,70:000$000,66:000$000,$560
all_tables.pdf,115,tbl-267.md,5,Pernambuco,15.400,400,—,—,—,—,40:600$000,10:800$000,30:000$000,—
all_tables.pdf,115,tbl-268.md,1,Pernambuco,156.212,690,690,263820,121400,132420,201:000$000,70:000$000,131:000$000,15000
all_tables.pdf,115,tbl-269.md,1,Pernambuco,35.000,590,167,162000,61000,101000,36:380$000,7:580$000,28:800$000,—
all_tables.pdf,115,tbl-269.md,2,Pernambuco,—,250,—,90000,45000,45000,28:840$000,10:840$000,18:000$000,—
all_tables.pdf,115,tbl-269.md,3,Pernambuco,—,132,45,150000,11000,139000,11:000$000,3:000$000,8:000$000,$400
all_tables.pdf,115,tbl-269.md,4,Pernambuco,—,—,60,45000,45000,—,—,—,12:000$000,15500
all_tables.pdf,115,tbl-269.md,5,Pernambuco,21.600,105,—,81000,19000,62000,—,6:000$000,—,—
all_tables.pdf,115,tbl-269.md,6,Pernambuco,—,—,—,—,—,—,96:846$000,21:770$000,75:076$000,$450
all_tables.pdf,115,tbl-269.md,7,Pernambuco,3.410,17,—,—,—,—,—,—,5:000$000,$600
all_tables.pdf,115,tbl-269.md,8,Pernambuco,—,68,—,30000,10000,25000,1:800$000,1:800$000,—,$500
all_tables.pdf,115,tbl-269.md,9,Pernambuco,—,—,—,—,—,—,15:000$000,15:000$000,—,$450
all_tables.pdf,115,tbl-269.md,10,Pernambuco,—,326,326,—,—,—,64:000$000,40:000$000,24:000$000,$600
all_tables.pdf,115,tbl-269.md,11,Pernambuco,2.512,45,—,—,—,—,7:800$000,3:000$000,4:800$000,—
all_tables.pdf,115,tbl-269.md,12,Pernambuco,—,8343,10225,1098084,723541,374543,—,—,—,—
all_tables.pdf,115,tbl-269.md,13,Pernambuco,—,884,1106,216000,198000,38000,—,—,48:000$000,$250
all_tables.pdf,115,tbl-269.md,14,Pernambuco,—,—,—,—,—,—,—,—,—,—
all_tables.pdf,115,tbl-269.md,15,Pernambuco,10.030,48,20,8150,3030,5120,4:800$000,4:200$000,600$000,$280
all_tables.pdf,115,tbl-269.md,16,Pernambuco,—,—,—,—,—,—,3:150$000,3:150$000,—,$500
all_tables.pdf,115,tbl-269.md,17,Pernambuco,—,48,—,—,—,—,—,—,—,—
all_tables.pdf,115,tbl-269.md,18,Pernambuco,—,—,—,—,—,—,—,—,—,—
all_tables.pdf,115,tbl-269.md,19,Pernambuco,3.150,—,—,—,—,—,4:100$000,1:600$000,2:500$000,—
all_tables.pdf,115,tbl-269.md,20,Pernambuco,—,—,—,—,—,—,27:000$000,27:000$000,—,$500
all_tables.pdf,115,tbl-269.md,21,Pernambuco,—,—,120,73249,41132,32117,22:932$000,9:988$000,12:944$000,$403
all_tables.pdf,116,tbl-271.md,1,Pernambuco,Canguarctama,—,—,70,—,—,—,—,—,—
all_tables.pdf,116,tbl-271.md,2,Pernambuco,Cerrá-mirim,—,—,80,2560,2560,—,—,223,7690
all_tables.pdf,116,tbl-271.md,3,Pernambuco,Natal,—,—,597,"40,450",40450,—,—,3340,100487
all_tables.pdf,116,tbl-271.md,4,Pernambuco,Nora Cruz,—,—,76,2432,2432,—,—,211,8947
all_tables.pdf,116,tbl-271.md,5,Pernambuco,Pedro Velho,—,—,38,1216,1216,—,—,139,4010
all_tables.pdf,116,tbl-272.md,1,Pernambuco,Alegrete,—,—,177,46868,46868,—,—,3000,—
all_tables.pdf,116,tbl-272.md,2,Pernambuco,Alfredo Chaves,—,—,104,3680,3680,—,—,111,3550
all_tables.pdf,116,tbl-272.md,3,Pernambuco,Antonio Prado,—,—,—,—,—,—,—,—,—
all_tables.pdf,116,tbl-272.md,4,Pernambuco,Arrolo Grande,—,—,59,5728,5728,—,—,482,37216
all_tables.pdf,116,tbl-272.md,5,Pernambuco,Bagé,—,—,211,76200,76200,—,—,—,—
all_tables.pdf,116,tbl-272.md,6,Pernambuco,Cachoeira,—,—,—,—,—,—,—,—,—
all_tables.pdf,116,tbl-272.md,7,Pernambuco,Fuencailhada,—,—,200,6400,6400,—,—,—,—
all_tables.pdf,116,tbl-272.md,8,Pernambuco,Estrella,—,—,162,6050,6050,—,—,1660,—
all_tables.pdf,116,tbl-272.md,9,Pernambuco,Garibaldi,—,—,200,6400,6400,—,—,—,—
all_tables.pdf,116,tbl-272.md,10,Pernambuco,Gravatahy,—,—,80,4000,4000,—,—,110,4279
all_tables.pdf,116,tbl-272.md,11,Pernambuco,Baquy,—,—,133,29750,29750,—,—,511,18030
all_tables.pdf,116,tbl-272.md,12,Pernambuco,Jaguarão,—,—,224,6775,6775,—,—,450,—
all_tables.pdf,116,tbl-272.md,13,Pernambuco,Lagoado,—,—,1100,38625,38625,—,—,223,3100
all_tables.pdf,116,tbl-272.md,14,Pernambuco,Passo-Fundo,12,12000,278,28950,40950,2,2000,6055,237750
all_tables.pdf,116,tbl-272.md,15,Pernambuco,Pelotas,—,—,1009,114965,114965,—,—,—,—
all_tables.pdf,116,tbl-272.md,16,Pernambuco,Pinheiro Machado,—,—,74,2640,2640,—,—,250,8000
all_tables.pdf,116,tbl-272.md,17,Pernambuco,Rio Grande,—,—,248,34675,34675,—,—,—,—
all_tables.pdf,116,tbl-272.md,18,Pernambuco,Rosario,—,—,—,—,—,—,—,—,—
all_tables.pdf,116,tbl-272.md,19,Pernambuco,Sant'Anna do Livramento,—,—,229,36325,36325,—,—,7310,344325
all_tables.pdf,116,tbl-272.md,20,Pernambuco,Santa Cruz,—,—,174,12520,12520,—,—,920,36048
all_tables.pdf,116,tbl-272.md,21,Pernambuco,Santa Maria da Bocca do Monte,25,15000,339,9807,24807,—,—,10000,111000
all_tables.pdf,117,tbl-273.md,1,Rio Grande do Norte,Poder Iluminativo total,Númerodeconsumidoresparticulares,Númerodeapparadosregistradoresdoconsumodeenergiaeléctrica(Medidores),CONSUMOANNUALDEENERGIAELÉCTRICA,,,RENDAANNUAL,,,Preçomédioannualdokwh
all_tables.pdf,117,tbl-273.md,4,Rio Grande do Norte,Número de vetas,,,,,,,,,
all_tables.pdf,117,tbl-274.md,1,Rio Grande do Norte,-,-,-,14000,6000,8000,12:000$000,4:800$000,7:200$000,1$000
all_tables.pdf,117,tbl-274.md,2,Rio Grande do Norte,7.690,42,-,-,-,-,10:800$000,4:800$000,6:000$000,$600
all_tables.pdf,117,tbl-274.md,3,Rio Grande do Norte,100.487,1650,250,840000,120000,720000,232:800$000,100:800$000,132:000$000,$600
all_tables.pdf,117,tbl-274.md,4,Rio Grande do Norte,8.947,-,8,-,-,-,-,3:600$000,-,$700
all_tables.pdf,117,tbl-274.md,5,Rio Grande do Norte,4.010,80,80,69500,15200,54300,5:760$000,2:400$000,3:360$000,$620
all_tables.pdf,117,tbl-275.md,1,Rio Grande do Norte,-,450,421,175000,72000,103000,143:000$000,34:000$000,109:000$000,1$000
all_tables.pdf,117,tbl-275.md,2,Rio Grande do Norte,3.550,179,4,-,-,-,19:096$000,7:800$000,11:296$000,-
all_tables.pdf,117,tbl-275.md,3,Rio Grande do Norte,-,-,-,-,-,-,1:500$000,1:500$000,-,-
all_tables.pdf,117,tbl-275.md,4,Rio Grande do Norte,37.216,82,47,-,-,-,30:205$000,18:480$000,11:725$000,-
all_tables.pdf,117,tbl-275.md,5,Rio Grande do Norte,-,1200,-,-,-,-,137:530$000,67:530$000,70:000$000,-
all_tables.pdf,117,tbl-275.md,6,Rio Grande do Norte,-,400,-,132600,12600,120000,154:000$000,18:000$000,136:000$000,1$100
all_tables.pdf,117,tbl-275.md,7,Rio Grande do Norte,-,-,60,105000,35000,70000,-,-,-,$900
all_tables.pdf,117,tbl-275.md,8,Rio Grande do Norte,-,278,-,50000,-,-,43:000$000,7:000$000,36:000$000,$600
all_tables.pdf,117,tbl-275.md,9,Rio Grande do Norte,-,-,-,-,-,-,28:000$000,12:000$000,16:000$000,$900
all_tables.pdf,117,tbl-275.md,10,Rio Grande do Norte,4.279,62,12,-,-,-,11:680$000,9:000$000,2:680$000,1$000
all_tables.pdf,117,tbl-275.md,11,Rio Grande do Norte,18.030,120,55,45000,25000,20000,36:602$000,24:902$000,11:700$000,$900
all_tables.pdf,117,tbl-275.md,12,Rio Grande do Norte,-,400,313,100000,18000,82000,83:365$000,19:138$000,64:227$000,1$000
all_tables.pdf,117,tbl-275.md,13,Rio Grande do Norte,3.100,-,64,22316,10520,11316,-,-,16:949$000,1$000
all_tables.pdf,117,tbl-275.md,14,Rio Grande do Norte,239.750,630,376,225200,114200,111000,112:300$000,38:300$000,74:000$000,$700
all_tables.pdf,117,tbl-275.md,15,Rio Grande do Norte,-,3752,3830,1795568,472379,1323189,1084:960$000,120:725$000,964:235$000,$856
all_tables.pdf,117,tbl-275.md,16,Rio Grande do Norte,8.000,-,-,-,-,-,-,3:600$000,-,1$000
all_tables.pdf,117,tbl-275.md,17,Rio Grande do Norte,-,2830,2406,1023918,294382,729536,919:741$000,358:970$000,560:771$000,$576
all_tables.pdf,117,tbl-275.md,18,Rio Grande do Norte,-,-,-,-,-,-,-,-,-,1$000
all_tables.pdf,117,tbl-275.md,19,Rio Grande do Norte,344.525,756,-,-,-,-,224:216$000,31:796$000,192:420$000,1$440
all_tables.pdf,117,tbl-275.md,20,Rio Grande do Norte,36.048,-,175,112785,18250,94535,72:030$000,24:000$000,48:030$000,$850
all_tables.pdf,117,tbl-275.md,21,Rio Grande do Norte,413.000,1199,993,181000,22000,162000,217:834$000,33:834$000,184:000$000,$800
all_tables.pdf,118,tbl-277.md,1,Rio Grande do Norte,Santa Victoria do Palmar,—,—,180,10950,10950,—,—,550,17300
all_tables.pdf,118,tbl-277.md,2,Rio Grande do Norte,São Borja,—,—,38,2214,2214,—,—,312,13158
all_tables.pdf,118,tbl-277.md,3,Rio Grande do Norte,São Francisco de Assis,—,—,100,4640,4640,—,—,500,26060
all_tables.pdf,118,tbl-277.md,4,Rio Grande do Norte,São Jeronymo,—,—,150,10000,10000,—,—,776,31532
all_tables.pdf,118,tbl-277.md,5,Rio Grande do Norte,São João do Montenegro,—,—,168,5352,5352,—,—,1528,80846
all_tables.pdf,118,tbl-277.md,6,Rio Grande do Norte,São Leopoldo,—,—,—,—,—,—,—,—,—
all_tables.pdf,118,tbl-277.md,7,Rio Grande do Norte,São Lourenço,—,—,123,4000,4000,—,—,940,30550
all_tables.pdf,118,tbl-277.md,8,Rio Grande do Norte,São Thiago do Boqueirão,—,—,59,5400,5400,—,—,400,10700
all_tables.pdf,118,tbl-277.md,9,Rio Grande do Norte,São Vicente,—,—,72,3696,3696,—,—,305,7215
all_tables.pdf,118,tbl-277.md,10,Rio Grande do Norte,,—,—,111,6000,6000,—,—,425,19800
all_tables.pdf,118,tbl-277.md,11,Rio Grande do Norte,Taquara do Mundo Novo,—,—,37,—,—,—,—,—,—
all_tables.pdf,118,tbl-277.md,12,Rio Grande do Norte,Taquary,—,—,154,5198,5198,—,—,600,—
all_tables.pdf,118,tbl-277.md,13,Rio Grande do Norte,Triumpho,—,—,60,1500,1500,—,—,100,2500
all_tables.pdf,118,tbl-277.md,14,Rio Grande do Norte,Uruguayana,—,—,81,48600,48600,—,—,8000,467500
all_tables.pdf,118,tbl-277.md,15,Rio Grande do Norte,Vaccaria,—,—,135,6050,6050,—,—,525,39000
all_tables.pdf,118,tbl-277.md,16,Rio Grande do Norte,Venancio Ayres,—,—,90,4500,4500,—,—,650,20800
all_tables.pdf,118,tbl-278.md,1,Rio Grande do Norte,Blumenau,—,—,—,12000,12000,—,—,—,45000
all_tables.pdf,118,tbl-278.md,2,Rio Grande do Norte,Brusque,—,—,90,3074,3074,—,—,1125,36550
all_tables.pdf,118,tbl-278.md,3,Rio Grande do Norte,Campo Alegre,—,—,70,3500,3500,—,—,—,—
all_tables.pdf,118,tbl-278.md,4,Rio Grande do Norte,Florianopolis,—,—,657,57250,57250,—,—,11913,283649
all_tables.pdf,118,tbl-278.md,5,Rio Grande do Norte,Itajahy,—,—,—,—,—,—,—,—,—
all_tables.pdf,118,tbl-278.md,6,Rio Grande do Norte,Ioinville,—,—,392,13480,13480,—,—,—,—
all_tables.pdf,118,tbl-278.md,7,Rio Grande do Norte,Lages,—,—,154,7900,7900,—,—,1400,59600
all_tables.pdf,118,tbl-278.md,8,Rio Grande do Norte,Nova Trento,—,—,20,500,500,—,—,187,5010
all_tables.pdf,118,tbl-278.md,9,Rio Grande do Norte,Porto União,—,—,123,3075,3075,—,—,362,8575
all_tables.pdf,118,tbl-278.md,10,Rio Grande do Norte,São Bento,—,—,67,1675,1675,—,—,505,11750
all_tables.pdf,119,tbl-279.md,4,Rio Grande do Sul,Número de velas,,,,,,,,,
all_tables.pdf,119,tbl-280.md,1,Rio Grande do Sul,17.300,112,109,37000,18000,19000,34:000$000,16:000$000,18:000$000,1$000
all_tables.pdf,119,tbl-280.md,2,Rio Grande do Sul,13.158,83,—,—,—,—,—,85:227$000,—,—
all_tables.pdf,119,tbl-280.md,3,Rio Grande do Sul,26.060,110,—,40000,7000,33000,18:000$000,3:000$000,15:000$000,$600
all_tables.pdf,119,tbl-280.md,4,Rio Grande do Sul,31.532,98,—,—,—,—,—,3:600$000,—,(1)
all_tables.pdf,119,tbl-280.md,5,Rio Grande do Sul,80.846,186,—,—,—,—,33:765$000,6:380$000,27:385$000,1$000
all_tables.pdf,119,tbl-280.md,6,Rio Grande do Sul,—,1000,420,—,—,—,170:000$000,59:000$000,120:000$000,$500
all_tables.pdf,119,tbl-280.md,7,Rio Grande do Sul,30.550,294,51,30370,10600,19770,30:770$000,17:831$000,12:939$000,1$000
all_tables.pdf,119,tbl-280.md,8,Rio Grande do Sul,10.700,140,10,8440,2500,5940,9:701$000,2:500$000,7:200$000,1$000
all_tables.pdf,119,tbl-280.md,9,Rio Grande do Sul,7.215,77,42,12700,2500,10200,30:319$000,20:036$000,10:282$000,1$000
all_tables.pdf,119,tbl-280.md,10,Rio Grande do Sul,19.800,105,9,26000,6000,20000,28:900$000,10:000$000,18:900$000,1$200
all_tables.pdf,119,tbl-280.md,11,Rio Grande do Sul,—,—,—,—,—,—,—,4:494$000,—,(2)
all_tables.pdf,119,tbl-280.md,12,Rio Grande do Sul,—,100,72,—,—,—,19:300$000,8:800$000,10:500$000,$800
all_tables.pdf,119,tbl-280.md,13,Rio Grande do Sul,2.500,40,30,6000,3000,3000,8:000$000,3:000$000,5:000$000,1$000
all_tables.pdf,119,tbl-280.md,14,Rio Grande do Sul,467.500,827,827,356200,102000,254200,211:000$000,36:000$000,175:000$000,$700
all_tables.pdf,119,tbl-280.md,15,Rio Grande do Sul,39.000,100,—,—,—,—,29:144$000,20:963$000,8:181$000,(2)
all_tables.pdf,119,tbl-280.md,16,Rio Grande do Sul,20.800,65,65,—,—,—,14:500$000,6:000$000,8:500$000,$700
all_tables.pdf,119,tbl-281.md,1,Rio Grande do Sul,45.000,450,309,—,—,—,95:050$000,13:050$000,82:000$000,$500
all_tables.pdf,119,tbl-281.md,2,Rio Grande do Sul,36.550,160,44,38880,5345,23535,16:980$000,2:400$000,14:580$000,$500
all_tables.pdf,119,tbl-281.md,3,Rio Grande do Sul,—,—,—,—,—,—,—,3:000$000,—,(4)
all_tables.pdf,119,tbl-281.md,4,Rio Grande do Sul,283.649,1803,510,819710,169710,650000,241:500$000,93:000$000,148:500$000,$230
all_tables.pdf,119,tbl-281.md,5,Rio Grande do Sul,—,—,17,87000,30000,57000,—,—,—,—
all_tables.pdf,119,tbl-281.md,6,Rio Grande do Sul,—,700,530,—,—,—,78:920$000,13:920$000,65:000$000,$400
all_tables.pdf,119,tbl-281.md,7,Rio Grande do Sul,59.600,200,78,317692,75000,242692,31:600$000,10:000$000,21:600$000,$400
all_tables.pdf,119,tbl-281.md,8,Rio Grande do Sul,5.010,—,—,—,3000,—,2:400$000,600$000,1:800$000,(2)
all_tables.pdf,119,tbl-281.md,9,Rio Grande do Sul,8.575,184,65,—,—,19624,17:608$000,7:080$000,10:528$000,$700
all_tables.pdf,119,tbl-281.md,10,Rio Grande do Sul,11.750,66,—,—,—,—,9:000$000,3:000$000,6:000$000,$600
all_tables.pdf,120,tbl-283.md,1,Rio Grande do Sul,São Francisco,—,—,112,3584,3584,—,—,1208,28609
all_tables.pdf,120,tbl-283.md,2,Rio Grande do Sul,São José,—,—,152,8450,8450,—,—,902,15903
all_tables.pdf,120,tbl-283.md,3,Rio Grande do Sul,Tijuana,—,—,70,1750,1750,—,—,400,10000
all_tables.pdf,120,tbl-283.md,4,Rio Grande do Sul,Uruguay,—,—,131,3950,3950,—,—,—,—
all_tables.pdf,120,tbl-284.md,1,Rio Grande do Sul,Agudos,—,—,130,7850,7850,—,—,686,17687
all_tables.pdf,120,tbl-284.md,2,Rio Grande do Sul,Altinopolis,—,—,96,4800,4800,—,—,600,30000
all_tables.pdf,120,tbl-284.md,3,Rio Grande do Sul,Ampato,—,—,127,71720,71720,—,—,3200,—
all_tables.pdf,120,tbl-284.md,4,Rio Grande do Sul,Angatuba,—,—,—,—,—,—,—,—,—
all_tables.pdf,120,tbl-284.md,5,Rio Grande do Sul,Annapolis,—,—,71,3550,3550,—,—,299,10496
all_tables.pdf,120,tbl-284.md,6,Rio Grande do Sul,Araraquara,—,—,515,111500,111500,—,—,3282,97914
all_tables.pdf,120,tbl-284.md,7,Rio Grande do Sul,Atibaia,8,4800,157,8850,13650,—,—,1090,17431
all_tables.pdf,120,tbl-284.md,8,Rio Grande do Sul,Avahy,—,—,—,—,—,—,—,155,4740
all_tables.pdf,120,tbl-284.md,9,Rio Grande do Sul,Avaré,—,—,269,21800,21800,—,—,—,—
all_tables.pdf,120,tbl-284.md,10,Rio Grande do Sul,Bananal,—,—,110,2750,2750,—,—,389,—
all_tables.pdf,120,tbl-284.md,11,Rio Grande do Sul,Bariry,—,—,122,7200,7200,—,—,748,16530
all_tables.pdf,120,tbl-284.md,12,Rio Grande do Sul,Barra Bonita,—,—,97,4866,4866,—,—,—,—
all_tables.pdf,120,tbl-284.md,13,Rio Grande do Sul,Barretos,—,—,365,20402,20402,—,—,2586,48356
all_tables.pdf,120,tbl-284.md,14,Rio Grande do Sul,Batataes,—,—,433,21450,21450,—,—,1618,38845
all_tables.pdf,120,tbl-284.md,15,Rio Grande do Sul,Bebedouro,—,—,261,14500,14500,—,—,2567,32750
all_tables.pdf,120,tbl-284.md,16,Rio Grande do Sul,Bica de Pedra,—,—,84,4654,4654,—,—,932,22783
all_tables.pdf,120,tbl-284.md,17,Rio Grande do Sul,Bôa Esperança,—,—,88,3088,3088,—,—,1087,19692
all_tables.pdf,120,tbl-284.md,18,Rio Grande do Sul,Botucatá,—,—,667,46980,46980,—,—,2723,61259
all_tables.pdf,120,tbl-284.md,19,Rio Grande do Sul,Brodowski,—,—,100,10000,10000,—,—,329,4013
