source_file,page,source_table_id,row_in_table,state,municipality,public_arc_lamps_number,public_arc_lamps_candlepower,public_incandescent_lamps_number,public_incandescent_lamps_candlepower,public_total_candlepower,private_arc_lamps_number,private_arc_lamps_candlepower,private_incandescent_lamps_number,private_incandescent_lamps_candlepower
all_tables.pdf,120,tbl-284.md,20,Rio Grande do Sul,Brotas,—,—,—,—,—,—,—,—,—
all_tables.pdf,120,tbl-284.md,21,Rio Grande do Sul,Cabreúva,—,—,124,6200,6200,—,—,571,39180
all_tables.pdf,121,tbl-285.md,1,Santa Catharina,Poder Illuminativo total,Númerodeconsumidoresparticulares,Númerodeaparelhosregistradoresdeconsumodeenergiaeléctrica(Medidores),CONSUMOANNUALDEENERGIAELECTRICA,,,RENDAANNUAL,,,Preçomédioannualdokwh
all_tables.pdf,121,tbl-285.md,2,Santa Catharina,,,,CONSOMMATIONANNUELLED'ENERGIEÉLECTRIQUE,,,RÉVENDAANNUAL,,,
all_tables.pdf,121,tbl-285.md,4,Santa Catharina,Número de velas,,Total,Éclairagepublic,Éclairagepublic,Total,Éclairageprivé,Éclairagepublic,Éclairageprivé,
all_tables.pdf,121,tbl-286.md,1,Santa Catharina,SAO — FIN),,,,,,,,,
all_tables.pdf,121,tbl-286.md,2,Santa Catharina,28.609,200,40,83812,15512,68300,37:000$000,7:000$000,30:000$000,$700
all_tables.pdf,121,tbl-286.md,3,Santa Catharina,15.903,230,32,84280,40320,43960,21:020$000,6:369$000,14:651$000,$320
all_tables.pdf,121,tbl-286.md,4,Santa Catharina,10.000,67,—,—,—,—,9:600$000,3:500$000,6:000$000,(1)
all_tables.pdf,121,tbl-286.md,5,Santa Catharina,—,23,—,—,—,—,1:600$000,600$000,1:000$000,(1)
all_tables.pdf,121,tbl-287.md,1,Santa Catharina,17.687,218,—,—,—,—,—,—,24:000$000,(1)
all_tables.pdf,121,tbl-287.md,2,Santa Catharina,30.000,106,25,36000,16000,20000,13:000$000,5:000$000,8:000$000,(1)
all_tables.pdf,121,tbl-287.md,3,Santa Catharina,—,1400,604,—,—,87645,126:944$000,48:672$000,78:272$000,$600
all_tables.pdf,121,tbl-287.md,4,Santa Catharina,—,120,—,—,—,—,27:550$000,13:550$000,14:000$000,$500
all_tables.pdf,121,tbl-287.md,5,Santa Catharina,10.496,299,—,—,—,—,—,3:500$000,—,(1)
all_tables.pdf,121,tbl-287.md,6,Santa Catharina,37.914,1260,175,215000,105000,110000,243:462$000,31:692$000,211:770$000,$480
all_tables.pdf,121,tbl-287.md,7,Santa Catharina,17.431,391,—,43000,15000,28000,42:519$000,12:560$000,29:959$000,—
all_tables.pdf,121,tbl-287.md,8,Santa Catharina,4.740,106,—,—,—,—,—,8:000$000,—,—
all_tables.pdf,121,tbl-287.md,9,Santa Catharina,—,460,—,—,—,—,—,18:000$000,—,—
all_tables.pdf,121,tbl-287.md,10,Santa Catharina,—,136,—,—,—,—,16:840$000,4:800$000,12:040$000,—
all_tables.pdf,121,tbl-287.md,11,Santa Catharina,16.530,300,36,87778,—,—,48:000$000,12:000$000,36:000$000,(3)
all_tables.pdf,121,tbl-287.md,12,Santa Catharina,—,—,—,—,—,—,—,6:000$000,—,—
all_tables.pdf,121,tbl-287.md,13,Santa Catharina,48.356,908,12,—,—,—,178:000$000,28:000$000,150:000$000,$500
all_tables.pdf,121,tbl-287.md,14,Santa Catharina,38.845,685,—,—,—,—,86:647$000,19:762$000,66:885$000,(1)
all_tables.pdf,121,tbl-287.md,15,Santa Catharina,32.750,680,68,50000,15000,35000,214:259$000,20:640$000,193:619$000,$800
all_tables.pdf,121,tbl-287.md,16,Santa Catharina,22.782,—,—,—,—,—,—,—,—,—
all_tables.pdf,121,tbl-287.md,17,Santa Catharina,19.692,140,—,271571,—,—,30:173$000,4:850$000,25:323$000,—
all_tables.pdf,121,tbl-287.md,18,Santa Catharina,61.259,894,11,576800,183600,393200,126:800$000,20:000$000,106:800$000,$280
all_tables.pdf,121,tbl-287.md,19,Santa Catharina,4.015,—,22,—,—,—,—,8:400$000,—,—
all_tables.pdf,121,tbl-287.md,20,Santa Catharina,—,—,—,—,—,—,—,9:000$000,—,—
all_tables.pdf,121,tbl-287.md,21,Santa Catharina,39.180,85,—,—,—,—,42:000$,6:000$000,36:000$000,—
all_tables.pdf,122,tbl-289.md,1,Pará,Cachoeira,-,-,263,14400,14400,-,-,530,13250
all_tables.pdf,122,tbl-289.md,2,Pará,Caconde,5,3000,359,13426,16426,-,-,665,9157
all_tables.pdf,122,tbl-289.md,3,Pará,Cajurú,-,-,150,7500,7500,-,-,476,6751
all_tables.pdf,122,tbl-289.md,4,Pará,Campinas,40,80000,1412,85892,165892,-,-,-,39078
all_tables.pdf,122,tbl-289.md,5,Pará,Campos Novos,-,-,100,3200,3200,-,-,150,9100
all_tables.pdf,122,tbl-289.md,6,Pará,Capão Bonito,-,-,127,6138,6138,-,-,251,5054
all_tables.pdf,122,tbl-289.md,7,Pará,Capivary,-,-,172,5504,5504,-,-,150,4800
all_tables.pdf,122,tbl-289.md,8,Pará,Casa Branca,-,-,270,6637,6637,-,-,1603,28797
all_tables.pdf,122,tbl-289.md,9,Pará,Cravinhos,-,-,253,18950,18950,-,-,-,-
all_tables.pdf,122,tbl-289.md,10,Pará,Cruzário,-,-,169,8450,8450,-,-,1961,29593
all_tables.pdf,122,tbl-289.md,11,Pará,Cutia,-,-,36,1800,1800,-,-,100,1600
all_tables.pdf,122,tbl-289.md,12,Pará,Dourado,-,-,-,-,-,-,-,-,-
all_tables.pdf,122,tbl-289.md,13,Pará,Dous Corregos,-,-,200,6400,6400,-,-,668,14928
all_tables.pdf,122,tbl-289.md,14,Pará,Espírito Santo do Pinhal,-,-,-,-,-,-,-,-,-
all_tables.pdf,122,tbl-289.md,15,Pará,Fartura,-,-,100,3560,3560,-,-,600,25200
all_tables.pdf,122,tbl-289.md,16,Pará,Faxina,-,-,327,21780,21780,-,-,688,10712
all_tables.pdf,122,tbl-289.md,17,Pará,Franca,-,-,700,80000,80000,-,-,1591,44350
all_tables.pdf,122,tbl-289.md,18,Pará,Guararema,-,-,55,2750,2750,-,-,264,5436
all_tables.pdf,122,tbl-289.md,19,Pará,Guaratinguetá,-,-,547,42502,42502,-,-,3230,60714
all_tables.pdf,122,tbl-289.md,20,Pará,Guarehy,-,-,80,3900,3900,-,-,190,4900
all_tables.pdf,122,tbl-289.md,21,Pará,Guariba,-,-,56,2800,2800,-,-,377,4697
all_tables.pdf,122,tbl-289.md,22,Pará,Guarulhos,-,-,35,1750,1750,-,-,600,17600
all_tables.pdf,122,tbl-289.md,23,Pará,Ibitinga,-,-,470,19500,19500,-,-,-,18000
all_tables.pdf,122,tbl-289.md,24,Pará,Igarapava,-,-,377,22132,22132,-,-,624,8355
all_tables.pdf,122,tbl-289.md,25,Pará,Indaiatuba,-,-,82,4400,4400,-,-,-,-
all_tables.pdf,122,tbl-289.md,26,Pará,Ipassed,-,-,90,2580,2580,-,-,-,-
all_tables.pdf,122,tbl-289.md,27,Pará,Itaberá,-,-,80,3280,3280,-,-,123,4568
all_tables.pdf,123,tbl-290.md,1,São Paulo,Poder Illuminativo total,Númerodeconsumidoresparticulares,Númerodeapparecçõesregistradoresdoconsumodeenergiaeléctrica(Medidores),CONSUMOANNUALDEENERGIAELÉCTRICA,,,RENDAANNUAL,,,Preçomédioannualdokwh
all_tables.pdf,123,tbl-290.md,2,São Paulo,,,,CONSOMMATIONANNUELLED'ÉNERGIEÉLECTRIQUE,,,REVENUANNUEL,,,
all_tables.pdf,123,tbl-290.md,4,São Paulo,Número de vélas,,,Éclairagepublic,Éclairagepublic,,Éclairageprivé,,,
all_tables.pdf,123,tbl-291.md,1,São Paulo,(ÇÃO — SUITE),,,,,,,,,
all_tables.pdf,123,tbl-291.md,2,São Paulo,13.250,—,—,—,—,—,—,—,—,—
all_tables.pdf,123,tbl-291.md,3,São Paulo,9.157,493,128,—,—,—,49970$000,(1)4:239$000,45731$000,$600
all_tables.pdf,123,tbl-291.md,4,São Paulo,6.751,279,27,—,—,—,40453$000,12000$000,28453$000,$450
all_tables.pdf,123,tbl-291.md,5,São Paulo,39.078,6100,3747,1300000,—,—,1040575000,—,—,$400
all_tables.pdf,123,tbl-291.md,6,São Paulo,9.100,—,—,—,—,—,—,—,—,—
all_tables.pdf,123,tbl-291.md,7,São Paulo,5.054,244,46,93924,72000,21924,—,28919$000,—,$600
all_tables.pdf,123,tbl-291.md,8,São Paulo,4.800,300,—,—,—,—,44981$000,14000$000,30981$000,—
all_tables.pdf,123,tbl-291.md,9,São Paulo,28.797,296,18,—,—,—,82731$000,18000$000,64731$000,$500
all_tables.pdf,123,tbl-291.md,10,São Paulo,—,739,22,—,—,—,—,23836$000,—,$600
all_tables.pdf,123,tbl-291.md,11,São Paulo,29.591,540,—,—,—,—,73800$000,7800$000,66000$000,—
all_tables.pdf,123,tbl-291.md,12,São Paulo,1.600,30,—,—,—,—,—,3960$000,—,—
all_tables.pdf,123,tbl-291.md,13,São Paulo,—,—,—,—,—,—,—,9140$000,—,—
all_tables.pdf,123,tbl-291.md,14,São Paulo,14.928,315,—,60000,25000,35000,—,—,—,—
all_tables.pdf,123,tbl-291.md,15,São Paulo,—,—,—,—,—,—,—,37437$000,—,—
all_tables.pdf,123,tbl-291.md,16,São Paulo,25.200,—,—,—,—,—,—,4000$000,—,—
all_tables.pdf,123,tbl-291.md,17,São Paulo,10.712,658,150,339840,261360,78480,—,—,85000$000,$600
all_tables.pdf,123,tbl-291.md,18,São Paulo,44.350,1200,160,193000,78000,115000,—,33000$000,—,—
all_tables.pdf,123,tbl-291.md,19,São Paulo,5.436,—,—,—,—,—,12036$000,1980$000,10056$000,(2)
all_tables.pdf,123,tbl-291.md,20,São Paulo,60.714,876,183,314460,139500,174960,140925$000,41302$000,99623$000,$500
all_tables.pdf,123,tbl-291.md,21,São Paulo,4.900,—,—,—,—,—,14000$000,7000$000,7000$000,(2)
all_tables.pdf,123,tbl-291.md,22,São Paulo,4.697,171,—,—,—,—,19525$000,4260$000,15265$000,$500
all_tables.pdf,123,tbl-291.md,23,São Paulo,17.600,—,—,—,—,—,—,3000$000,—,$500
all_tables.pdf,123,tbl-291.md,24,São Paulo,18.000,—,—,—,—,—,—,—,—,—
all_tables.pdf,123,tbl-291.md,25,São Paulo,8.355,—,—,—,—,—,—,12000$000,—,$800
all_tables.pdf,123,tbl-291.md,26,São Paulo,—,—,—,—,—,—,—,—,—,—
all_tables.pdf,123,tbl-291.md,27,São Paulo,—,—,—,—,—,—,—,6600$000,—,—
all_tables.pdf,123,tbl-291.md,28,São Paulo,4.568,59,—,—,—,—,11000$000,5000$000,6000$000,$400
all_tables.pdf,125,tbl-293.md,1,São Paulo,Poder Illuminativo total,Númerodeconsumidoresparticulares,Númerodeaparelhosregistradosdoconsumodeenergiaeléctrica(Medidores),CONSUMOANNUALDEENERGIAELECTRICA,,,RENDAANNUAL,,,Prazomédioannualdokwh
all_tables.pdf,125,tbl-293.md,2,São Paulo,,,,CONSOMMATIONANNUELLED'ÉNERGIEÉLECTRIQUE,,,REVENUANNUEL,,,
all_tables.pdf,125,tbl-293.md,4,São Paulo,Número de vélas,,,Total,Éclairagepublic,Éclairagepublic,Éclairageprivé,Éclairagepublic,Éclairageprivé,
all_tables.pdf,125,tbl-294.md,1,São Paulo,ÇÃO — SUITE),,,,,,,,,
all_tables.pdf,125,tbl-294.md,2,São Paulo,11.940,45,—,12320,7280,5040,6:060$000,1:500$000,4:560$000,$500
all_tables.pdf,125,tbl-294.md,3,São Paulo,46.972,800,—,—,—,—,84:500$000,22:500$000,62:000$000,$600
all_tables.pdf,125,tbl-294.md,4,São Paulo,—,—,—,—,—,—,—,22:500$000,—,$600
all_tables.pdf,125,tbl-294.md,5,São Paulo,2.143,50,—,—,—,—,13:760$000,6:760$000,7:000$000,(1)
all_tables.pdf,125,tbl-294.md,6,São Paulo,—,—,—,—,—,—,—,21:500$000,—,—
all_tables.pdf,125,tbl-294.md,7,São Paulo,—,—,—,—,—,—,—,—,—,—
all_tables.pdf,125,tbl-294.md,8,São Paulo,6.501,—,—,—,—,—,—,10:700$000,—,—
all_tables.pdf,125,tbl-294.md,9,São Paulo,23.472,—,44,—,—,—,116:101$000,25:000$000,91:101$000,$500
all_tables.pdf,125,tbl-294.md,10,São Paulo,2.039,67,—,—,—,—,6:590$000,2:590$000,4:000$000,$600
all_tables.pdf,125,tbl-294.md,11,São Paulo,6.674,—,79,—,—,—,—,—,—,—
all_tables.pdf,125,tbl-294.md,12,São Paulo,4.856,—,—,—,—,—,19:574$000,4:910$000,14664$000,—
all_tables.pdf,125,tbl-294.md,13,São Paulo,172.975,2520,—,—,—,—,296:166$000,42:176$000,253:990$000,(1)
all_tables.pdf,125,tbl-294.md,14,São Paulo,4.550,—,58,—,—,—,—,—,—,—
all_tables.pdf,125,tbl-294.md,15,São Paulo,—,—,—,—,—,—,—,6:600$000,—,—
all_tables.pdf,125,tbl-294.md,16,São Paulo,13.450,118,—,99000,26000,73000,—,—,13:240$000,(1)
all_tables.pdf,125,tbl-294.md,17,São Paulo,—,—,—,—,—,—,—,18:000$000,—,$500
all_tables.pdf,125,tbl-294.md,18,São Paulo,44.548,—,—,—,—,—,—,13:170$000,—,—
all_tables.pdf,125,tbl-294.md,19,São Paulo,—,—,—,—,—,—,—,7:000$000,—,—
all_tables.pdf,125,tbl-294.md,20,São Paulo,83.508,2000,43,—,—,—,141:742$000,30:154$000,111:588$000,$600
all_tables.pdf,125,tbl-294.md,21,São Paulo,48.300,—,—,—,—,—,—,16:000$000,—,$400
all_tables.pdf,125,tbl-294.md,22,São Paulo,11.746,161,—,24000,7000,17000,22:899$000,6:264$000,16:625$000,(1)
all_tables.pdf,125,tbl-294.md,23,São Paulo,51.631,—,42,69000,19700,49300,—,—,58:536$000,$500
all_tables.pdf,125,tbl-294.md,24,São Paulo,29.231,—,63,—,—,—,—,—,48:000$000,—
all_tables.pdf,125,tbl-294.md,25,São Paulo,7.631,276,—,48000,3000,45000,30:124$000,5:724$000,24:400$000,(1)
all_tables.pdf,125,tbl-294.md,26,São Paulo,9.389,162,—,—,—,—,—,31:000$000,—,$800
all_tables.pdf,125,tbl-294.md,27,São Paulo,24.110,290,—,—,—,—,42:242$000,6:250$000,35:992$000,—
all_tables.pdf,125,tbl-294.md,28,São Paulo,14.480,—,—,—,—,—,40:900$000,20:400$000,20:500$000,$600
all_tables.pdf,125,tbl-294.md,29,São Paulo,—,170,—,—,—,—,—,4:550$000,—,—
all_tables.pdf,126,tbl-295.md,5,São Paulo,Palmeiras,—,—,176,11600,11600,—,—,554,8044
all_tables.pdf,126,tbl-295.md,6,São Paulo,Parahybuna,—,—,116,6266,6266,—,—,1199,22584
all_tables.pdf,126,tbl-295.md,7,São Paulo,Parnaibyba,—,—,76,2432,2432,—,—,339,8352
all_tables.pdf,126,tbl-295.md,8,São Paulo,Patrocínio do Sapucahy,—,—,264,15300,15300,—,—,275,6210
all_tables.pdf,126,tbl-295.md,9,São Paulo,Pederneiras,—,—,166,6064,6064,—,—,730,19728
all_tables.pdf,126,tbl-295.md,10,São Paulo,Pindamonhangaba,—,—,458,54000,54000,—,—,2180,59400
all_tables.pdf,126,tbl-295.md,11,São Paulo,Piracaia,—,—,127,11300,11300,—,—,618,7733
all_tables.pdf,126,tbl-295.md,12,São Paulo,Piracicaba,—,—,738,55676,55676,—,—,3642,—
all_tables.pdf,126,tbl-295.md,13,São Paulo,Pirajohy,—,—,168,5378,5378,—,—,583,17470
all_tables.pdf,126,tbl-295.md,14,São Paulo,Pirassununga,—,—,206,15076,15076,—,—,1150,39907
all_tables.pdf,126,tbl-295.md,15,São Paulo,Piratininga,—,—,134,6650,6650,—,—,581,13755
all_tables.pdf,126,tbl-295.md,16,São Paulo,Pitangueiras,—,—,145,10000,10000,—,—,690,17370
all_tables.pdf,126,tbl-295.md,17,São Paulo,Porto Felix,—,—,150,4800,4800,—,—,—,—
all_tables.pdf,126,tbl-295.md,18,São Paulo,Ribeirão Bonito,—,—,157,15014,15014,—,—,806,12896
all_tables.pdf,126,tbl-295.md,19,São Paulo,Ribeirão Branco,—,—,54,978,978,—,—,56,1828
all_tables.pdf,126,tbl-295.md,20,São Paulo,Ribeirão Preto,—,—,1026,119639,119639,—,—,6008,91741
all_tables.pdf,126,tbl-295.md,21,São Paulo,Rio Claro,—,—,886,58350,58350,—,—,5890,86568
all_tables.pdf,126,tbl-295.md,22,São Paulo,Rio das Pedras,—,—,270,4352,4352,—,—,90,4600
all_tables.pdf,126,tbl-295.md,23,São Paulo,Rio Preto,—,—,210,10560,10560,—,—,1179,22074
all_tables.pdf,126,tbl-295.md,24,São Paulo,Santa Adélia,—,—,80,4000,4000,—,—,610,9589
all_tables.pdf,126,tbl-295.md,25,São Paulo,Santa Barbara,—,—,148,5525,5525,—,—,787,28721
all_tables.pdf,126,tbl-295.md,26,São Paulo,Santa Izabel,—,—,129,6650,6650,—,—,275,8610
all_tables.pdf,126,tbl-295.md,27,São Paulo,Santa Rita do Passa Quatro,—,—,120,6000,6000,—,—,600,—
all_tables.pdf,126,tbl-295.md,28,São Paulo,Santa Rosa,—,—,73,4400,4400,—,—,—,—
all_tables.pdf,126,tbl-295.md,29,São Paulo,Santo Amaro,—,—,191,11460,11460,—,—,4363,261780
all_tables.pdf,126,tbl-295.md,30,São Paulo,Santos,16,32000,1212,61600,93600,—,—,10945,1773625
all_tables.pdf,126,tbl-295.md,31,São Paulo,São Bernardo,—,—,206,8620,8620,—,—,—,—
all_tables.pdf,126,tbl-295.md,32,São Paulo,São Carlos,—,—,1150,110000,110000,—,—,5757,123206
all_tables.pdf,126,tbl-295.md,33,São Paulo,São João da Boa Vista,—,—,765,51032,51032,—,—,1668,83376
all_tables.pdf,126,tbl-295.md,34,São Paulo,São João da Bocaina,—,—,147,8300,8300,—,—,620,16714
all_tables.pdf,126,tbl-295.md,35,São Paulo,São Joaquim,—,—,120,8500,8500,—,—,—,—
all_tables.pdf,127,tbl-296.md,4,São Paulo,Número de velas,,,,,,,,,
all_tables.pdf,127,tbl-297.md,1,São Paulo,8.044,312,—,—,—,—,—,—,—,$600
all_tables.pdf,127,tbl-297.md,2,São Paulo,22.584,84,3,—,—,—,15:600$000,6:000$000,9:600$000,$600
all_tables.pdf,127,tbl-297.md,3,São Paulo,8.352,102,—,110800,55000,75000,7:400$000,500$000,6:900$000,—
all_tables.pdf,127,tbl-297.md,4,São Paulo,6.210,97,—,—,—,—,14:600$000,5:000$000,9:600$000,(1)
all_tables.pdf,127,tbl-297.md,5,São Paulo,19.728,401,—,—,—,—,—,7:000$000,—,$600
all_tables.pdf,127,tbl-297.md,6,São Paulo,59.400,600,50,—,—,—,108:000$000,18:000$000,90:000$000,$500
all_tables.pdf,127,tbl-297.md,7,São Paulo,7.733,240,—,26400,12300,14100,28:973$000,9:316$000,19:657$000,—
all_tables.pdf,127,tbl-297.md,8,São Paulo,—,1800,327,326000,170000,255000,206:000$000,62:000$000,144:000$000,$500
all_tables.pdf,127,tbl-297.md,9,São Paulo,17.470,—,—,—,—,—,—,—,—,—
all_tables.pdf,127,tbl-297.md,10,São Paulo,34.907,382,—,58000,24000,34000,39:600$000,12:000$000,27:600$000,(1)
all_tables.pdf,127,tbl-297.md,11,São Paulo,13.755,185,—,—,—,—,26:640$000,6:600$000,20:040$000,(1)
all_tables.pdf,127,tbl-297.md,12,São Paulo,17.370,—,—,—,—,—,—,—,—,—
all_tables.pdf,127,tbl-297.md,13,São Paulo,—,—,—,—,—,—,—,14:000$000,—,—
all_tables.pdf,127,tbl-297.md,14,São Paulo,12.896,—,24,172800,51840,120960,39:600$000,9:600$000,30:000$000,$256
all_tables.pdf,127,tbl-297.md,15,São Paulo,1.828,—,—,—,—,—,—,4:000$000,—,—
all_tables.pdf,127,tbl-297.md,16,São Paulo,91.741,5588,246,—,—,—,—,—,—,—
all_tables.pdf,127,tbl-297.md,17,São Paulo,86.568,2850,522,—,—,—,—,—,265:656$000,—
all_tables.pdf,127,tbl-297.md,18,São Paulo,4.600,146,9,—,—,—,—,6:060$000,—,$500
all_tables.pdf,127,tbl-297.md,19,São Paulo,22.074,445,—,—,—,—,103:801$000,17:088$000,86:713$000,$500
all_tables.pdf,127,tbl-297.md,20,São Paulo,9.589,230,—,—,—,—,17:040$000,5:040$000,12:000$000,—
all_tables.pdf,127,tbl-297.md,21,São Paulo,28.721,200,—,—,—,—,—,6:200$000,—,$400
all_tables.pdf,127,tbl-297.md,22,São Paulo,8.610,130,—,—,—,—,—,—,9:000$000,—
all_tables.pdf,127,tbl-297.md,23,São Paulo,—,200,—,—,—,—,27:200$000,8:000$000,19:200$000,$600
all_tables.pdf,127,tbl-297.md,24,São Paulo,—,—,—,—,—,—,—,—,—,—
all_tables.pdf,127,tbl-297.md,25,São Paulo,261.780,573,659,169193,50542,118651,71:621$000,10:93$000,60:728$000,$500
all_tables.pdf,127,tbl-297.md,26,São Paulo,1.773.625,5991,5906,1764985,356972,1408013,696:467$000,114:966$000,581:501$000,$413
all_tables.pdf,127,tbl-297.md,27,São Paulo,—,—,—,—,—,—,—,—,—,—
all_tables.pdf,127,tbl-297.md,28,São Paulo,123.296,2173,—,—,—,—,295:922$000,45:923$000,250:000$000,—
all_tables.pdf,127,tbl-297.md,29,São Paulo,83.376,1426,—,284000,78000,206000,215:997$000,43:067$000,172:930$000,(1)
all_tables.pdf,127,tbl-297.md,30,São Paulo,16.714,350,50,25900,9300,16600,—,6:000$000,—,$600
all_tables.pdf,128,tbl-299.md,1,São Paulo,São José do Barreiro,-,-,50,2500,2500,-,-,-,-
all_tables.pdf,128,tbl-299.md,2,São Paulo,São José do Rio Pardo,-,-,322,16100,16100,-,-,-,-
all_tables.pdf,128,tbl-299.md,3,São Paulo,São José dos Campos,-,-,350,15200,15200,-,-,752,13943
all_tables.pdf,128,tbl-299.md,4,São Paulo,São Manoel,-,-,222,24600,24600,-,-,-,-
all_tables.pdf,128,tbl-299.md,5,São Paulo,São Paulo,-,-,2916,1237500,1237500,-,-,-,-
all_tables.pdf,128,tbl-299.md,6,São Paulo,São Pedro,-,-,121,6752,6752,-,-,346,6396
all_tables.pdf,128,tbl-299.md,7,São Paulo,São Roque,-,-,189,12180,12180,-,-,-,-
all_tables.pdf,128,tbl-299.md,8,São Paulo,Sarapuhy,-,-,40,3200,3200,-,-,109,6350
all_tables.pdf,128,tbl-299.md,9,São Paulo,Serra Negra,-,-,269,8851,8851,-,-,742,8700
all_tables.pdf,128,tbl-299.md,10,São Paulo,"Sertãozinho,",-,-,361,33600,33600,-,-,1139,17005
all_tables.pdf,128,tbl-299.md,11,São Paulo,Soccorro,-,-,160,5120,5120,-,-,911,11129
all_tables.pdf,128,tbl-299.md,12,São Paulo,Sorcaba,-,-,615,44060,44060,2,2000,12802,411480
all_tables.pdf,128,tbl-299.md,13,São Paulo,Tambahú,-,-,121,6050,6050,-,-,-,-
all_tables.pdf,128,tbl-299.md,14,São Paulo,Tatahy,-,-,271,19426,19426,-,-,2400,-
all_tables.pdf,128,tbl-299.md,15,São Paulo,Taubaté,-,-,640,73000,73000,-,-,1789,31116
all_tables.pdf,128,tbl-299.md,16,São Paulo,Tremembé,-,-,109,5450,5450,-,-,-,-
all_tables.pdf,128,tbl-299.md,17,São Paulo,Una,-,-,38,2300,2300,-,-,431,14890
all_tables.pdf,128,tbl-299.md,18,São Paulo,Villa Bella,-,-,35,1750,1750,-,-,52,1791
all_tables.pdf,128,tbl-299.md,19,São Paulo,"Vitadouro,",-,-,78,5400,5400,-,-,-,-
all_tables.pdf,128,tbl-300.md,1,São Paulo,Aracajó,-,-,435,23478,23478,-,-,5189,98809
all_tables.pdf,128,tbl-300.md,2,São Paulo,Capella,-,-,90,6000,6000,-,-,130,3591
all_tables.pdf,128,tbl-300.md,3,São Paulo,Itabaiana,-,-,-,-,-,-,-,-,-
all_tables.pdf,128,tbl-300.md,4,São Paulo,Laranjeiras,-,-,116,4311,4311,-,-,300,4890
all_tables.pdf,128,tbl-300.md,5,São Paulo,"Riachuelo,",-,-,71,3700,3700,-,-,246,4670
all_tables.pdf,128,tbl-300.md,6,São Paulo,Campo do Britto,-,-,57,1153,1153,-,-,98,-
all_tables.pdf,128,tbl-301.md,1,São Paulo,Cruzeiro do Sul,-,-,160,4000,4000,-,-,299,10821
all_tables.pdf,128,tbl-301.md,2,São Paulo,Rio Branco,-,-,146,7300,7300,-,-,534,22151
all_tables.pdf,128,tbl-301.md,3,São Paulo,Xapury,-,-,100,2640,2640,-,-,-,-
all_tables.pdf,129,tbl-302.md,1,São Paulo,Poder Illuminativo total,Númerodeconsumidoresparticulares,Númerodeapparecçõesregistradoresdoconsumodeenergiaeléctrica(Medidores),CONSUMOANNUALDEENERGIAELECTRICA,,,RENDAANNUAL,,,Preçomédioannualdokwh
all_tables.pdf,129,tbl-302.md,2,São Paulo,,,,CONSUMANTIONANNUALD'ÉNERGIEÉLECTRIQUE,,,REVENUAANNUAL,,,
all_tables.pdf,129,tbl-302.md,4,São Paulo,Número de velas,,,,,,,,,
all_tables.pdf,129,tbl-303.md,1,São Paulo,-,-,-,-,-,-,-,25:600$000,-,-
all_tables.pdf,129,tbl-303.md,2,São Paulo,13.943,430,80,-,-,-,57:000$000,9:000$000,48:000$000,$400
all_tables.pdf,129,tbl-303.md,3,São Paulo,-,-,-,-,-,-,-,-,-,(1)
all_tables.pdf,129,tbl-303.md,4,São Paulo,-,-,-,-,-,-,-,598:745$000,-,-
all_tables.pdf,129,tbl-303.md,5,São Paulo,6.396,150,2,-,-,-,20:000$000,7:000$000,13:000$000,(1)
all_tables.pdf,129,tbl-303.md,6,São Paulo,-,-,-,-,-,-,-,10:000$000,-,$500
all_tables.pdf,129,tbl-303.md,7,São Paulo,6.350,-,-,-,-,-,-,8:000$000,-,-
all_tables.pdf,129,tbl-303.md,8,São Paulo,8.700,341,-,-,-,-,43:239$000,14:625$000,28:614$000,(1)
all_tables.pdf,129,tbl-303.md,9,São Paulo,17.005,-,46,-,-,-,45:007$000,39:800$000,5:207$000,$500
all_tables.pdf,129,tbl-303.md,10,São Paulo,11.129,346,-,-,-,-,51:000$000,13:000$000,38:000$000,(1)
all_tables.pdf,129,tbl-303.md,11,São Paulo,413.480,2674,1216,1170487,152100,1018387,518:476$000,57:784$000,460:692$000,$933
all_tables.pdf,129,tbl-303.md,12,São Paulo,-,800,53,151840,-,-,79:000$000,19:000$000,60:000$000,$700
all_tables.pdf,129,tbl-303.md,13,São Paulo,31.116,1734,550,648746,-,-,174:240$000,32:000$000,142:240$000,$400
all_tables.pdf,129,tbl-303.md,14,São Paulo,-,-,-,-,-,-,-,3:388$000,-,$400
all_tables.pdf,129,tbl-303.md,15,São Paulo,14.890,-,53,-,-,-,-,2:100$000,-,-
all_tables.pdf,129,tbl-303.md,16,São Paulo,1.791,21,-,-,-,-,3:480$000,1:680$000,1:800$000,(2)
all_tables.pdf,129,tbl-304.md,1,São Paulo,98.809,518,234,247367,47813,199554,107:180$000,12:000$000,95:180$000,$800
all_tables.pdf,129,tbl-304.md,2,São Paulo,3.591,30,-,-,-,-,37:600$000,24:000$000,13:600$000,(1)
all_tables.pdf,129,tbl-304.md,3,São Paulo,-,-,-,-,-,-,-,4:000$000,-,-
all_tables.pdf,129,tbl-304.md,4,São Paulo,4.890,115,14,-,-,-,18:400$000,5:400$000,13:000$000,(1)
all_tables.pdf,129,tbl-304.md,5,São Paulo,4.670,85,1,11000,3500,7500,10:200$000,4:200$000,6:000$000,$200
all_tables.pdf,129,tbl-304.md,6,São Paulo,-,60,-,-,-,-,8:000$000,3:000$000,5:000$000,-
