order_number,entry,establishments_1980,personnel_total_1980,personnel_linked_to_commercialization_1980,salaries_withdrawals_other_compensation_1980_mil_cruzeiros,total_revenue_1980_mil_cruzeiros,commercialization_revenue_1980_mil_cruzeiros,companies_headquartered_in_municipality_1985,establishments_1985,personnel_total_1985,personnel_linked_to_commercialization_1985,salaries_withdrawals_other_compensation_1985_mil_cruzeiros,total_revenue_1985_mil_cruzeiros,commercialization_revenue_1985_mil_cruzeiros,source_page_1980,source_page_1985,left_extraction_method,right_extraction_method,needs_review
154,COMBUSTIVEIS E LUBRIFICANTES,56,405,234,37 009,1 476 205,1 466 987,40,45,447,327,3 967 939,159 037 562,156 960 557,52,53,mistral_table,mistral_table,no
155,MERC. EM GERAL - INC. ALIMENTICIOS,41,773,629,53 704,1 307 276,1 305 983,12,23,991,944,4 809 660,155 175 118,165 153 855,52,53,mistral_table,mistral_table,no
156,DEMAIS GÉNEROS,780,3 589,1 749,323 726,7 396 239,7 303 366,717,823,4 421,2 695,29 799 073,553 717 036,547 427 248,52,53,mistral_table,mistral_table,no
157,COMERCIO ATACADISTA,109,1 186,727,170 388,14 544 139,14 420 499,94,146,2 364,1 668,34 359 198,1 405 002 110,1 391 485 492,54,55,mistral_table,mistral_table,no
158,FOZ DO IGUAÇU,962,6 137,3 550,621 260,20 009 176,19 875 255,1 042,1 240,6 916,4 862,56 355 320,1 620 123 942,1 605 212 779,54,55,mistral_table,mistral_table,no
159,COMERCIO VAREJISTA,848,5 298,3 105,521 652,13 805 404,13 701 117,945,1 105,5 807,4 106,44 371 269,999 649 654,991 399 386,54,55,mistral_table,mistral_table,no
160,"TECIDOS, VESTUARIO E ARMARINHA",221,1 144,675,93 449,1 606 307,1 602 447,274,305,1 420,957,9 829 636,136 410 376,136 229 308,54,55,mistral_table,mistral_table,no
161,"VEICULOS NOVOS E USADOS, PECAS",70,477,307,62 624,2 411 381,2 361 141,72,93,661,506,7 291 873,191 589 979,188 513 404,54,55,mistral_table,mistral_table,no
162,MERC. EM GERAL - INC. ALIMENTICIOS,49,797,587,66 665,2 238 665,2 230 696,20,39,721,653,4 802 346,187 965 336,187 963 632,54,55,mistral_table,mistral_table,no
163,DEMAIS GENEROS,508,2 880,1 536,298 914,7 549 051,7 506 833,579,668,3 005,1 990,22 447 414,483 683 963,478 693 042,54,55,mistral_table,mistral_table,no
164,COMERCIO ATACADISTA,106,763,444,87 126,6 203 772,6 174 138,97,132,1 058,756,11 195 159,620 474 288,613 813 393,54,55,mistral_table,mistral_table,no
165,GUARAPUAYA,991,4 574,1 947,413 787,21 277 744,21 134 365,646,750,4 703,2 791,38 483 596,1 786 855 633,1 767 401 850,54,55,mistral_table,mistral_table,no
166,COMERCIO VAREJISTA,923,3 783,1 624,294 223,7 462 834,7 401 485,612,689,3 791,2 383,25 915 239,584 067 071,576 189 522,54,55,mistral_table,mistral_table,no
167,"VEICULOS NOVOS E USADOS, PECAS",39,364,202,47 698,1 684 184,1 668 496,45,52,466,305,5 416 755,154 883 558,151 956 648,54,55,mistral_table,mistral_table,no
168,COMBUSTIVEIS E LUBRIFICANTES,50,372,244,32 642,1 413 957,1 403 377,42,53,420,281,3 134 119,103 535 954,101 857 919,54,55,mistral_table,mistral_table,no
169,MERC. EM GERAL - INC. ALIMENTICIOS,15,373,260,31 092,905 552,901 744,8,18,463,426,2 848 154,73 081 458,73 065 923,54,55,mistral_table,mistral_table,no
170,DEMAIS GENEROS,819,2 674,918,182 791,3 459 141,3 427 868,517,566,2 442,1 371,14 516 211,252 566 091,249 509 032,54,55,mistral_table,mistral_table,no
171,COMERCIO ATACADISTA,50,566,323,81 327,13 814 910,13 732 880,34,57,746,408,9 461 022,1 201 244 131,1 191 212 328,54,55,mistral_table,mistral_table,no
172,LONDRINA,2 162,14 635,8 080,1 803 126,49 275 942,48 849 737,2 108,2 467,18 896,12 182,209 316 057,5 209 399 496,5 150 377 349,54,55,mistral_table,mistral_table,no
173,COMERCIO VAREJISTA,1 831,11 034,6 894,1 145 917,22 726 632,22 450 640,1 924,2 189,15 153,10 072,143 849 034,2 174 539 256,2 129 937 883,54,55,mistral_table,mistral_table,no
174,"VEICULOS NOVOS E USADOS, PECAS",105,898,572,136 294,4 601 191,4 550 861,122,143,1 780,1 075,24 398 277,480 904 521,459 486 703,54,55,mistral_table,mistral_table,no
175,COMBUSTIVEIS E LUBRIFICANTES,77,507,457,76 719,2 393 288,2 377 097,71,78,832,577,8 150 027,272 834 147,270 754 227,54,55,mistral_table,mistral_table,no
176,MERC. EM GERAL - INC. ALIMENTICIOS,56,1 157,997,99 441,2 377 061,2 375 162,23,61,1 593,1 421,10 072 851,234 409 485,234 285 628,54,55,mistral_table,mistral_table,no
177,DEMAIS GENEROS,1 593,8 272,4 868,833 463,13 355 092,13 147 520,708,1 907,10 968,6 999,101 227 879,1 186 391 103,1 165 411 325,54,55,mistral_table,mistral_table,no
178,COMERCIO ATACADISTA,248,2 341,1 166,382 620,26 549 310,26 399 097,184,255,3 033,2 039,45 045 897,3 034 860 240,3 020 436 466,54,55,mistral_table,mistral_table,no
179,MARINGA,1 526,9 950,5 405,1 203 049,39 436 543,39 189 388,1 578,1 888,14 227,8 935,158 498 415,5 394 739 738,5 352 368 487,54,55,mistral_table,mistral_table,no
180,COMERCIO VAREJISTA,1 223,9 964,4 200,721 988,15 242 814,15 036 643,1 383,1 602,10 056,6 688,86 338 908,1 663 752 341,1 635 489 056,54,55,mistral_table,mistral_table,no
181,"PROD. FARMACÊUTICOS, SOONT. E VETER",93,442,267,53 845,1 117 345,1 085 032,100,120,719,444,7 225 997,207 198 471,206 429 241,54,55,mistral_table,mistral_table,no
182,"FERRAGENS, MAT. ELETR. E ELECTRONICO",94,555,304,56 043,1 111 519,1 100 255,136,157,1 272,923,10 579 638,223 516 469,215 367 676,54,55,mistral_table,mistral_table,no
183,"VEICULOS NOVOS E USADOS, PECAS",121,835,519,112 986,3 209 741,3 162 945,163,181,1 458,1 000,18 884 998,331 530 121,320 543 778,54,55,mistral_table,mistral_table,no
184,DEMAIS GENEROS,915,5 132,3 110,499 114,9 804 209,9 688 411,984,1 144,6 607,4 321,49 648 275,901 507 280,893 148 361,54,55,mistral_table,mistral_table,no
185,COMERCIO ATACADISTA,258,2 287,1 202,344 084,24 193 729,24 152 745,195,259,3 545,2.219,60 925 830,3 730 862 237,3 716 879 431,54,55,mistral_table,mistral_table,no
186,PONTA GROSSA,1 380,7 496,3 862,873 594,19 672 269,19 415 138,1 161,1 383,8 745,5 330,82 985 443,1 849 232 270,1 803 367 227,54,55,mistral_table,mistral_table,no
187,COMERCIO VAREJISTA,1 215,5 825,3 322,610 303,12 526 414,12 379 338,1 064,1 267,7 088,4 434,62 042 938,1 151 874 182,1 126 304 621,54,55,mistral_table,mistral_table,no
188,"VEICULOS NOVOS E USADOS, PECAS",75,627,441,88 255,2 849 708,2 823 942,76,94,878,482,10 916 570,273 237 600,265 284 584,54,55,mistral_table,mistral_table,no
189,COMBUSTIVEIS E LUBRIFICANTES,62,530,376,54 881,2 034 180,2 018 767,45,65,535,406,4 915 556,195 213 187,193 530 955,54,55,mistral_table,mistral_table,no
190,MERC. EM GERAL - INC. ALIMENTICIOS,26,550,461,49 410,1 496 559,1 496 514,14,31,843,770,7 477 386,195 405 046,190 581 700,54,55,mistral_table,mistral_table,no
191,DEMAIS GENEROS,1 052,4 118,2 044,417 757,6 145 967,6 040 115,949,1 077,4 832,2 776,38 733 426,488 018 349,476 907 382,54,55,mistral_table,mistral_table,no
192,COMERCIO ATACADISTA,104,873,460,119 370,7 145 855,7 035 800,77,97,1 352,876,15 777 058,697 358 088,677 062 606,54,55,mistral_table,mistral_table,no
193,ABATIA,49,149,37,8 949,125 387,125 118,38,40,142,67,724 906,18 523 028,18 456 028,54,55,mistral_table,mistral_table,no
194,ADRIANOPOLIS,54,127,20,5 382,95 855,93 360,,,,,,,,54,55,mistral_table,missing,yes
195,AQUOS DO SUL,34,59,3,2 298,41 550,38 493,27,27,86,22,286 214,5 772 345,5 654 575,54,55,mistral_table,mistral_table,no
196,ALMIRANTE TAMANDARO,152,311,37,14 711,276 888,275 070,145,147,473,215,2 751 747,76 961 263,76 766 611,54,55,mistral_table,mistral_table,no
197,ALTAMIRA DO PARANA,-,-,-,-,-,-,35,36,123,19,803 012,10 824 326,10 669 494,54,55,mistral_table,mistral_table,no
198,ALTONIA,260,796,274,37 185,1 185 998,1 182 532,192,209,633,243,2 873 040,104 161 907,103 788 268,54,55,mistral_table,mistral_table,no
199,ALTO PARANA,52,150,60,7 658,166 290,164 848,55,61,162,60,802 151,18 646 904,18 601 725,54,55,mistral_table,mistral_table,no
200,ALTO PIQUIRI,149,620,206,29 876,453 297,448 207,123,138,479,221,2 142 247,85 865 086,85 788 218,54,55,mistral_table,mistral_table,no
201,ALVORADA DO SUL,45,228,80,21 085,782 453,781 597,33,43,354,195,3 314 126,100 882 553,100 711 573,54,55,mistral_table,mistral_table,no
202,AMAPORA,14,36,5,1 204,24 753,24 753,15,15,30,3,103 125,2 331 771,2 320 870,54,55,mistral_table,mistral_table,no
203,AMPERE,77,268,66,16 090,613 502,610 437,70,75,248,108,1 282 106,35 561 068,35 440 835,54,55,mistral_table,mistral_table,no
204,ANDIRA,127,567,292,43 266,1 360 244,1 352 175,115,127,700,411,6 184 468,240 365 900,236 387 472,54,55,mistral_table,mistral_table,no
205,ANTONINA,145,343,95,21 281,524 303,522 881,106,119,311,117,1 694 529,34 045 405,34 031 161,54,55,mistral_table,mistral_table,no
206,ANTONIO OLINTO,43,58,11,3 215,66 945,66 164,39,41,92,30,395 458,7 713 559,7 708 759,54,55,mistral_table,mistral_table,no
207,APUCARANA,522,2 970,1 449,277 375,8 193 162,8 040 414,511,616,3 849,2 265,33 488 580,1 003 678 172,971 471 792,54,55,mistral_table,mistral_table,no
208,ARAPONGAS,443,1 964,994,206 097,5 838 967,5 799 091,430,510,2 690,1 686,22 592 146,566 269 748,562 813 599,54,55,mistral_table,mistral_table,no
209,ARAPOTI,84,351,80,32 067,1 438 955,1 356 683,74,85,332,137,2 207 701,107 326 423,105 396 179,54,55,mistral_table,mistral_table,no
210,ARARUNA,76,189,58,11 284,248 657,246 666,66,72,174,63,852 842,19 020 991,18 845 364,54,55,mistral_table,mistral_table,no
211,ARAUCAIA,219,720,365,95 909,29 214 069,29 191 561,175,208,1 265,717,17 031 803,2 844 886 272,2 840 901 838,54,55,mistral_table,mistral_table,no
212,ASSAI,142,571,258,55 281,1 672 860,1 660 093,146,161,827,401,6 070 783,182 724 898,181 094 167,56,57,mistral_table,mistral_table,no
213,ASSIS CHATEAUBRIAND,342,1 508,669,117 822,4 918 771,4 856 416,252,301,1 711,1 020,14 628 707,600 393 452,594 656 407,56,57,mistral_table,mistral_table,no
214,ASTORGA,143,579,249,36 744,1 424 064,1 390 231,128,143,606,310,3 853 665,144 628 099,143 896 369,56,57,mistral_table,mistral_table,no
215,ATALAIA,29,70,19,3 989,115 533,113 974,24,28,96,16,699 891,15 040 807,14 995 108,56,57,mistral_table,mistral_table,no
216,BALSA NOVA,32,68,24,4 549,117 374,110 129,27,27,77,34,441 373,12 650 528,12 562 193,56,57,mistral_table,mistral_table,no
217,BANDEIRANTES,218,1 001,411,82 194,2 521 628,2 503 506,176,231,1 041,565,8 461 606,281 419 235,268 938 330,56,57,mistral_table,mistral_table,no
218,BARBOSA FERRAZ,153,534,243,25 915,1 214 284,1 206 389,129,145,492,197,2 630 027,90 910 723,90 332 583,56,57,mistral_table,mistral_table,no
219,BARRACÃO,124,503,190,37 466,946 368,911 124,116,120,363,137,1 571 303,25 265 711,24 984 246,56,57,mistral_table,mistral_table,no
220,BARRA DO JACARE,16,40,16,4 112,165 040,164 240,12,13,52,30,543 637,56 248 681,56 185 345,56,57,mistral_table,mistral_table,no
221,BELA VISTA DO PARAÍSO,117,402,172,32 675,858 540,853 193,109,125,469,282,3 131 400,167 794 805,165 932 091,56,57,mistral_table,mistral_table,no
222,BITURUNA,37,87,26,6 752,154 485,154 426,38,45,122,56,775 940,13 981 865,13 566 204,56,57,mistral_table,mistral_table,no
223,BOA ESPERANÇA,49,164,43,9 943,720 301,695 445,31,32,145,30,1 453 763,111 675 485,109 379 450,56,57,mistral_table,mistral_table,no
224,BOA VISTA DA APARECIDA,-,-,-,-,-,-,50,52,196,72,750 735,16 667 618,15 972 047,56,57,mistral_table,mistral_table,no
225,BOCAIUVA DO SUL,55,105,12,3 929,99 892,99 892,42,43,115,19,296 183,6 888 698,6 806 707,56,57,mistral_table,mistral_table,no
226,BOM SUCESSO,53,155,55,7 282,163 013,162 508,49,55,197,69,725 801,16 540 303,16 323 455,56,57,mistral_table,mistral_table,no
227,BORRAZOPOLIS,101,270,91,15 362,541 366,535 717,88,98,265,123,1 476 679,28 298 278,28 039 337,56,57,mistral_table,mistral_table,no
228,BRAGANEY,-,-,-,-,-,-,54,59,142,41,687 312,18 073 530,18 037 712,56,57,mistral_table,mistral_table,no
229,CAFEARA,9,17,-,949,18 574,18 574,13,14,35,3,100 977,3 010 921,3 003 343,56,57,mistral_table,mistral_table,no
230,CAFELANDIA,-,-,-,-,-,-,43,45,430,261,7 408 260,220 056 561,217 036 271,56,57,mistral_table,mistral_table,no
231,CALIFORNIA,41,110,39,6 605,191 304,190 459,41,42,130,43,652 582,15 425 134,15 226 441,56,57,mistral_table,mistral_table,no
232,CAMBARA,173,743,320,61 461,1 969 366,1 894 123,151,176,928,436,11 347 707,261 236 011,244 918 108,56,57,mistral_table,mistral_table,no
233,CAMBE,242,826,313,61 681,1 193 156,1 184 210,278,303,1 147,640,7 922 027,321 021 621,318 986 096,56,57,mistral_table,mistral_table,no
234,CAMBIRA,58,160,43,7 508,208 469,206 725,57,63,165,67,928 973,21 710 709,21 456 177,56,57,mistral_table,mistral_table,no
235,CAMPINA DA LAGOA,94,411,214,22 625,613 736,598 855,109,118,505,222,3 628 358,145 646 885,145 193 561,56,57,mistral_table,mistral_table,no
236,CAMPINA GRANDE DO SUL,59,193,99,17 976,589 891,588 272,47,50,230,144,1 738 269,56 715 364,56 532 747,56,57,mistral_table,mistral_table,no
237,CAMPO DO TENENTE,28,53,11,3 814,56 718,56 415,15,15,24,5,107 428,2 382 618,2 304 393,56,57,mistral_table,mistral_table,no
238,CAMPO LARGO,353,1 312,604,118 874,2 771 640,2 694 944,286,322,1 445,886,10 325 497,216 773 722,215 188 467,56,57,mistral_table,mistral_table,no
239,CAMPO MOURÃO,457,2 858,1 345,317 195,9 201 645,8 953 051,400,483,4 102,2 044,51 331 536,922 321 235,900 073 561,56,57,mistral_table,mistral_table,no
240,CANDIDO DE ABREU,108,213,50,11 117,206 352,205 955,96,102,315,104,1 612 155,25 777 860,25 713 742,56,57,mistral_table,mistral_table,no
241,CANTAGALO,-,-,-,-,-,-,97,106,290,91,1 330 777,25 116 796,24 804 038,56,57,mistral_table,mistral_table,no
242,CAPANEMA,141,791,243,57 048,2 104 410,2 089 759,115,137,711,312,5 622 632,126 028 934,122 238 265,56,57,mistral_table,mistral_table,no
243,CAPITÃO LEONIDAS MARQUES,171,597,184,35 896,807 852,807 564,121,133,509,186,2 145 332,49 433 741,49 032 551,56,57,mistral_table,mistral_table,no
244,CARLOPOLIS,82,235,60,14 725,384 939,381 230,80,90,284,127,1 337 686,40 327 595,39 646 628,56,57,mistral_table,mistral_table,no
245,CASTRO,280,1 283,519,155 738,5 635 672,5 546 665,277,312,1 498,677,14 882 075,656 310 027,634 832 620,56,57,mistral_table,mistral_table,no
246,CATANDUVAS,110,508,95,29 175,716 118,714 224,74,81,295,138,1 431 479,60 153 183,60 064 722,56,57,mistral_table,mistral_table,no
247,CENTENARIO DO SUL,64,235,80,13 556,347 852,347 178,50,62,269,170,1 886 710,68 730 784,66 265 929,56,57,mistral_table,mistral_table,no
248,CERRO AZUL,101,207,24,7 966,122 457,121 809,105,107,174,23,658 672,10 941 634,10 902 561,56,57,mistral_table,mistral_table,no
249,CEU AZUL,95,447,187,30 691,845 353,840 322,51,61,300,176,1 942 156,65 501 545,64 462 262,56,57,mistral_table,mistral_table,no
250,CHOPINZINHO,155,398,171,23 872,1 196 468,1 180 453,104,114,503,323,3 091 790,131 840 566,126 563 104,56,57,mistral_table,mistral_table,no
251,CIAMORTE,320,1 409,708,126 003,2 467 296,2 446 622,310,360,2 009,1 284,14 310 784,407 393 526,402 229 519,56,57,mistral_table,mistral_table,no
252,CIDADE GAUCHA,49,151,61,9 127,173 765,172 389,42,48,204,109,1 062 414,25 565 845,25 283 314,56,57,mistral_table,mistral_table,no
253,CLEVELANDIA,92,316,153,21 152,621 359,613 075,107,115,395,203,1 906 695,62 486 594,61 796 810,56,57,mistral_table,mistral_table,no
254,COLOMBO,205,626,261,45 282,1 243 614,1 236 103,256,272,1 157,696,6 758 403,196 486 866,195 268 310,56,57,mistral_table,mistral_table,no
255,COLORADO,140,421,172,25 783,632 883,629 355,142,159,474,194,2 783 696,59 043 009,58 277 600,56,57,mistral_table,mistral_table,no
256,CONGOMHINHAS,38,90,25,4 050,77 420,77 392,43,45,107,28,454 314,11 780 326,11 760 197,56,57,mistral_table,mistral_table,no
257,CONSELHEIRO MAIRINCK,15,40,14,1 849,47 006,44 705,15,17,30,8,210 840,4 389 834,4 370 634,58,59,mistral_table,mistral_table,no
258,CONTENDA,75,267,164,18 908,855 604,853 519,74,82,387,278,2 237 469,97 659 510,97 461 576,58,59,mistral_table,mistral_table,no
259,CORBELIA,177,648,196,43 891,1 168 668,1 164 654,140,154,635,329,3 924 203,203 373 168,201 807 259,58,59,mistral_table,mistral_table,no
260,CORNELIO PROCOPIO,335,1 486,824,152 254,6 465 729,6 452 761,319,380,2 348,1 413,22 667 791,777 072 724,763 072 088,58,59,mistral_table,mistral_table,no
261,CORONEL VIVIDA,99,536,288,36 797,1 239 817,1 232 123,102,116,555,372,3 361 686,111 023 458,110 445 143,58,59,mistral_table,mistral_table,no
262,CRUZEIRO DO OESTE,170,593,242,40 786,798 380,794 797,132,147,543,278,3 173 000,127 516 507,125 878 764,58,59,mistral_table,mistral_table,no
263,CRUZEIRO DO SUL,18,46,13,1 612,46 909,46 907,15,17,50,17,160 742,3 867 954,3 857 725,58,59,mistral_table,mistral_table,no
264,CRUZ MACHADO,84,188,30,7 663,228 693,228 434,71,74,177,67,804 916,21 310 523,20 796 021,58,59,mistral_table,mistral_table,no
265,CURIUVA,142,299,75,14 172,300 384,299 305,62,64,151,44,551 307,19 472 011,19 438 255,58,59,mistral_table,mistral_table,no
266,DIAMANTE DO NORTE,50,109,36,6 935,221 485,220 700,47,52,153,64,983 102,28 715 429,28 662 813,58,59,mistral_table,mistral_table,no
267,DOIS VIZINHOS,179,756,299,52 048,1 743 695,1 729 071,167,188,985,422,6 732 969,151 344 936,149 404 218,58,59,mistral_table,mistral_table,no
268,DOURADINA,-,-,-,-,-,-,61,67,194,65,684 193,29 684 456,29 297 555,58,59,mistral_table,mistral_table,no
269,DOUTOR CAMARGO,45,155,64,12 826,458 589,458 116,50,52,170,41,1 314 584,57 124 509,56 881 045,58,59,mistral_table,mistral_table,no
270,ENEAS MARQUES,49,148,24,8 246,299 223,297 097,38,40,176,68,703 768,16 009 446,15 928 579,58,59,mistral_table,mistral_table,no
271,ENGENHEIRO BELTRÃO,76,410,179,33 443,1 584 524,1 529 706,67,77,383,175,3 537 076,242 545 107,238 127 959,58,59,mistral_table,mistral_table,no
272,FAXINAL,123,507,224,27 149,599 799,594 162,127,139,510,220,2 280 251,64 770 684,61 936 703,58,59,mistral_table,mistral_table,no
273,FENIX,43,163,52,11 774,417 192,394 723,37,41,172,30,1 409 538,107 275 591,105 441 090,58,59,mistral_table,mistral_table,no
274,FIGUEIRA,-,-,-,-,-,-,66,71,265,74,1 073 522,16 456 234,16 366 786,58,59,mistral_table,mistral_table,no
275,FLORAI,42,171,63,10 585,238 783,235 310,37,41,205,80,1 534 674,85 034 480,84 736 482,58,59,mistral_table,mistral_table,no
276,FLORESTA,19,94,26,8 240,225 984,225 620,26,27,116,23,1 071 339,62 056 798,61 795 389,58,59,mistral_table,mistral_table,no
277,FLORESTOPOLIS,40,117,42,5 646,169 450,168 953,45,49,161,78,769 868,57 982 569,53 589 212,58,59,mistral_table,mistral_table,no
278,FLORIDA,12,33,5,1 694,29 883,29 782,12,13,28,6,130 524,4 805 350,4 662 336,58,59,mistral_table,mistral_table,no
279,FORMOSA DO OESTE,196,639,201,31 699,1 248 775,1 243 659,99,107,426,181,2 937 531,102 363 617,101 213 407,58,59,mistral_table,mistral_table,no
280,FRANCISCO ALVES,79,203,36,8 087,365 220,364 693,70,71,191,58,617 905,19 031 855,18 971 674,58,59,mistral_table,mistral_table,no
281,FRANCISCO BELTRÃO,281,1 737,776,156 297,4 543 708,4 463 191,259,295,2 009,1 283,14 652 778,415 699 121,409 708 685,58,59,mistral_table,mistral_table,no
282,GENERAL CARNEIRO,36,102,50,7 811,217 999,217 699,36,42,103,49,494 738,19 487 330,19 289 057,58,59,mistral_table,mistral_table,no
283,GOIO-ERE,309,1 352,548,119 776,3 476 055,3 427 818,272,312,1 679,920,14 258 097,458 118 649,447 151 596,58,59,mistral_table,mistral_table,no
284,GRANDES RIOS,177,461,79,18 532,540 350,537 468,122,138,405,138,1 502 115,42 010 016,41 942 927,58,59,mistral_table,mistral_table,no
285,GUAIRA,204,1 052,543,91 626,2 268 015,2 237 768,180,212,1 193,768,9 454 650,220 132 799,216 525 762,58,59,mistral_table,mistral_table,no
286,GUAIRAÇA,31,59,6,3 174,57 749,57 277,28,29,85,19,277 033,7 399 252,7 389 752,58,59,mistral_table,mistral_table,no
287,GUAPIRAMA,11,24,-,574,8 365,7 977,16,15,31,-,58 590,2 234 648,2 234 648,58,59,mistral_table,mistral_table,no
288,GUAPOREMA,18,39,7,1 640,44 546,44 083,16,16,33,2,114 111,2 952 602,2 950 767,58,59,mistral_table,mistral_table,no
289,GUARACI,42,104,23,5 912,116 837,116 679,37,39,118,42,631 405,13 376 342,13 219 236,58,59,mistral_table,mistral_table,no
290,GUARANIAÇU,155,543,229,36 740,1 101 301,1 096 351,148,161,556,225,2 959 137,92 994 737,91 449 128,58,59,mistral_table,mistral_table,no
291,GUARAQUEÇABA,56,83,1,398,5 275,5 244,28,29,63,10,268 271,1 988 415,1 988 415,58,59,mistral_table,mistral_table,no
292,GUARATUBA,116,322,132,20 213,448 891,445 826,112,124,495,247,2 430 540,52 697 998,52 687 341,58,59,mistral_table,mistral_table,no
293,IBAITI,225,671,246,38 229,884 713,877 599,183,203,731,300,3 600 475,121 646 153,121 339 263,58,59,mistral_table,mistral_table,no
294,IBIPORA,145,696,216,56 642,938 611,919 168,146,159,877,466,7 903 891,160 567 778,156 589 926,58,59,mistral_table,mistral_table,no
295,ICARAIMA,100,307,95,15 818,421 531,419 492,76,84,322,136,1 423 031,29 061 397,28 428 894,58,59,mistral_table,mistral_table,no
296,IGUARAÇU,29,89,13,3 409,137 044,135 261,26,29,80,30,337 223,20 682 504,20 266 146,58,59,mistral_table,mistral_table,no
297,IMBITUVA,123,234,44,12 627,229 134,228 470,111,116,264,74,1 260 247,25 634 071,25 624 301,58,59,mistral_table,mistral_table,no
298,INACIO MARTINS,44,87,20,4 710,73 602,73 530,54,60,150,50,617 166,8 804 462,8 694 982,58,59,mistral_table,mistral_table,no
299,INAJA,16,26,2,1 192,28 114,28 085,15,16,41,5,159 682,2 962 996,2 919 266,58,59,mistral_table,mistral_table,no
300,INDIANOPOLIS,49,114,8,3 910,89 358,88 550,42,44,98,23,344 976,8 633 752,8 563 990,58,59,mistral_table,mistral_table,no
301,IPIRANGA,48,88,27,5 348,127 536,126 687,42,43,116,53,674 804,14 385 881,14 104 241,58,59,mistral_table,mistral_table,no
302,IPORÃ,270,798,246,43 959,1 253 749,1 245 208,211,237,707,324,3 507 255,83 830 002,83 368 448,60,61,mistral_table,mistral_table,no
303,IRATI,294,1 283,593,119 517,3 584 629,3 546 388,308,340,1 692,1 010,14 777 126,358 541 988,354 370 246,60,61,mistral_table,mistral_table,no
304,IRETAMA,90,301,113,16 693,392 277,383 693,78,88,333,111,2 132 266,53 773 446,52 870 861,60,61,mistral_table,mistral_table,no
305,ITAQUAJE,15,53,26,2 698,90 833,90 483,23,26,56,20,238 260,7 612 030,7 572 989,60,61,mistral_table,mistral_table,no
306,ITAMBARACA,31,81,18,4 645,102 166,99 193,27,30,108,46,620 274,16 572 642,16 127 398,60,61,mistral_table,mistral_table,no
307,ITAMBE,48,164,72,9 672,787 999,786 476,31,36,148,84,1 166 782,106 847 489,104 879 456,60,61,mistral_table,mistral_table,no
308,ITAPEJARA D'OESTE,40,137,48,10 098,838 936,838 839,43,51,180,83,841 138,56 071 324,54 692 907,60,61,mistral_table,mistral_table,no
309,ITAUNA DO SUL,9,18,5,965,28 336,28 336,11,11,28,6,127 935,3 300 610,3 300 610,60,61,mistral_table,mistral_table,no
310,IVAI,57,160,9,6 438,103 615,102 320,47,49,147,46,596 029,15 686 351,15 490 153,60,61,mistral_table,mistral_table,no
311,IVAIPORÃ,415,1 631,712,105 203,3 132 801,3 125 723,300,351,1 564,816,11 595 521,331 142 284,326 035 485,60,61,mistral_table,mistral_table,no
312,IVATUBA,15,59,9,1 661,56 937,56 222,10,10,22,3,77 818,3 022 438,3 010 017,60,61,mistral_table,mistral_table,no
313,JABOTI,11,30,7,1 006,18 317,17 461,14,15,26,4,95 865,2 127 290,2 127 290,60,61,mistral_table,mistral_table,no
314,JACAREZINHO,248,912,369,82 632,1 841 476,1 809 935,207,238,944,488,6 618 580,112 806 688,112 005 561,60,61,mistral_table,mistral_table,no
315,JAQUAPITÃ,59,155,55,9 035,242 724,242 061,55,60,215,118,1 201 001,54 471 976,54 424 396,60,61,mistral_table,mistral_table,no
316,JAQUARIAIVA,109,307,90,13 713,385 609,381 388,137,154,419,173,1 835 935,49 140 535,48 941 589,60,61,mistral_table,mistral_table,no
317,JANDAIA DO SUL,169,718,293,44 975,1 714 568,1 703 265,145,176,727,427,4 443 222,176 867 902,173 520 475,60,61,mistral_table,mistral_table,no
318,JANIOPOLIS,88,242,46,9 063,265 996,265 783,76,80,277,161,1 450 528,30 597 680,29 743 290,60,61,mistral_table,mistral_table,no
319,JAPIRA,18,36,6,1 348,26 474,26 363,15,15,31,5,89 993,3 262 075,3 260 361,60,61,mistral_table,mistral_table,no
320,JAPURA,67,229,67,11 723,330 275,326 362,60,62,240,93,1 070 840,28 498 581,28 308 682,60,61,mistral_table,mistral_table,no
321,JARDIM ALEGRE,150,432,150,20 391,641 033,639 744,106,116,387,173,1 814 474,54 172 382,54 111 433,60,61,mistral_table,mistral_table,no
322,JARDIM OLINDA,2,(A),(A),(X),(A),(A),3,3,5,-,12 913,200 564,200 564,60,61,mistral_table,mistral_table,no
323,JATAIZINHO,51,134,57,8 379,243 059,241 497,46,50,155,70,914 742,26 672 367,26 523 241,60,61,mistral_table,mistral_table,no
324,JESUITAS,-,-,-,-,-,-,92,97,340,168,2 673 915,140 729 978,139 687 564,60,61,mistral_table,mistral_table,no
325,JOAQUIM TAVORA,98,289,98,18 051,394 068,382 747,84,97,286,126,1 441 129,40 676 873,40 517 280,60,61,mistral_table,mistral_table,no
326,JUNDIAI DO SUL,14,28,5,1 365,30 127,30 127,17,17,50,10,192 255,2 058 480,2 037 908,60,61,mistral_table,mistral_table,no
327,JURANDA,-,-,-,-,-,-,37,39,141,21,1 459 272,116 192 189,114 207 212,60,61,mistral_table,mistral_table,no
328,JUSSARA,24,108,43,11 136,325 486,325 332,26,31,160,40,1 599 232,78 683 279,78 402 147,60,61,mistral_table,mistral_table,no
