order_number,entry,establishments_1980,personnel_total_1980,personnel_linked_to_commercialization_1980,salaries_withdrawals_other_compensation_1980_mil_cruzeiros,total_revenue_1980_mil_cruzeiros,commercialization_revenue_1980_mil_cruzeiros,companies_headquartered_in_municipality_1985,establishments_1985,personnel_total_1985,personnel_linked_to_commercialization_1985,salaries_withdrawals_other_compensation_1985_mil_cruzeiros,total_revenue_1985_mil_cruzeiros,commercialization_revenue_1985_mil_cruzeiros,source_page_1980,source_page_1985,left_extraction_method,right_extraction_method,needs_review
66,MAG. E APARELHOS ELETR. USO DOMEST,1 619,11 997,6 863,1 361 898,23 667 633,23 518 296,,,,,,,,50,51,mistral_table,mistral_table_partial,yes
67,"FERNAGENS, MAT. ELETR. E ELECTRONICO",2 068,12 563,6 943,1 337 845,24 028 191,23 651 247,,,,,,,,50,51,mistral_table,mistral_table_partial,yes
68,"VEICULOS NOVOS E USADOS, PECAS",2 001,12 723,7 168,1 707 596,50 999 262,50 341 612,,,,,,,,50,51,mistral_table,mistral_table_partial,yes
69,MAG. E EQUIP. DE USO INDUSTRIAL,738,5 761,3 074,1 001 625,23 173 013,22 555 311,,,,,,,,50,51,mistral_table,mistral_table_partial,yes
70,COMBUSTIVEIS E LUBRIFICANTES,1 818,12 599,7 795,1 140 418,46 570 177,46 120 476,,,,,,,,50,51,mistral_table,mistral_table_partial,yes
71,"PAPELARIAS, LIVRARIAS",849,3 146,1 697,289 396,3 046 500,3 003 399,,,,,,,,50,51,mistral_table,mistral_table_partial,yes
72,MERC. EM GERAL - INC. ALIMENTICIOS,206,8 272,14 260,1 470 249,40 323 397,40 244 964,,,,,,,,50,51,mistral_table,mistral_table_partial,yes
73,MERC. EM GERAL - EXC. ALIMENTICIOS,121,2 865,1 855,356 395,6 762 080,6 747 728,,,,,,,,50,51,mistral_table,mistral_table_partial,yes
74,ARTIGOS DIVERSOS,2 004,7 277,3 953,607 368,6 596 316,6 376 763,,,,,,,,50,51,mistral_table,mistral_table_partial,yes
75,ARTIGOS USADOS,225,664,247,39 313,405 568,398 466,,,,,,,,50,51,mistral_table,mistral_table_partial,yes
76,COMERCIO ATACADISTA,3 971,33 800,17 153,4 486 291,308 462 513,305 652 739,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
77,PRODUTOS EXTRATIVOS E AGROPECUARIOS,1 062,10 034,4 923,1 152 713,103 326 192,101 906 813,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
78,"PROD. ALIMENTICIOS, BEBIDAS E FUMO",1 899,11 903,5 801,1 389 057,87 244 388,86 633 383,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
79,"PROD. FARMACÊUTICOS, ODONT. E VETER",189,2 448,1 232,416 524,13 965 588,13 787 481,169,279,4 063,2 519,5 8 419 049,t 921 72.3 09,t 110 0'2 805,52,53,mistral_table,pdf_text_layout,no
80,"TECIDOS, VESTUARIO E ARMARINHO",141,982,490,125 697,4 168 507,4 105 037,124,131,t 206,133,12 912 627,454 611 733,"""2 311 143",52,53,mistral_table,pdf_text_layout,no
81,MAG. E APARELHOS ELETR. USO DOMEST,41,420,236,62 780,1 131 150,1 115 258,•3,so,uo,395,1 272 563,Ili 565 915,114 171 601,52,53,mistral_table,pdf_text_layout,no
82,"FERRAGENS, MAT. ELETR. E ELECTRONICOS",178,12 006,941,312 372,6 645 186,6 517 577,7 -876,9 220,SI 568,31 924,493 713 918,9 009 07S 346,8 17S ISO 975,52,53,mistral_table,pdf_text_layout,no
83,"VEICULOS NOVOS E USADOS, PECAS",75,21 293,623,240 967,5 999 821,5 958 593,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
84,MAG. E EQUIP. DE USO INDUSTRIAL,54,476,237,103 293,1 704 427,1 653 542,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
85,COMBUSTIVEIS E LUBRIFICANTES,70,624,427,144 113,61 666 307,61 642 129,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
86,"PAPELARIAS, LIVRARIAS",52,680,427,129 984,2 213 268,2 116 961,,,,,,,,52,53,mistral_table,missing,yes
87,MERC. EM GERAL - INC. ALIMENTICIOS,58,938,1 290,300 358,14 910 109,14 764 951,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
88,MERC. EM GERAL - EXC. ALIMENTICIOS,4,147,28,21 125,504 392,483 754,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
89,ARTIGOS DIVERSOS,48,283,139,37 948,823 704,819 242,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
90,ARTIGOS USADOS,100,562,359,49 340,1 157 374,1 148 018,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
91,REGIÃO METROPOLITANA,9 367,57 382,31 295,7 785 249,166 153 514,164 526 510,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
92,COMERCIO VAREJISTA,8 493,43 194,25 700,4 892 385,90 860 544,89 699 889,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
93,"PROD. ALIMENTICIOS, BEBIDAS E FUMO",3 760,7 113,1 621,474 749,7 020 814,6 975 279,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
94,"PROD. FARMACEUTICOS, ODONT",,,,,,,,,,,,,,52,53,tesseract_por_review_partial,mistral_table_partial,yes
95,"TECIDOS, VESTUARIO",,,,,,,,,,,,,,52,53,tesseract_por_review_partial,mistral_table_partial,yes
96,MAG. E APARELHOS ELETR. USO DOMEST,364,3 594,2 179,472 726,8 357 909,8 287 984,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
97,"FERRAGENS, MAT. ELETR. E ELECTRONICOS",566,2 684,2 684,602 001,9 524 107,9 353 186,607,711,s 282,3 474,50 '75 30,772 7 13 504,754 336 110,52,53,mistral_table,pdf_text_layout,no
98,"VEICULOS NOVOS E USADOS, PECAS",410,3 318,1 936,574 778,16 287 590,16 050 870,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
99,MAG. E EQUIP. DE USO INDUSTRIAL,170,1 623,811,372 176,6 235 199,5 912 914,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
100,COMBUSTIVEIS E LUBRIFICANTES,272,2 647,1 850,293 844,11 178 358,11 072 751,,,,,,,,52,53,mistral_table,pdf_text_layout_partial,yes
101,"PAPELARIAS, LIVRARIAS",367,541,854,188 909,1 713 236,1 682 109,56,61,1 168,H4,29 40• •u,na 619 505,631 317 754,52,53,mistral_table,pdf_text_layout,no
102,MERC. EM GERAL - INC. ALIMENTICIOS,194,4 922,4 358,443 972,12 747 808,12 742 161,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
103,MERC. EM GERAL - EXC. ALIMENTICIOS,18,1 194,848,150 273,2 476 106,2 476 074,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
104,ARTIGOS DIVERSOS,534,2 596,1 700,301 151,2 866 142,2 784 305,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
105,ARTIGOS USADOS,59,219,99,14 407,125 952,124 871,95,98,309,160,1 186 352,t3 '69 aos,13 272 123,52,53,mistral_table,pdf_text_layout,no
106,COMERCIO ATACADISTA,722,9 483,5 240,1 583 949,75 292 970,74 828 621,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
107,"PROD. FARMACÊUTICOS, ODONT. E VETER",404,2 051,1 418,215 617,2 942 590,2 819 300,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
108,"TECIDOS, VESTUARIO E ARMARINHO",1 373,7 884,5 342,780 382,9 304 738,9 266 090,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
109,"PROD. FARMACÊUTICOS, ODONT. E VETER",67,293,686,241 789,6 353 043,6 336 429,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
110,"TECIDOS, VESTUARIO E ARMARINHO",110,32,115,274 149,1 482 149,1 453 058,26,32,208,135,2 116 20•,5• 291 040,54 033 039,52,53,mistral_table,pdf_text_layout,no
111,MAG. E APARELHOS ELETR. USO DOMEST,15,269,157,49 082,790 310,775 345,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
112,"FERRAGENS, MAT. ELETR. E ELECTRONICOS",74,1174,518,207 494,5 482 058,5 385 299,91,tt6,737,045,2.8 461 732,593 201 176,H6 su on,52,53,mistral_table,pdf_text_layout,no
113,"VEICULOS NOVOS E USADOS, PECAS",37,832,361,158 982,3 992 250,3 968 084,36,'9,133,678,10 038 073,442 5'0 362,". , . 7S5 657",52,53,mistral_table,pdf_text_layout,no
114,MAG. E EQUIP. DE USO INDUSTRIAL,27,289,137,77 610,1 037 570,1 001 027,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
115,COMBUSTIVEIS E LUBRIFICANTES,23,403,266,86 991,28 996 731,28 977 454,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
116,"PAPELARIAS, LIVRARIAS",34,583,378,121 602,2 011 977,1 916 950,,,,,,,,52,53,mistral_table,mistral_table_partial,yes
117,MERC. EM GERAL - INC. ALIMENTICIOS,9,301,232,36 944,1 646 940,1 646 940,Ot,s..,4 679,3 129,4 6 117 426,699 931 37S,. 611 910 U3,52,53,mistral_table,pdf_text_layout,no
118,MERC. EM GERAL - EXC. ALIMENTICIOS,1,17,63,26 733,356 890,356 888,,,,,,,,52,53,mistral_table,missing,yes
119,ARTIGOS DIVERSOS,15,17,63,26 733,356 890,356 888,,,,,,,,52,53,mistral_table,missing,yes
120,ARTIGOS USADOS,25,230,171,26 447,674 655,668 325,17,20,230,152,2 010 427,37 206 '37,36 421 301,52,53,mistral_table,pdf_text_layout,no
121,CURITIBA,7 257,51 194,28 673,7 266 432,126 521 602,125 039 215,6 840,7 947,64 231,40 559,686 248 800,11 855 299 763,11 680 337 689,52,53,mistral_table,mistral_table,no
122,COMERCIO VAREJISTA,6 500,37 934,23 658,4 504 153,81 989 522,80 910 775,6 101,7 207,50 671,34 437,442 765 365,7 812 766 043,7 689 317 018,52,53,mistral_table,mistral_table,no
123,"PROD. ALIMENTICIOS, BEBIDAS E FUMO",2 419,4 908,1 360,359 908,5 340 526,5 312 583,2 092,2 184,6 091,2 485,35 111 464,478 702 768,475 375 984,52,53,mistral_table,mistral_table,no
124,"PROD. FARMACÊUTICOS, ODONT. E VETER",324,1 826,1 310,196 134,2 396 859,2 274 376,366,452,2 366,1 664,20 133 944,229 772 505,225 020 098,52,53,mistral_table,mistral_table,no
125,"TECIDOS, VESTUARIO E ARMARINHO",1 214,7 490,5 199,747 559,8 854 423,8 822 368,1 180,1 456,9 482,6 821,77 987 942,888 843 154,885 617 370,52,53,mistral_table,mistral_table,no
126,MAG. E APARELHOS ELETR. USO DOMEST,316,3 373,2 081,452 693,8 028 023,7 958 619,238,375,3 159,2 239,29 350 803,481 519 080,477 160 867,52,53,mistral_table,mistral_table,no
127,"FERRAGENS, MAT. ELETR. E ELECTRONICOS",480,4 102,2 504,574 098,9 091 977,8 977 261,491,584,4 679,3 139,46 127 426,699 938 375,661 980 143,52,53,mistral_table,mistral_table,no
128,"VEICULOS NOVOS E USADOS, PECAS",346,3 049,1 783,546 679,15 865 500,15 670 776,413,485,5 575,3 386,76 789 739,2 082 958 453,2 035 623 547,52,53,mistral_table,mistral_table,no
129,MAG. E EQUIP. DE USO INDUSTRIAL,159,1 591,792,369 277,6 164 261,5 842 732,166,187,1 575,883,23 712 673,350 997 673,330 869 158,52,53,mistral_table,mistral_table,no
130,COMBUSTIVEIS E LUBRIFICANTES,193,1 903,1 296,211 722,7 407 623,7 328 140,165,193,2 047,1 590,17 907 129,604 907 201,597 754 585,52,53,mistral_table,mistral_table,no
131,"PAPELARIAS, LIVRARIAS",347,1 505,842,187 595,1 694 773,1 663 718,332,353,1 238,705,8 358 939,104 039 233,102 352 142,52,53,mistral_table,mistral_table,no
132,MERC. EM GERAL - INC. ALIMENTICIOS,153,4 347,3 905,403 715,11 793 377,11 787 805,92,186,7 816,6 924,50 794 124,1 239 295 082,1 233 584 718,52,53,mistral_table,mistral_table,no
133,MERC. EM GERAL - EXC. ALIMENTICIOS,12,1 167,832,148 281,2 431 261,2 431 261,7,38,3 171,2 375,27 873 401,409 800 555,407 108 692,52,53,mistral_table,mistral_table,no
134,ARTIGOS DIVERSOS,485,2 488,1 661,293 797,2 806 017,2 726 951,476,632,3 201,2 091,26 946 888,233 163 536,225 238 308,52,53,mistral_table,mistral_table,no
135,ARTIGOS USADOS,52,18,93,12 735,114 902,114 187,79,82,271,145,1 670 893,71 828 388,11 631 406,52,53,mistral_table,mistral_table,no
136,COMERCIO ATACADISTA,609,8 634,4 722,1 481 252,44 532 080,44 128 440,539,648,10 176,6 044,159 041 371,4 039 581 218,3 991 020 671,52,53,mistral_table,mistral_table,no
137,PRODUTOS EXTRATIVOS E AGROPECUARIOS,20,20,299,42 434,2 134 613,2 086 856,,,,,,,,52,53,mistral_table,missing,yes
138,"PROD. ALIMENTICIOS, BEBIDAS E FUMO",275,2 808,1 539,420 585,17 628 428,17 576 633,203,225,3 133,2 103,38 544 973,1 482 799 218,1 470 899 974,52,53,mistral_table,mistral_table,no
139,"PROD. FARMACÊUTICOS, ODONT. E VETER",59,1 244,670,237 061,5 966 828,5 955 044,48,57,1 793,942,28 456 577,611 060 036,604 011 937,52,53,mistral_table,mistral_table,no
140,"TECIDOS, VESTUARIO E ARMARINHO",30,193,113,35 960,1 405 649,1 386 039,,,,,,,,52,53,mistral_table,missing,yes
141,MAG. E APARELHOS ELETR. USO DOMEST,7,199,118,42 052,670 373,667 839,16,19,303,157,5 508 354,101 014 854,97 635 289,52,53,mistral_table,mistral_table,no
142,"FERRAGENS, MAT. ELETR. E ELECTRONICOS",61,1 116,495,200 505,5 901 907,5 798 737,82,105,1 624,970,27 352 025,573 813 674,569 359 950,52,53,mistral_table,mistral_table,no
143,"VEICULOS NOVOS E USADOS, PECAS",35,796,332,155 702,3 832 916,3 807 750,32,45,1 016,582,19 101 311,418 316 624,410 531 919,52,53,mistral_table,mistral_table,no
144,MAG. E EQUIP. DE USO INDUSTRIAL,26,261,137,76 981,1 036 246,1 000 835,36,45,840,395,16 145 640,367 161 546,358 486 256,52,53,mistral_table,mistral_table,no
145,COMBUSTIVEIS E LUBRIFICANTES,15,315,180,59 006,1 273 128,1 265 290,5,9,130,95,4 583 841,106 967 351,106 375 390,52,53,mistral_table,mistral_table,no
146,"PAPELARIAS, LIVRARIAS",34,583,378,121 602,2 011 977,1 916 950,20,32,427,268,7 964 291,148 444 661,146 939 165,52,53,mistral_table,mistral_table,no
147,MERC. EM GERAL - INC. ALIMENTICIOS,9,301,232,36 944,1 646 940,1 646 940,,,,,,,,52,53,mistral_table,pdf_text_layout_partial,yes
148,MERC. EM GERAL - EXC. ALIMENTICIOS,1,130,61,25 973,346 425,346 403,-,1,(E),(D),(X),(D),(D),52,53,mistral_table,tesseract_por_review,no
149,ARTIGOS DIVERSOS,13,130,61,25 973,346 425,346 403,16,22,158,108,1 577 480,29 108 833,28 846 680,52,53,mistral_table,mistral_table,no
150,ARTIGOS USADOS,25,230,171,26 447,674 655,668 325,16,19,226,152,1 890 170,34 810 961,34 699 656,52,53,mistral_table,mistral_table,no
151,CASCAVEL,1 108,7 513,3 749,846 450,28 195 763,27 938 873,971,1 183,9 709,6 442,93 064 086,2 688 164 120,2 653 161 549,52,53,mistral_table,mistral_table,no
152,COMERCIO VAREJISTA,958,5 360,3 019,504 314,13 651 624,13 518 374,877,1 024,7 190,4 774,54 799 432,1 280 315 709,1 261 676 057,52,53,mistral_table,mistral_table,no
153,"VEICULOS NOVOS E USADOS, PECAS",81,593,407,89 875,3 466 904,3 442 038,108,133,1 291,808,16 522 790,412 385 993,402 134 396,52,53,mistral_table,mistral_table,no
