order_number,entry,establishments_1980,personnel_total_1980,personnel_linked_to_production_1980,salaries_withdrawals_other_compensation_1980_mil_cruzeiros,gross_production_value_1980_mil_cruzeiros,industrial_transformation_value_1980_mil_cruzeiros,companies_headquartered_in_municipality_1985,establishments_1985,personnel_total_1985,personnel_linked_to_production_1985,salaries_withdrawals_other_compensation_1985_mil_cruzeiros,gross_production_value_1985_mil_cruzeiros,industrial_transformation_value_1985_mil_cruzeiros,source_page_1980,source_page_1985,left_extraction_method,right_extraction_method,needs_review
170,ALTO PIQUIRI,39,205,104,9 610,46 806,25 825,25,28,134,79,703 063,58 987 145,12 611 083,8,9,mistral_table,mistral_table,no
171,ALVORADA DO SUL,19,96,59,6 276,69 611,32 127,9,8,50,34,225 749,7 878 916,4 664 258,8,9,mistral_table,mistral_table,no
172,AMAPORÃ,4,34,14,2 704,74 973,20 125,8,8,61,37,682 911,7 107 903,1 739 138,8,9,mistral_table,mistral_table,no
173,AMPERE,20,128,77,7 336,56 008,34 501,15,17,178,142,635 985,6 453 452,2 336 036,8,9,mistral_table,mistral_table,no
174,ANDIRA,42,540,412,48 444,809 972,279 978,31,36,633,544,5 451 257,135 956 696,44 262 574,8,9,mistral_table,mistral_table,no
175,ANTONINA,22,452,382,33 642,353 633,151 995,21,25,316,245,3 969 535,46 428 925,15 557 803,8,9,mistral_table,mistral_table,no
176,ANTONIO OLINTO,7,102,81,6 842,39 675,25 125,3,4,93,84,487 852,2 646 184,1 356 696,8,9,mistral_table,mistral_table,no
177,APUCARANA,218,4 301,3 320,386 040,11 628 409,3 421 820,180,210,4 642,3 813,43 631 231,987 304 684,324 304 459,8,9,mistral_table,mistral_table,no
178,ARAPONGAS,228,3 938,3 154,339 430,4 690 921,1 746 628,187,214,5 126,4 264,37 281 526,700 931 545,308 288 277,8,9,mistral_table,mistral_table,no
179,ARAPOTI,14,81,39,4 904,205 199,58 683,8,16,304,247,2 611 705,44 015 473,15 048 507,8,9,mistral_table,mistral_table,no
180,ARARUNA,28,145,84,10 923,228 680,62 362,20,24,220,143,2 207 078,56 383 750,27 787 130,8,9,mistral_table,mistral_table,no
181,ARAUCARIA,96,3 453,2 371,955 328,78 853 821,13 971 085,54,92,5 988,4 878,164 551 368,12 467 441 182,3 947 161 292,8,9,mistral_table,mistral_table,no
182,ASSAI,25,298,210,51 070,2 218 152,519 625,18,24,270,218,4 017 667,156 162 266,27 220 567,8,9,mistral_table,mistral_table,no
183,ASSIS CHATEAUBRIAND,87,526,318,36 388,220 357,92 029,39,43,378,291,4 114 445,71 621 312,20 051 398,8,9,mistral_table,mistral_table,no
184,ASTORGA,49,317,182,26 130,911 245,353 618,57,64,523,306,4 924 284,246 956 380,62 799 305,8,9,mistral_table,mistral_table,no
185,ATALAIA,8,23,11,1 347,76 357,15 712,8,8,20,3,68 661,258 954,93 274,8,9,mistral_table,mistral_table,no
186,BALSA NOVA,34,461,321,69 161,1 713 932,842 380,19,27,458,320,8 010 323,173 640 254,89 057 144,8,9,mistral_table,mistral_table,no
187,BANDEIRAINTES,61,845,584,87 444,1 964 249,905 616,41,56,578,438,6 254 053,302 491 940,104 436 785,8,9,mistral_table,mistral_table,no
188,BARBOSA FERRAZ,26,96,55,5 347,142 866,30 214,20,22,69,30,271 301,8 704 588,1 171 973,8,9,mistral_table,mistral_table,no
189,BARRACÃO,15,68,41,3 887,43 992,37 027,10,12,56,32,226 848,814 747,468 543,8,9,mistral_table,mistral_table,no
190,BARRA DO JACARE,5,11,5,330,1 014,668,3,3,7,3,27 579,132 097,49 328,8,9,mistral_table,mistral_table,no
191,BELA VISTA DO PARAISO,37,130,70,9 777,320 631,58 921,28,29,135,89,792 817,12 537 262,4 195 300,8,9,mistral_table,mistral_table,no
192,BITURUNA,48,990,859,89 080,642 052,295 572,33,45,735,664,4 423 888,32 973 869,20 995 654,8,9,mistral_table,mistral_table,no
193,BOA ESPERANÇA,10,33,16,1 595,4 501,3 026,8,9,24,7,198 258,19 241 817,10 074 177,8,9,mistral_table,mistral_table,no
194,BOA VISTA DA APARECIDA,-,-,-,-,-,-,10,10,44,23,123 452,663 015,247 239,8,9,mistral_table,mistral_table,no
195,BOCAIUVA DO SUL,21,306,221,23 261,123 129,65 373,7,13,144,121,902 076,13 825 727,12 197 716,8,9,mistral_table,mistral_table,no
196,BOM SUCESSO,12,40,22,1 801,44 965,8 586,3,4,14,5,57 656,2 950 209,1 028 442,8,9,mistral_table,mistral_table,no
197,BORRAZOPOLIS,21,89,48,3 751,111 168,17 785,15,17,75,48,393 477,15 678 844,3 542 036,8,9,mistral_table,mistral_table,no
198,BRAGANEY,-,-,-,-,-,-,9,9,42,24,211 940,411 051,323 500,8,9,mistral_table,mistral_table,no
199,CAFEARA,2,(A),(A),(X),(A),(X),,,,,,,,8,9,mistral_table,missing,yes
200,CAFELANDIA,-,-,-,-,-,-,9,12,251,222,2 810 390,100 875 287,29 772 239,8,9,mistral_table,mistral_table,no
201,CALIFORNIA,9,34,14,2 502,45 898,10 375,8,9,73,57,436 507,7 298 091,1 373 954,8,9,mistral_table,mistral_table,no
202,CAMBARA,54,484,368,40 962,863 874,292 476,32,39,743,615,5 952 956,173 480 575,82 104 999,8,9,mistral_table,mistral_table,no
203,CAMBE,111,3 229,2 380,403 826,12 405 941,2 849 062,93,109,2 465,1 985,25 643 834,845 562 013,226 069 665,8,9,mistral_table,mistral_table,no
204,CAMBIRA,11,32,16,1 648,33 625,6 100,8,8,20,6,85 251,565 227,201 268,8,9,mistral_table,mistral_table,no
205,CAMPINA DA LAGOA,11,82,56,4 313,17 587,8 996,15,16,59,28,384 449,1 806 299,1 085 841,8,9,mistral_table,mistral_table,no
206,CAMPINA GRANDE DO SUL,18,252,157,26 997,204 393,126 664,19,21,269,211,2 403 188,47 285 163,26 603 548,8,9,mistral_table,mistral_table,no
207,CAMPO DO TENENTE,3,17,10,1 177,3 641,2 313,5,5,16,10,64 502,167 995,101 574,8,9,mistral_table,mistral_table,no
208,CAMPO LARGO,132,6 425,5 639,840 871,5 745 703,3 828 656,96,108,6 841,6 159,73 565 422,651 254 518,430 827 009,8,9,mistral_table,mistral_table,no
209,,,,,,,,94,115,1 591,1 218,16 799 540,647 116 756,201 028 397,8,9,missing,mistral_table,yes
210,CANDIDO DE ABREU,6,95,74,5 664,18 090,12 143,8,9,50,32,273 514,866 489,586 017,10,11,mistral_table,mistral_table,no
211,CANTAGALO,-,-,-,-,-,-,14,16,175,152,1 127 470,11 743 655,8 639 800,10,11,mistral_table,mistral_table,no
212,CAPANEMA,51,386,249,22 406,115 208,71 769,37,40,247,169,1 444 555,21 899 772,10 520 473,10,11,mistral_table,mistral_table,no
213,CAPITÃO LEONIDAS MARQUES,35,230,149,13 160,74 330,41 894,20,20,78,28,287 946,993 245,557 328,10,11,mistral_table,mistral_table,no
214,CARLOPOLIS,26,83,38,4 501,108 575,24 319,13,15,70,52,258 441,6 370 069,2 907 526,10,11,mistral_table,mistral_table,no
215,CASTRO,104,2 946,2 416,292 597,5 001 643,1 733 690,63,100,3 293,2 755,33 290 704,560 821 206,190 230 542,10,11,mistral_table,mistral_table,no
216,CATANDUVAS,47,853,701,65 294,400 078,237 917,30,33,512,452,3 386 662,20 079 183,13 052 056,10,11,mistral_table,mistral_table,no
217,CENTENARIO DO SUL,16,95,40,11 423,326 014,82 847,13,15,235,103,3 495 692,94 222 138,25 244 357,10,11,mistral_table,mistral_table,no
218,CERRO AZUL,7,211,184,32 787,166 725,137 453,5,6,140,91,2 313 453,10 768 505,7 582 859,10,11,mistral_table,mistral_table,no
219,CEU AZUL,55,552,403,39 355,228 227,132 062,17,22,466,278,4 959 708,275 918 669,85 165 858,10,11,mistral_table,mistral_table,no
220,CHOPINZINHO,37,416,336,28 602,235 714,122 381,29,29,232,177,1 128 752,6 053 819,2 914 882,10,11,mistral_table,mistral_table,no
221,CIANORTE,139,1 311,966,103 170,1 308 610,332 439,124,139,1 721,1 372,10 730 801,217 515 461,61 604 261,10,11,mistral_table,mistral_table,no
222,CIDADE GAUCHA,23,112,67,8 468,100 508,31 543,12,14,175,118,1 610 289,52 201 739,23 087 092,10,11,mistral_table,mistral_table,no
223,CLEVELANDIA,59,1 277,1 028,91 092,3 784 772,1 039 824,51,59,1 018,866,5 822 582,359 625 475,130 766 202,10,11,mistral_table,mistral_table,no
224,COLOMBO,141,3 146,2 511,349 083,3 936 501,2 242 920,136,152,3 416,2 822,32 351 151,308 027 050,160 985 467,10,11,mistral_table,mistral_table,no
225,COLORADO,25,260,189,29 249,794 460,145 803,21,29,464,289,4 066 787,193 369 532,50 945 844,10,11,mistral_table,mistral_table,no
226,CONGONHINHAS,14,34,12,1 037,3 430,1 668,7,7,32,22,91 830,279 976,114 236,10,11,mistral_table,mistral_table,no
227,CONSELHEIRO MAIRINCK,10,21,14,1 191,4 999,3 508,4,4,8,2,24 600,274 400,240 800,10,11,mistral_table,mistral_table,no
228,CONTENDA,6,31,22,2 638,9 345,6 011,8,8,43,31,263 738,3 972 317,1 189 322,10,11,mistral_table,mistral_table,no
229,CORBELIA,74,601,429,42 832,257 115,124 636,35,39,273,222,1 477 163,8 617 941,5 595 589,10,11,mistral_table,mistral_table,no
230,CORNELIO PROCOPIO,98,1 450,989,210 355,5 087 490,2 963 436,55,68,1 516,1 183,23 427 467,531 989 403,339 030 336,10,11,mistral_table,mistral_table,no
231,CORONEL VIVIDA,48,755,624,65 523,621 275,353 764,32,38,507,417,3 489 308,23 682 215,12 936 263,10,11,mistral_table,mistral_table,no
232,CRUZEIRO DO OESTE,59,308,182,21 944,425 832,116 703,37,40,276,162,1 890 368,98 054 837,31 169 457,10,11,mistral_table,mistral_table,no
233,CRUZEIRO DO SUL,9,45,27,3 505,104 971,16 596,4,5,33,23,413 272,8 182 744,3 389 650,10,11,mistral_table,mistral_table,no
234,CRUZ MACHADO,17,273,238,19 581,155 364,81 837,7,14,271,250,1 840 327,14 624 200,9 094 906,10,11,mistral_table,mistral_table,no
235,CURIUVA,13,815,520,92 266,227 345,173 259,12,12,60,30,246 124,1 405 509,1 035 089,10,11,mistral_table,mistral_table,no
236,DIAMANTE DO NORTE,10,33,19,1 952,228 393,4 062,10,11,52,23,268 755,26 139 539,7 366 134,10,11,mistral_table,mistral_table,no
237,DOIS VIZINHOS,64,946,744,50 002,569 368,198 472,37,41,1 532,1 277,17 177 718,531 498 125,133 428 358,10,11,mistral_table,mistral_table,no
238,DOURADINA,-,-,-,-,-,-,14,15,80,30,682 866,52 761 673,12 677 106,10,11,mistral_table,mistral_table,no
239,DOUTOR CAMARGO,11,76,44,3 671,13 338,9 749,7,8,49,32,271 523,941 014,596 949,10,11,mistral_table,mistral_table,no
240,ENEAS MARQUES,8,52,26,3 873,14 234,9 128,4,4,20,9,71 557,466 439,285 496,10,11,mistral_table,mistral_table,no
241,ENGENHEIRO BELTRÃO,18,82,53,4 410,17 870,10 604,6,8,213,165,2 297 393,30 415 624,10 680 696,10,11,mistral_table,mistral_table,no
242,FAXIMAL,42,295,204,22 237,1 041 165,235 388,16,17,129,84,871 553,24 842 721,9 773 793,10,11,mistral_table,mistral_table,no
243,FENIX,8,33,10,1 640,6 504,4 216,7,8,34,15,262 405,13 686 028,7 369 897,10,11,mistral_table,mistral_table,no
244,FIGUEIRA,-,-,-,-,-,-,8,9,888,580,9 865 317,32 235 220,21 892 803,10,11,mistral_table,mistral_table,no
245,FLORAI,11,61,22,3 731,129 922,31 074,7,7,34,21,163 021,2 430 093,662 376,10,11,mistral_table,mistral_table,no
246,FLORESTA,8,46,29,2 495,15 419,7 406,5,5,48,40,212 666,1 254 488,842 789,10,11,mistral_table,mistral_table,no
247,FLORESTOPOLIS,9,35,12,2 048,12 250,5 156,10,10,23,9,93 555,714 683,190 595,10,11,mistral_table,mistral_table,no
248,FLORIDA,5,21,12,1 464,62 031,16 913,3,4,16,11,108 881,3 059 364,236 054,10,11,mistral_table,mistral_table,no
249,FORMOSA DO OESTE,40,154,66,6 906,141 265,29 434,13,16,65,35,420 053,3 549 515,1 237 042,10,11,mistral_table,mistral_table,no
250,FRANCISCO ALVES,21,62,21,3 182,22 622,9 571,11,12,48,28,203 781,998 445,754 764,10,11,mistral_table,mistral_table,no
251,FRANCISCO BELTRÃO,97,1 873,1 502,152 195,1 411 617,620 472,72,82,2 333,1 627,18 335 177,526 113 370,183 544 835,10,11,mistral_table,mistral_table,no
252,GENERAL CARNEIRO,47,990,842,80 302,905 886,480 397,29,44,1 134,1 067,6 879 178,65 964 518,38 765 837,10,11,mistral_table,mistral_table,no
253,GOIO-ERE,68,384,204,51 744,2 185 348,761 993,58,65,365,213,4 413 514,172 451 279,56 765 740,10,11,mistral_table,mistral_table,no
254,GRANDES RIOS,18,68,30,3 219,27 138,18 630,17,19,64,30,230 450,4 921 007,546 137,10,11,mistral_table,mistral_table,no
255,GUAIRA,71,503,344,34 147,219 596,137 212,42,48,495,379,3 419 532,24 834 233,14 470 763,10,11,mistral_table,mistral_table,no
256,GUAIRAÇA,9,24,16,2 523,28 813,7 731,4,5,37,28,210 774,3 737 247,798 965,10,11,mistral_table,mistral_table,no
257,GUAPIRAMA,3,7,-,192,1 616,630,2,2,(A),(A),(X),(A),(X),12,13,mistral_table,mistral_table,no
258,GUAPORENA,7,23,13,906,836,30,2,2,(C),(B),(X),(D),(X),12,13,mistral_table,mistral_table,no
259,GUARACI,13,84,32,4 157,192 342,18 546,6,6,14,4,107 952,6 289 374,1 570 196,12,13,mistral_table,mistral_table,no
260,GUARANIAÇU,29,338,251,22 302,147 978,90 487,32,35,207,126,996 877,6 166 711,2 650 672,12,13,mistral_table,mistral_table,no
261,GUARAQUEÇABA,3,21,13,1 378,8 745,5 116,3,6,76,67,592 269,2 664 962,1 363 725,12,13,mistral_table,mistral_table,no
262,GUARATUBA,12,115,93,7 013,34 287,22 456,11,12,119,94,734 441,4 659 777,2 717 083,12,13,mistral_table,mistral_table,no
263,IBAITI,47,294,174,19 920,283 572,76 951,37,42,364,248,1 868 630,46 631 838,23 946 864,12,13,mistral_table,mistral_table,no
264,IBIPORÁ,87,750,529,65 348,1 823 153,340 977,41,51,646,482,4 941 404,150 455 758,28 974 334,12,13,mistral_table,mistral_table,no
265,ICARAIMA,20,110,59,6 212,80 919,20 708,13,13,85,58,451 423,2 910 676,1 185 007,12,13,mistral_table,mistral_table,no
266,IGUARAÇU,7,23,10,947,9 235,910,4,4,19,10,60 565,259 965,23 531,12,13,mistral_table,mistral_table,no
267,IMBITUVA,53,698,550,44 150,347 348,187 171,65,68,581,447,3 072 802,23 131 507,13 229 298,12,13,mistral_table,mistral_table,no
268,INACIO MARTINS,24,579,493,45 124,311 823,191 540,16,26,477,437,3 442 659,16 572 996,8 993 112,12,13,mistral_table,mistral_table,no
269,INAJA,3,8,3,435,1 658,422,3,3,9,5,118 870,168 000,122 880,12,13,mistral_table,mistral_table,no
270,INDIANÓPOLIS,17,72,24,3 890,226 998,28 066,14,14,50,20,264 114,64 576 205,15 146 382,12,13,mistral_table,mistral_table,no
271,IPIRANGA,14,105,66,7 271,48 692,23 771,7,7,49,37,320 983,1 156 786,978 665,12,13,mistral_table,mistral_table,no
272,IPORÁ,42,259,107,26 041,796 338,261 117,37,42,284,152,2 667 764,83 779 443,17 329 223,12,13,mistral_table,mistral_table,no
273,IRATI,121,2 055,1 592,207 062,1 606 738,840 862,71,98,1 757,1 505,12 409 208,113 485 345,72 371 917,12,13,mistral_table,mistral_table,no
274,IRETANA,12,40,13,1 657,55 620,14 577,16,17,47,13,246 782,690 117,399 542,12,13,mistral_table,mistral_table,no
275,ITAGUAJE,3,8,5,576,2 531,1 658,3,5,20,12,288 352,12 747 919,2 265 765,12,13,mistral_table,mistral_table,no
276,ITAMBARACA,10,34,11,1 500,4 671,3 494,8,8,25,9,67 400,456 798,243 912,12,13,mistral_table,mistral_table,no
277,ITAMBE,8,30,21,1 379,4 754,2 692,10,10,46,32,352 532,1 969 923,1 098 041,12,13,mistral_table,mistral_table,no
278,ITAPEJARA D'OESTE,9,49,34,3 647,14 062,6 042,6,6,38,24,178 323,1 000 128,565 499,12,13,mistral_table,mistral_table,no
279,ITAUNA DO SUL,4,18,9,1 297,144 896,5 406,3,3,15,8,124 206,43 680 879,4 764 432,12,13,mistral_table,mistral_table,no
280,IVAI,17,160,121,11 793,82 566,52 428,13,14,186,135,1 386 463,8 610 790,6 421 588,12,13,mistral_table,mistral_table,no
281,IVAIPORÁ,89,628,361,38 357,725 821,287 747,70,77,423,249,2 430 672,71 045 970,26 642 805,12,13,mistral_table,mistral_table,no
282,IVATUBA,9,37,22,1 832,9 304,3 563,3,3,10,6,39 754,87 946,66 397,12,13,mistral_table,mistral_table,no
283,JABOTI,13,68,34,2 584,25 612,9 607,10,10,42,20,156 691,2 986 613,2 149 674,12,13,mistral_table,mistral_table,no
284,JACAREZINHO,81,830,634,86 769,3 583 599,1 258 738,46,68,1 572,1 214,14 530 601,542 913 996,204 793 860,12,13,mistral_table,mistral_table,no
285,JAGUAPITÁ,17,77,45,3 794,73 107,23 664,11,11,67,52,543 056,10 743 350,7 917 545,12,13,mistral_table,mistral_table,no
286,JAGUARIAIVA,24,552,404,47 959,340 071,87 702,17,32,1 419,1 000,37 394 947,354 835 324,189 490 212,12,13,mistral_table,mistral_table,no
287,JANDAIA DO SUL,63,317,186,21 851,338 293,82 661,48,52,530,387,4 625 922,113 291 498,40 801 652,12,13,mistral_table,mistral_table,no
288,JANIOPOLIS,15,40,7,1 197,17 286,3 135,12,12,30,15,206 071,495 457,262 591,12,13,mistral_table,mistral_table,no
289,JAPIRA,15,45,16,1 890,24 029,6 617,6,7,30,16,108 169,3 701 987,990 741,12,13,mistral_table,mistral_table,no
290,JAPURA,24,190,121,8 393,137 022,41 070,41,44,310,221,1 183 787,12 333 070,4 328 918,12,13,mistral_table,mistral_table,no
291,JARDIM ALEGRE,30,141,70,6 503,70 352,41 604,13,14,79,90,354 883,36 277 625,14 304 666,12,13,mistral_table,mistral_table,no
292,JARDIM OLINDA,4,21,12,905,15 047,3 884,-,-,-,-,-,-,-,12,13,mistral_table,mistral_table,no
293,JATAIZINHO,51,360,242,34 333,929 160,476 291,44,49,568,417,4 809 405,303 407 436,103 913 717,12,13,mistral_table,mistral_table,no
294,JESUITAS,-,-,-,-,-,-,13,13,55,31,231 088,1 839 379,572 264,12,13,mistral_table,mistral_table,no
295,JOAQUIM TÁVORA,28,122,60,6 478,130 314,30 516,17,19,72,40,261 452,5 166 288,2 853 213,12,13,mistral_table,mistral_table,no
296,JUNDIAI DO SUL,7,18,1,436,2 760,1 579,4,4,11,6,56 795,160 759,108 284,12,13,mistral_table,mistral_table,no
297,JURANDA,-,-,-,-,-,-,4,4,14,8,36 864,339 820,237 519,12,13,mistral_table,mistral_table,no
298,JUSSARA,5,51,35,4 157,36 472,14 059,3,4,266,217,2 648 912,73 731 220,31 110 808,12,13,mistral_table,mistral_table,no
299,KALORE,11,49,20,1 881,19 780,5 728,8,8,24,-,51 345,528 694,188 361,12,13,mistral_table,mistral_table,no
300,LAPA,60,1 073,898,84 131,1 176 651,444 585,42,50,1 210,1 091,7 650 039,188 085 530,12 773 736,12,13,mistral_table,mistral_table,no
301,LARANJEIRAS DO SUL,77,1 351,1 125,104 292,1 147 918,633 073,63,70,800,647,4 051 460,29 927 184,16 503 916,12,13,mistral_table,mistral_table,no
302,LEÓPOLIS,3,56,53,4 076,28 266,15 474,2,2,(B),(A),(X),(B),(X),12,13,mistral_table,mistral_table,no
303,LOANDA,38,311,207,21 134,450 502,133 989,36,38,303.,221,1 409 564,99 804 478,16 542 380,12,13,mistral_table,mistral_table,no
304,LOBATO,4,19,13,1 076,36 239,8 379,4,4,26,19,212 947,2 783 806,760 120,14,15,mistral_table,mistral_table,no
305,LUNARDELLI,-,-,-,-,-,-,10,10,25,8,65 738,690 121,322 322,14,15,mistral_table,mistral_table,no
306,LUPIONOPOLIS,5,27,11,1 888,6 910,4 856,1,2,(E),(E),(X),(D),(X),14,15,mistral_table,mistral_table,no
307,MALLET,25,422,357,28 743,280 825,185 366,22,25,474,413,3 361 475,28 873 148,17 721 854,14,15,mistral_table,mistral_table,no
308,MAMBORE,25,234,155,11 749,80 789,59 464,13,15,146,111,965 120,4 686 510,2 392 808,14,15,mistral_table,mistral_table,no
309,MANDAGUAÇU,28,97,28,8 201,680 918,186 329,21,21,110,56,480 599,30 855 541,5 697 246,14,15,mistral_table,mistral_table,no
310,MANDAGUARI,74,1 673,1 268,167 009,1 536 815,512 339,67,80,1 816,1 565,13 808 785,234 716 649,93 549 899,14,15,mistral_table,mistral_table,no
311,MANDIRITUBA,107,467,271,28 657,106 658,71 109,86,87,398,220,1 758 802,9 105 819,5 664 512,14,15,mistral_table,mistral_table,no
312,MANGUEIRINHA,39,1 615,1 452,130 183,1 137 038,617 572,18,26,791,751,3 540 252,29 876 345,15 976 548,14,15,mistral_table,mistral_table,no
313,MANOEL RIBAS,18,75,46,3 226,31 588,14 260,7,8,26,6,49 929,241 960,166 425,14,15,mistral_table,mistral_table,no
314,MARECHAL CANDIDO RONDON,92,869,664,68 053,1 691 154,471 414,83,93,1 147,927,9 310 227,243 942 367,64 958 556,14,15,mistral_table,mistral_table,no
315,MARIA HELENA,31,140,79,7 488,191 991,35 757,5,5,13,6,22 223,318 821,150 993,14,15,mistral_table,mistral_table,no
316,MARIALVA,77,928,705,77 141,1 719 060,514 908,34,36,598,507,4 576 922,69 682 591,36 994 929,14,15,mistral_table,mistral_table,no
317,MARILANDIA DO SUL,17,41,12,2 780,13 417,9 036,9,13,229,189,2 298 246,96 350 440,18 163 043,14,15,mistral_table,mistral_table,no
318,MARILENA,12,55,32,2 746,57 170,9 568,10,10,47,34,213 489,9 286 151,1 638 397,14,15,mistral_table,mistral_table,no
319,MARILUZ,27,166,92,15 681,548 468,171 777,13,14,84,45,712 527,23 039 373,6 684 925,14,15,mistral_table,mistral_table,no
320,MARIOPOLIS,16,180,122,14 915,89 805,57 107,6,8,212,191,2 038 644,8 430 363,5 117 456,14,15,mistral_table,mistral_table,no
321,MARMELEIRO,31,483,383,32 483,203 472,131 893,19,20,293,243,1 905 014,9 471 107,5 704 449,14,15,mistral_table,mistral_table,no
322,MARUMBI,10,38,17,2 672,69 628,17 353,6,6,21,6,107 985,3 763 335,1 170 956,14,15,mistral_table,mistral_table,no
323,MATELANDIA,57,415,265,28 530,174 631,98 149,30,32,225,143,977 087,17 202 600,3 601 344,14,15,mistral_table,mistral_table,no
324,MATINHOS,6,32,21,3 041,7 985,4 310,4,4,16,9,52 159,186 834,86 059,14,15,mistral_table,mistral_table,no
325,MEDIANEIRA,116,1 496,1 126,99 245,1 161 657,433 983,68,77,1 332,977,12 399 600,154 925 093,47 049 600,14,15,mistral_table,mistral_table,no
326,MIRADOR,7,24,16,2 436,6 092,4 260,3,3,37,22,234 011,4 892 144,1 521 202,14,15,mistral_table,mistral_table,no
327,MIRASELVA,9,32,7,1 048,65 859,20 577,8,8,22,6,57 243,1 529 599,137 492,14,15,mistral_table,mistral_table,no
328,MISSAL,-,-,-,-,-,-,15,16,99,61,490 208,6 048 043,1 750 788,14,15,mistral_table,mistral_table,no
329,MOREIRA SALES,25,259,208,18 715,493 190,134 578,17,21,325,248,3 662 377,131 483 122,35 007 681,14,15,mistral_table,mistral_table,no
330,MORRETES,19,467,383,43 912,184 140,95 088,14,18,546,455,4 276 804,22 205 286,14 488 475,14,15,mistral_table,mistral_table,no
331,MUNHOZ DE MELO,5,18,6,1 490,73 252,19 598,3,3,10,1,52 400,6 894 041,2 721 971,14,15,mistral_table,mistral_table,no
332,NOSSA SENHORA DAS GRAÇAS,6,13,5,513,1 915,1 412,4,4,8,4,100 186,169 163,138 983,14,15,mistral_table,mistral_table,no
333,NOVA ALIANÇA DO IVAI,1,(C),(B),(X),(E),(X),4,4,30,22,265 604,3 582 714,1 069 636,14,15,mistral_table,mistral_table,no
334,NOVA AMERICA DA COLINA,5,3,-,168,6 020,419,3,3,63,48,984 012,13 747 468,4 699 018,14,15,mistral_table,mistral_table,no
335,NOVA AURORA,27,73,37,3 368,25 682,10 773,12,13,61,38,586 153,13 199 219,9 557 404,14,15,mistral_table,mistral_table,no
336,NOVA CANTU,9,52,37,2 913,65 204,13 115,10,10,32,13,83 074,1 008 091,661 852,14,15,mistral_table,mistral_table,no
337,NOVA ESPERANÇA,73,438,277,31 963,703 701,180 673,49,53,435,263,2 705 411,49 584 955,10 080 362,14,15,mistral_table,mistral_table,no
338,NOVA FATIMA,16,78,57,4 681,140 391,57 092,10,10,68,48,371 459,15 679 719,2 147 317,14,15,mistral_table,mistral_table,no
339,NOVA LONDRINA,25,247,121,27 145,313 533,69 930,16,20,308,198,3 708 159,119 754 317,39 289 879,14,15,mistral_table,mistral_table,no
340,NOVA OLIMPIA,18,86,37,3 711,25 195,9 588,12,12,61,37,257 128,22 440 299,3 551 000,14,15,mistral_table,mistral_table,no
341,NOVA SANTA ROSA,22,145,93,7 207,69 034,39 159,21,22,105,48,520 489,12 287 624,2 534 630,14,15,mistral_table,mistral_table,no
342,NOVA PRATA DO IGUAÇU,-,-,-,-,-,-,19,19,68,26,166 945,852 329,554 655,14,15,mistral_table,mistral_table,no
343,ORTIGUEIRA,11,90,71,6 449,27 810,14 406,13,14,131,91,1 304 884,6 374 802,4 402 606,14,15,mistral_table,mistral_table,no
344,OURIZONA,7,33,19,1 853,28 084,6 580,5,5,28,13,92 086,264 034,141 607,14,15,mistral_table,mistral_table,no
345,PAIÇANDU,19,132,77,8 670,90 131,29 643,16,16,129,96,871 668,8 689 897,1 632 939,14,15,mistral_table,mistral_table,no
346,PALMAS,107,2 775,2 412,214 800,2 031 524,1 056 018,61,81,1 609,1 429,10 372 752,95 209 731,55 763 097,14,15,mistral_table,mistral_table,no
347,PALMEIRA,46,1 308,1 104,100 285,938 113,331 765,28,40,1 177,1 010,10 121 204,102 331 259,42 403 971,14,15,mistral_table,mistral_table,no
348,PALMITAL,19,101,49,4 497,31 735,15 609,9,9,35,14,137 170,637 193,368 192,14,15,mistral_table,mistral_table,no
349,PALOTINA,57,455,335,32 547,180 173,84 233,46,49,440,347,3 058 161,14 532 023,7 014 040,14,15,mistral_table,mistral_table,no
350,PARAISO DO NORTE,39,268,14,20 215,131 545,66 222,26,25,229,158,1 038 737,11 306 917,5 748 807,14,15,mistral_table,mistral_table,no
351,PARANACITY,6,20,7,2 977,64 047,11 351,9,10,112,72,2 244 694,29 497 614,9 605 545,16,17,mistral_table,mistral_table,no
352,PARANAGUA,111,1 568,1 085,254 073,11 951 403,3 965 450,79,118,1 799,1 184,20 053 376,1 015 394 447,325 488 260,16,17,mistral_table,mistral_table,no
353,PARANAPOEMA,5,74,5,763,3 254,1 740,3,3,11,8,149 338,661 474,249 240,16,17,mistral_table,mistral_table,no
354,PARANAVAI,182,1 238,800,117 146,2 937 716,666 424,183,206,1 971,1 466,16 139 727,507 372 042,152 188 556,16,17,mistral_table,mistral_table,no
355,PATO BRANCO,127,1 511,1 160,122 990,849 552,403 590,101,115,1 316,967,8 822 810,90 678 361,51 902 988,16,17,mistral_table,mistral_table,no
356,PAULA FREITAS,11,113,88,6 696,40 280,25 867,8,8,74,58,317 556,2 981 574,1 326 746,16,17,mistral_table,mistral_table,no
357,PAULO FRONTIN,8,78,55,5 185,33 455,19 511,10,10,45,27,257 832,2 855 462,1 512 782,16,17,mistral_table,mistral_table,no
358,PEABIRU,33,254,173,17 457,171 898,129 465,19,19,93,53,648 641,22 337 186,5 918 386,16,17,mistral_table,mistral_table,no
359,PEROLA,46,163,70,9 415,292 973,51 582,24,27,154,71,1 233 797,96 141 456,11 007 621,16,17,mistral_table,mistral_table,no
