order_number,entry,establishments_1980,personnel_total_1980,personnel_linked_to_service_activity_1980,salaries_withdrawals_1980_mil_cruzeiros,total_revenue_1980_mil_cruzeiros,companies_headquartered_in_municipality_1985,establishments_1985,personnel_total_1985,personnel_linked_to_service_activity_1985,salaries_withdrawals_1985_mil_cruzeiros,total_revenue_1985_mil_cruzeiros,source_page_1980,source_page_1985,left_extraction_method,right_extraction_method,needs_review
154,ALMIRANTE TAMANDARE,40,153,79,11 035,40 568,57,57,264,174,1 484 840,6 062 060,104,105,mistral_table,mistral_table,no
155,ALTAMIRA DO PARANÁ,-,-,-,-,-,33,34,85,20,260 826,1 050 368,104,105,mistral_table,mistral_table,no
156,ALTONIA,105,292,100,14 083,59 098,117,119,275,92,1 252 104,7 681 038,104,105,mistral_table,mistral_table,no
157,ALTO PARANÁ,38,85,18,3 326,19 216,34,36,78,21,225 408,1 378 939,104,105,mistral_table,mistral_table,no
158,ALTO PIQUIRI,78,252,63,8 109,41 388,113,113,246,82,791 954,3 392 212,104,105,mistral_table,mistral_table,no
159,ALVORADA DO SUL,33,103,40,5 065,26 085,41,42,187,116,1 431 207,2 915 560,104,105,mistral_table,mistral_table,no
160,AMAPORÃ,6,12,-,288,4 036,6,6,14,1,32 000,409 182,104,105,mistral_table,mistral_table,no
161,AMPERE,29,102,37,5 289,24 470,30,31,68,21,335 467,1 905 289,104,105,mistral_table,mistral_table,no
162,ANDIRA,69,245,128,16 299,65 592,85,88,268,137,1 404 500,8 558 851,104,105,mistral_table,mistral_table,no
163,ANTONINA,104,281,109,30 515,93 743,83,91,242,103,2 831 412,8 851 866,104,105,mistral_table,mistral_table,no
164,ANTONIO OLINTO,4,9,1,504,1 771,2,2,(A),(A),(X),(A),104,105,mistral_table,mistral_table,no
165,APUCARANA,354,1 572,972,112 219,458 473,318,332,1 485,970,10 905 012,45 474 223,104,105,mistral_table,mistral_table,no
166,ARAPONGAS,265,818,418,60 555,229 752,297,307,915,478,5 147 315,23 583 415,104,105,mistral_table,mistral_table,no
167,ARAPOTI,37,90,19,5 019,19 603,67,68,148,44,662 487,3 053 023,104,105,mistral_table,mistral_table,no
168,ARARUNA,31,56,12,2 403,12 804,38,38,64,19,379 112,1 697 154,104,105,mistral_table,mistral_table,no
169,ARAUCARIA,144,496,260,47 627,216 356,82,89,528,388,3 517 633,30 305 827,104,105,mistral_table,mistral_table,no
170,ASSAI,106,271,108,18 408,90 876,121,125,425,212,2 523 380,10 764 650,104,105,mistral_table,mistral_table,no
171,ASSIS CHATEAUBRIAND,212,656,271,34 381,127 635,112,120,493,292,2 222 302,12 421 101,104,105,mistral_table,mistral_table,no
172,ASTORGA,94,237,63,9 717,54 060,98,102,248,95,1 423 466,5 082 744,104,105,mistral_table,mistral_table,no
173,ATALAIA,8,16,2,939,2 850,8,8,23,7,115 080,588 631,104,105,mistral_table,mistral_table,no
174,BALSA NOVA,10,35,23,2 558,16 939,15,15,38,16,128 734,1 112 482,104,105,mistral_table,mistral_table,no
175,BANDEIRANTES,156,567,303,43 189,145 688,139,149,451,226,2 662 220,15 737 581,104,105,mistral_table,mistral_table,no
176,BARBOSA FERRAZ,94,228,64,10 308,55 677,69,70,162,41,503 364,3 905 178,104,105,mistral_table,mistral_table,no
177,BARRACÃO,50,139,43,7 117,28 922,36,37,87,29,479 558,1 365 772,104,105,mistral_table,mistral_table,no
178,BARRA DO JACARE,12,21,6,651,4 265,9,9,14,2,134 811,609 745,104,105,mistral_table,mistral_table,no
179,BELA VISTA DO PARAÍSO,88,213,93,14 602,97 359,91,94,244,115,1 703 276,6 187 486,104,105,mistral_table,mistral_table,no
180,BITURUNA,34,108,47,6 437,34 381,35,37,89,36,538 666,3 726 806,104,105,mistral_table,mistral_table,no
181,BOA ESPERANÇA,22,46,5,1 411,8 189,32,32,78,30,483 656,1 769 592,104,105,mistral_table,mistral_table,no
182,BOA VISTA DA APARECIDA,-,-,-,-,-,33,33,96,37,285 496,1 263 918,104,105,mistral_table,mistral_table,no
183,BOCAIUVA DO SUL,15,28,1,1 267,7 334,17,18,46,5,49 732,503 215,104,105,mistral_table,mistral_table,no
184,BOM SUCESSO,30,78,26,2 969,13 644,20,20,62,14,122 078,980 141,104,105,mistral_table,mistral_table,no
185,BORRAZOPOLIS,40,94,27,2 858,15 200,45,46,119,45,610 260,2 354 590,104,105,mistral_table,mistral_table,no
186,BRAGANEY,-,-,-,-,-,33,34,62,17,284 026,1 348 739,104,105,mistral_table,mistral_table,no
187,CAFEARA,7,16,2,460,3 798,2,2,(A),(A),(X),(A),104,105,mistral_table,mistral_table,no
188,CAFELANDIA,-,-,-,-,-,26,26,59,15,208 100,1 807 115,104,105,mistral_table,mistral_table,no
189,CALIFORNIA,17,45,13,1 997,8 882,28,28,63,16,507 240,1 366 010,104,105,mistral_table,mistral_table,no
190,CAMBARA,121,339,146,24 128,172 465,116,119,301,129,1 865 363,7 487 457,104,105,mistral_table,mistral_table,no
191,CAMBE,142,407,153,29 553,141 852,257,261,658,288,3 483 124,15 350 402,104,105,mistral_table,mistral_table,no
192,CAMBIRA,25,54,13,1 680,7 798,19,20,37,7,129 033,882 272,104,105,mistral_table,mistral_table,no
193,CAMPINA DA LAGOA,57,150,47,6 123,28 099,126,127,317,127,1 876 476,6 638 995,104,105,mistral_table,mistral_table,no
194,CAMPINA GRANDE DO SUL,33,181,134,14 461,124 243,37,40,2 046,1 977,15 160 977,23 791 831,106,107,mistral_table,mistral_table,no
195,CAMPO DO TENENTE,7,18,7,1 101,4 977,19,19,70,47,153 201,802 661,106,107,mistral_table,mistral_table,no
196,CAMPO LARGO,144,388,186,46 355,153 945,177,184,483,225,2 795 009,10 845 463,106,107,mistral_table,mistral_table,no
197,CAMPO MOURÃO,328,1 391,813,115 821,644 334,245,265,1 309,885,10 182 560,39 138 637,106,107,mistral_table,mistral_table,no
198,CANDIDO DE ABREU,22,53,16,1 522,8 156,31,31,91,41,483 159,2 055 630,106,107,mistral_table,mistral_table,no
199,CANTAGALO,-,-,-,-,-,26,27,81,35,298 274,1 961 874,106,107,mistral_table,mistral_table,no
200,CAPANEMA,102,448,189,29 326,102 468,100,106,365,200,1 895 732,8 013 079,106,107,mistral_table,mistral_table,no
201,CAPITÃO LEONIDAS MARQUES,80,205,52,9 412,43 173,57,59,157,49,490 825,1 883 257,106,107,mistral_table,mistral_table,no
202,CARLOPOLIS,52,139,43,7 247,35 430,61,64,136,43,488 730,3 159 713,106,107,mistral_table,mistral_table,no
203,CASTRO,164,673,323,67 207,217 129,172,183,551,312,6 532 473,18 312 704,106,107,mistral_table,mistral_table,no
204,CATANOUVAS,55,216,71,11 879,47 909,50,50,136,56,382 429,1 771 875,106,107,mistral_table,mistral_table,no
205,CENTENARIO DO SUL,46,116,37,5 419,23 826,53,57,110,34,500 301,2 948 165,106,107,mistral_table,mistral_table,no
206,CERRO AZUL,12,41,9,1 788,9 479,21,22,41,9,174 797,688 501,106,107,mistral_table,mistral_table,no
207,CEU AZUL,88,226,89,12 689,62 625,41,44,128,43,498 308,2 364 779,106,107,mistral_table,mistral_table,no
208,CHOPINZINHO,120,265,114,15 399,71 260,119,121,353,191,2 316 591,10 609 191,106,107,mistral_table,mistral_table,no
209,CIANORTE,198,716,375,46 367,159 082,202,207,694,360,4 720 830,15 476 813,106,107,mistral_table,mistral_table,no
210,CIDADE GAUCHA,31,90,27,2 997,16 049,25,27,67,23,224 423,1 404 267,106,107,mistral_table,mistral_table,no
211,CLEVELANDIA,84,187,73,12 296,67 315,135,137,334,136,1 297 998,5 289 319,106,107,mistral_table,mistral_table,no
212,COLOMBO,172,413,180,29 994,170 122,169,170,390,140,1 933 208,10 029 788,106,107,mistral_table,mistral_table,no
213,COLORADO,80,231,105,12 429,75 305,106,107,256,98,1 112 799,4 976 591,106,107,mistral_table,mistral_table,no
214,CONGONHINHAS,26,48,8,1 559,9 608,24,25,53,11,216 611,1 030 596,106,107,mistral_table,mistral_table,no
215,CONSELHEIRO MAIRINCK,11,25,7,828,4 992,10,10,14,-,37 457,645 222,106,107,mistral_table,mistral_table,no
216,CONTENDA,19,57,32,4 542,18 421,22,23,73,44,422 899,2 262 189,106,107,mistral_table,mistral_table,no
217,CORBELIA,118,242,47,9 105,46 687,84,87,209,66,1 116 094,5 183 096,106,107,mistral_table,mistral_table,no
218,CORNELIO PROCÓPIO,233,890,537,63 238,264 975,171,179,770,513,5 564 637,22 463 429,106,107,mistral_table,mistral_table,no
219,CORONEL VIVIDA,92,380,170,23 923,97 544,108,110,335,169,2 289 232,6 867 953,106,107,mistral_table,mistral_table,no
220,CRUZEIRO DO OESTE,86,276,128,18 468,68 054,76,80,233,99,1 361 826,5 928 780,106,107,mistral_table,mistral_table,no
221,CRUZEIRO DO SUL,9,17,3,665,4 501,8,8,19,1,39 731,501 395,106,107,mistral_table,mistral_table,no
222,CRUZ MACHADO,15,38,11,2 579,13 224,25,25,51,15,227 512,1 452 786,106,107,mistral_table,mistral_table,no
223,CURIUVA,77,124,18,4 649,22 410,39,39,94,23,288 110,1 822 625,106,107,mistral_table,mistral_table,no
224,DIAMANTE DO NORTE,32,59,19,3 998,14 841,26,28,64,9,239 057,1 396 456,106,107,mistral_table,mistral_table,no
225,DOIS VIZINHOS,121,370,110,22 342,108 827,134,136,355,108,1 195 236,7 797 733,106,107,mistral_table,mistral_table,no
226,DOURADINA,-,-,-,-,-,17,18,32,6,46 949,751 749,106,107,mistral_table,mistral_table,no
227,DOUTOR CAMARGO,19,42,11,1 931,8 974,21,24,174,133,761 801,1 940 292,106,107,mistral_table,mistral_table,no
228,ENEAS MARQUES,18,43,11,2 186,10 443,22,22,63,9,97 833,937 694,106,107,mistral_table,mistral_table,no
229,ENGENHEIRO BELTRÃO,60,147,49,8 383,36 083,51,53,117,40,404 396,3 062 711,106,107,mistral_table,mistral_table,no
230,FAXINAL,94,301,145,15 539,77 400,52,52,162,65,627 772,3 208 273,106,107,mistral_table,mistral_table,no
231,FENIX,30,76,14,4 358,17 072,26,26,57,9,150 922,937 276,106,107,mistral_table,mistral_table,no
232,FIGUEIRA,-,-,-,-,-,52,52,113,26,357 202,1 833 981,106,107,mistral_table,mistral_table,no
233,FLORAI,22,60,12,3 269,13 960,32,32,75,15,262 764,1 588 019,106,107,mistral_table,mistral_table,no
234,FLORESTA,22,52,6,1 287,9 107,21,21,57,21,243 587,803 066,106,107,mistral_table,mistral_table,no
235,FLORESTOPOLIS,37,83,31,4 205,24 716,53,55,113,48,490 893,2 083 364,106,107,mistral_table,mistral_table,no
236,FLORIDA,4,10,3,358,1 445,5,5,9,-,19 797,126 712,106,107,mistral_table,mistral_table,no
237,FORMOSA DO OESTE,100,258,69,9 982,56 305,52,52,143,41,475 681,2 738 165,106,107,mistral_table,mistral_table,no
238,FRANCISCO ALVES,33,104,37,4 193,17 104,37,37,85,29,261 140,1 292 915,106,107,mistral_table,mistral_table,no
239,FRANCISCO BELTRÃO,205,733,348,51 773,222 675,204,212,725,349,4 662 519,19 229 007,106,107,mistral_table,mistral_table,no
240,GENERAL CARNEIRO,43,95,35,6 252,24 464,30,30,71,35,262 059,1 323 851,106,107,mistral_table,mistral_table,no
241,QUIO-ERE,200,651,322,51 149,203 566,247,253,801,366,4 846 303,16 568 664,108,109,mistral_table,mistral_table,no
242,GRANDES RIOS,67,173,42,6 366,45 811,42,43,103,21,267 064,2 076 895,108,109,mistral_table,mistral_table,no
243,GUAIRA,162,697,392,49 486,175 180,180,194,674,362,3 955 931,19 182 882,108,109,mistral_table,mistral_table,no
244,GUAIRAÇA,21,36,3,1 194,8 971,10,10,22,3,61 345,374 069,108,109,mistral_table,mistral_table,no
245,GUAPIRAMA,6,17,1,399,1 388,5,5,8,-,15 500,324 330,108,109,mistral_table,mistral_table,no
246,GUAPOREMA,5,10,1,234,2 701,3,3,8,4,19 129,200 545,108,109,mistral_table,mistral_table,no
247,GUARACI,25,74,9,2 561,11 594,15,15,30,6,95 499,652 752,108,109,mistral_table,mistral_table,no
248,GUARANIAÇU,54,167,48,8 179,40 658,78,80,193,49,591 954,4 973 470,108,109,mistral_table,mistral_table,no
249,GUARAQUEÇABA,8,15,3,463,2 356,6,6,12,3,186 630,466 188,108,109,mistral_table,mistral_table,no
250,GUARATUBA,73,251,118,11 852,56 799,80,89,341,149,1 210 197,6 776 930,108,109,mistral_table,mistral_table,no
251,IBAITI,127,373,153,18 962,83 663,100,102,244,56,900 552,6 315 594,108,109,mistral_table,mistral_table,no
252,IBIPORÃ,119,333,143,30 444,383 590,77,79,232,132,1 061 075,6 936 162,108,109,mistral_table,mistral_table,no
253,ICARAIMA,52,131,27,5 331,18 909,43,43,130,40,314 035,1 978 119,108,109,mistral_table,mistral_table,no
254,IGUARAÇU,11,28,2,1 133,5 792,18,18,38,13,140 198,760 822,108,109,mistral_table,mistral_table,no
255,IMBITUVA,35,71,12,3 466,18 197,28,30,64,18,253 535,1 901 397,108,109,mistral_table,mistral_table,no
256,INACIO MARTINS,16,35,2,1 266,8 726,28,28,86,37,472 643,1 877 382,108,109,mistral_table,mistral_table,no
257,INAJA,5,10,-,270,2 852,11,11,22,7,167 646,507 253,108,109,mistral_table,mistral_table,no
258,INDIANOPOLIS,18,44,9,1 520,7 956,16,18,38,12,137 177,979 899,108,109,mistral_table,mistral_table,no
259,IPIRANGA,14,25,5,974,6 555,18,18,29,4,167 753,815 087,108,109,mistral_table,mistral_table,no
260,IPORÃ,121,353,122,19 134,73 279,98,102,286,115,1 298 080,5 481 040,108,109,mistral_table,mistral_table,no
261,IRATI,199,600,294,43 927,180 178,102,109,389,202,2 856 164,11 713 850,108,109,mistral_table,mistral_table,no
262,IRETAMA,30,82,24,3 911,20 822,69,69,160,66,594 621,2 879 476,108,109,mistral_table,mistral_table,no
263,ITAQUAJE,17,45,16,2 103,10 459,26,27,58,21,291 081,965 218,108,109,mistral_table,mistral_table,no
264,ITAMBARACA,18,46,14,4 238,14 041,18,18,37,6,92 207,900 740,108,109,mistral_table,mistral_table,no
265,ITAMBE,23,51,8,1 843,10 117,17,17,39,11,173 667,1 087 280,108,109,mistral_table,mistral_table,no
266,ITAPEJARA D'OESTE,26,70,26,3 051,17 734,23,23,62,27,285 523,1 607 752,108,109,mistral_table,mistral_table,no
267,ITAUMA DO SUL,3,5,1,228,2 135,7,7,15,-,53 583,523 129,108,109,mistral_table,mistral_table,no
268,IVAI,15,40,7,1 536,5 658,44,44,89,17,360 049,1 569 227,108,109,mistral_table,mistral_table,no
269,IVAIPORÃ,256,882,391,47 110,209 133,161,167,512,213,2 353 963,14 322 920,108,109,mistral_table,mistral_table,no
270,IVATUBA,6,19,-,263,3 220,6,6,10,-,24 628,298 179,108,109,mistral_table,mistral_table,no
271,JABOTI,6,10,2,277,1 519,5,6,9,2,49 757,446 323,108,109,mistral_table,mistral_table,no
272,JACAREZINHO,179,571,310,44 581,173 406,153,161,498,265,3 768 487,13 235 608,108,109,mistral_table,mistral_table,no
273,JAQUAPITÃ,52,116,32,5 515,23 736,63,63,173,87,738 421,2 660 880,108,109,mistral_table,mistral_table,no
274,JAQUARIAIVA,82,372,220,17 520,73 663,83,85,396,251,2 212 549,13 248 854,108,109,mistral_table,mistral_table,no
275,JANDAIA DO SUL,119,375,173,21 302,77 284,112,116,333,146,1 419 743,8 659 816,108,109,mistral_table,mistral_table,no
276,JANIOPOLIS,32,77,16,2 280,12 778,43,44,103,53,601 528,1 775 673,108,109,mistral_table,mistral_table,no
277,JAPIRA,9,20,3,469,3 159,15,15,23,4,76 476,514 927,108,109,mistral_table,mistral_table,no
278,JAPURA,35,95,26,3 606,15 588,37,37,128,36,325 799,1 752 801,108,109,mistral_table,mistral_table,no
279,JARDIM ALEGRE,76,188,58,7 877,46 814,44,44,102,31,383 481,2 357 147,108,109,mistral_table,mistral_table,no
280,JARDIM OLINDA,2,(A),(A),(X),(A),3,3,5,-,11 592,175 438,108,109,mistral_table,mistral_table,no
281,JATAIZINHO,46,105,31,4 874,29 882,60,61,133,57,872 225,3 876 077,108,109,mistral_table,mistral_table,no
282,JESUITAS,-,-,-,-,-,38,38,65,15,252 471,1 320 794,108,109,mistral_table,mistral_table,no
283,JOAQUIM TAYORA,56,150,42,6 682,27 585,46,47,124,47,398 275,4 277 324,108,109,mistral_table,mistral_table,no
284,JUNDIAI DO SUL,15,19,1,876,5 487,11,11,25,8,118 085,407 545,108,109,mistral_table,mistral_table,no
285,JURANDA,-,-,-,-,-,25,26,54,26,143 355,974 417,108,109,mistral_table,mistral_table,no
286,JUSSARA,20,43,8,2 308,7 987,21,21,48,12,430 143,1 416 517,108,109,mistral_table,mistral_table,no
287,KALORE,26,60,15,2 263,10 098,17,17,37,6,111 300,1 067 766,108,109,mistral_table,mistral_table,no
288,LAPA,110,233,70,16 292,66 512,124,126,270,61,1 103 576,6 158 604,110,111,mistral_table,mistral_table,no
289,LARANJEIRAS DO SUL,170,543,249,31 578,139 456,188,191,474,219,3 122 909,11 281 687,110,111,mistral_table,mistral_table,no
290,LEOPOLIS,11,15,1,691,7 538,16,16,25,8,82 677,917 086,110,111,mistral_table,mistral_table,no
291,LOANDA,102,311,134,17 376,75 955,84,85,280,131,948 821,4 418 251,110,111,mistral_table,mistral_table,no
292,LOBATO,14,35,4,1 107,6 493,15,15,44,10,125 880,909 316,110,111,mistral_table,mistral_table,no
293,LUNARDELLI,-,-,-,-,-,36,36,90,34,324 130,1 463 724,110,111,mistral_table,mistral_table,no
294,LUPIONOPOLIS,22,45,12,1 810,9 892,19,19,37,8,127 391,953 735,110,111,mistral_table,mistral_table,no
295,MALLET,17,48,16,3 342,8 063,16,17,48,17,200 485,1 305 969,110,111,mistral_table,mistral_table,no
296,MAMBORE,63,141,38,4 442,24 167,85,85,167,55,726 149,3 539 885,110,111,mistral_table,mistral_table,no
297,MANDAGUAÇU,45,133,50,8 257,35 111,48,48,130,52,458 478,2 543 547,110,111,mistral_table,mistral_table,no
298,MANDAGUARI,105,368,176,26 047,85 494,103,106,264,114,1 617 446,8 132 920,110,111,mistral_table,mistral_table,no
299,MANDIRITUBA,34,109,53,5 869,34 008,46,47,169,92,895 710,4 096 429,110,111,mistral_table,mistral_table,no
300,MANGUEIRINHA,42,94,22,3 822,30 704,78,78,178,80,791 463,3 212 197,110,111,mistral_table,mistral_table,no
301,MANOEL RIBAS,32,180,124,31 390,61 249,37,38,311,243,2 126 599,4 890 656,110,111,mistral_table,mistral_table,no
302,MARECHAL CANDIDO RONDON,194,657,346,51 278,181 315,249,255,777,386,6 069 745,20 816 928,110,111,mistral_table,mistral_table,no
303,MARIA HELENA,53,120,27,3 948,22 283,13,13,20,5,76 562,755 924,110,111,mistral_table,mistral_table,no
304,MARIALVA,128,327,122,18 314,71 153,91,92,228,95,1 253 940,4 418 598,110,111,mistral_table,mistral_table,no
305,MARILANDIA DO SUL,25,85,27,4 624,21 520,34,35,96,43,501 066,2 304 762,110,111,mistral_table,mistral_table,no
306,MARILENA,15,27,1,748,5 991,15,15,26,1,65 207,960 561,110,111,mistral_table,mistral_table,no
307,MARILUZ,23,67,23,2 439,9 431,41,41,98,47,413 807,1 637 969,110,111,mistral_table,mistral_table,no
308,MARIOPOLIS,20,51,-,1 764,7 250,26,26,64,16,179 476,1 221 338,110,111,mistral_table,mistral_table,no
309,MARMELEIRO,51,160,59,11 065,38 513,43,43,135,62,970 358,4 042 521,110,111,mistral_table,mistral_table,no
310,MARUMBI,23,45,14,1 729,8 918,15,15,40,17,204 823,818 190,110,111,mistral_table,mistral_table,no
311,MATELANDIA,115,314,91,13 565,67 898,118,121,286,85,1 036 112,4 846 738,110,111,mistral_table,mistral_table,no
312,MATINHOS,79,333,195,23 676,81 910,90,93,325,104,1 054 750,6 565 649,110,111,mistral_table,mistral_table,no
313,MEDIANEIRA,242,763,342,46 535,268 804,164,168,457,190,1 829 815,9 196 029,110,111,mistral_table,mistral_table,no
314,MIRADOR,4,10,1,158,1 166,2,2,(A),(A),(X),(A),110,111,mistral_table,mistral_table,no
315,MIRASELVA,22,47,19,2 583,13 321,20,20,46,7,109 689,1 100 734,110,111,mistral_table,mistral_table,no
316,MISSAL,-,-,-,-,-,46,47,116,25,552 586,2 405 119,110,111,mistral_table,mistral_table,no
317,MOREIRA SALES,57,161,51,8 422,39 812,42,47,357,289,2 671 145,14 143 743,110,111,mistral_table,mistral_table,no
318,MORRETES,39,113,26,4 075,33 634,48,51,122,50,533 311,3 493 736,110,111,mistral_table,mistral_table,no
319,MUNHOZ DE MELO,5,11,-,240,1 449,8,9,20,1,60 692,320 255,110,111,mistral_table,mistral_table,no
320,NOSSA SEMHORA DAS GRAÇAS,8,25,3,939,4 020,8,8,22,2,36 748,363 249,110,111,mistral_table,mistral_table,no
321,NOVA ALIANÇA DO IVAÍ,2,(B),(A),(X),(A),1,1,(A),(A),(X),(A),110,111,mistral_table,mistral_table,no
322,NOVA AMERICA DA COLINA,9,13,-,391,2 217,8,8,13,-,21 517,368 173,110,111,mistral_table,mistral_table,no
323,NOVA AURORA,58,150,53,5 961,30 217,38,39,121,40,604 609,2 800 340,110,111,mistral_table,mistral_table,no
324,NOVA CANTU,35,55,7,2 205,10 859,31,31,75,24,273 079,2 587 412,110,111,mistral_table,mistral_table,no
325,NOVA ESPERANÇA,136,457,227,24 325,93 565,127,132,363,172,1 456 455,8 007 397,110,111,mistral_table,mistral_table,no
326,NOVA FATIMA,49,110,26,4 042,20 912,42,44,78,21,388 551,1 728 021,110,111,mistral_table,mistral_table,no
327,NOVA LONDRINA,62,160,77,10 431,40 811,47,51,187,66,1 243 638,5 682 159,110,111,mistral_table,mistral_table,no
328,NOVA OLIMPIA,45,104,30,3 584,14 726,37,37,82,26,211 262,1 101 372,110,111,mistral_table,mistral_table,no
329,NOVA SANTA ROSA,17,47,7,1 167,8 089,26,27,66,17,267 938,1 401 659,110,111,mistral_table,mistral_table,no
330,NOVA PRATA DO IGUAÇU,-,-,-,-,-,34,35,97,41,247 553,1 734 446,110,111,mistral_table,mistral_table,no
331,ORTIGUEIRA,31,76,30,3 072,19 040,72,72,203,72,586 520,4 834 319,110,111,mistral_table,mistral_table,no
332,OURIZONA,13,23,7,1 242,3 865,14,15,40,11,99 338,472 908,110,111,mistral_table,mistral_table,no
333,PAIÇANDU,35,59,11,2 789,13 402,46,45,79,12,488 267,3 729 550,110,111,mistral_table,mistral_table,no
334,PALMAS,143,477,227,30 071,133 879,128,132,392,212,1 849 104,7 813 508,110,111,mistral_table,mistral_table,no
335,PALMEIRA,74,214,87,11 706,60 314,50,53,161,71,646 977,4 862 174,112,113,mistral_table,mistral_table,no
336,PALMITAL,48,103,30,3 743,23 760,44,44,96,26,394 983,2 243 496,112,113,mistral_table,mistral_table,no
337,PALOTINA,139,453,208,32 008,135 636,116,124,435,242,2 578 173,21 024 316,112,113,mistral_table,mistral_table,no
338,PARAÍSO DO NORTE,52,136,47,11 046,42 437,41,45,159,62,1 477 199,6 480 031,112,113,mistral_table,mistral_table,no
339,PARANACITY,41,92,20,4 213,23 558,34,34,76,10,260 525,1 963 114,112,113,mistral_table,mistral_table,no
340,PARANAGUA,612,3 712,2 284,604 107,2 882 143,608,675,4 300,3 167,96 863 351,470 296 021,112,113,mistral_table,mistral_table,no
341,PARANAPOEMA,2,(B),(A),(X),(B),3,3,6,-,11 677,208 642,112,113,mistral_table,mistral_table,no
342,PARANAVAI,389,1 543,833,104 123,401 955,326,343,1 331,779,8 024 596,30 284 833,112,113,mistral_table,mistral_table,no
343,PATO BRANCO,255,1 146,659,90 024,374 097,182,195,963,622,7 249 505,42 811 372,112,113,mistral_table,mistral_table,no
344,PAULA FREITAS,6,13,6,831,3 965,5,6,21,15,233 951,683 224,112,113,mistral_table,mistral_table,no
345,PAULO FRONTIN,12,36,10,1 212,9 365,10,11,29,5,84 227,852 872,112,113,mistral_table,mistral_table,no
346,PEABIRU,68,177,47,7 284,40 074,56,58,132,31,930 919,4 499 220,112,113,mistral_table,mistral_table,no
347,PEROLA,61,175,54,6 936,28 643,67,68,191,82,765 239,3 813 390,112,113,mistral_table,mistral_table,no
348,PEROLA O'DESTE,44,118,28,4 433,26 121,12,12,30,11,149 564,789 138,112,113,mistral_table,mistral_table,no
349,PIEN,10,23,4,1 861,6 336,13,13,30,4,84 896,695 779,112,113,mistral_table,mistral_table,no
350,PINHALÃO,16,38,9,1 404,6 705,10,10,33,6,52 002,514 446,112,113,mistral_table,mistral_table,no
351,PINHÃO,42,131,36,7 745,54 250,72,72,299,156,1 066 596,7 320 463,112,113,mistral_table,mistral_table,no
352,PIRAI DO SUL,68,186,68,12 498,48 292,83,84,169,52,830 947,4 067 601,112,113,mistral_table,mistral_table,no
353,PIRAQUARA,110,186,47,11 261,45 670,79,84,558,424,4 360 300,11 729 293,112,113,mistral_table,mistral_table,no
354,PITANGA,179,375,111,17 373,90 831,231,232,607,238,2 777 254,13 299 989,112,113,mistral_table,mistral_table,no
355,PLANALTINA DO PARANÁ,15,38,6,1 170,10 770,10,11,23,6,67 049,623 011,112,113,mistral_table,mistral_table,no
356,PLANALTO,51,189,71,10 363,39 886,40,41,88,23,352 878,2 263 143,112,113,mistral_table,mistral_table,no
357,PORECATU,93,562,364,44 085,339 808,67,70,185,71,1 280 250,9 086 497,112,113,mistral_table,mistral_table,no
358,PORTO AMAZONAS,12,23,1,754,4 795,15,15,23,1,72 766,602 935,112,113,mistral_table,mistral_table,no
359,PORTO RICO,11,25,3,661,3 796,9,9,13,1,48 364,329 460,112,113,mistral_table,mistral_table,no
360,PORTO VITORIA,4,10,3,242,1 773,5,5,10,2,32 324,305 144,112,113,mistral_table,mistral_table,no
361,PRANCHITA,-,-,-,-,-,9,9,24,13,240 542,567 871,112,113,mistral_table,mistral_table,no
362,PRESIDENTE CASTELO BRANCO,11,31,2,1 016,4 121,15,15,27,5,102 533,380 409,112,113,mistral_table,mistral_table,no
363,PRIMEIRO DE MAIO,37,97,43,7 362,36 224,37,39,106,33,491 908,2 420 561,112,113,mistral_table,mistral_table,no
364,PRUDENTOPOLIS,81,230,76,11 833,56 557,79,80,208,72,1 406 618,4 718 853,112,113,mistral_table,mistral_table,no
365,QUATIGUA,22,68,23,2 811,13 454,17,18,41,7,164 196,1 577 681,112,113,mistral_table,mistral_table,no
366,QUATRO BARRAS,21,51,17,4 908,24 557,23,24,5 230,5 152,43 788 899,68 726 268,112,113,mistral_table,mistral_table,no
367,QUEDAS DO IGUAÇU,91,540,358,37 097,146 693,73,75,285,144,1 142 319,8 057 640,112,113,mistral_table,mistral_table,no
368,QUERENCIA DO NORTE,33,104,33,5 480,24 361,27,29,79,35,471 069,1 896 755,112,113,mistral_table,mistral_table,no
369,QUINTA DO SOL,23,62,24,3 152,16 643,11,12,27,9,103 993,664 575,112,113,mistral_table,mistral_table,no
370,QUITANDINHA,14,44,20,3 228,25 388,23,23,57,23,383 050,1 098 061,112,113,mistral_table,mistral_table,no
371,RANCHO ALEGRE,21,31,3,980,6 823,20,20,44,4,133 363,847 111,112,113,mistral_table,mistral_table,no
372,REALEZA,60,182,59,13 772,51 535,63,66,180,65,726 449,4 161 833,112,113,mistral_table,mistral_table,no
373,REBOUÇAS,31,94,29,4 125,12 964,23,23,60,22,295 573,1 184 290,112,113,mistral_table,mistral_table,no
374,RENASCENÇA,32,66,13,3 929,14 365,27,28,68,38,591 439,2 588 046,112,113,mistral_table,mistral_table,no
375,RESERVA,46,89,2,2 400,26 735,45,45,102,32,398 596,2 408 415,112,113,mistral_table,mistral_table,no
376,RIBEIRÃO CLARO,44,90,17,4 061,18 155,49,50,131,46,734 515,2 038 959,112,113,mistral_table,mistral_table,no
