order_number,entry,establishments_1980,personnel_total_1980,personnel_linked_to_commercialization_1980,salaries_withdrawals_other_compensation_1980_mil_cruzeiros,total_revenue_1980_mil_cruzeiros,commercialization_revenue_1980_mil_cruzeiros,companies_headquartered_in_municipality_1985,establishments_1985,personnel_total_1985,personnel_linked_to_commercialization_1985,salaries_withdrawals_other_compensation_1985_mil_cruzeiros,total_revenue_1985_mil_cruzeiros,commercialization_revenue_1985_mil_cruzeiros,source_page_1980,source_page_1985,left_extraction_method,right_extraction_method,needs_review
1248,DEMAIS GENEROS,700,2 052,928,194 637,3 493 350,3 473 745,628,708,2 629,1 503,18 423 969,254 013 967,252 573 599,130,131,mistral_table,mistral_table,no
1249,COMERCIO ATACADISTA,37,288,138,31 641,944 438,943 538,32,38,427,315,4 370 519,99 664 181,99 230 029,130,131,mistral_table,mistral_table,no
1250,NOVA IGUAÇU,3 287,16 584,9 678,1 369 130,27 310 331,27 206 022,3 190,3 457,19 736,12 836,137 990 872,2 393 181 127,2 378 066 112,130,131,mistral_table,mistral_table,no
1251,COMERCIO VAREJISTA,3 167,14 877,8 879,1 185 198,21 654 103,21 550 799,3 104,3 350,17 891,11 804,121 279 600,1 957 179 047,1 942 682 944,130,131,mistral_table,mistral_table,no
1252,"VEICULOS NOVOS E USADOS, PECAS",120,815,395,116 337,2 920 856,2 903 162,206,210,1 043,489,12 250 511,271 078 700,269 284 859,130,131,mistral_table,mistral_table,no
1253,COMBUSTIVEIS E LUBRIFICANTES,89,711,485,94 752,2 429 870,2 412 103,79,92,1 082,874,11 327 732,278 252 517,274 093 489,130,131,mistral_table,mistral_table,no
1254,MERC. EM GERAL - INC. ALIMENTICIOS,62,2 912,2 763,206 704,6 193 758,6 191 358,15,81,4 192,3 910,29 209 717,575 991 735,574 312 148,130,131,mistral_table,mistral_table,no
1255,DEMAIS GENEROS,2 896,10 439,5 236,767 405,10 109 619,10 044 176,2 804,2 967,11 574,6 531,68 491 640,831 856 095,824 992 448,130,131,mistral_table,mistral_table,no
1256,COMERCIO ATACADISTA,113,1 545,790,161 290,5 656 228,5 655 223,86,99,1 666,1 030,13 798 789,436 002 080,435 383 168,130,131,mistral_table,mistral_table,no
1257,PETROPOLIS,1 689,8 565,4 922,820 787,15 103 117,14 991 141,2 105,2 275,11 320,6 948,75 253 887,1 237 790 866,1 228 843 396,130,131,mistral_table,mistral_table,no
1258,COMERCIO VAREJISTA,1 625,7 875,4 631,713 340,12 872 842,12 775 184,2 055,2 214,10 501,6 531,65 842 024,1 093 103 059,1 085 362 814,130,131,mistral_table,mistral_table,no
1259,"TECIDOS, VESTUARIO E ARMARINHO",604,2 152,1 210,164 595,1 914 944,1 912 742,847,929,3 309,1 890,18 200 141,176 780 667,177 582 705,130,131,mistral_table,mistral_table,no
1260,"VEICULOS NOVOS E USADOS, PECAS",55,415,179,68 723,1 615 205,1 598 851,81,83,543,245,5 431 905,158 845 800,157 072 370,130,131,mistral_table,mistral_table,no
1261,MERC. EM GERAL - INC. ALIMENTICIOS,13,900,778,55 229,2 212 802,2 211 843,5,17,1 313,1 253,9 449 328,246 508 126,246 413 291,130,131,mistral_table,mistral_table,no
1262,DEMAIS GENEROS,953,4 408,2 464,424 793,7 129 891,7 051 748,1 122,1 185,5 336,3 143,32 760 690,508 968 446,504 294 448,130,131,mistral_table,mistral_table,no
1263,COMERCIO ATACADISTA,59,639,291,96 105,2 230 275,2 215 957,50,56,632,417,6 227 729,144 066 817,143 480 582,130,131,mistral_table,mistral_table,no
1264,RESSENDE,506,2 098,1 028,188 295,4 617 944,4 573 057,493,580,3 040,1 926,20 771 220,715 757 192,707 246 781,130,131,mistral_table,mistral_table,no
1265,COMERCIO VAREJISTA,488,1 933,958,166 141,3 791 258,3 746 750,476,555,2 846,1 791,19 278 760,336 210 176,329 790 112,130,131,mistral_table,mistral_table,no
1266,"VEICULOS NOVOS E USADOS, PECAS",27,169,42,18 767,434 003,423 129,29,29,258,95,2 228 268,53 903 453,51 867 170,130,131,mistral_table,mistral_table,no
1267,COMBUSTIVEIS E LUBRIFICANTES,25,188,102,17 923,872 576,858 118,27,30,479,372,3 260 948,78 988 299,75 336 204,130,131,mistral_table,mistral_table,no
1268,MERC. EM GERAL - INC. ALIMENTICIOS,15,241,209,18 288,609 023,605 418,7,22,419,368,4 135 320,89 666 491,89 662 925,130,131,mistral_table,mistral_table,no
1269,DEMAIS GENEROS,421,1 335,605,111 163,1 875 656,1 860 085,413,474,1 590,956,9 854 224,113 849 933,112 923 813,130,131,mistral_table,mistral_table,no
1270,COMERCIO ATACADISTA,17,159,70,21 104,826 686,826 307,17,23,185,135,1 451 431,379 547 016,377 456 669,130,131,mistral_table,mistral_table,no
1271,SÃO GONÇALO,2 341,9 707,5 210,819 893,16 546 724,16 522 107,2 535,2 775,12 745,7 795,83 281 946,531 981 085,1 517 233 830,132,133,mistral_table,pdf_text_layout,no
1272,COMERCIO VAREJISTA,2 235,8 821,4 855,692 997,13 566 485,13 545 258,,,,,,,,132,133,mistral_table,pdf_text_layout_partial,yes
1273,"PROD. ALIMENTICIOS, BEBIDAS E FUMO",1 130,2 152,608,132 209,1 860 373,1 860 094,,,,,,,,132,133,mistral_table,pdf_text_layout_partial,yes
1274,COMBUSTÍVEIS E LUBRIFICANTES,56,506,286,64 569,1 742 909,1 735 551,,,,,,,,132,133,mistral_table,pdf_text_layout_partial,yes
1275,MERC. EM GERAL - INC. ALIMENTICIOS,53,1 768,1 568,107 979,3 911 983,3 911 966,,,,,,,,132,133,mistral_table,pdf_text_tokens_partial,yes
1276,DEMAIS GÉNEROS,996,4 395,2 393,388 240,6 051 220,6 037 647,,,,,,,,132,133,mistral_table,pdf_text_layout_partial,yes
1277,COMERCIO ATACADISTA,102,744,355,107 589,2 980 239,2 976 849,119,128,1,125 712,13 850 181,326 528 697,326 333 429,132,133,mistral_table,pdf_text_layout,no
1278,SÃO JOÃO DE MERITI,1 426,10 316,5 142,803 868,9 479 711,9 441 839,1 5SO,1 682,11 146,7 018,94 624 577,1 084 957 064,1 073'717 612,132,133,mistral_table,pdf_text_layout,no
1279,COMERCIO VAREJISTA,1 386,6 746,4 261,440 481,7 865 277,7 851 490,,,,,,,,132,133,mistral_table,pdf_text_layout_partial,yes
1280,"TECIDOS, VESTUÁRIO E ARMARINHO",206,855,516,60 037,665 671,661 684,,,,,,,,132,133,mistral_table,pdf_text_tokens_partial,yes
1281,"FERRAGENS, MAT. ELETR. E ELETRÔNICO",131,668,326,52 366,885 395,879 913,,,,,,,,132,133,mistral_table,pdf_text_tokens_partial,yes
1282,MERC. EM GERAL - INC. ALIMENTICIOS,25,2 189,2 102,125 704,3 054 563,3 054 131,,,,,,,,132,133,mistral_table,pdf_text_layout_partial,yes
1283,DEMAIS GÉNEROS,1 024,3 034,1 317,202 374,3 279 648,3 255 762,,,,,,,,132,133,mistral_table,pdf_text_layout_partial,yes
1284,COMERCIO ATACADISTA,31,1 218,878,105 962,1 594 434,1 590 349,77,79,516,316,4 153 840,143 698 S20,141 934 466,132,133,mistral_table,pdf_text_layout,no
1285,TERESOPOLIS,690,3 102,1 857,242 539,4 781 669,4 754 705,728,800,3 995,2 S78,23 699 770,441 600 860,438 767 148,132,133,mistral_table,pdf_text_layout,no
1286,COMERCIO VAREJISTA,672,2 945,1 767,228 598,4 468 662,4 441 828,710,779,3 844,2 513,22 033 528,375 301 784,372 516 237,132,133,mistral_table,pdf_text_layout,no
1287,"FERRAGENS, MAT. ELETR. E ELETRÔNICO",66,331,174,29 117,560 480,556 033,64,76,485 343,2 425 117,52 032 043,S1 731,798,132,133,mistral_table,pdf_text_layout,no
1288,COMBUSTÍVEIS E LUBRIFICANTES,18,166,127,20 229,665 804,683 659,13,17,194 168,1 704 721,55 269 623,S4 733,411,132,133,mistral_table,pdf_text_layout,no
1289,MERC. EM GERAL - INC. ALIMENTICIOS,13,617,524,39 989,1 315 816,1 313 972,2,6,578,564,3 952 540,106 807 604,106 807 604,132,133,mistral_table,pdf_text_layout,no
1290,DEMAIS GÉNEROS,575,1 831,942,139 263,1 906 562,1 888 164,631,680,2 587,1 438,13 951 150 161,192 514,159 243 424,132,133,mistral_table,pdf_text_layout,no
1291,COMERCIO ATACADISTA,17,156,89,13 887,313 007,312 877,18,20,143,65,960 310,66 299 076,66 2SO 911,132,133,mistral_table,pdf_text_layout,no
1292,VOLTA REDONDA,972,6 511,4 140,645 218,15 282 328,15 217 187,,,,,,,,132,133,mistral_table,pdf_text_layout_partial,yes
1293,COMERCIO VAREJISTA,900,5 647,3 851,534 906,10 440 452,10 376 745,,,,,,,,132,133,mistral_table,missing,yes
1294,"TECIDOS, VESTUÁRIO E ARMARINHO",231,1 011,647,88 075,972 199,965 956,220 262,1 351 915,8,163 094,79 900 982,79,147 191,132,133,mistral_table,pdf_text_layout,no
1295,COMBUSTÍVEIS E LUBRIFICANTES,24,289,1 199,29 303,1 365 599,1 362 632,,,,,,,,132,133,mistral_table,pdf_text_layout_partial,yes
1296,MERC. EM GERAL - INC. ALIMENTICIOS,41,1 408,1 294,131 782,2 947 132,2 942 747,,,,,,,,132,133,mistral_table,pdf_text_tokens_partial,yes
1297,DEMAIS GÉNEROS,604,2 939,1 711,285 746,5 151 522,5 105 112,,,,,,,,132,133,mistral_table,pdf_text_tokens_partial,yes
1298,COMERCIO ATACADISTA,46,519,288,54 565,4 841 876,4 840 442,46,55,842,701,7 386 148,32S 494 981,323 287 170,132,133,mistral_table,pdf_text_layout,no
1299,ANORA DOS REIS,333,1 189,607,116 114,2 830 428,2 824 929,450,506,2 362,1 368,15 587 376,276 225 988,275 370 944,132,133,mistral_table,pdf_text_layout,no
1300,ARARUAMA,261,1 114,568,89 343,1 804 259,1 801 469,346,379,1 659,1 052,11 737 344,203 409 221,201 349 353,132,133,mistral_table,pdf_text_layout,no
1301,BARRA DO PIRAI,351,1 596,901,137 337,2 659 790,2 640 891,369,423,019,1 323,14 413 319,238 731 502,235 353 694,132,133,mistral_table,pdf_text_layout,no
1302,BOM JARDIM,123,346,103,21 836,628 090,621 591,110,11 s,381,158,844 128,43 223 375,43 206 585,132,133,mistral_table,pdf_text_layout,no
1303,BOM JESUS DO ITABAPOANA,151,712,315,48 801,1 271 240,1 268 493,170,187,955,615,4 317 784,103 S53 296,102 523 794,132,133,mistral_table,pdf_text_layout,no
1304,CABO FRIO,532,2 361,1 242,205 349,3 933 453,3 917 444,654,748,3 529,2 368,20 677 711,390 915 862,389 715 328,132,133,mistral_table,pdf_text_layout,no
1305,CACHOEIRAS DE MACACU,212,554,240,32 447,685 848,682 075,1S1,16S,595,349,2 649 142,64 381 844,64 1 60 12 9,132,133,mistral_table,pdf_text_layout,no
1306,CAMBUCI,112,197,48,8 829,211 297,211 297,97,101,243,86,2 092 021,12 510 026,12 419 826,132,133,mistral_table,pdf_text_layout,no
1307,CANTAGALO,111,282,98,18 838,339 494,338 924,83,98,318,170,1 378 777,28 641 411,28 633 177,132,133,mistral_table,pdf_text_layout,no
1308,CARMO,72,227,59,8 332,222 013,221 532,53,56,141,70,809 983,17 243 057,17 2 1 8 4 94,132,133,mistral_table,pdf_text_layout,no
1309,CASIMIRO DE ABREU,150,379,164,23 653,560 886,555 874,1 51,1'64,533,282,2 951 610,55 164 894,54 766 072,132,133,mistral_table,pdf_text_layout,no
1310,CONCEIÇÃO DE MACABU,71,173,70,10 529,281 590,281 574,81,83,235 130,321 779,21 301 598,21,121 478,132,133,mistral_table,pdf_text_layout,no
1311,CORDEIRO,124,344,132,25 980,674 296,668 358,101,114,407,245,2 171 281,39 8SS 984,39 825 793,132,133,mistral_table,pdf_text_layout,no
1312,DUAS BARRAS,37,73,13,3 325,109 326,109 001,34,34,77,29,379 356,10 487 390,10 464 719,132,133,mistral_table,pdf_text_layout,no
1313,ENGENHEIRO PAULO DE FRONTIN,46,228,89,14 739,296 847,294 924,41,44,155,86,1 138 491,1 6 906 S68,16 840 ~62,132,133,mistral_table,pdf_text_layout,no
1314,ITAOCARA,127,366,129,17 814,375 330,375 082,154,161,539,250,2 506 935,so 842 646,so 801 075,132,133,mistral_table,pdf_text_layout,no
1315,ITAPERUNA,466,1 475,658,97 916,2 443 963,2 438 656,,,,,,,,132,133,mistral_table,missing,yes
1316,LAJE DO MURIAE,37,83,15,3 170,92 477,91 906,26,27,46,16,235 524,200 19S,171 864,132,133,mistral_table,pdf_text_layout,no
1317,MACAE,556,1 928,1 063,159 819,4 027 535,4 008 541,502,586,2 843,1 854,2.2 364 400,S90 100 360,S87 578 464,132,133,mistral_table,pdf_text_layout,no
1318,MANGARATIBA,85,206,70,15 735,288 331,286 814,"82,",87,276 125,s15,or6,30 203 764,29 990 88S,132,133,mistral_table,pdf_text_layout,no
1319,MARICA,198,554,270,42 272,863 044,862 565,180,193,871,527,268 2S7,79 117 736,77 967 123,132,133,mistral_table,pdf_text_layout,no
1320,MENDES,92,331,145,25 988,453 781,451 832,,,,,,,,132,133,mistral_table,missing,yes
1321,MIGUEL PEREIRA,110,485,252,31 854,680 373,670 591,106,120,470,265,2 803 839,51 438 336,50 845 91S,132,133,mistral_table,pdf_text_layout,no
1322,MIRACEMA,161,396,154,22 078,479 683,477 491,163,178,530,237,2 202 318,46 873 614,46 367 926,132,133,mistral_table,pdf_text_layout,no
1323,NATIVIDADE,99,333,139,17 884,639 661,639 405,,,,,,,,132,133,mistral_table,missing,yes
1324,PARACAMBI,132,531,327,32 951,705 152,702 057,139,145,595,385,3 303 064,56 926 303,55 734 469,134,135,mistral_table,mistral_table,no
1325,PARAIBA DO SUL,149,471,209,33 621,590 664,586 089,171,185,711,432,3 941 051,75 565 557,75 357 325,134,135,mistral_table,mistral_table,no
1326,PARATI,131,322,146,21 470,362 165,359 907,143,156,459,240,3 047 085,38 576 618,38 342 797,134,135,mistral_table,mistral_table,no
1327,PIRAI,130,397,153,27 537,580 829,564 696,142,151,583,266,3 675 692,55 369 976,54 631 031,134,135,mistral_table,mistral_table,no
1328,PORCIUNCULA,84,204,49,8 840,178 445,178 282,86,91,223,77,888 606,14 277 793,14 236 898,134,135,mistral_table,mistral_table,no
1329,RIO BONITO,310,1 152,491,94 263,2 287 844,2 243 476,286,303,1 563,1 073,9 409 143,177 115 343,170 675 083,134,135,mistral_table,mistral_table,no
1330,RIO CLARO,51,112,39,7 581,178 423,176 542,48,52,160,60,744 555,17 962 208,16 958 115,134,135,mistral_table,mistral_table,no
1331,RIO DAS FLORES,20,45,15,2 466,59 183,59 183,25,28,56,18,255 869,7 326 809,7 237 402,134,135,mistral_table,mistral_table,no
1332,SANTA MARIA MADALENA,54,117,24,4 539,87 158,84 371,48,50,127,60,412 216,6 072 392,5 633 111,134,135,mistral_table,mistral_table,no
1333,SANTO ANTONIO DE PADUA,269,837,267,55 955,1 285 577,1 278 485,247,261,939,485,3 859 596,90 980 132,89 117 781,134,135,mistral_table,mistral_table,no
1334,SÃO FIDELIS,190,459,172,26 510,710 963,709 053,288,308,869,397,4 500 191,60 466 550,59 639 946,134,135,mistral_table,mistral_table,no
1335,SÃO JOÃO DA BARRA,268,596,88,30 569,374 364,374 364,496,501,1 171,557,9 915 356,60 884 939,59 566 539,134,135,mistral_table,mistral_table,no
1336,SÃO PEDRO DA ALDEIA,201,684,298,65 813,1 513 299,1 510 318,222,239,856,477,5 923 173,88 731 983,88 360 685,134,135,mistral_table,mistral_table,no
1337,SÃO SEBASTIÃO DO ALTO,44,72,5,2 625,40 736,39 558,16,16,44,15,231 179,2 302 459,2 299 256,134,135,mistral_table,mistral_table,no
1338,SAPUCAIA,80,315,137,32 008,761 653,754 895,84,96,495,249,3 160 803,83 496 044,81 299 279,134,135,mistral_table,mistral_table,no
1339,SAQUAREMA,211,505,166,33 449,682 904,662 235,190,209,646,287,4 317 064,61 339 244,60 713 604,134,135,mistral_table,mistral_table,no
1340,SILVA JARDIM,73,161,33,8 742,159 926,159 926,80,81,211,94,1 536 394,18 320 501,18 270 161,134,135,mistral_table,mistral_table,no
1341,SUMIDOURO,58,96,7,4 167,64 693,63 359,50,50,116,36,549 427,7 161 012,7 111 405,134,135,mistral_table,mistral_table,no
1342,TRAJANO DE MORAIS,45,106,19,4 391,73 628,72 422,50,51,124,51,562 585,7 795 971,7 756 259,134,135,mistral_table,mistral_table,no
1343,TRES RIGS,408,2 100,1 301,165 553,3 377 587,3 354 659,429,486,2 491,1 556,15 004 608,282 801 096,277 754 967,134,135,mistral_table,mistral_table,no
1344,VALENÇA,298,1 268,682,3 650 920,1 881 299,1 867 300,323,372,1 479,905,9 078 319,161 864 258,161 210 561,134,135,mistral_table,mistral_table,no
1345,VASSOURAS,259,890,352,71 679,1 329 166,1 324 454,267,294,940,480,5 606 088,100 676 862,100 106 416,134,135,mistral_table,mistral_table,no
1346,SÃO PAULO,156 813,838 315,405 897,116 989 544,2 560 114 813,2 538 658 779,16'4 755,181 606,1 073 950,615 677,11 702 863 072,256 659 366 948,252 889 933 815,134,135,mistral_table,pdf_text_layout,no
1347,COMERCIO VAREJISTA,141 684,643 087,334 612,72 098 289,1 357 507 009,1 345 441 401,151 482,165 064,836 915,496 758,7 467 271 189,127 128 530 878,125 191 612 735,134,135,mistral_table,pdf_text_layout,no
1348,"PROD. ALIMENTICIOS, BEBIDAS E FUMO",48 607,109 366,21 581,8 337 438,125 586 859,124 937 855,52 170,53 768,150 443,57 764,960 094 594,12 058 935 691,11 839 059 428,134,135,mistral_table,pdf_text_layout,no
1349,"PROD. FARMACÊUTICOS, ODONT. E VETER",8 146,38 975,21 726,4 293 102,65 782 641,65 173 904,9 963,10 835,51 094,30 753,415 669 651,5 941 635 491,5 879 749 311,134,135,mistral_table,pdf_text_layout,no
1350,"TECIDOS, VESTUÁRIO E ARMARINHO",29 766,119 739,95 225,11 334 111,122 532 347,122 163 735,31 157,34 328,1 51 243,90 367,1 200 178 524,11 936 029 954,11 880 121 285,134,135,mistral_table,pdf_text_layout,no
1351,MAG. E APARELHOS ELETR. USO DOMEST,7 879,49 554,27 358,6 625 015,110 106 539,109 186 030,6 527,8 676,55 471,36 222,625 678 722,7 524 883 947,7 446 691 033,134,135,mistral_table,pdf_text_layout,no
1352,"FERRAGENS, MAT. ELETR. E ELETRÔNICO",10 633,65 863,31 724,7 870 846,134 274 070,133 029 089,12 687,13 807,80 889,47 537,738 829 400,11 303 079 365,11 107 555 528,134,135,mistral_table,pdf_text_layout,no
1353,"VEICULOS NOVOS E USADOS, PEÇAS",7 801,47 715,22 769,7 372 217,200 955 867,198 477 162,11 059,11 895,81 707,42 683,1 048 298 858,21 817 589 283,21 118 944 822,134,135,mistral_table,pdf_text_layout,no
1354,MAG. E EQUIP. DE USO INDUSTRIAL,1 912,17 200,8 278,4 102 829,65 962 871,64 137 813,2 519,2 796,20 780,11 035,289 018 446,5 204 707 163,4 992 324 793,134,135,mistral_table,pdf_text_layout,no
1355,COMBUSTÍVEIS E LUBRIFICANTES,5 608,41 070,25 162,4 576 468,205 693 299,204 321 005,5 486,s 851,47 920,33 712,514 158 274,17 653 139 275,17 514 095 477,134,135,mistral_table,pdf_text_layout,no
1356,"PAPELARIAS, LIVRARIAS",4 631,17 261,8 547,1 970 621,18 539 738,18 431 662,3 729,4 121,16 460,9 294,139 250 705,1 249 324 826,1 233 190 142,134,135,mistral_table,pdf_text_layout,no
1357,MERC. EM GERAL - INC. ALIMENTÍCIOS,3 894,77 873,63 476,8 324 935,219 411 866,218 964 436,"2 27""",3 678,102 457,90 137,857 496 504,23 790 364 681,23 728 241 787,134,135,mistral_table,pdf_text_layout,no
1358,MERC. EM GERAL - EXC. ALIMENTÍCIOS,866,17 802,13 614,3 079 433,45 202 508,44 572 116,283,573,26 380,21 277,269 889 114,4 868 974 166,4 793 962 093,134,135,mistral_table,pdf_text_layout,no
1359,ARTIGOS DIVERSOS,10 544,37 274,17 974,3 905 942,39 844 193,38 464 631,12 073,13 162,47 509,24 141,378 803 138,3 477 339 229,3 356 700 705,134,135,mistral_table,pdf_text_layout,no
1360,ARTIGOS USADOS,1 199,3 399,1 182,305 332,3 614 209,3 581 963,1 555,1 574,4 562,1 836,29 905 259,302 527 807,300 976 331,134,135,mistral_table,pdf_text_layout,no
1361,COMERCIO ATACADISTA,13 289,141 852,68 838,27 396 673,1 202 607 804,1 193 217 378,,,,,,,,134,135,mistral_table,mistral_table_partial,yes
1362,PRODUTOS EXTRATIVOS E AGROPECUÁRIOS,454,4 080,1 790,663 486,35 394 394,34 708 882,885 956,6 728,3 536,99 269 830,4 503 331 764,4 460,856 922,134,135,mistral_table,pdf_text_layout,no
1363,"PROD. ALIMENTÍCIOS, BEBIDAS E FUMO",8 985,44 533,2 501,7 002 453,394 534 610,392 611 871,,,,,,,,134,135,mistral_table,pdf_text_tokens_partial,yes
1364,"PROD. FARMACÊUTICOS, ODONT. E VETER",812,11 722,6 412,2 834 508,85 279 078,84 175 214,,,,,,,,134,135,mistral_table,pdf_text_tokens_partial,yes
1365,"TECIDOS, VESTUÁRIO E ARMARINHO",1 424,11 968,7 072,1 845 765,53 684 602,53 275 647,,,,,,,,134,135,mistral_table,pdf_text_tokens_partial,yes
1366,MAG. E APARELHOS ELETR. USO DOMEST,258,2 860,1 297,485 471,27 094 295,27 047 538,,,,,,,,134,135,mistral_table,missing,yes
1367,"FERRAGENS, MAT. ELETR. E ELETRÔNICO",1 876,23 576,10 457,5 089 771,126 739 947,125 813 874,,,,,,,,134,135,mistral_table,pdf_text_tokens_partial,yes
1368,"VEICULOS NOVOS E USADOS, PEÇAS",455,7 377,3 608,1 737 374,49 440 865,45 119 812,,,,,,,,134,135,mistral_table,pdf_text_layout_partial,yes
1369,MAG. E EQUIP. DE USO INDUSTRIAL,494,7 147,2 980,2 462 360,37 217 947,35 038 959,515 610,8 437,4 732,199 961 953,3 187 682 644,3 041,582 742,134,135,mistral_table,pdf_text_layout,no
1370,COMBUSTÍVEIS E LUBRIFICANTES,241,4 346,1 948,1 236 500,289 031 284,288 470 611,104 268,5 202,3 325,130 419 701,34 403 084 648,34 296,222 775,134,135,mistral_table,pdf_text_layout,no
1371,"PAPELARIAS, LIVRARIAS",460,5 104,2 424,989 700,23 810 261,23 642 523,456 553,8 924,4 883,143 707 280,3 794 987 092,3 674,604 257,134,135,mistral_table,pdf_text_layout,no
1372,MERC. EM GERAL - INC. ALIMENTÍCIOS,87,4 278,2 630,840 030,36 059 486,35 444 331,,,,,,,,134,135,mistral_table,pdf_text_tokens_partial,yes
1373,MERC. EM GERAL - EXC. ALIMENTÍCIOS,47,508,287,73 269,1 632 378,1 629 963,,,,,,,,134,135,mistral_table,pdf_text_layout_partial,yes
1374,ARTIGOS DIVERSOS,733,6 465,3 221,1 186 910,22 235 052,21 973 112,885 996,9 777,6 048,133 316 747,2 813 092 574,2 718,579 661,134,135,mistral_table,pdf_text_layout,no
1375,ARTIGOS USADOS,983,7 888,3 211,948 076,20 453 615,20 265 041,863 907,7 836,4 600,83 677 018,2 020 148 044,2 001,338 671,134,135,mistral_table,pdf_text_layout,no
1376,REGIÃO METROPOLITANA,74 955,465 719,228 275,75 293 804,1 571 769 336,1 557 294 693,74 774,82 145,586 207,336 200,7 493 536 635,150 888 506 792,148 401 668 480,134,135,mistral_table,pdf_text_layout,no
1377,COMERCIO VAREJISTA,65 585,323 957,178 471,41 489 505,745 236 795,738 240 809,,,,,,,,134,135,mistral_table,mistral_table_partial,yes
1378,"PROD. ALIMENTÍCIOS, BEBIDAS E FUMO",20 883,47 159,12 347,4 073 779,58 252 251,57 981 780,,,,,,,,134,135,mistral_table,mistral_table_partial,yes
1379,"PROD. FARMACÊUTICOS, ODONT. E VETER",3 729,18 939,10 823,2 156 430,22 101 113,21 910 818,,,,,,,,134,135,mistral_table,mistral_table_partial,yes
1380,"TECIDOS, VESTUÁRIO E ARMARINHO",13 454,60 561,35 112,6 574 147,69 040 907,68 798 035,,,,,,,,134,135,mistral_table,mistral_table_partial,yes
1381,MAG. E APARELHOS ELETR. USO DOMEST,3 918,25 461,14 328,2 857 730,65 589 682,65 010 244,,,,,,,,134,135,mistral_table,mistral_table_partial,yes
1382,"FERRAGENS, MAT. ELETR. E ELETRÔNICO",5 435,33 110,15 929,4 434 024,72 920 092,72 305 197,,,,,,,,134,135,mistral_table,mistral_table_partial,yes
1383,"VEICULOS NOVOS E USADOS, PEÇAS",2 858,24 116,11 493,4 156 658,116 700 118,115 456 128,,,,,,,,134,135,mistral_table,mistral_table_partial,yes
1384,MAG. E EQUIP. DE USO INDUSTRIAL,892,9 158,4 439,2 713 495,38 081 384,36 737 417,,,,,,,,134,135,mistral_table,mistral_table_partial,yes
1385,COMBUSTÍVEIS E LUBRIFICANTES,2 244,18 063,11 425,2 229 253,104 234 386,103 888 527,,,,,,,,136,137,mistral_table,missing,yes
1386,"PAPELARIAS, LIVRARIAS",2 920,11 537,5 575,1 473 450,13 203 249,13 127 710,,,,,,,,136,137,mistral_table,mistral_markdown_partial,yes
1387,MARC. EM GERAL - INC. ALIMENTICIOS,1 347,40 338,34 523,4 718 849,122 409 183,122 143 740,653,1 142,53 624,48 143,475 149 430,12 325 364 581,12 293 364 307,136,137,mistral_table,pdf_text_layout,no
1388,MERC. EM GERAL - EXC. ALIMENTICIOS,521,11 382,9 217,2 257 307,32 970 127,32 371 760,141,276,18 012,14 209,192 978 220,3 314 160 474,3 249 314 921,136,137,mistral_table,pdf_text_layout,no
1389,ARTIGOS DIVERSOS,5 687,21 446,10 554,2 637 350,27 215 714,26 225 978,6 086,6 605,27 264,14 305,252 474 894,2 378 390 086,2 293 416 099,136,137,mistral_table,pdf_text_layout,no
1390,ARTIGOS USADOS,699,2 057,706,207 023,2 518 529,2 503 475,726,734,2 251,983,16 422 646,175 094 028,174 425 661,136,137,mistral_table,pdf_text_layout,no
1391,COMERCIO ATACADISTA,8 301,99 430,47 673,20 988 393,826 532 541,819 053 884,8 430,9 512,131 441,80 571,2 226 971 240,85 010 303 906,83 637 998 189,136,137,mistral_table,pdf_text_layout,no
1392,PRODUTOS EXTRATIVOS E ADROPECUARIOS,121,1 040,359,225 142,11 772 114,11 618 406,302,315,2 626,1 243,52 767 524,2 741 582 160,2 726 766 573,136,137,mistral_table,pdf_text_layout,no
1393,"PROD. ALIMENTICIOS, BEBIDAS E FUMO",2 370,23 303,12 357,4 020 099,247 667 785,246 386 246,1 841,2 146,28 968,20 216,406 444 533,15 765 452 755,15 648 559 833,136,137,mistral_table,pdf_text_layout,no
1394,"PROD. FARMACÑUTOS, ODONT. E VETER",510,8 617,3 910,2 237 082,67 931 238,66 931 001,549,622,12 575,7 923,238 696 803,6 807 000 615,6 577 691 715,136,137,mistral_table,pdf_text_layout,no
1395,"ARTIGOS, VESTUARIO E ARMARINHO",1 199,10 594,6 274,1 697 713,48 937 574,48 554 616,576,1 746,16 921,10 981,209 129 611,6 185 841 982,6 128 420 113,136,137,mistral_table,pdf_text_layout,no
1396,MAQ. E APARELHOS ELETR. USO DOMEST,179,2 315,1 043,410 515,24 910 895,24 882 508,180,212,2 940,1 615,52 082 340,3 377 885 030,3 353 292 632,136,137,mistral_table,pdf_text_layout,no
1397,"FERRAGENS, MAT. ELETR. E ELECTRONICO",1 458,19 991,8 820,4 512 746,32 241 438,31 438 508,567,1 745,25 284,14 056,465 614 478,10 888 486 610,10 681 483 042,136,137,mistral_table,pdf_text_layout,no
1398,"VEICULOS NOVOS E USADOS, PECAS",323,5 518,2 507,1 366 494,38 387 010,38 094 530,375,414,8 457,4 855,163 041 440,5 265 456 552,5 105 065 318,136,137,mistral_table,pdf_text_layout,no
