order_number,entry,establishments_1980,personnel_total_1980,personnel_linked_to_service_activity_1980,salaries_withdrawals_1980_mil_cruzeiros,total_revenue_1980_mil_cruzeiros,companies_headquartered_in_municipality_1985,establishments_1985,personnel_total_1985,personnel_linked_to_service_activity_1985,salaries_withdrawals_1985_mil_cruzeiros,total_revenue_1985_mil_cruzeiros,source_page_1980,source_page_1985,left_extraction_method,right_extraction_method,needs_review
426,REGIÃO METROPOLITANA,3 764,30 752,21 849,3 267 676,11 514 603,4 238,4 492,36 090,27 168,337 276 769,1 162 865 842,186,187,mistral_table,mistral_table,no
427,ALOJAMENTO E ALIMENTAÇÃO,1 652,7 418,4 567,503 844,2 653 490,1 614,1 682,8 974,6 146,51 712 106,273 521 779,186,187,mistral_table,mistral_table,no
428,ALOJAMENTO,115,1 684,1 225,154 372,728 869,127,132,2 519,2 140,16 054 204,107 247 297,186,187,mistral_table,mistral_table,no
429,ALIMENTAÇÃO,1 537,5 734,3 342,349 472,1 924 621,1 487,1 550,6 455,4 006,35 657 902,166 274 482,186,187,mistral_table,mistral_table,no
430,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",706,3 442,2 199,313 301,918 988,1 073,1 095,4 693,3 229,37 118 401,101 978 702,186,187,mistral_table,mistral_table,no
431,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",706,3 442,2 199,313 301,918 988,1 073,1 095,4 693,3 229,37 118 401,101 978 702,186,187,mistral_table,mistral_table,no
432,"PESSOAIS, DE HIGIENE E ESTÉTICA PESSOAL",263,1 104,725,85 034,244 169,275,286,1 105,722,7 776 524,21 689 676,186,187,mistral_table,mistral_table,no
433,PESSOAIS,85,506,336,31 950,130 241,78,84,456,332,2 940 473,10 654 350,186,187,mistral_table,mistral_table,no
434,HIGIENE E DE ESTÉTICA PESSOAL,178,598,389,53 084,113 928,197,202,649,390,4 836 051,11 035 328,186,187,mistral_table,mistral_table,no
435,"RADIOFUSÃO, TELEVISÃO E DIVERSÕES",48,1 026,645,127 698,632 580,26,35,974,670,13 239 441,86 899 295,186,187,mistral_table,mistral_table,no
436,RADIOFUSÃO E TELEVISÃO,15,912,556,119 209,516 970,9,11,837,564,12 151 615,78 168 819,186,187,mistral_table,mistral_table,no
437,DIVERSÕES,33,114,89,8 490,115 610,17,24,137,106,1 087 626,8 730 476,186,187,mistral_table,mistral_table,no
438,AUXILIARES DIVERSOS,866,16 926,13 311,2 117 733,6 152 962,1 112,1 254,18 980,15 382,215 779 646,617 668 931,186,187,mistral_table,mistral_table,no
439,AUX. DA AGROPECUÁRIA E REFLORESTAMENTO,15,2 019,1 078,607 739,812 965,4,7,2 249,1 433,54 801 849,96 282 676,186,187,mistral_table,mistral_table,no
440,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",312,1 836,1 113,274 446,1 555 819,347,388,2 497,1 707,34 433 282,165 137 334,186,187,mistral_table,mistral_table,no
441,"AUX. FINANC., SEGUROS E CAPITALIZAÇÃO",13,122,1 131,16 111,86 350,16,26,145,92,2 976 427,16 821 478,186,187,mistral_table,mistral_table,no
442,AUXILIARES DOS TRANSPORTES,106,1 198,931,196 371,694 892,58,64,1 518,1 255,25 505 765,73 742 698,186,187,mistral_table,mistral_table,no
443,"AUX. CONSTRUÇÃO, OBRAS, GEOGESIA, ETC",52,738,551,132 073,508 403,50,57,529,420,7 489 357,26 295 281,186,187,mistral_table,mistral_table,no
444,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",26,2 061,1 825,111 514,316 138,46,52,3 932,3 750,20 016 966,51 802 692,186,187,mistral_table,mistral_table,no
445,AUX. PRESTADOS À EMPRESAS E PESSOAS,360,8 391,7 368,729 391,2 014 722,530,577,7 661,6 378,67 307 164,155 701 958,186,187,mistral_table,mistral_table,no
446,AUXILIARES DA SAÚDE,63,550,360,48 088,163 573,61,63,449,347,3 448 836,11 882 514,186,187,mistral_table,mistral_table,no
447,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMOVEIS",129,836,402,120 066,912 514,138,140,1 364,1 019,11 650 651,61 109 759,186,187,mistral_table,mistral_table,no
448,COMPRA E VENDA DE BENS IMOVEIS,93,545,262,81 990,674 145,65,66,225,106,2 193 014,8 811 465,186,187,mistral_table,mistral_table,no
449,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",36,291,140,38 076,238 369,73,74,1 139,913,9 457 637,52 298 294,186,187,mistral_table,mistral_table,no
450,FORTALEZA,3 505,29 916,21 407,3 212 374,11 274 212,3 844,4 092,33 582,25 194,322 217 473,1 109 178 923,188,189,mistral_table,mistral_table,no
451,ALOJAMENTO E ALIMENTAÇÃO,1 465,6 836,4 296,469 252,2 454 004,1 361,1 426,8 143,5 874,46 711 192,253 083 904,188,189,mistral_table,mistral_table,no
452,ALOJAMENTO,109,1 579,1 138,148 680,699 411,120,125,2 462,2 098,15 715 406,105 884 864,188,189,mistral_table,mistral_table,no
453,ALIMENTAÇÃO,1 360,5 257,3 158,320 572,1 754 593,1 241,1 301,5 681,3 576,30 995 786,147 199 040,188,189,mistral_table,mistral_table,no
454,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",659,3 299,2 112,301 866,895 262,969,990,4 346,3 006,34 152 200,95 131 164,188,189,mistral_table,mistral_table,no
455,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",659,3 299,2 112,301 866,895 262,969,990,4 346,3 006,34 152 200,95 131 164,188,189,mistral_table,mistral_table,no
456,"PESSOAIS, DE HIGIENE E ESTETICA PESSOAL",254,1 074,703,81 838,238 354,253,264,1 052,592,7 250 232,20 431 576,188,189,mistral_table,mistral_table,no
457,PESSOAIS,80,497,333,31 531,128 662,66,72,433,321,2 724 633,9 932 850,188,189,mistral_table,mistral_table,no
458,HIGIENE E DE ESTETICA PESSOAL,174,577,370,50 307,109 692,187,192,619,371,4 525 599,10 498 726,188,189,mistral_table,mistral_table,no
459,"RADIODIFUSÃO, TELEVISÃO E DIVERSÕES",43,1 013,637,126 474,629 991,25,34,972,670,13 235 576,86 877 295,188,189,mistral_table,mistral_table,no
460,RADIODIFUSÃO E TELEVISÃO,13,906,551,118 522,515 772,9,11,837,564,12 151 815,78 168 815,188,189,mistral_table,mistral_table,no
461,DIVERSÕES,30,107,86,7 952,114 219,16,23,135,106,1 083 761,8 708 476,188,189,mistral_table,mistral_table,no
462,AUXILIARES DIVERSOS,951,16 860,13 257,2 112 878,6 144 087,1 099,1 239,17 707,14 134,209 244 722,592 580 225,188,189,mistral_table,mistral_table,no
463,AUX. DA AGROPECUARIA E REFLORESTAMENTO,15,2 019,1 078,607 739,812 965,4,7,2 249,1 433,54 601 849,96 282 676,188,189,mistral_table,mistral_table,no
464,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",312,1 836,1 113,274 449,1 555 819,347,388,2 497,1 707,34 433 282,185 137 334,188,189,mistral_table,mistral_table,no
465,"AUX. FINANC., SEGUROS E CAPITALIZAÇÃO",32,133,85,18 111,86 350,15,25,143,91,2 950 495,15 767 308,188,189,mistral_table,mistral_table,no
466,AUXILIARES DOS TRANSPORTES,104,1 194,928,195 699,693 286,58,84,518,1 255,25 505 765,73 742 698,188,189,mistral_table,mistral_table,no
467,"AUX. CONSTRUÇÃO, OBRAS, GEODESIA, ETC",52,738,551,132 073,508 403,49,56,527,419,7 476 637,26 272 281,188,189,mistral_table,mistral_table,no
468,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",26,2 061,1 825,111 514,316 138,45,50,3 115,2 944,16 499 008,43 123 399,188,189,mistral_table,mistral_table,no
469,AUX. PRESTADOS A EMPRESAS E PESSOAS,348,8 331,7 318,725 376,2 008 638,523,569,7 216,5 941,64 384 950,139 582 015,188,189,mistral_table,mistral_table,no
470,AUXILIARES DA SAÚDE,62,548,359,47 920,162 488,58,60,442,344,3 392 736,11 672 514,188,189,mistral_table,mistral_table,no
471,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMOVEIS",129,836,402,120 066,912 514,137,139,1 362,1 018,11 623 561,61 074 759,188,189,mistral_table,mistral_table,no
472,COMPRA E VENDA DE BENS IMOVEIS,93,545,262,81 990,674 145,64,65,223,105,2 195 914,8 776 465,188,189,mistral_table,mistral_table,no
473,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",36,291,140,38 076,238 369,73,74,1 139,913,9 457 637,52 298 294,188,189,mistral_table,mistral_table,no
474,CAUCAIA,79,219,78,11 499,60 926,196,196,663,408,4 492 694,14 775 847,188,189,mistral_table,mistral_table,no
475,ALIMENTAÇÃO,59,157,37,5 961,49 390,123,123,410,244,2 579 345,9 760 782,188,189,mistral_table,mistral_table,no
476,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",14,40,25,2 905,7 011,50,50,177,117,1 359 888,3 660 160,188,189,mistral_table,mistral_table,no
477,PESSOAIS,3,5,1,119,859,6,6,13,7,93 140,409 800,188,189,mistral_table,mistral_table,no
478,DEMAIS GÊNEROS,3,17,15,2 514,3 666,17,17,63,40,460 321,1 045 105,188,189,mistral_table,mistral_table,no
479,JUAZEIRO DO NORTE,239,940,561,61 409,207 698,420,435,1 583,982,9 919 226,34 091 223,188,189,mistral_table,mistral_table,no
480,ALOJAMENTO,13,76,39,2 759,13 596,21,24,173,136,735 105,3 644 297,188,189,mistral_table,mistral_table,no
481,ALIMENTAÇÃO,86,189,80,8 442,39 148,134,137,389,178,1 873 076,10 387 994,188,189,mistral_table,mistral_table,no
482,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",85,348,240,22 985,49 891,157,159,495,308,3 592 273,8 981 068,188,189,mistral_table,mistral_table,no
483,DEMAIS GÊNEROS,75,327,202,27 223,105 063,108,115,526,360,3 718 772,11 077 864,188,189,mistral_table,mistral_table,no
484,SOBRAL,192,852,558,64 496,230 933,206,211,808,523,5 586 586,17 289 589,188,189,mistral_table,mistral_table,no
485,ALIMENTAÇÃO,67,268,163,15 803,88 019,67,67,212,111,1 333 834,5 541 796,188,189,mistral_table,mistral_table,no
486,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",64,220,137,17 072,42 634,67,69,285,203,2 106 633,5 631 450,188,189,mistral_table,mistral_table,no
487,AUX. PRESTADOS A EMPRESAS E PESSOAS,23,163,132,17 280,44 676,32,33,133,90,974 736,2 122 059,188,189,mistral_table,mistral_table,no
488,DEMAIS GÊNEROS,38,201,126,14 344,55 604,40,42,178,119,1 171 383,3 994 284,188,189,mistral_table,mistral_table,no
489,ABAIARA,-,-,-,-,-,25,25,57,25,235 635,774 500,188,189,mistral_table,mistral_table,no
490,ACARAU,19,45,16,2 923,11 076,52,52,157,96,1 677 000,6 326 655,188,189,mistral_table,mistral_table,no
491,ACOPIARA,55,142,62,11 238,52 894,91,91,243,113,903 252,4 377 082,188,189,mistral_table,mistral_table,no
492,AIUABA,9,25,6,683,3 667,8,8,25,9,31 250,236 000,188,189,mistral_table,mistral_table,no
493,ALCANTARAS,-,-,-,-,-,1,1,(A),(A),(X),(A),188,189,mistral_table,mistral_table,no
494,ALTANEIRA,4,11,4,472,1 149,23,23,51,25,109 019,236 382,188,189,mistral_table,mistral_table,no
495,ALTO SANTO,8,32,14,1 483,6 048,17,17,61,27,454 484,1 814 363,188,189,mistral_table,mistral_table,no
496,ANTONINA DO NORTE,-,-,-,-,-,15,15,43,22,154 220,734 600,188,189,mistral_table,mistral_table,no
497,APUIARES,3,6,3,322,610,1,1,(A),(A),(X),(A),188,189,mistral_table,mistral_table,no
498,AQUIRAZ,29,163,109,8 312,54 763,60,61,235,124,1 069 954,5 620 812,188,189,mistral_table,mistral_table,no
499,ARACATI,49,186,104,10 599,40 009,95,95,331,190,2 325 856,6 844 948,188,189,mistral_table,mistral_table,no
500,ARACOIABA,19,39,16,2 361,11 289,23,26,74,48,649 285,1 959 719,188,189,mistral_table,mistral_table,no
501,ARARIPE,2,(A),(A),(A),(A),13,13,37,18,75 483,355 852,188,189,mistral_table,mistral_table,no
502,ARATUBA,5,14,4,696,2 986,15,15,39,18,113 023,380 358,188,189,mistral_table,mistral_table,no
503,ARNEIROZ,5,12,-,62,1 229,2,2,(A),(A),(X),(A),188,189,mistral_table,mistral_table,no
504,ASSARE,19,48,14,2 164,7 007,31,31,96,48,710 797,1 385 280,188,189,mistral_table,mistral_table,no
505,AURORA,13,24,7,1 017,3 719,26,26,61,26,274 988,645 400,188,189,mistral_table,mistral_table,no
506,BAIXIO,3,4,2,220,1 000,11,11,25,9,62 600,234 000,188,189,mistral_table,mistral_table,no
507,BARBALHA,39,126,71,6 876,23 042,134,134,355,204,2 929 300,8 790 800,188,189,mistral_table,mistral_table,no
508,BARRO,15,52,32,3 215,12 715,39,40,100,54,379 900,1 727 300,188,189,mistral_table,mistral_table,no
509,BATURITE,50,164,88,13 330,42 254,84,86,262,159,2 171 710,6 754 067,188,189,mistral_table,mistral_table,no
510,BEBERIBE,10,33,20,1 333,4 848,35,35,106,54,487 540,2 162 579,188,189,mistral_table,mistral_table,no
511,BELA CRUZ,12,22,11,2 176,6 482,41,41,95,41,497 780,2 272 249,188,189,mistral_table,mistral_table,no
512,,,,,,,56,56,172,101,1 130 018,4 332 401,190,191,missing,mistral_table,yes
513,BREJO SANTO,35,118,53,8 476,22 849,89,91,237,118,1 558 698,4 022 481,190,191,mistral_table,mistral_table,no
514,CAMOCIM,34,89,33,7 399,29 232,87,88,269,173,1 619 327,5 042 017,190,191,mistral_table,mistral_table,no
515,CAMPOS SALES,29,82,24,4 947,16 933,55,56,142,71,634 744,4 193 118,190,191,mistral_table,mistral_table,no
516,CANINDE,88,304,161,21 678,94 725,100,100,343,196,2 925 166,8 882 430,190,191,mistral_table,mistral_table,no
517,CAPISTRANO,9,17,8,916,2 770,11,11,33,14,239 980,656 880,190,191,mistral_table,mistral_table,no
518,CARIDADE,3,8,1,492,2 115,7,7,14,6,74 000,422 200,190,191,mistral_table,mistral_table,no
519,CARIRE,3,5,2,121,310,2,2,(A),(A),(X),(A),190,191,mistral_table,mistral_table,no
520,CARIRIAÇU,7,20,2,1 134,3 209,35,35,81,45,156 850,810 200,190,191,mistral_table,mistral_table,no
521,CARIUS,9,25,6,951,2 496,12,12,33,15,308 000,1 073 000,190,191,mistral_table,mistral_table,no
522,CARNAUBAL,-,-,-,-,-,10,10,26,13,122 800,547 000,190,191,mistral_table,mistral_table,no
523,CASCAVEL,32,78,39,4 319,17 542,39,39,119,60,1 106 496,3 710 359,190,191,mistral_table,mistral_table,no
524,CATARINA,6,10,-,210,1 398,25,25,62,32,429 300,1 336 000,190,191,mistral_table,mistral_table,no
525,CEDRO,19,45,16,2 485,9 828,48,48,109,53,517 890,1 661 320,190,191,mistral_table,mistral_table,no
526,CHAVAL,1,(A),(A),(X),(A),13,13,32,14,219 400,561 000,190,191,mistral_table,mistral_table,no
527,COREAU,4,7,3,328,1 910,22,22,67,37,312 030,1 207 048,190,191,mistral_table,mistral_table,no
528,CRATEUS,94,325,185,18 248,75 055,124,128,367,220,3 332 464,12 484 461,190,191,mistral_table,mistral_table,no
529,CRATO,191,724,414,56 433,186 907,351,354,1 200,717,7 795 871,21 495 161,190,191,mistral_table,mistral_table,no
530,FARIAS BRITO,7,21,9,1 477,6 846,10,10,35,15,239 600,884 000,190,191,mistral_table,mistral_table,no
531,FRECHEIRINHA,5,9,4,576,2 145,8,9,20,10,137 850,494 000,190,191,mistral_table,mistral_table,no
532,GENERAL SAMPAIO,2,(B),(B),(X),(A),2,2,(B),(A),(X),(A),190,191,mistral_table,mistral_table,no
533,GRANJA,11,26,7,2 002,5 522,24,24,58,19,269 130,1 245 579,190,191,mistral_table,mistral_table,no
534,GRANJEIRO,1,(A),(A),(X),(A),6,6,14,6,93 600,270 200,190,191,mistral_table,mistral_table,no
535,GROAIRAS,6,14,3,909,2 070,6,6,27,18,276 920,771 300,190,191,mistral_table,mistral_table,no
536,GUARACIABA DO NORTE,3,7,1,163,3 092,13,13,48,29,462 300,2 090 500,190,191,mistral_table,mistral_table,no
537,GUARAMIRANGA,4,15,6,1 264,4 295,6,7,34,25,357 134,1 396 292,190,191,mistral_table,mistral_table,no
538,HIDROLANDIA,5,9,2,284,1 179,9,9,19,10,136 980,235 360,190,191,mistral_table,mistral_table,no
539,IBIAPINA,3,3,-,150,1 100,23,23,59,29,353 650,1 109 780,190,191,mistral_table,mistral_table,no
540,ICO,40,145,92,12 710,29 041,62,63,202,93,1 415 454,4 521 547,190,191,mistral_table,mistral_table,no
541,IGUATU,208,657,347,42 241,163 198,185,190,579,325,3 413 930,12 849 361,190,191,mistral_table,mistral_table,no
542,INDEPENDENCIA,21,48,17,3 005,12 554,29,29,71,32,320 100,1 281 770,190,191,mistral_table,mistral_table,no
543,IPAUMIRIM,11,26,9,1 956,4 503,26,26,70,35,499 100,1 031 200,190,191,mistral_table,mistral_table,no
544,IPU,34,88,40,4 745,25 902,48,48,146,73,1 595 122,4 683 744,190,191,mistral_table,mistral_table,no
545,IPUEIRAS,16,31,11,1 914,13 621,31,31,87,36,317 851,2 797 256,190,191,mistral_table,mistral_table,no
546,IRACEMA,13,29,9,1 530,6 204,21,22,58,21,245 606,1 230 932,190,191,mistral_table,mistral_table,no
547,IRAUÇUBA,18,57,26,2 869,14 867,50,51,134,64,349 300,1 757 089,190,191,mistral_table,mistral_table,no
548,ITAIÇABA,6,13,7,516,1 062,9,9,26,14,165 660,366 200,190,191,mistral_table,mistral_table,no
549,ITAPAGE,55,144,72,10 211,33 758,79,79,245,131,1 285 233,3 824 143,190,191,mistral_table,mistral_table,no
550,ITAPIPOCA,57,152,70,8 722,29 788,72,73,226,127,2 070 176,5 361 588,190,191,mistral_table,mistral_table,no
551,ITAPIUNA,4,7,4,320,1 084,3,3,8,5,129 300,275 160,190,191,mistral_table,mistral_table,no
552,ITATIRA,8,18,9,2 190,5 283,3,3,9,3,19 700,159 900,190,191,mistral_table,mistral_table,no
553,JAGUARETAMA,15,35,15,2 433,7 323,16,16,51,23,197 286,882 532,190,191,mistral_table,mistral_table,no
554,JAGUARIBARA,3,6,3,477,1 285,8,8,22,10,185 800,1 138 000,190,191,mistral_table,mistral_table,no
555,JAGUARIBE,43,189,113,9 411,49 071,66,67,222,119,1 350 331,5 737 098,190,191,mistral_table,mistral_table,no
556,JAGUARUANA,11,26,13,2 187,7 493,17,18,48,21,506 926,2 110 426,190,191,mistral_table,mistral_table,no
557,JARDIM,18,53,19,1 898,9 093,34,34,94,51,445 120,1 714 980,190,191,mistral_table,mistral_table,no
558,JATI,3,9,4,82,1 200,3,3,8,4,46 000,106 000,190,191,mistral_table,mistral_table,no
559,JUCAS,12,26,8,1 486,9 562,20,20,36,13,226 960,987 900,192,193,mistral_table,mistral_table,no
560,LAVRAS DA MANGABEIRA,17,53,24,2 663,10 022,15,15,57,34,452 206,1 602 400,192,193,mistral_table,mistral_table,no
561,LIMOEIRO DO NORTE,29,92,40,4 909,18 675,43,43,124,62,761 896,2 863 448,192,193,mistral_table,mistral_table,no
562,MARACANAU,-,-,-,-,-,77,76,264,140,2 178 275,7 899 019,192,193,mistral_table,mistral_table,no
563,MARANGUAPE,137,424,242,33 856,119 478,112,115,729,599,5 229 090,22 405 068,192,193,mistral_table,mistral_table,no
564,MARCO,4,7,4,467,953,20,21,59,33,539 283,2 148 961,192,193,mistral_table,mistral_table,no
565,MARTINOPOLE,3,6,2,360,1 106,15,15,40,19,449 028,1 887 963,192,193,mistral_table,mistral_table,no
566,MASSAPÉ,5,10,7,1 000,5 100,10,10,27,15,115 420,490 120,192,193,mistral_table,mistral_table,no
567,MAURITI,19,50,17,2 340,10 486,74,74,174,96,744 207,3 848 510,192,193,mistral_table,mistral_table,no
568,MERUOCA,2,(C),(B),(X),(B),1,1,(A),(A),(X),(A),192,193,mistral_table,mistral_table,no
569,MILAGRES,24,76,46,5 485,15 186,70,72,201,108,1 214 991,4 521 969,192,193,mistral_table,mistral_table,no
570,MISSÃO VELHA,16,39,10,1 778,6 499,53,53,151,80,760 220,2 809 440,192,193,mistral_table,mistral_table,no
571,MOMBAÇA,48,173,100,11 197,42 418,39,39,184,132,1 351 563,4 930 577,192,193,mistral_table,mistral_table,no
572,MONSENHOR TABOSA,10,21,5,1 833,4 819,23,23,71,32,530 000,2 143 499,192,193,mistral_table,mistral_table,no
573,MORADA NOVA,62,213,128,14 951,65 889,108,108,311,162,2 213 504,5 461 657,192,193,mistral_table,mistral_table,no
574,MORAÚJO,1,(A),(A),(X),(A),4,4,10,5,35 210,131 200,192,193,mistral_table,mistral_table,no
575,MORRINHOS,3,6,3,367,970,13,13,34,14,52 300,529 000,192,193,mistral_table,mistral_table,no
576,MUCAMBO,2,(A),(A),(X),(A),4,4,9,5,32 000,127 800,192,193,mistral_table,mistral_table,no
577,MULUNGU,4,12,6,577,2 198,20,22,65,25,422 000,3 573 435,192,193,mistral_table,mistral_table,no
578,NOVA OLINDA,1,(A),(A),(X),(A),22,22,64,34,345 600,1 474 200,192,193,mistral_table,mistral_table,no
579,NOVA RUSSAS,16,40,6,2 694,12 674,78,78,207,105,2 058 148,8 037 761,192,193,mistral_table,mistral_table,no
580,NOVO ORIENTE,12,35,20,1 563,8 446,9,9,18,8,158 800,426 500,192,193,mistral_table,mistral_table,no
581,OROS,23,82,46,4 255,14 874,17,17,45,14,212 075,607 704,192,193,mistral_table,mistral_table,no
582,PACAJUS,42,124,98,8 690,64 457,63,63,202,118,1 642 167,5 431 491,192,193,mistral_table,mistral_table,no
583,PACATUBA,14,28,13,1 635,5 224,26,28,881,843,4 267 558,10 895 192,192,193,mistral_table,mistral_table,no
584,PACOTI,11,25,7,834,4 680,20,21,55,21,237 534,911 252,192,193,mistral_table,mistral_table,no
585,PACUJA,2,(A),(A),(X),(A),1,1,(A),(A),(X),(A),192,193,mistral_table,mistral_table,no
586,PALHANO,1,(A),(A),(X),(A),6,6,15,9,145 800,402 000,192,193,mistral_table,mistral_table,no
587,PALMACIA,7,18,3,949,3 388,3,4,7,3,33 200,171 400,192,193,mistral_table,mistral_table,no
588,PARACURU,19,47,21,3 135,17 557,65,65,203,110,1 874 680,8 204 340,192,193,mistral_table,mistral_table,no
589,PARAMBU,22,47,18,5 099,16 750,49,49,91,29,518 200,2 426 278,192,193,mistral_table,mistral_table,no
590,PARAMOTI,2,(A),(A),(X),(A),2,2,(A),(A),(X),(A),192,193,mistral_table,mistral_table,no
591,PEDRA BRANCA,37,86,31,4 834,21 603,20,20,62,28,261 850,872 597,192,193,mistral_table,mistral_table,no
592,PENAFORTE,-,-,-,-,-,10,10,28,12,94 950,447 780,192,193,mistral_table,mistral_table,no
593,PENTECOSTE,13,31,13,1 083,4 220,39,40,124,58,951 380,3 133 420,192,193,mistral_table,mistral_table,no
594,PEREIRO,3,7,2,686,2 476,10,10,24,11,275 400,917 270,192,193,mistral_table,mistral_table,no
595,PIQUET CARNEIRO,8,11,2,510,1 442,25,25,55,25,222 740,807 670,192,193,mistral_table,mistral_table,no
596,PORANGA,2,(B),(A),(X),(A),3,3,7,3,47 064,159 312,192,193,mistral_table,mistral_table,no
597,PORTEIRAS,1,(A),(A),(X),(A),32,33,99,31,126 720,702 540,192,193,mistral_table,mistral_table,no
598,POTENGI,4,8,2,520,1 980,8,8,26,11,120 000,497 600,192,193,mistral_table,mistral_table,no
599,QUIXADA,114,370,213,24 757,82 694,184,186,524,287,2 549 394,9 132 819,192,193,mistral_table,mistral_table,no
600,QUIXERAMOBIM,44,121,58,7 672,25 043,133,134,332,164,1 474 851,5 929 966,192,193,mistral_table,mistral_table,no
601,QUIXERE,8,24,16,1 360,3 931,7,7,22,12,127 520,353 200,192,193,mistral_table,mistral_table,no
602,REDENÇÃO,24,60,31,2 676,11 191,45,45,133,82,1 010 960,5 452 719,192,193,mistral_table,mistral_table,no
603,RERIUTABA,7,17,9,503,2 033,16,16,47,20,599 236,1 575 760,192,193,mistral_table,mistral_table,no
604,RUSSAS,55,192,111,17 756,45 256,66,68,201,117,1 104 088,4 027 688,192,193,mistral_table,mistral_table,no
605,SABOEIRO,8,12,1,736,5 460,12,12,27,8,72 700,559 600,192,193,mistral_table,mistral_table,no
606,SANTANA DO ACARAU,16,37,19,2 920,7 169,40,41,122,54,833 660,4 844 850,194,195,mistral_table,mistral_table,no
607,SANTANA DO CARIRI,2,(B),(A),(X),(B),19,19,40,19,73 430,436 300,194,195,mistral_table,mistral_table,no
608,SANTA QUITERIA,5,10,3,490,2 864,56,56,188,73,1 320 900,5 157 330,194,195,mistral_table,mistral_table,no
609,SÃO BENEDITO,21,78,38,5 574,35 188,57,57,177,104,1 912 264,5 809 900,194,195,mistral_table,mistral_table,no
610,SÃO GONÇALO DO AMARANTE,15,44,22,3 111,11 167,15,15,50,29,735 880,4 145 100,194,195,mistral_table,mistral_table,no
611,SÃO JOÃO DO JAGUARIBE,3,10,4,546,3 837,4,4,12,5,148 600,449 800,194,195,mistral_table,mistral_table,no
612,SÃO LUIS DO CURU,10,21,11,2 339,4 334,8,8,20,8,188 000,918 000,194,195,mistral_table,mistral_table,no
613,SENADOR POMPEU,58,160,91,15 941,43 904,55,56,146,66,832 109,2 492 101,194,195,mistral_table,mistral_table,no
614,SENADOR SA,-,-,-,-,-,1,1,(A),(A),(A),(A),194,195,mistral_table,mistral_table,no
615,SOLONOPOLE,32,66,22,2 572,8 699,12,12,28,10,61 000,287 011,194,195,mistral_table,mistral_table,no
616,TABULEIRO DO NORTE,29,87,51,5 661,18 759,71,71,230,132,1 636 965,4 153 279,194,195,mistral_table,mistral_table,no
617,TAMBORIL,5,8,-,626,5 396,4,4,11,4,128 700,464 400,194,195,mistral_table,mistral_table,no
618,TAUA,59,192,110,19 275,43 312,71,73,213,121,1 176 646,3 764 683,194,195,mistral_table,mistral_table,no
619,TIANGUA,26,94,47,9 566,32 474,87,88,292,178,2 618 201,6 326 972,194,195,mistral_table,mistral_table,no
620,TRAIRI,1,(A),(A),(X),(A),19,19,52,23,551 700,1 730 000,194,195,mistral_table,mistral_table,no
621,UBAJARA,27,114,67,7 434,26 117,36,36,90,53,839 604,1 805 037,194,195,mistral_table,mistral_table,no
622,UMARI,6,13,-,259,1 801,7,7,12,5,32 200,113 800,194,195,mistral_table,mistral_table,no
623,URUBURETAMA,11,31,9,1 707,10 315,44,44,110,53,826 899,2 767 940,194,195,mistral_table,mistral_table,no
624,URUOCA,1,(A),(A),(X),(A),15,15,34,18,28 950,153 317,194,195,mistral_table,mistral_table,no
625,VARZEA ALEGRE,28,102,56,8 032,24 988,59,59,176,102,1 289 803,4 035 380,194,195,mistral_table,mistral_table,no
626,VIÇOSA DO CEARA,5,13,9,381,3 967,21,21,71,34,356 950,2 267 100,194,195,mistral_table,mistral_table,no
627,RIO GRANDE DO NORTE,2 777,15 655,9 918,1 645 431,5 565 972,4 145,4 280,21 193,14 118,183 234 995,733 619 267,194,195,mistral_table,mistral_table,no
628,ALOJAMENTO E ALIMENTAÇÃO,1 177,4 838,2 466,334 718,1 650 621,2 219,2 263,8 225,4 659,48 278 350,269 656 313,194,195,mistral_table,mistral_table,no
629,ALOJAMENTO,120,1 243,850,90 843,386 795,117,131,1 603,1 292,10 896 902,47 758 183,194,195,mistral_table,mistral_table,no
630,ALIMENTAÇÃO,1 057,3 595,1 616,243 875,1 263 826,2 102,2 132,6 622,3 367,37 381 448,221 898 130,194,195,mistral_table,mistral_table,no
631,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",747,2 874,1 811,261 334,658 997,1 177,1 190,3 840,2 350,32 422 949,79 902 958,194,195,mistral_table,mistral_table,no
