municipality,start_date,station,railway,branch
"Iguaraci,PE",c.1948,IGUARACI(antigaSALAMANDRA),GreatWestern(c.1948-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Centro- km 381 (1960)
"AfogadosdaIngazeira,PE",29.03.1949,AFOGADOSDAINGAZEIRA,GreatWestern(1949-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Centro- km 403 (1960)
"Carnaíba,PE",1955?,ITÃ,RedeFerroviáriadoNordeste(1955?-1975)RFFSA(1975-1996),Linha Centro km 418 (1960)
"Carnaíba,PE",1955?,CARNAÍBA,RedeFerroviáriadoNordeste(1955?-1975)RFFSA(1975-1996),Linha Centro- km 427 (1960)
"Flores,PE",1955?,FLORES,RedeFerroviáriadoNordeste(1955?-1975)RFFSA(1975-1996),Linha Centrokm 452 (1960)
"Triunfo,PE",1957,ENGENHEIROCORNÉLIO,RedeFerroviáriadoNordeste(1957-1975)RFFSA(1975-1996),Linha Centro- km 468 (1960)
"Calumbi,PE",1957,SÃOSERAFIM,RedeFerroviáriadoNordeste(1957-1975)RFFSA(1975-1996),Linha Centrokm 479 (1960)
"SerraTalhada,PE",02.02.1957,SERRATALHADA,RedeFerroviáriadoNordeste(1957-1975)RFFSA(1975-1996),Linha Centrokm 498 (1960)
,23/09/1962,FELIPECAMARÃO,RedeFerroviáriadoNordeste(1962-1975)RFFSA(1975-1996),"Linha Centrokm 521,838 (1965)"
,23/09/1962,VIDALDENEGREIROS,RedeFerroviáriadoNordeste(1962-1975)RFFSA(1975-1996),"Linha Centrokm 537,688 (1965)"
"Mirandiba,PE",23/09/1962,MIRANDIBA,RedeFerroviáriadoNordeste(1062-1975)RFFSA(1975-1996),"Linha Centrokm 559,027 (1965)"
"Mirandiba,PE",23/09/1962,FERNANDESVIEIRA,RedeFerroviáriadoNordeste(1962-1975)RFFSA(1975-1996),"Linha Centrokm 575,050 (1965)"
"Salgueiro,PE",NA,ARLINDOLUZ,RedeFerroviáriadoNordeste(1962-1975)RFFSA(1975-1996),"Linha Centrokm 601,635 (1965)"
"Salgueiro,PE",23/09/1962,SALGUEIRO,RedeFerroviáriadoNordeste(1962-1975)RFFSA(1975-1996),"Linha Centrokm 608,035 (1965)"
"Recife,PE",10.02.1858,CINCOPONTAS,E.F.RecifeaoSãoFrancisco(1858-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sulkm 0
"Recife,PE",09.02.1858,BOAVIAGEM,E.F.RecifeaoSãoFrancisco(1858-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sulkm 9 (1960)
"Jaboatão,PE",09.02.1858,PRAZERES,E.F.RecifeaoSãoFrancisco(1858-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996)METROREC(1996-),Linha Sulkm 12 (1960)
"CabodeSantoAgostinho,PE",09.02.1858?,PONTEZINHA(antigaAFOGADOS),E.F.RecifeaoSãoFrancisco(1858?-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996)METROREC(1996-),Linha Sul            km 20 (1960)
"CabodeSantoAgostinho,PE",09.02.1858,ILHA(PONTEDOSCARVALHOS),E.F.RecifeaoSãoFrancisco(1858-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996)METROREC(1996-),Linha Sulkm 24 (1960)
"CabodeSantoAgostinho,PE",n/d,SANTOINACIO,GreatWestern(n/d-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996)METROREC(1996-),Linha Sul- km 30 (1960)
"CabodeSantoAgostinho,PE",10.02.1858,CABO,E.F.RecifeaoSãoFrancisco(1858-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996)METROREC(1996-),Linha Sulkm 32 (1960)
,30.11.1860,MERCÊS(antigaIPOJUCA),E.F.RecifeaoSãoFrancisco(1860-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sul- km 38 (1960)
,30.11.1860,MAUÁ(antigaOLINDA),E.F.RecifeaoSãoFrancisco(1860-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sul            km 45 (1960)
"Escada,PE",30.11.1860,TIMBÓ-AÇU,E.F.RecifeaoSãoFrancisco(1860-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sul- km 52 (1960)
"Escada,PE",30.11.1860,ESCADA,E.F.RecifeaoSãoFrancisco(1860-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sulkm 58 (1960)
,13.05.1862,BARÃODESUASSUNA(antigaLIMOEIRO),E.F.RecifeaoSãoFrancisco(1862-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sul            km 64 (1960)
"Escada,PE",13.05.1862,FREXEIRAS,E.F.RecifeaoSãoFrancisco(1862-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sulkm 70 (1960)
"Amaragi,PE",13.05.1862,ARAPIBU,E.F.RecifeaoSãoFrancisco(1862-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sulkm 78 (1960)
,,BREJO,GreatWestern(1912-1950)RedeFerroviáriadoNordeste(1950-c.1975),Ramal de             Barreiros km 95 (1960)
"Ribeirão,PE",01.07.1907,JOSÉMARIANO(antigaCAXANGÁ),E.F.RibeirãoaBonito(n/d-1907)GreatWestern(1907-1950)RedeFerroviáriadoNordeste(1950-1970),Ramal de Cortezkm 95 (1960)
"Ribeirão,PE",13.05.1862,RIBEIRÃO,E.F.RecifeaoSãoFrancisco(1862-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sulkm 87 (1960)
"Gameleira,PE",29.09.1926,LOBO,GreatWestern(1926-1950)RedeFerroviáriadoNordeste(1950-c.1975),Ramal de Barreiros km 103 (1960)
"Gameleira,PE",1908?,ANTAS,GreatWestern(1908?-n/d),Ramal de Antas- km
"Gameleira,PE",13.05.1862,GAMELEIRA,E.F.RecifeaoSãoFrancisco(1862-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sulkm 96 (1960)
"Ribeirão,PE",01.07.1907,PROGRESSO,E.F.RibeirãoaBonito(n/d-1907)GreatWestern(1907-1950)RedeFerroviáriadoNordeste(1950-1970),Ramal de Cortez km 100 (1960)
"Ribeirão,PE",n/d,COCAÚ,E.F.Tamandaré(1908-1912)GreatWestern(1912-1950)RedeFerroviáriadoNordeste(1950-c.1975),Ramal de Barreiros- km 110 (1960)
"Gameleira,PE",07.06.1862,CUIAMBUCA,E.F.RecifeaoSãoFrancisco(1862-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sul            km 101 (1960)
"Ribeirão,PE",n/d,SOARESMEIRELES(antigaHORIZONTE),E.F.Tamandaré(n/d-1912)GreatWestern(1912-1950)RedeFerroviáriadoNordeste(1950-c.1975),Ramal de Barreiros- km 117 (1960)
"JoaquimNabuco,PE",07.06.1862,JOAQUIMNABUCO,E.F.RecifeaoSãoFrancisco(1862-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sulkm 118 (1960)
"Ribeirão,PE",01.07.1907,MACACOS,E.F.RibeirãoaBonito(n/d-1907)GreatWestern(1907-1950)RedeFerroviáriadoNordeste(1950-1970),Ramal de Cortezkm 103 (1960)
-,n/d,PRIMAVERA,E.F.Tamandaré(n/d-1912)GreatWestern(1912-1950)RedeFerroviáriadoNordeste(1950-c.1975),Ramal de Barreiros- km
"JoaquimNabuco,PE",,PUMATI,GreatWestern(1930-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sul             km 118 (1960)
"Cortez,PE",01.07.1907,LINDAFLOR,E.F.RibeirãoaBonito(n/d-1907)GreatWestern(1907-1950)RedeFerroviáriadoNordeste(1950-1970),Ramal de Cortezkm 106 (1960)
"RioFormoso,PE",05.1912,ESTÁCIOCOIMBRA,E.F.Tamandaré(1908-1912)GreatWestern(1912-1950)RedeFerroviáriadoNordeste(1950-c.1975),Ramal de Barreiros- km 127 (1960)
"Palmares,PE",30.11.1862,PALMARES(antigaUNA),E.F.RecifeaoSãoFrancisco(1862-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sulkm 125 (1960)
"Cortês,PE","anos 
            1890?",ILHADEFLORES,E.F.RibeirãoaBonito(anos1890-1907)GreatWestern(1907-1950)RedeFerroviáriadoNordeste(1950-1970),Ramal de Cortezkm 109 (1960)
"Palmares,PE",25.08.1894,PIRANGI,E.F.RecifeaoSãoFrancisco(1894-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sul- km 130 (1960)
"Cortês,PE(vejaausinaPedrosa)","anos 
            1890?",CORTEZ,E.F.RibeirãoaBonito(anos1890-1907)GreatWestern(1907-1950)RedeFerroviáriadoNordeste(1950-1970),Ramal de Cortezkm 116 (1960)
"Barreiros,PE",1908,BARREIROS,E.F.Tamandaré(1908-1912)GreatWestern(1912-1950)RedeFerroviáriadoNordeste(1950-c1968/72),Ramal de Barreiroskm 142 (1960)
,25.08.1894,BOASORTE,E.F.RecifeaoSãoFrancisco(1894-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sul- km 134 (1960)
"Catende,PE",02.12.1882,CATENDE,E.F.RecifeaoSãoFrancisco(1882-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sulkm 142 (1960)
"Jaqueira,PE",28.07.1883,JAQUEIRA,E.F.RecifeaoSãoFrancisco(1883-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sul- km 156 (1960)
"Jaqueira,PE",01.01.1884,FREICANECA,E.F.RecifeaoSãoFrancisco(1884-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sul- km 156 (1960)
"Maraial,PE",01.01.1884,MARAIAL,E.F.SuldePernambuco(1884-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sul- km 164 (1960)
,01.12.1894,FLORESTAL,E.F.SuldePernambuco(1894-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sul km 168 (1960)
"SãoBeneditodoSul,PE",07.06.1884,IGARAPEBA(antigaBARRADASJANGADAS),E.F.SuldePernambuco(1884-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sulkm 175 (1960)
"SãoBeneditodoSul,PE",15.06.1883,PERI-PERI,E.F.SuldePernambuco(1883-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sul- km 178 (1960)
"SãoBeneditodoSul,PE",07.09.1884,SÃOBENEDITODOSUL(antigaSÃOBENEDITOeIRACI),E.F.SuldePernambuco(1884-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sulkm 184 (1960)
"Quipapá,PE",15.01.1885,QUIPAPÁ,E.F.RecifeaoSãoFrancisco(1885-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sulkm 197 (1960)
"Quipapá,PE",15.01.1885,ÁGUABRANCA,E.F.RecifeaoSãoFrancisco(1885-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sul- km 210 (1960)
"Canhotinho,PE",13.05.1894,PAQUEVIRA(antigaGLICÉRIO),E.F.SuldePernambuco(1894-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sul- km 214 (1960)
"Paquevira,PE",13.05.1894,ÁGUAVERMELHA,E.F.SuldePernambuco(1894-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sul km 221 (1960)
"Canhotinho,PE",15.01.1885,CANHOTINHO,E.F.RecifeaoSãoFrancisco(1885-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1971),Ramal de Garanhuns- km 228 (1960)
"Angelim,PE",19.06.1887,ANGELIM(antigaSEGISMUNDOGONÇALVES),E.F.RecifeaoSãoFrancisco(1887-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1971),Ramal de Garanhunskm 243 (1960)
"SãoJosédaLaje,AL",13.05.1894,SERRAGRANDE,E.F.SuldePernambuco(1894-1901)GreatWesternofBrazilRy.Co.(1901-1951)RedeFerroviáriadoNordeste(1951-1975)RFFSA(1975-1996),Linha Sulkm 231 (1960)
"SãoJoão,PE",02.07.1887,SÃOJOÃO,E.F.RecifeaoSãoFrancisco(1887-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1971),Ramal de Garanhuns- km 253 (1960)
"SãoJosédaLaje,AL",13.05.1894,SÃOJOSÉDALAJE,E.F.SuldePernambuco(1894-1901)GreatWesternofBrazilRy.Co.(1901-1951)RedeFerroviáriadoNordeste(1951-1975)RFFSA(1975-1996),Linha Sulkm 237 (1960)
"Garanhuns,PE",30.09.1887,GARANHUNS,E.F.RecifeaoSãoFrancisco(1887-1901)GreatWestern(1901-1950)RedeFerroviáriadoNordeste(1950-1968),Ramal de Garanhunskm 271 (1960)
"UniãodosPalmares,AL",02.12.1884,ROCHACAVALCANTI(antigaBARRADOCANHOTO),E.F.SuldePernambuco(1894-1901)GreatWesternofBrazilRy.Co.(1901-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sulkm 253 (1960)
"UniãodosPalmares,AL",02.12.1884,UNIÃODOSPALMARES(antigaIMPERATRIZ),E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1951)RedeFerroviáriadoNordeste(1951-1975)RFFSA(1975-1997)Cia.FerroviáriadoNordeste(1997-),Linha Sulkm 262 (1960)
"Murici,AL(1884-1963)MunicípiodeBranquinha,AL(1963-)",02.12.1884,BRANQUINHA,E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1951)RedeFerroviáriadoNordeste(1951-1975)RFFSA(1975-1997),Linha Sul- km 275 (1960)
"Murici,AL",02.12.1884,NICHÓ,E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1951)RedeFerroviáriadoNordeste(1951-1975)RFFSA(1975-1997),Linha Sul km 279 (1960)
"Murici,AL",02.12.1884,MURICI,E.F.CentraldeAlagoas(1894-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Linha Sulkm 286 (1960)
"Murici,AL",02.12.1884,ITAMARACÁ,E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997),Linha Sul km 296 (1960)
"Murici,AL",02.12.1884,MUNDAÚ,E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-),Linha Sul km 305 (1960)
"RioLargo,AL",02.12.1884,LOURENÇODEALBUQUERQUE,E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997)CBTU(1997-),Linha Sul- km 315 (1960)
"RioLargo,AL",02.12.1884,LOURENÇODEALBUQUERQUE,E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997)CBTU(1997-),Linha Sul- km 315 (1960)
"RioLargo,AL",02.12.1884,RIOLARGO,E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996)CBTU(1996-),Linha Sulkm 286 (1960)
"RioLargo,AL",02.12.1884,RIOLARGO,E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996)CBTU(1996-),Linha Sulkm 286 (1960)
"RioLargo,AL",02.12.1884,URUPEMA,E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997),Ramal do Colégio- km 327 (1960)
"Piranhas,AL",25.12.1881,PIRANHAS,E.F.PauloAfonso(1881-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1964),Linha Sulkm 0 (1960)
,24.12.1891,BITTENCOURT,E.F.CentraldeAlagoas(1891-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997),Linha Sul km 335 (1960)
"RioLargo,AL",02.12.1884,GUSTAVOPAIVA(antigaCACHOEIRA),E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1951)RedeFerroviáriadoNordeste(1951-1975)RFFSA(1975-1996)CBTU(1996-),Linha Sul km 318 (1960)
"RioLargo,AL",02.12.1884,GUSTAVOPAIVA(antigaCACHOEIRA),E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1951)RedeFerroviáriadoNordeste(1951-1975)RFFSA(1975-1996)CBTU(1996-),Linha Sul km 318 (1960)
"Piranhas,AL(1881-1963)MunicípiodeOlhosD'ÁguadoCasado,AL(1963-)",25.12.1881,OLHOSD'ÁGUA,E.F.PauloAfonso(1881-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1964),Linha Sulkm 28 (1960)
"Atalaia,AL",24.12.1891,ATALAIA,E.F.CentraldeAlagoas(1891-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997),Linha Sul- km 341 (1960)
"RioLargo,AL",02.12.1884,UTINGA,E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1951)RedeFerroviáriadoNordeste(1951-1975)RFFSA(1975-1996)CBTU(1996-),Linha Sul km 323 (1960)
"RioLargo,AL",02.12.1884,UTINGA,E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1951)RedeFerroviáriadoNordeste(1951-1975)RFFSA(1975-1996)CBTU(1996-),Linha Sul km 323 (1960)
"DelmiroGouveia,AL",10.07.1882,TALHADO,E.F.PauloAfonso(1882-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1964),Linha Sul- km 41 (1960)
,24.12.1891,ESTRADABRANCA,E.F.CentraldeAlagoas(1891-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997),Ramal de Colégio km 349 (1960)
"ÁguaBranca,AL(1882-53)MunicípiodeDelmiroGouveia,AL(1953-)",10.07.1882,DELMIRO(antigaPEDRA),E.F.PauloAfonso(1882-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1964),Linha Sul- km 54 (1960)
"Capela,AL",24.12.1891,"CAPELA(antigaPARAÍBA,EUCLIDESMALTAeCONCEIÇÃODAPARAÍBA)",E.F.CentraldeAlagoas(1891-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997),Ramal de Colégiokm 354             (1960)
RioLargo(1884-1960)MunicípiodeSatuba(1960-),02.12.1884,SATUBA,E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996)CBTU(1996-),Linha Sul km 323 (1960)
RioLargo(1884-1960)MunicípiodeSatuba(1960-),02.12.1884,SATUBA,E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996)CBTU(1996-),Linha Sul km 323 (1960)
"DelmiroGouveia,AL",02.08.1882,SINIMBU,E.F.PauloAfonso(1882-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1964),Linha de Paulo Afonso- km 70 (1960)
"Capela,AL",n/d,TINGUIJABAS,GreatWestern(n/d-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997),Ramal de Colégio km 358 (1960)
,n/d,RIONOVO,RFFSA(?-1996)CBTU(1996-),Linha Sul km
"Petrolândia,PE",02.08.1882,VOLTA(antigaMOXOTÓ),E.F.PauloAfonso(1882-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1964),Linha-tronco- km 84 (1960)
"Capela,AL(1891-1959)MunicípiodeCajueiro,AL(1959-)",24.12.1891,CAJUEIRO,E.F.CentraldeAlagoas(1891-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997),Ramal de Colégiokm 364 (1960)
,n/d,ABC,RFFSA(n/d-1996)CBTU(1996-),Linha Sul- km
"Petrolândia,PE",09.07.1883,QUIXABÁ,E.F.PauloAfonso(1883-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1964),Linha-tronco km 102 (1960)
"Capela,AL(1891-1959)MunicípiodeCajueiro,AL(1959-)",24.12.1891,CAPRICHO,E.F.CentraldeAlagoas(1891-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997),Linha Sul km 366 (1960)
"Maceió,AL",02.12.1884,FERNÃOVELHO,E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996)CBTU(1996-),Linha Sul km 336 (1960)
"Maceió,AL",02.12.1884,FERNÃOVELHO,E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996)CBTU(1996-),Linha Sul km 336 (1960)
"Petrolândia,PE",09.07.1883,PETROLÂNDIA(antigaJATOBÁeITAPARICA),E.F.PauloAfonso(1883-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1964),Linha-troncokm 115 (1960)
"Viçosa,AL",24.12.1891,COSTAREGO,E.F.CentraldeAlagoas(1891-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997),Linha Sul km 367 (1960)
"Maceió,AL",n/d,GOIABEIRA,RFFSA(n/d-1996)CBTU(1996-),Linha Sul km
"Viçosa,AL",24.12.1891,VIÇOSA(antigaASSEMBLÉIA),E.F.CentraldeAlagoas(1891-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997),Ramal do Colégio- km 376 (1960)
"Maceió,AL",n/d,SURURUDECAPOTE,RFFSA(?-1996)CBTU(1996-),Linha Sul km
"Viçosa,AL",24.11.1913,CAÇAMBAS,GreatWestern(1913-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997),Linha Sul- km 382 (1960)
"Maceió,AL",02.12.1884,BEBEDOURO,E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996)CBTU(1996-),Linha Sul km 342 (1960)
"Maceió,AL",02.12.1884,BEBEDOURO,E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996)CBTU(1996-),Linha Sul km 342 (1960)
"Viçosa,AL",29.12.1911,ANEL,GreatWestern(1911-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997),Linha Sul- km 386 (1960)
"Maceió,AL",1995,MUTANGÊ,CBTU(1995-),Linha Sul km
"Viçosa,AL",n/d,CRUZES,GreatWestern(n/d-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997),Linha Sul km 390 (1960)
"Maceió,AL",1995,BOMPARTO,CBTU(1995-),Linha Sul km
"PauloJacinto,AL",19.05.1912,PAULOJACINTO,GreatWestern(1912-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997),Linha Sulkm 397 (1960)
"Maceió,AL",1995,MERCADO,CBTU(1995-),Linha Sul- km
"Maceió,AL",02.12.1884,MACEIÓ,E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997)CBTU(1997-),Linha Sulkm 336 (1960)
"PauloJacinto,AL",1912,SÃOFRANCISCO,GreatWestern(1912-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997),Linha Sulkm 404 (1960)
"Maceió,AL",02.12.1884,MACEIÓ,E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997)CBTU(1997-),Linha Sulkm 336 (1960)
"Quebrangulo,AL",14.12.1912,QUEBRANGULO,GreatWestern(1912-1950)RedeFerroviáriadoNordeste(1949-1975)RFFSA(1975-1996),Ramal de Colégiokm 418             (1960)
"Maceió,AL",02.12.1884,JARAGUÁ,E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997)CBTU(2017-),Linha Sulkm 350 (1960)
"Maceió,AL",02.12.1884,JARAGUÁ,E.F.CentraldeAlagoas(1884-1903)GreatWestern(1903-1950)RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1997)CBTU(2017-),Linha Sulkm 350 (1960)
"Palmeiradosíndios,AL",19.03.1930,ANUM,GreatWestern(1930-1950)RedeFerroviáriadoNordeste(1949-1975)RFFSA(1975-1996),Ramal de Colégiokm 439 (1960)
"PalmeiradosÍndios,AL",25.12.1933,PALMEIRADOSÍNDIOS,GreatWestern(1933-1950)RedeFerroviáriadoNordeste(1949-1975)RFFSA(1975-1996),Ramal de Colégiokm 453             (1960)
"Igaci,AL",25.12.1933,IGACI,GreatWestern(1947-1950)RedeFerroviáriadoNordeste(1949-1975)RFFSA(1975-1996),Ramal de Colégio- km 469 (1960)
"Arapiraca,AL",25.12.1933,LAGOADORANCHO,GreatWestern(1947-1950)RedeFerroviáriadoNordeste(1949-1975)RFFSA(1975-1996),Ramal de Colégio- km 487 (1960)
"Arapiraca,AL",29.03.1949,ARAPIRACA,RedeFerroviáriadoNordeste(1949-1975)RFFSA(1975-1996)CFN(1996-2008),Ramal de Colégiokm 504 (1960)
"LagoadaCanoa,AL",15.12.1950,LAGOADACANOA,RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Ramal de Colégio- km 522 (1960)
,n/d,ANTONICO,RedeFerroviáriadoNordeste(n/d-1975)RFFSA(1975-1996),Ramal de Colégio- km 529 (1960)
GiraudoPonciano,15.12.1950,ENG.GORDILHODECASTRO,RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Ramal de Colégio- km 542 (1960)
"Olhod'ÁguaGrande,AL",15.12.1950,GOMESNETO,RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975-1996),Ramal de Colégio- km 559 (1960)
"PortoRealdoColégio,AL",15.12.1950,PORTOREALDOCOLÉGIO,RedeFerroviáriadoNordeste(1950-1975)RFFSA(1975),Ramal de Colégiokm 581 (1960)
