source_image,bank_name,founding_year,balance_date,capital_raw,reserve_raw,raw_entry,municipality,state,parenthetical_raw,branch_location,notes
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Adamantina,Adamantina,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Bragança Paulista,Bragança Paulista,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Itu,Itu,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Palmital,Palmital,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Santa Cruz do Rio Pardo,Santa Cruz do Rio Pardo,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Aerop. de Congonhas (Cap.),São Paulo,SP,Cap.,Aeroporto de Congonhas,Capital branch/location label
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Brás (Capital),São Paulo,SP,Capital,Brás,Capital branch/location label
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Ituverava,Ituverava,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Penápolis,Penápolis,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Santo Anastácio,Santo Anastácio,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Amparo,Amparo,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Brasília (DF.),Brasília,DF,DF.,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Jaboticabal,Jaboticabal,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Pinhal,Pinhal,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Santos,Santos,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Anápolis (Goiás),Anápolis,GO,Goiás,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Caçapava,Caçapava,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Jau,Jaú,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Piracicaba,Piracicaba,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,São Bernardo do Campo,São Bernardo do Campo,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Andradina,Andradina,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Campinas,Campinas,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Jundiaí,Jundiaí,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Pirajuí,Pirajuí,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,São Carlos,São Carlos,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Aracatuba,Araçatuba,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,C. Grande (Mato Grosso),Campo Grande,MT,Mato Grosso,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Lençois Paulista,Lençois Paulista,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Pirassununga,Pirassununga,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,São João da Boa Vista,São João da Boa Vista,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Araraquara,Araraquara,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Campos do Jordão,Campos do Jordão,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Limeira,Limeira,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Pompéia,Pompéia,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,São Joaquim da Barra,São Joaquim da Barra,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Araras,Araras,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Casa Branca,Casa Branca,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Lins,Lins,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,P. Aleare (R. G. do Sul),Porto Alegre,RS,R. G. do Sul,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,São José do Rio Pardo,São José do Rio Pardo,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Atibaia,Atibaia,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Catanduva,Catanduva,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Lucélia,Lucélia,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Presidente Prudente,Presidente Prudente,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,São José do Rio Prémio,São José do Rio Prémio,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Avaré,Avaré,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Dracena,Dracena,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Marília,Marília,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Presidente Venceslau,Presidente Venceslau,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,São Luís (Capital),São Luís,MA,Capital,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Barretos,Barretos,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Franca,Franca,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Mirassol,Mirassol,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Quatá,Quatá,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,São Simão,São Simão,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Batatais,Batatais,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Galia,Gália,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Moqi Mirim,Mogi Mirim,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Rancharia,Rancharia,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Sorocaba,Sorocaba,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Bauru,Bauru,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Goiânia (Goiás),Goiânia,GO,Goiás,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Natal (R. G. do Norte),Natal,RN,R. G. do Norte,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Registro,Registro,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Tanabi,Tanabi,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Bebedouro,Bebedouro,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Guaratinguetá,Guaratinguetá,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Novo Horizonte,Novo Horizonte,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Ribeirão Prémio,Ribeirão Prémio,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Taubaté,Taubaté,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Biriqui,Birigui,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Ibitinga,Ibitinga,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Olímpia,Olímpia,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Rio Claro,Rio Claro,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Tietê,Tietê,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Botucatu,Botucatu,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Itapetininga,Itapetininga,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Ourinhos,Ourinhos,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Rio de Janeiro (GB.),Rio de Janeiro,GB,GB.,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Tupã,Tupã,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Itapeva,Itapeva,SP,,,
banespa_1960.jpg,BANCO DO ESTADO DE SÃO PAULO S. A.,1909,31 DE JANEIRO DE 1961,,,Uberlândia (Minas Gerais),Uberlândia,MG,Minas Gerais,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Sucursal: Rio de Janeiro,Rio de Janeiro,RJ,,Sucursal,Metropolitan addresses ignored
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Alagoinhas,Alagoinhas,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Belmonte,Belmonte,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Brumado,Brumado,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Buerarema,Buerarema,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Cachoeira,Cachoeira,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Camacã,Camacã,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Canavieiras,Canavieiras,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Candeias,Candeias,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Caravelas,Caravelas,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Castro Alves,Castro Alves,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Catú,Catú,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Coaraci,Coaraci,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Cruz das Almas,Cruz das Almas,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Feira de Santana,Feira de Santana,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Gandu,Gandu,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Guanambi,Guanambi,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Ibicaraí,Ibicaraí,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Ibirataia,Ibirataia,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Ilhéus,Ilhéus,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Ipiaú,Ipiaú,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Irecê,Irecê,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Itaberaba,Itaberaba,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Itabuna,Itabuna,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Itajuípe,Itajuípe,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Itambé,Itambé,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Itapetinga,Itapetinga,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Itaquara,Itaquara,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Jacobina,Jacobina,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Jequié,Jequié,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Joazeiro,Joazeiro,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Miguel Calmon,Miguel Calmon,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Paulo Afonso,Paulo Afonso,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Piritiba,Piritiba,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Poções,Poções,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Prado,Prado,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Remanso,Remanso,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Santo Antônio de Jesus,Santo Antônio de Jesus,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",São Felix,São Felix,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Serrinha,Serrinha,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Ubaitaba,Ubaitaba,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Ubatã,Ubatã,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Valença,Valença,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Vitória da Conquista,Vitória da Conquista,BA,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Gov. Valadares,Governador Valadares,MG,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Montes Claros,Montes Claros,MG,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Nanuque,Nanuque,MG,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Teófilo Otoni,Teófilo Otoni,MG,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Barretos,Barretos,SP,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Campinas,Campinas,SP,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Guapiaçu,Guapiaçu,SP,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Mogi das Cruzes,Mogi das Cruzes,SP,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Olímpia,Olímpia,SP,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Piracicaba,Piracicaba,SP,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Santos,Santos,SP,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",São José do Rio Prêto,São José do Rio Prêto,SP,,,
bbahia.jpg,BANCO DA BAHIA S. A.,1858,,"Cr$ 500.000.000,00","Cr$ 466.663.964,70",Curitiba,Curitiba,PR,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,FILIAIS: Belém,Belém,PA,,Filial,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,FILIAIS: Fortaleza,Fortaleza,CE,,Filial,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,FILIAIS: Pôrto Alegre,Porto Alegre,RS,,Filial,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,FILIAIS: Recife,Recife,PE,,Filial,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,FILIAIS: Rio de Janeiro,Rio de Janeiro,GB,,Filial,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,FILIAIS: Salvador,Salvador,BA,,Filial,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,FILIAIS: São Paulo,São Paulo,SP,,Filial,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Alto Rio Doce,Alto Rio Doce,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Araguari,Araguari,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Araxá,Araxá,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Areado,Areado,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Bambuí,Bambuí,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Bicas,Bicas,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Bocaiuva,Bocaiuva,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Campo Belo,Campo Belo,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Campos Altos,Campos Altos,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Campos Gerais,Campos Gerais,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Caratinga,Caratinga,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Carmo do Rio Claro,Carmo do Rio Claro,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Cássia,Cássia,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Cataguases,Cataguases,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Caxambu,Caxambu,MG,,,OCR read as Cazambu
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Conceição do Rio Verde,Conceição do Rio Verde,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Formiga,Formiga,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Governador Valadares,Governador Valadares,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Ibiraci,Ibiraci,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Itabira,Itabira,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Itapecerica,Itapecerica,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Itaúna,Itaúna,MG,,,OCR omitted accent
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Ituiutaba,Ituiutaba,MG,,,OCR read as Itulutaba
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,João Monlevade,João Monlevade,MG,,,OCR read as João Montevade
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Juiz de Fora,Juiz de Fora,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Montes Claros,Montes Claros,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Muriaé,Muriaé,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Ouro Preto,Ouro Preto,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Pará de Minas,Pará de Minas,MG,,,
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Paraguaçu,Paraguaçu,MG,,,OCR omitted cedilla
bcomercindmg.jpg,BANCO COMÉRCIO E INDÚSTRIA DE MINAS GERAIS S. A.,1923,,,,Patos de Minas,Patos de Minas,MG,,,
