order_number,entry,establishments_1980,personnel_total_1980,personnel_linked_to_service_activity_1980,salaries_withdrawals_1980_mil_cruzeiros,total_revenue_1980_mil_cruzeiros,companies_headquartered_in_municipality_1985,establishments_1985,personnel_total_1985,personnel_linked_to_service_activity_1985,salaries_withdrawals_1985_mil_cruzeiros,total_revenue_1985_mil_cruzeiros,source_page_1980,source_page_1985,left_extraction_method,right_extraction_method,needs_review
172,ALOJAMENTO,116,1 985,1 352,221 414,1 097 263,149 156,2 806,2 001,27 754,212 130,779 853,60,61,mistral_table,tesseract_por_review,no
173,ALIMENTAÇÃO,712,3 167,1 877,279 878,1 462 669,1 378,1 407,5 342,3 084,47,454 656,60,61,mistral_table,pdf_text_tokens,no
174,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",373,1 642,1 039,202 690,664 136,670,675,2 369,387,26 752 223,81 607 5{5,60,61,mistral_table,pdf_text_layout,no
175,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",373,1 642,1 039,202 690,664 136,670,675,2 369,387,26 752 223,81 607 626,60,61,mistral_table,pdf_text_layout,no
176,"PESSOAIS, DE HIGIENE E ESTÉTICA PESSOAL",126,468,284,49 718,138 052,173 177,664 417,6,061 031,20,093 319,60,61,mistral_table,mistral_table,no
177,PESSOAIS,41,235,152,21 123,72 929,38,42,262,192,2 108 373,7 060 763,60,61,mistral_table,pdf_text_layout,no
178,HIGIENE E DE ESTÉTICA PESSOAL,85,233,132,28 595,65 123,135 135,402 225,3,952 658,13,032 556,60,61,mistral_table,mistral_table,no
179,"RADIODIFUSÃO, TELEVISÃO E DIVERSÕES",77,727,484,84 646,450 470,47,75,833,630,9 210 793,42 597 478,60,61,mistral_table,pdf_text_layout,no
180,RADIODIFUSÃO E TELEVISÃO,39,572,404,66 544,327 895,10,29,595,449,7 054 571,26 213 076,60,61,mistral_table,pdf_text_layout,no
181,DIVERSÕES,38,155,80,18 102,122 575,37,46,238,181,2 156 222,16 384 402,60,61,mistral_table,pdf_text_layout,no
182,AUXILIARES DIVERSOS,369,7 646,6 031,1 144 614,4 682 249,495 563,10 394,9 261,133 405,205 511,300 821,60,61,mistral_table,mistral_table,no
183,AUX. DA AGROPECUÁRIA E REFLORESTAMENTO,3,476,100,141 797,309 817,,,,,,,60,61,mistral_table,mistral_table_partial,yes
184,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",81,627,382,110 965,725 024,105 115,638 417,11,876 732,84,811 337,60,61,mistral_table,mistral_table,no
185,"AUX. FINANC., SEGUROS E CAPITALIZAÇÃO",17,88,50,12 142,57 480,8,12,(D),(D),(X),(F),60,61,mistral_table,mistral_table,no
186,AUXILIARES DOS TRANSPORTES,53,1 689,1 373,323 242,1 323 127,26,53 687,1 559,30 486,379 125,124 177,60,61,mistral_table,pdf_text_tokens,no
187,"AUX. CONSTRUÇÃO, OBRAS, GEODÉSIA, ETC",14,1 108,1 059,90 666,345 588,16,25 182,1 134,18 162,916 117,488 620,60,61,mistral_table,pdf_text_tokens,no
188,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",16,1 153,1 072,81 183,157 082,20,20,728,1 670,11 789 873,25 190 677,60,61,mistral_table,pdf_text_layout,no
189,AUX. PRESTADOS A EMPRESAS E PESSOAS,154,2 321,1 877,360 761,1 704 482,285 302,4 325,3 721,39 641,866 114,702 799,60,61,mistral_table,mistral_table,no
190,AUXILIARES DA SAÚDE,31,184,118,23 858,59 649,35,35,162,104,1 686 992,8 037 330,60,61,mistral_table,pdf_text_layout,no
191,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMÓVEIS",25,137,71,22 526,88 453,45,45,269,188,3 056 336,12 941 349,60,61,mistral_table,pdf_text_layout,no
192,COMPRA E VENDA DE BENS IMÓVEIS,17,109,59,18 816,79 997,18,18,74,41,1 319 748,2 655 282,60,61,mistral_table,pdf_text_layout,no
193,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",8,28,12,3 710,8 456,27,27,195,147,1 736 588,10 286 067,60,61,mistral_table,pdf_text_layout,no
194,MANAUS,1 295,14 313,10 527,1 866 572,7 982 272,1 928,2 022,18 854,15 137,218 889 678,869 144 325,60,61,mistral_table,pdf_text_layout,no
195,ALOJAMENTO E ALIMENTAÇÃO,489,4 235,2 916,419 265,2 147 750,778,802,5 500,3 997,53 728 398,243 786 684,62,63,mistral_table,mistral_table,no
196,ALOJAMENTO,62,1 767,1 231,198 956,997 883,57,60,2 050,1 791,23 933 281,112 290 036,62,63,mistral_table,mistral_table,no
197,ALIMENTAÇÃO,427,2 468,1 685,220 309,1 149 867,721,742,3 450,2 206,29 795 117,131 496 648,62,63,mistral_table,mistral_table,no
198,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",299,1 421,927,177 124,585 042,477,479,1 759,1 053,20 403 478,61 131 598,62,63,mistral_table,mistral_table,no
199,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",299,1 421,927,177 124,585 042,477,479,1 759,1 053,20 403 478,61 131 598,62,63,mistral_table,mistral_table,no
200,"PESSOAIS, DE HIGIENE E ESTÉTICA PESSOAL",111,431,273,45 738,127 436,146,150,553,344,5 042 862,16 717 683,62,63,mistral_table,mistral_table,no
201,PESSOAIS,32,213,149,19 322,66 060,25,29,185,137,1 440 078,4 707 727,62,63,mistral_table,mistral_table,no
202,HIGIENE E DE ESTÉTICA PESSOAL,79,218,124,26 416,61 376,121,121,368,207,3 602 784,12 009 956,62,63,mistral_table,mistral_table,no
203,"RADIODIFUSÃO, TELEVISÃO E DIVERSÕES",26,543,374,70 980,400 069,24,33,625,474,7 107 761,38 951 969,62,63,mistral_table,mistral_table,no
204,RADIODIFUSÃO E TELEVISÃO,12,460,326,58 891,306 081,7,10,457,335,5 429 576,24 804 737,62,63,mistral_table,mistral_table,no
205,DIVERSÕES,14,83,48,12 069,93 988,17,23,168,139,1 678 085,14 147 232,62,63,mistral_table,mistral_table,no
206,AUXILIARES DIVERSOS,345,7 546,5 966,1 130 959,4 633 522,458,513,10 148,9 081,129 550 843,495 615 042,62,63,mistral_table,mistral_table,no
207,AUX. DA AGROPECUÁRIA E REFLORESTAMENTO,2,(F),(E),(X),(G),,,,,,,62,63,mistral_table,mistral_table_partial,yes
208,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",81,527,382,110 965,725 024,99,109,615,404,11 609 712,82 499 243,62,63,mistral_table,mistral_table,no
209,"AUX. FINANC., SEGUROS E CAPITALIZAÇÃO",17,88,50,12 142,57 480,8,12,42,29,671 789,7 540 353,62,63,mistral_table,mistral_table,no
210,AUXILIARES DOS TRANSPORTES,50,1 672,1 361,320 309,1 316 064,24,39,1 610,1 494,29 469 321,124 056 291,62,63,mistral_table,mistral_table,no
211,"AUX. CONSTRUÇÃO, OBRAS, GEODÉSIA, ETC",13,1 104,1 057,90 446,343 886,16,24,1 173,1 125,17 902 876,110 898 503,62,63,mistral_table,mistral_table,no
212,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",12,1 137,1 061,80 287,154 466,16,16,1 663,1 614,10 422 047,22 541 158,62,63,mistral_table,mistral_table,no
213,AUX. PRESTADOS A EMPRESAS E PESSOAS,142,2 289,1 859,354 719,1 684 007,270,287,4 282,3 701,38 985 107,112 968 418,62,63,mistral_table,mistral_table,no
214,AUXILIARES DA SAÚDE,28,(F),(F),(X),(E),25,25,(F),(E),(X),(F),62,63,mistral_table,pdf_text_tokens,no
215,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMÓVEIS",25,137,71,22 526,88 453,45,45,269,188,3 056 336,12 941 349,62,63,mistral_table,mistral_table,no
216,COMPRA E VENDA DE BENS IMÓVEIS,17,109,59,18 816,79 997,18,18,74,41,1 319 748,2 655 282,62,63,mistral_table,mistral_table,no
217,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",8,28,12,3 710,8 456,27,27,195,147,1 736 588,10 286 067,62,63,mistral_table,mistral_table,no
218,AMATURA,-,-,-,-,-,4,4,7,3,80 000,256 000,62,63,mistral_table,mistral_table,no
219,ANDRI,8,22,2,1 431,6 180,4,4,10,-,50 000,160 000,62,63,mistral_table,mistral_table,no
220,ATALAÍA DO NORTE,4,11,4,743,4 349,5,5,12,5,107 400,550 000,62,63,mistral_table,mistral_table,no
221,AUTAZES,1,(A),(A),(X),(A),6,6,12,1,152 000,565 500,62,63,mistral_table,mistral_table,no
222,BARCELOS,5,13,5,1 134,3 516,2,3,6,3,97 836,143 790,62,63,mistral_table,mistral_table,no
223,BARREIRINHA,2,(B),(A),(X),(B),7,7,24,11,182 100,1 495 872,62,63,mistral_table,mistral_table,no
224,BENJAMIN CONSTANT,41,161,98,18 500,73 766,50,52,150,86,1 551 787,5 023 549,62,63,mistral_table,mistral_table,no
225,BERURI,-,-,-,-,-,1,1,(B),(A),(X),(A),62,63,mistral_table,mistral_table,no
226,BOA VISTA DO RAMOS,-,-,-,-,-,2,2,(A),(A),(X),(B),62,63,mistral_table,mistral_table,no
227,BOCA DO ACRE,22,53,16,4 994,24 817,23,24,77,37,583 155,1 833 582,62,63,mistral_table,mistral_table,no
228,BORBA,4,13,9,1 285,4 529,8,8,25,12,316 880,2 353 749,62,63,mistral_table,mistral_table,no
229,CAAPIRANGA,-,-,-,-,-,1,1,(A),(A),(X),(A),62,63,mistral_table,mistral_table,no
230,CANUTAMA,3,9,5,844,3 960,-,-,-,-,-,-,62,63,mistral_table,mistral_table,no
231,CARAUARI,10,41,21,3 676,30 201,12,13,81,72,1 637 040,10 127 217,62,63,mistral_table,mistral_table,no
232,CAREIRO,3,11,3,595,2 470,7,8,30,15,205 956,888 933,62,63,mistral_table,mistral_table,no
233,COARI,37,102,23,12 849,48 064,35,38,128,76,992 555,5 578 348,62,63,mistral_table,mistral_table,no
234,CODAJAS,6,19,10,845,3 888,6,7,17,6,301 000,1 706 500,62,63,mistral_table,mistral_table,no
235,EIRUNEPE,15,42,21,3 600,14 782,10,13,40,25,489 612,1 506 590,62,63,mistral_table,mistral_table,no
236,FONTE BOA,10,24,6,1 180,5 550,3,3,11,3,139 200,449 000,62,63,mistral_table,mistral_table,no
237,HUMAITA,21,61,31,7 654,29 723,20,25,83,34,911 205,3 264 718,62,63,mistral_table,mistral_table,no
238,IPIXUNA,2,(B),(A),(X),(B),1,1,(A),(A),(X),(A),62,63,mistral_table,mistral_table,no
239,IRANDUBA,-,-,-,-,-,11,11,31,16,208 030,612 575,62,63,mistral_table,mistral_table,no
240,ITACOATIARA,48,149,78,14 946,57 752,158,160,565,274,5 670 559,26 908 101,62,63,mistral_table,mistral_table,no
241,ITAPIRANGA,3,6,-,130,1 190,12,12,47,14,423 601,1 123 920,62,63,mistral_table,mistral_table,no
242,JAPURA,-,-,-,-,-,3,3,8,4,126 000,386 000,62,63,mistral_table,mistral_table,no
243,JURUA,-,-,-,-,-,2,2,(A),(A),(X),(A),62,63,mistral_table,mistral_table,no
244,JUTAI,2,(B),(A),(X),(B),4,4,12,5,180 000,1 111 300,62,63,mistral_table,mistral_table,no
245,LABREA,20,44,22,8 668,48 040,20,22,66,42,995 952,2 667 743,62,63,mistral_table,mistral_table,no
246,MANACAPURU,49,131,49,10 343,36 256,73,75,221,112,1 826 904,9 052 393,62,63,mistral_table,mistral_table,no
247,MANICORE,32,89,34,5 518,18 028,17,19,54,19,508 887,1 221 212,62,63,mistral_table,mistral_table,no
248,MARÁA,2,(A),(A),(X),(B),1,1,(A),(A),(X),(A),62,63,mistral_table,mistral_table,no
249,MAUES,20,64,30,7 849,48 227,59,60,190,97,1 529 278,9 633 501,62,63,mistral_table,mistral_table,no
250,NHAMUNDA,1,(A),(A),(X),(A),1,1,(A),(A),(X),(A),62,63,mistral_table,mistral_table,no
251,NOVA OLINDA DO NORTE,6,11,438,1,980,2,2,(B),(A),(X),(A),64,65,pdf_text_tokens,mistral_table,no
252,NOVO A!RÃO,2,(A),(A),(X),IA),2,2,(A),(A),(X),(A),64,65,pdf_text_tokens,mistral_table,no
253,NOVO ARIPUANÃ,2,(8),(A),(X),(A),11,11,18,8,192 370,2 003 080,64,65,pdf_text_tokens,mistral_table,no
254,PARINTINS,58,179,85,17 181,67 165,111,120,389,210,2 711 195,10 820 992,64,65,pdf_text_tokens,mistral_table,no
255,PAUINI,14,3,588,4,2.25,3,3,10,4,33 400,145 600,64,65,pdf_text_tokens,mistral_table,no
256,PRESIDENTE FIGUEIREDO,-,-,-,-,-,3,3,52,47,525 561,1 681 785,64,65,tesseract_por_review,mistral_table,no
257,RIO PRETO DA EVA,-,-,-,-,-,2,2,(B),(A),(X),(A),64,65,tesseract_por_review,mistral_table,no
258,SANTA ISABEL DO RIO NEGRO,-,-,-,-,=,1,1,(A),(A),(X),(A),64,65,tesseract_por_review,mistral_table,no
259,SANTO ANTON l O DO l,(A),8,4,228,1 485,6,6,27,14,271 400,780 000,64,65,pdf_text_tokens,mistral_table,no
260,SÃO GABRIEL DA CACHOEIRA,26,1,254,4,226,25,26,85,44,1 013 868,5 976 810,64,65,pdf_text_tokens,mistral_table,no
261,SÃO PAULO DE OLIVENÇA,7,22,11,689,030,4,6,12,7,158 940,552 050,64,65,pdf_text_tokens,mistral_table,no
262,SILVES,1,(A),(A),(X),(A),4,4,21,12,241 950,973 756,64,65,tesseract_por_review,mistral_table,no
263,TABATINGA,-,-,-,-,-,203,206,596,355,7 929 260,23 852 470,64,65,tesseract_por_review,mistral_table,no
264,TAPAUA,4,9,-,281,1 687,11,11,27,12,127 884,814 975,64,65,tesseract_por_review,mistral_table,no
265,TEFE,30,77,26,186,26 627,50,54,159,99,1 367 208,3 962 811,64,65,pdf_text_tokens,mistral_table,no
266,TONANTINS,-,-,-,-,-,2,2,(B),(A),(X),(A),64,65,tesseract_por_review,mistral_table,no
267,URUCARA,3,8,605,3,051,4,5,16,7,118 276,266 020,64,65,pdf_text_tokens,mistral_table,no
268,URUCURITUBA,2,(A),(A),(X),IA),17,17,56,20,564 485,1 472 800,64,65,pdf_text_tokens,mistral_table,no
269,RORAIMA,233,1,271 818,185 094,475 358,422,438,2 255,1 285,29 789 825,88 778 085,64,65,pdf_text_tokens,mistral_table,no
270,ALOJAMENTO E ALIMENTAÇÃO,114,407,170,35,304,270,274,847,320,9 644 633,36 878 278,64,65,mistral_table,mistral_table,no
271,ALOJAMENTO,15,93,56,7,245,17,20,167,132,1 428 195,7 274 159,64,65,mistral_table,mistral_table,no
272,ALIMENTAÇÃO,99,314,114,28,099,253,254,680,188,8 216 438,29 604 119,64,65,mistral_table,mistral_table,no
273,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",55,155,66,17,449,100,100,350,199,4 869 788,13 229 670,64,65,mistral_table,mistral_table,no
274,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",55,155,66,17,449,100,100,350,199,4 869 788,13 229 670,64,65,mistral_table,mistral_table,no
275,"PESSOAIS, DE HIGIENE E ESTETICA PESSOAL",18,(D),(C),(X),(D),14,15,(D),(D),(X),(D),64,65,mistral_table,mistral_table,no
276,PESSOAIS,10,(D),(A),(X),(B),6,6,(C),(B),(X),(B),64,65,mistral_table,mistral_table,no
277,HIGIENE E DE ESTETICA PESSOAL,8,(D),(B),(X),(C),8,9,(D),(C),(X),(C),64,65,mistral_table,mistral_table,no
278,"RADIODIFUSÃO, TELEVISÃO E DIVERSÕES",6,66,59,9,143,5,8,79,59,1 003 065,3 619 370,64,65,mistral_table,mistral_table,no
279,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",52,149,63,15,337,1,3,60,51,762 096,2 663 272,64,65,mistral_table,mistral_table,no
280,SANTOSPESIA E ECTE,1,(A),(A),(X),(B),4,5,19,8,240 969,956 098,64,65,mistral_table,mistral_table,no
281,AUXILIARES DISTRANSPORTES,2,(C),(C),(X),(D),31,39,927,682,13 713 507,33 265 584,64,65,mistral_table,mistral_table,no
282,"RADIODIFUSÃO, TELEVISÃO E DIVERSÕES",10,(D),(B),(X),(C),-,2,(F),(F),(X),(F),64,65,mistral_table,mistral_table,no
283,DIVERSÕES,4,(C),(B),(X),(C),1,1,(A),(A),(X),(A),64,65,mistral_table,mistral_table,no
284,AUXILIARES DO~ TRANSPORTES,3,27,27,5 121,14 763,3,7,69,53,1 493 625,4 711 912,64,65,pdf_text_tokens,mistral_table,no
285,"AUX. CONSTRUÇAO, OBRAS, GEOºESIA, ETC",6,48,3s,5 592,22 954,3,3,46,40,800 764,6 713 661,64,65,tesseract_por_review,mistral_table,no
286,"AUX. DE LIMPEZA, HIGIENIZAÇAO, ETC",3 173,16S,5 522,2.0,685,5,5,278,255,1 626 398,6 340 148,64,65,pdf_text_tokens,mistral_table,no
287,AUX. PRESTADOS A EMPRESAS E PESSOAS,16,168,118,21 212,41 638,17,19,240,188,2 528 888,4 766 557,64,65,pdf_text_layout,mistral_table,no
288,AUXILIARES DA SAUDE,5,15,8,1 128,3 140,2,2,(A),(A),(X),(A),64,65,pdf_text_tokens,mistral_table,no
289,"COMPRA, VENDA, ADMINISTRAÇÃO BENS !MOVEIS",10,(D),(A),(X),(B),2,2,(B),(A),(X),(B),64,65,tesseract_por_review,mistral_table,no
290,COMPRA,,,,,,1,1,(A),(A),(X),(A),64,65,pdf_text_tokens_partial,mistral_table,yes
291,"ADMIN!STRAÇAO, LOCAÇAO, ETC",1,(A),(A),[2.9,(A),1,1,(B),(A),(X),(B),64,65,tesseract_por_review,mistral_table,no
292,BOA VISTA,210,1,216 805,173 118,06 425,353,365,2 030,1 201,27 038 404,78 880 858,64,65,pdf_text_tokens,mistral_table,no
293,"ALO.JAMENTO E ALIMENTAÇÃO ... , . . . . . . . . . . . . . , . . . . . . . . . . . . . . '",97,362,162,28 618,139 057,211,213,679,279,7 639 633,28 760 488,64,65,pdf_text_layout,mistral_table,no
294,ALOJAMENTQ,13,85,53,6 803,39 039,11,12,146,119,1 156 895,5 595 659,64,65,pdf_text_tokens,mistral_table,no
295,ALI MENTAÇAO,84,277,109,21 815,100 018,200,201,533,160,6 482 738,23 164 829,64,65,pdf_text_tokens,mistral_table,no
296,"REPARAÇÃQ, MANUTENÇÃQ E !NSTALAÇÃQ",52,149,63,15 337,46 088,91,91,323,185,4 363 888,11 842 713,64,65,pdf_text_layout,mistral_table,no
297,"REPARAÇAO, MANUTENÇAO E INSTALAÇAO",52,149,63,15 337,46 088,91,91,323,185,4 363 888,11 842 713,64,65,pdf_text_layout,mistral_table,no
298,"PESSOAIS, DE HIGIENE E ESTETICA PESSOAL",18,(D),(Cl,(Xl,(D),14,15,(D),(D),(X),(D),64,65,pdf_text_layout,mistral_table,no
299,PESSOAIS,10,(D),(A),(X),(8),6,6,(C),(B),(X),(B),64,65,pdf_text_tokens,mistral_table,no
300,HIGIENE E DE ESTETICA PESSOAL,8,(D),(B),<X>,(C),8,9,(D),(C),(X),(C),64,65,pdf_text_layout,mistral_table,no
301,"RADIODIFUSÃQ, TELEVISÃO.E DIVERSÕES",6,66,59,9 143,28 799,5,8,79,59,1 003 065,3 619 370,64,65,pdf_text_tokens,mistral_table,no
302,RADIODJFUSAO E TELEVISAO,2,(E),(E),(X),(D),1,3,60,51,762 096,2 663 272,64,65,pdf_text_layout,mistral_table,no
303,DIVERSOES,4,(C),(B),IX),(C),4,5,19,8,240 969,956 098,64,65,pdf_text_tokens,mistral_table,no
304,AUXILIARES DIVERSOS,36,594,507,115,348,30,36,897,653,13 472 986,32 873 104,64,65,mistral_table,mistral_table,no
305,AUX. DA AGROPECUARIA E REFLORESAMENTO,2,(F),(F),(X),(F),-,2,(F),(F),(X),(F),64,65,mistral_table,mistral_table,no
306,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",2,(C),(C),(X),(D),1,1,(A),(A),(X),(A),64,65,mistral_table,mistral_table,no
307,AUXILIARES DOS TRANSPORTES,2,(D),(D),(X),(D),3,6,65,49,1 438 449,4 655 039,64,65,mistral_table,mistral_table,no
308,"AUX. CONSTRUÇÃO, OBRAS, GEOGESIA, ETC",6,48,35,5,592,3,3,46,40,800 764,6 713 661,64,65,mistral_table,mistral_table,no
309,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",3,173,165,5,522,5,5,278,255,1 626 398,6 340 148,64,65,mistral_table,mistral_table,no
310,AUX. PRESTADOS A EMPRESAS E PESSOAS,16,168,118,21,212,16,17,214,163,2 343 743,4 430 950,64,65,mistral_table,mistral_table,no
311,AUXILIARES DA SAÚDE,5,15,8,1,128,2,2,(A),(A),(X),(A),64,65,mistral_table,mistral_table,no
312,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMOVEIS",1,(A),(A),"[6,9]",(A),2,2,(B),(A),(X),(B),66,67,tesseract_por_review,mistral_table,no
313,COMPRA E VENDA DE BENS IMOVEIS,,,,,,1,1,(A),(A),(X),(A),66,67,mistral_table_partial,mistral_table,yes
314,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",1,(A),(A),(XxX),(A),1,1,(B),(A),(X),(B),66,67,tesseract_por_review,mistral_table,no
315,ALTO ALEGRE,-,-,-,-,-,12,12,36,7,313 100,1 348 700,66,67,tesseract_por_review,mistral_table,no
316,CARACARAI,23,55,13,11 976,28 933,18,22,82,53,1 244 721,3 322 487,66,67,mistral_table,mistral_table,no
317,MUCAJAI,-,-,-,-,-,21,21,55,8,378 200,1 729 240,66,67,tesseract_por_review,mistral_table,no
318,NORMANDIA,-,-,-,-,-,2,2,(B),(A),(X),(A),66,67,tesseract_por_review,mistral_table,no
319,SÃO JOÃO DA BALIZA,-,-,-,-,-,7,7,17,6,396 400,1 876 800,66,67,tesseract_por_review,mistral_table,no
320,SÃO LUIZ,-,-,-,-,-,9,9,26,7,337 400,1 392 000,66,67,tesseract_por_review,mistral_table,no
321,PARA,4 832,32 510,22 230,4 084 310,17 112 006,6 685,6 950,47 537,35 690,489 046 747,1 763 944 840,66,67,pdf_text_layout,mistral_table,no
322,ALOJAMENTO E ALIMENTAÇÃO,2 206,9 912,5 329,777 440,4 527 467,3 221,3 280,13 981,8 434,120 676 980,552 675 950,66,67,pdf_text_layout,mistral_table,no
323,ALOJAMENTQ,399,3 002,1 927,250 309,1 151 147,453,472,3 837,2 917,29 796 082,128 050 056,66,67,pdf_text_layout,mistral_table,no
324,ALIMENTAÇAO,1 807,6 910,3 402,527 131,3 376 320,2 766,2 808,10 144,5 517,90 860 898,424 625 894,66,67,pdf_text_layout,mistral_table,no
325,"REPARAÇÃQ, MANUTENÇÃQ E INSTALAÇÃQ",149,4 817,2 950,493 877,570 197,1 698,1 713,6 484,4 174,66 781 291,198 562 469,66,67,pdf_text_layout,mistral_table,no
326,"REPARAÇAO, MANUTENÇAO E I NS TALAÇAO",149,4 817,2 950,493 877,570 197,1 698,1 713,6 484,4 174,66 781 291,198 562 469,66,67,pdf_text_layout,mistral_table,no
327,"PESSOAIS, DE HIGIENE E ESTÉTICA PESSOAL",345,1 318,764,114 161,401 823,442,466,1 736,1 094,16 675 097,48 010 161,66,67,mistral_table,mistral_table,no
328,PESSOAIS,140,639,361,59 145,271 650,145,157,728,491,5 801 129,21 416 759,66,67,mistral_table,mistral_table,no
329,HIGIENE E DE ESTÉTICA PESSOAL,205,679,403,55 016,130 173,297,299,1 008,603,10 873 968,26 593 402,66,67,mistral_table,mistral_table,no
330,"RADIODIFUSÃO, TELEVISÃO E DIVERSÕES",229,1 459,891,146 217,772 376,275,291,1 871,1 411,20 741 130,110 595 437,66,67,mistral_table,mistral_table,no
331,RADIODIFUSÃO E TELEVISÃO,21,581,356,73 081,376 888,20,24,606,526,5 253 417,40 136 410,66,67,mistral_table,mistral_table,no
332,DIVERSÕES,208,878,535,76 136,395 488,255,267,1 263,885,15 487 713,70 459 027,66,67,mistral_table,mistral_table,no
333,AUXILIARES DIVERSOS,836,14 733,12 166,2 517 704,9 683 943,962,1 112,22 998,20 266,259 407 791,837 005 096,66,67,pdf_text_layout,mistral_table,no
334,AUX. DA AGROPECUARIA E REFLORESTAMENTO,35,1 345,987,253 057,612 804,28,30,6 403,5 984,42 121 257,112 918 139,66,67,mistral_table,mistral_table,no
335,"AUX. COMERCIO, LOCAÇAO DE BENS E SE8VIÇOS",186,1 641,170,269 389,571 926,228,254,2 667,2 211,36 622 409,193 591 375,66,67,pdf_text_layout,mistral_table,no
336,AUX. FINANC. SEGUROS E CAPITALIZAÇÃO,20,95,71,15 300,64 232,11,20,1 187,55,1 369 058,17 473 255,66,67,mistral_table,mistral_table,no
337,AUXILIARES DO~ TRANSPORTES,124,1 580,1 123,264 883,1 469 231,67,119,1 767,1 494,35 273 808,90 388 752,66,67,pdf_text_layout,mistral_table,no
338,"AUX. CONSTRUÇAO, OBRAS, GEO~ESIA, ETC",40,2 333,2 110,054 526,3 ·964 571,33,60,2 417,2 283,61 751 180,231 359 097,66,67,pdf_text_layout,mistral_table,no
339,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",26,2 712,2 512,120 395,281 243,37,39,1 138,1 079,7 733 624,22 189 207,66,67,mistral_table,mistral_table,no
340,AUX. PRESTADOS A EMPRESAS E PESSOAS,342,4 728,3 921,499 613,600 821,471,503,8 095,5 867,70 108 924,155 299 590,66,67,pdf_text_layout,mistral_table,no
341,AUXILIARES DA SAÚDE,63,299,172,40 541 119,115 115,87,87,424,280,4 427 531,13 785 681,66,67,mistral_table,mistral_table,no
342,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMOVEIS",67,271,130,32 911,156 200,87,88,467,311,4 764 458,17 095 727,66,67,mistral_table,mistral_table,no
343,COMPRA E VENDA DE BENS IMOVEIS,51,212,99,26 504,138 008,58,58,195,101,2 043 717,7 283 251,66,67,mistral_table,mistral_table,no
344,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",16,59,31,6 407,18 192,29,30,272,210,2 720 741,9 812 476,66,67,mistral_table,mistral_table,no
345,REGIÃO METROPOLITANA,965,19 491,14 543,2 423 341,10 736 652,2 139,2 304,22 870,17 954,236 199 211,831 610 687,66,67,pdf_text_layout,mistral_table,no
346,ALOJAMENTO E ALIMENTAÇÃO,689,4 458,2 965,34b 759,1 861 015,729,757,5 145,3 770,30 370 334,133 057 326,66,67,pdf_text_layout,mistral_table,no
347,ALOJAMENTO,81,1 547,1 199,128 364,579 962,85,91,1 812,1 616,10 943 643,48 029 884,66,67,mistral_table,mistral_table,no
348,ALIMENTAÇAO,608,2 911,1 766,218 395,281 053,644,666,3 333,2 154,19 426 691,85 027 442,66,67,pdf_text_tokens,mistral_table,no
349,"REPARAÇÃQ, MANUTENÇÃQ E INSTALACÃQ",463,2 394,525,262 135,-859 575,494,503,2 290,1 513,20 052 621,55 709 201,66,67,pdf_text_layout,mistral_table,no
350,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",463,2 394,1 525,262 135,859 575,494,503,2 290,1 513,20 052 621,55 709 201,66,67,mistral_table,mistral_table,no
351,"PESSOAIS, DE HIGIENE E ESTÉTICA PESSOAL",190,873,506,69 844,272 249,176,198,866,538,5 853 197,14 522 280,66,67,mistral_table,mistral_table,no
352,PESSOAIS,86,472,270,40 028,196 287,47,67,333,231,2 038 705,5 713 092,66,67,mistral_table,mistral_table,no
353,HIGIENE E DE ESTÉTICA PESSOAL,104,401,236,29 816,75 962,129,131,533,307,3 814 492,8 809 188,66,67,mistral_table,mistral_table,no
354,"RADIODIFUSÃO, TELEVISÃO E DIVERSÕES",44,593,371,68 586,448 928,46,55,951,843,5 435 806,54 343 960,66,67,mistral_table,mistral_table,no
355,RADIODIFUSÃO E TELEVISÃO,8,360,212,50 758,293 480,7,10,447,394,4 387 882,37 401 650,66,67,mistral_table,mistral_table,no
