order_number,entry,establishments_1980,personnel_total_1980,personnel_linked_to_commercialization_1980,salaries_withdrawals_other_compensation_1980_mil_cruzeiros,total_revenue_1980_mil_cruzeiros,commercialization_revenue_1980_mil_cruzeiros,companies_headquartered_in_municipality_1985,establishments_1985,personnel_total_1985,personnel_linked_to_commercialization_1985,salaries_withdrawals_other_compensation_1985_mil_cruzeiros,total_revenue_1985_mil_cruzeiros,commercialization_revenue_1985_mil_cruzeiros,source_page_1980,source_page_1985,left_extraction_method,right_extraction_method,needs_review
310,SILVES,17,32,1,2 279,12 489,12 489,19,19,47,11,555 250,3 762 230,3 547 030,36,37,mistral_table,mistral_table,no
311,TABATINGA,-,-,-,-,-,-,196,203,724,474,10 209 980,60 961 112,59 811 562,36,37,mistral_table,mistral_table,no
312,TAPAUA,31,74,9,4 654,59 964,59 964,46,46,105,32,595 250,6 376 316,6 285 146,36,37,mistral_table,mistral_table,no
313,TEFE,120,307,99,28 567,337 275,336 822,133,150,421,227,3 226 130,34 788 079,34 727 834,36,37,mistral_table,mistral_table,no
314,TOMANTINS,-,-,-,-,-,-,4,4,10,4,111 000,473 000,437 000,36,37,mistral_table,mistral_table,no
315,UARINI,-,-,-,-,-,-,8,8,16,7,551 000,1 653 000,1 625 000,36,37,mistral_table,mistral_table,no
316,URUCARA,46,112,12,9 018,43 388,43 388,36,38,92,22,616 273,5 283 245,5 253 445,36,37,mistral_table,mistral_table,no
317,URUCURITUBA,28,56,2,3 497,35 652,35 302,62,62,276,85,2 621 765,18 010 640,18 010 640,36,37,mistral_table,mistral_table,no
318,RORAIMA,477,1 709,673,175 595,2 962 817,2 952 028,691,747,3 163,1 679,41 739 296,532 255 863,524 661 629,36,37,mistral_table,mistral_table,no
319,COMERCIO VAREJISTA,455,1 580,800,160 519,2 247 916,2 241 892,663,709,2 858,1 479,35 718 708,368 662 886,361 246 021,36,37,mistral_table,mistral_table,no
320,"PROD. ALIMENTICIOS, BEBIDAS E FUMO",267,505,43,49 737,278 169,277 426,357,360,867,162,11 051 513,49 191 301,47 442 412,36,37,mistral_table,mistral_table,no
321,"PROD. FARMACÊUTICOS, ODONT. E VETER",16,84,44,8 482,175 169,175 169,36,42,134,68,1 864 638,13 636 742,13 444 520,36,37,mistral_table,mistral_table,no
322,"TECIDOS, VESTUARIO E ARMARINHO",64,308,174,21 203,225 165,224 823,98,102,580,418,5 813 540,52 050 732,51 875 271,36,37,mistral_table,mistral_table,no
323,MAU. E APARELHOS ELETR. USO DOMEST,12,138,47,15 837,298 949,298 121,9,16,215,147,2 370 365,29 937 525,29 786 679,36,37,mistral_table,mistral_table,no
324,"FERRAGENS, MAT. ELETR. E ELETRÔNICO",25,128,43,16 882,192 730,192 730,44,49,290,162,4 039 370,42 625 855,42 562 021,36,37,mistral_table,mistral_table,no
325,"VEÍCULOS NOVOS E USADOS, PECAS",21,110,40,13 032,277 669,277 549,45,46,304,193,4 448 688,61 390 135,57 280 878,36,37,mistral_table,mistral_table,no
326,MAU. E EQUIP. DE USO INDUSTRIAL,5,24,15,4 799,48 594,47 921,2,5,30,18,430 869,6 461 243,5 603 165,36,37,mistral_table,mistral_table,no
327,COMBUSTÍVEIS E LUBRIFICANTES,15,55,34,6 750,309 059,308 151,14,23,78,60,1 122 514,37 025 107,36 916 839,36,37,mistral_table,mistral_table,no
328,"PAPELARIAS, LIVRARIAS",8,20,10,2 398,18 088,18 088,14,15,61,42,735 595,5 946 658,5 946 658,36,37,mistral_table,mistral_table,no
329,MERC. EM GERAL - INC. ALIMENTÍCIOS,9,156,134,16 585,398 257,398 009,13,22,196,155,2 436 346,60 500 622,60 500 622,36,37,mistral_table,mistral_table,no
330,MERC. EM GERAL - Exc. ALIMENTICIOS,4,31,9,2 440,39 708,39 708,2,2,(0),(0),(X),(B),(8),38,39,pdf_text_layout,pdf_text_layout,no
331,ARTIGOS DIVERSOS,9,21,7,2 344,16 359,14 197,23,23,61,23,816 643,4 207 166,4 1 97 166,38,39,pdf_text_tokens,pdf_text_layout,no
332,ARTIGOS USADOS,-,-,-,-,-,-,4,4,(C),(B),(l\),(A),(A!°,38,39,tesseract_por_review,pdf_text_layout,no
333,COMERCIO ATACADISTA,18,115,73,13 259,714 901,710 136,28,38,305,200,6 020 588,163 592 977,163 415 608,38,39,pdf_text_tokens,pdf_text_layout,no
334,PRODUTOS EXTRATIVOS E AGROPECUARIOS,2,(D),(D),(X),(A),(A),3,4,15,3,325 578,4 057 872,4 057 872,38,39,pdf_text_layout,pdf_text_layout,no
335,"PROD. ALIMENTICIOS, BEBIDAS E FUMO",6,53,30,4 962,118 852,118 852,18,20,180,133,4 261 007,47 691 606,47 531 606,38,39,pdf_text_layout,pdf_text_layout,no
336,"PROD. FARMACÊUTICOS, ODONT. E VETER",,,,,,,1,4,28,18,416,083,6,38,39,mistral_table_partial,pdf_text_tokens,yes
337,"FERRAGENS, MAT. ELETR. E ELETRÔNICO",,,,,,,1,3,21,15,225 947,196 072,194 406,38,39,mistral_table_partial,pdf_text_tokens,yes
338,"VEÍCULOS NOVOS E USADOS, PECAS",,,,,,,1,1,(8),(A),(X),(A),(A),38,39,mistral_table_partial,pdf_text_layout,yes
339,MAQ. E EQUIP. DE USO INDUSTRIAL,,,,,,,2,3,21,9,202 422,7 568 405,7 552 702,38,39,mistral_table_partial,pdf_text_layout,yes
340,COMBUSTIVEIS E LUBRIFICANTES,3,10,10,2 776,506 097,506 097,1,4,19,17,318 339,87 081 687,87 081 687,38,39,pdf_text_layout,pdf_text_layout,no
341,"PAPELARIAS, LIVRARIAS",2,(C),(B),(X),(A),(A),-,-,-,-,-,-,-,38,39,pdf_text_tokens,tesseract_por_review,no
342,MERC. EM GERAL - INC. ALIMENTÍCIOS,,,,,,,,,,,,,,38,39,mistral_table_partial,pdf_text_layout_partial,yes
343,ARTIGOS DIVERSOS,-,”,-,-,-,-,,,,,,,,38,39,tesseract_por_review,pdf_text_layout_partial,yes
344,ARTIGOS USADOS,1,(A),(A),(X),(A),(A),-,-,-,-,-,-,-,38,39,tesseract_por_review,tesseract_por_review,no
345,BOA VISTA,425,1 614,659,155 478,2 778 625,2 767 836,556,598,2 824,1 581,36 205 368,416 263 369,409 353 852,38,39,pdf_text_layout,pdf_text_layout,no
346,COMERCIO VAREJISTA,404,1 489,590,141 349,2 124 290,2 118 266,,,,,,,,38,39,pdf_text_layout,pdf_text_layout_partial,yes
347,"PROD. ALIMENTICIOS, BEBIDAS E FUMO",230,444,40,37 032,222 701,221 958,,,,,,,,38,39,pdf_text_layout,pdf_text_layout_partial,yes
348,"PROO. FARMACEUTICOS, ODONT. E VETER",15,83,44,7 906,172 767,172 767,,,,,,,,38,39,pdf_text_layout,pdf_text_layout_partial,yes
349,"TECIDOS, VESTUARIO E ARMARINHO",59,298,174,19 389,217 108,216 766,,,,,,,,38,39,pdf_text_layout,pdf_text_layout_partial,yes
350,MAQ. E APARELHOS ELETR. USO DOMEST,10,132,44,15 245,293 119,292 291,,,,,,,,38,39,pdf_text_layout,pdf_text_layout_partial,yes
351,"FERRAGENS, MAT. ELETR. E ELETRONICO",23,124,43,15 167,177 398,177 398,,,,,,,,38,39,pdf_text_layout,pdf_text_layout_partial,yes
352,"VEICULOS NOVOS E USADOS, PEÇAS",20,107,40,12 532,276 114,275 994,,,,,,,,38,39,pdf_text_layout,pdf_text_layout_partial,yes
353,MAQ. E EOUIP. DE USO INDUSTRIAL,5,24,15,4 799,48 594,47 921,,,,,,,,38,39,pdf_text_layout,pdf_text_layout_partial,yes
354,COMBUSTIVEIS E LUBRIFICANTES,12,49,30,5 542,274 077,273 169,,,,,,,,38,39,pdf_text_layout,pdf_text_layout_partial,yes
355,"PAPELARIAS, LIVRARIAS",8,20,10,2 368,18 088,18 088,,,,,,,,38,39,pdf_text_tokens,pdf_text_layout_partial,yes
356,MERC. EM GERAL - INC. ALIMENTICIOS,9,156,134,16 585,368 257,368 009,,,,,,,,38,39,pdf_text_layout,pdf_text_layout_partial,yes
357,MERC. EM GERAL - EXC. ALIMENTICIOS,4,31,9,2 440,39 708,39 708,2,z,(D),(0),(X),(8),(8),38,39,pdf_text_layout,pdf_text_layout,no
358,ARTIGOS DIVERSOS,9,21,7,2 344,16 359,14 197,,,,,,,,38,39,pdf_text_tokens,pdf_text_layout_partial,yes
359,MAQ. E APARELHOS ELETR. USO DOMEST,-,ad,-,-,-,-,4,4,(C),(B),(X),(A),(A),38,39,tesseract_por_review,pdf_text_tokens,no
360,COMERCIO ATACADISTA,17,111,69,12 312,654 335,649 570,27,35,287,185,5 765 894,79 003 330,78 825 961,38,39,pdf_text_tokens,pdf_text_layout,no
361,PRODUTOS EXTRATIVOS E AGROPECUARIOS,2,(D),(D),(X),(A),(A),3,4,15,3,325 578,4 057 872,4 057 872,38,39,pdf_text_layout,pdf_text_layout,no
362,PROD. ALIMENTICIOS. BEBIDAS E FUMO,6,53,30,4 962,118 852,118 852,17,19,176,132,4 217 207,47 530 206,47 370 206,38,39,pdf_text_layout,pdf_text_layout,no
363,"BENSON, MAT. ELETR. E ELETRÔNICO",,,,,,,1,1,(A),(A),IX),(A),(A),38,39,mistral_table_partial,pdf_text_layout,yes
364,"FERRAGENS, MAT. ELETR. E ELETRONICO",4,15,7,2 921,69 758,66 311,1,3,21,15,225 947,9 196 072,9 194 406,38,39,pdf_text_layout,pdf_text_layout,no
365,BENSON,,,,,,,1,1,(8),(A),(X),<Al,(Al,38,39,mistral_table_partial,pdf_text_layout,yes
366,BENSON,,,,,,,2,3,21,9,202 422,7 568 405,7 552 702,38,39,mistral_table_partial,pdf_text_layout,yes
367,COMBUSTIVEIS E LUBRIFICANTES,2,(B),(B),(X),(E),(E),1,2,(B),(A),(X),(8),(Bl,38,39,pdf_text_layout,pdf_text_layout,no
368,"PAPELARIAS, LIVRARIAS",2,(C),(B),(X),(A),(A),-,-,-,-,-,-,-,38,39,pdf_text_tokens,tesseract_por_review,no
369,BENSON,,,,,,,,,,,,,,38,39,mistral_table_partial,pdf_text_layout_partial,yes
370,ARTIGOS DIVERSOS,-,-,-,-,-,-,,,,,,,,38,39,tesseract_por_review,pdf_text_layout_partial,yes
371,ARTIGOS USADOS,1,(A),(A),(X),(A),(A),,,,,,,,38,39,tesseract_por_review,missing,yes
372,ALTO ALEGRE,-,-,-,-,-,-,10,10,29,4,305 800,2 061 258,1 940 758,38,39,tesseract_por_review,pdf_text_layout,no
373,BONFIM,-,-,-,-,-,-,7,8,17,9,269 000,2 436 449,2 358 498,38,39,tesseract_por_review,pdf_text_layout,no
374,CARACARA 1,52,95,14,20 117,184 192,184 192,24,31,71,32,416 050,92 452 903,92 421 621,38,39,pdf_text_layout,pdf_text_layout,no
375,MUCAJAI,-,-,-,-,Ed,-,,,,,,,,38,39,tesseract_por_review,pdf_text_layout_partial,yes
376,NORMANDIA,-,-,-,-,-,-,11,11,21,7,512 600,2 253 !181,2 253 981,38,39,tesseract_por_review,pdf_text_layout,no
377,SÃO JOÃO DA BALIZA,-,-,-,-,-,-,28,28,60,16.,1 369 000,8 352 000,8 128 000,38,39,tesseract_por_review,pdf_text_layout,no
378,SÃO LUIZ,,,,,,,32,36,82,21,1 164 678,898 873,5 720 959,38,39,pdf_text_layout_partial,pdf_text_layout,yes
379,PARA,11 566,51 333,23 857,158 727,117 541 737,117 004 669,14 314,15 566,71 658,42 210,702 822 205,11 444 986 939,11 359 819 730,38,39,pdf_text_layout,pdf_text_layout,no
380,COMERCIO VAREJISTA,10 827,43 240,20 087,3 903 364,62 916 909,62 485 434,13 749,14 778,63 588,37 295,595 186 834,7 192 273 878,7 124 839 166,38,39,pdf_text_layout,pdf_text_layout,no
381,PROD. ALIMENTICIOS. BEBIDAS E FUMO,6 295,14 430,3 295,1 091 138,10 725 989,10 657 422,7 821,8 005,21 885,9 225,214 108 713,1 531 699 zoa,1 519 394 107,38,39,pdf_text_layout,pdf_text_layout,no
382,"PROD. FARMACEUTICOS, ODONT",,,,,,,,,,,,,,38,39,pdf_text_tokens_partial,missing,yes
383,"TECIDOS, VESTUARIO E ARMARINHO",1 589,7 572,4 397,595 031,5 896 266,5 884 470,1 967,2 119,9 905,6 439,89 010 716,750 043 552,748 176 741,38,39,pdf_text_layout,pdf_text_layout,no
384,MAQ. E APARELHOS ELETR. USO DOMEST,400,3 691,2 D97,362 409,6 967 745,6 932 320,253,443,4 934,3 570,39 134 755,517 768 977,513 700 833,38,39,pdf_text_layout,pdf_text_layout,no
385,"FERRAGENS, MAT. ELETR. E ELETRONICO",548,3 411,1 645,342 659,5 410 849,5 373 116,738,835,4 785,3 019,42 330 313,571 322 283,563 965 437,38,39,pdf_text_layout,pdf_text_layout,no
386,"VEICULOS NOVOS E USADOS, PEÇAS",243,1 805,933,250 746,7 067 486,7 023 179,480,530,4 029,2 527,47 380 792,954 943 608,935 151 903,38,39,pdf_text_layout,pdf_text_layout,no
387,MAQ. E EQUIP. DE USO INDUSTRIAL,104,1 208,538,232 170,4 173 710,4 114 427,132,170,1 639,1 091,23 503 229,473 324 866,465 905 389,38,39,pdf_text_layout,pdf_text_layout,no
388,COMBUSTIVEIS E LUBRIFICANTES,228,1 515,8D8,147 826,7 869 217,7 780 702,267,335,z 117,1 613,19 846 739,947 795 678,942 622 036,38,39,pdf_text_layout,pdf_text_layout,no
389,"PAPELARIAS, ~IVRARIAS",132,756,489,75 854,599 200,593 922,168,188,1 019,714,9 660 447,67 527 271,67 054 378,38,39,pdf_text_tokens,pdf_text_layout,no
390,MERC. EM GERAL - INC. ALIMENTICIOS,299,3 822,2 963,326 255,7 623 863,7 612 896,359,464,5 549,193,43 095 036,775 976 857,772 036 426,38,39,pdf_text_layout,pdf_text_layout,no
391,MERC. EM GERAL - EXC. ALIMENTICIOS,63,1 138,845,119 906,2 507 467,2 506 029,38,46,1 557,475,8 471 085,178 337 587,178 295 560,38,39,pdf_text_layout,pdf_text_layout,no
392,ARTIGOS DIVERSOS,316,1 420,822,117 555,1 296 D55,1 283 766,404,459,2 135,289,17 624 300,136 296 262,132 231 576,38,39,pdf_text_layout,pdf_text_layout,no
393,ARTIGOS USADOS,14,30,22,2 744,20 854,20 854,51,52,166,76,1 389 727,7 195 602,7 090 468,38,39,pdf_text_tokens,pdf_text_layout,no
394,COMERCIO ATACADISTA,651,6 170,700,815 632,54 624 828,54 519 235,,,,,,,,38,39,pdf_text_layout,pdf_text_tokens_partial,yes
395,PRODUTOS EXTRATIVOS E AGROPECUARIOS,75,650,408,100 362,9 293 954,9 285 641,131 167,960 623,12,781 317,713 397,099 711,722 464,38,39,pdf_text_layout,pdf_text_tokens,no
396,"PROD. ALIMENTICIOS, BEBIDAS E FUMO",324,2 494,1 432,282 188,9 582 D91,9 569 856,273 333,3 031,2 306,31 079 278,877 641,917 873,824 258,38,39,pdf_text_layout,pdf_text_layout,no
397,"PROD. FARMACEUTICOS, ODONT. E VETER",53,539,250,68 558,1 588 197,1 585 186,44,55,771 539,13 881 502,208 837,269 205,489 856,38,39,pdf_text_layout,pdf_text_layout,no
398,"TECIDOS, VESTUARIO E ARMARINHO",26,333,241,36 099,742 013,739 237,,,,,,,,38,39,pdf_text_layout,pdf_text_layout_partial,yes
399,MAQ. E APARELHOS ELETR. USO DOMEST,6,71,30,9 669,418 4DO,411 608,3,3,(C),(C),(X),(A),(A),38,39,pdf_text_layout,pdf_text_tokens,no
400,"FERRAGENS, MAT. ELETR. E ELETRONICO",64,793,521,87 137,3 338 986,3 336 297,33,47,506 372,6 905 326,201 218,821 198,559 111,38,39,pdf_text_layout,pdf_text_layout,no
401,"VEICULOS NOVOS E USADOS, PEÇAS",6,67,25,15 383,38D 886,380 886,,,,,,,,38,39,pdf_text_layout,pdf_text_tokens_partial,yes
402,MAQ. E EQUIP. DE USO INDUSTRIAL,9,210,126,53 161,1 637 946,1 620 039,,,,,,,,38,39,pdf_text_layout,pdf_text_tokens_partial,yes
403,COMBUSTIVEIS E LUBRIFICANTES,31,295,275,60 583,25 579 561,"25 57,J 937",5,27,182 167,5 990 062,942 602,779 940,223 987,38,39,pdf_text_layout,pdf_text_layout,no
404,"PAPELARIAS, LIVRARIAS",17,182,93,30 900,690 400,689 085,7,14,146,89,2 498 326,54 350 329,53 991 483,40,41,mistral_table,mistral_table,no
405,MERC. EM GERAL - INC. ALIMENTICIOS,11,348,205,54 424,901 440,858 759,5,8,210,84,3 234 494,47 695 543,47 566 911,40,41,mistral_table,mistral_table,no
406,MERC. EM GERAL - EXC. ALIMENTICIOS,4,61,37,11 252,77 109,77 109,2,2,CDl,1Dl,(X),IB),(B),40,41,mistral_table,pdf_text_layout,no
407,ARTIGOS DIVERSOS,15,65,30,9 545,140 101,139 851,6,8,51,39,702 452,9 401 577,9 302 837,40,41,mistral_table,mistral_table,no
408,ARTIGOS USADOS,10,58,27,6 270,253 744,253 744,9,10,102,87,760 441,15 029 557,14 900 346,40,41,mistral_table,mistral_table,no
409,REGIÃO METROPOLITANA,3 665,28 218,15 743,3 195 523,78 570 043,78 196 190,2 643,4 220,34 501,23 406,311 876 959,6 511 050 528,6 459 051 129,40,41,mistral_table,mistral_table,no
410,COMERCIO VAREJISTA,3 268,22 260,13 074,2 179 574,38 600 650,38 312 942,3 384,3 835,28 809,20 092,231 342 092,3 524 308 379,3 486 112 142,40,41,mistral_table,mistral_table,no
411,"PROD. ALIMENTICIOS, BEBIDAS E FUMO",1 459,3 755,1 244,293 434,3 522 752,3 504 867,1 516,1 570,4 893,2 290,35 371 138,382 078 608,379 362 333,40,41,mistral_table,mistral_table,no
412,"PROD. FARMACÊUTICOS, ODONT. E VETER",187,1 236,795,123 412,1 348 560,1 303 343,296,320,1 663,1 063,12 617 603,98 293 918,97 869 708,40,41,mistral_table,mistral_table,no
413,"TECIDOS, VESTUARIO E ARMARINHO",497,4 000,2 770,323 977,3 051 805,3 044 846,507,571,4 895,3 849,38 817 917,354 205 317,353 166 698,40,41,mistral_table,mistral_table,no
414,MAQ. E APARELHOS ELETR. USO DOMEST,187,2 472,1 343,246 096,4 414 448,4 385 825,84,168,3 064,2 322,23 432 331,307 595 010,304 447 988,40,41,mistral_table,mistral_table,no
415,"FERRAGENS, MAT. ELETR. E ELETRÔNICO",312,2 452,1 187,251 275,3 879 670,3 847 592,336,393,2 836,1 844,23 718 643,314 742 533,307 977 778,40,41,mistral_table,mistral_table,no
416,"VEICULOS NOVOS E USADOS, PECAS",115,306,722,195 197,5 880 208,5 848 812,148,175,2 400,1 580,29 741 062,730 585 416,718 318 435,40,41,mistral_table,mistral_table,no
417,MAQ. E EQUIP. DE USO INDUSTRIAL,57,980,425,202 639,3 409 959,3 355 962,53,69,1 073,754,15 937 861,281 686 344,275 368 465,40,41,mistral_table,mistral_table,no
418,COMBUSTÍVEIS E LUBRIFICANTES,82,777,393,74 075,3 932 643,3 874 602,76,91,796,606,6 616 017,280 191 475,277 991 038,40,41,mistral_table,mistral_table,no
419,"PAPELARIAS, LIVRARIAS",67,559,388,60 181,456 420,453 064,74,86,671,505,9 478 753,42 043 753,41 675 585,40,41,mistral_table,mistral_table,no
420,MERC. EM GERAL - INC. ALIMENTICIOS,87,2 656,2 335,205 907,5 436 795,5 435 770,37,64,3 483,2 868,18 402 035,475 515 103,475 427 413,40,41,mistral_table,mistral_table,no
421,MERC. EM GERAL - EXC. ALIMENTICIOS,18,1 001,793,109 459,2 315 076,2 313 768,7,11,1 402,1 386,6 930 568,160 789 652,160 751 625,40,41,mistral_table,mistral_table,no
422,ARTIGOS DIVERSOS,186,1 053,657,87 178,931 480,822 637,217,254,1 528,975,12 455 620,91 715 615,88 983 595,40,41,mistral_table,mistral_table,no
423,ARTIGOS USADOS,14,30,22,2 744,20 854,20 854,33,33,105,90,822 544,4 855 595,4 801 481,40,41,mistral_table,mistral_table,no
424,COMERCIO ATACADISTA,328,4 280,2 612,606 553,39 969 393,39 883 248,259,339,4 434,3 281,60 279 224,2 986 665 600,2 972 938 987,40,41,mistral_table,mistral_table,no
425,PRODUTOS EXTRATIVOS E AGROPECUÁRIOS,27,421,271,74 748,7 437 348,7 429 435,42,48,403,283,5 378 143,307 430 029,306 422 425,40,41,mistral_table,mistral_table,no
426,"PROD. ALIMENTICIOS, BEBIDAS E FUMO",118,1 373,846,174 140,6 513 232,6 504 681,97,124,1 662,1 339,17 773 471,557 832 314,557 233 665,40,41,mistral_table,mistral_table,no
427,"PROD. FARMACÊUTICOS, ODONT. E VETER",39,457,204,59 594,1 239 053,1 236 042,31,40,682,482,12 398 449,180 032 759,176 697 887,40,41,mistral_table,mistral_table,no
428,"TECIDOS, VESTUARIO E ARMARINHO",23,324,235,34 907,725 526,723 330,21,27,379,287,3 220 075,68 240 450,68 229 199,40,41,mistral_table,mistral_table,no
429,MAQ. E APARELHOS ELETR. USO DOMEST,4,63,24,8 530,398 098,391 328,2,2,(C),(C),(X),(A),(A),40,41,mistral_table,pdf_text_tokens,no
430,"FERRAGENS, MAT. ELETR. E ELETRÔNICO",52,743,493,83 181,3 152 727,3 150 038,26,37,445,319,6 397 507,176 704 102,174 067 526,40,41,mistral_table,mistral_table,no
431,"VEICULOS NOVOS E USADOS, PECAS",5,57,21,11 793,329 555,329 555,6,7,74,90,779 577,23 853 273,22 248 675,40,41,mistral_table,mistral_table,no
432,MAQ. E EQUIP. DE USO INDUSTRIAL,8,18 187,103,45 939,1 778 376,925 925,11,11,210,135,3 633 710,53 123 924,51 677 463,40,41,mistral_table,mistral_table,no
433,COMBUSTÍVEIS E LUBRIFICANTES,12,236,213,38 539,17 623 822,17 616 218,1,12,120,111,4 471 341,1 512 394 126,1 510 015 334,40,41,mistral_table,mistral_table,no
434,"PAPELARIAS, LIVRARIAS",17,182,93,30 900,690 400,689 085,6,12,137,82,2 402 606,53 701 607,53 342 761,40,41,mistral_table,mistral_table,no
435,"MERC. EM GERAL - INC, ALIMENTICIOS",2,(E),CD),CX),CD),CD),3,4,160,52,2 592 216,30 702 466,30 581 489,40,41,pdf_text_layout,mistral_table,no
436,MERC. EM GERAL - r~c. ALIMENTICIOS,1,(E),CD),CX),(C),CC),1,1,(8),(B),(X),(A),(A),40,41,pdf_text_layout,pdf_text_layout,no
437,ARTIGOS DIVERSOS,10,48,21,7 040,126 946,126 696,5,6,37,26,334 699,4 585 787,4 487 047,40,41,mistral_table,mistral_table,no
438,ARTIGOS USADOS,10,58,27,6 270,253 744,253 744,7,8,99,85,740 576,14 834 717,14 705 506,40,41,mistral_table,mistral_table,no
439,BELEM,3 537,27 031,15 308,2 997 960,74 502 224,74 146 464,3 595,4 158,33 726,22 923,303 864 501,6 289 829 598,6 244 273 316,40,41,mistral_table,mistral_table,no
440,COMERCIO VAREJISTA,3 160,21 524,12 772,2 079 214,35 951 788,35 679 129,3 344,3 786,28 322,19 854,225 679 668,3 409 033 188,3 377 262 115,40,41,mistral_table,mistral_table,no
441,"PROD. ALIMENTICIOS, BEBIDAS E FUMO",1 393,3 578,1 195,277 977,3 402 463,3 395 748,494,1 548,4 815,2 269,34 860 081,377 986 712,375 506 609,40,41,mistral_table,mistral_table,no
442,"PROD. FARMACÊUTICOS, ODONT. E VETER",181,1 221,790,121 807,1 338 736,1 293 519,294,316,1 660,1 062,12 565 231,98 152 004,97 727 754,40,41,mistral_table,mistral_table,no
443,"TECIDOS, VESTUARIO E ARMARINHO",494,3 994,2 770,323 662,3 049 772,3 042 813,506,570,4 891,3 849,39 799 917,354 023 553,352 984 934,40,41,mistral_table,mistral_table,no
444,MAQ. E APARELHOS ELETR. USO DOMEST,187,2 472,1 343,246 096,4 414 448,4 386 825,84,168,3 064,2 322,23 432 331,307 595 010,304 447 988,40,41,mistral_table,mistral_table,no
445,"FERRAGENS, MAT. ELETR. E ELETRÔNICO",304,2 419,1 170,246 816,3 829 123,3 797 057,330,385,2 803,1 828,13 474 620,312 821 370,306 037 759,40,41,mistral_table,mistral_table,no
446,"VEICULOS NOVOS E USADOS, PECAS",108,1 203,694,179 125,5 245 412,5 214 136,143,170,2 195,1 501,26 577 393,666 837 041,660 205 816,40,41,mistral_table,mistral_table,no
447,MAQ. E EQUIP. DE USO INDUSTRIAL,53,818,335,167 273,2 217 664,2 163 667,51,65,979,677,14 978 475,253 810 274,248 035 431,40,41,mistral_table,mistral_table,no
448,COMBUSTÍVEIS E LUBRIFICANTES,73,696,349,66 077,3 565 344,3 531 028,74,87,762,579,6 238 496,265 305 218,263 074 781,40,41,mistral_table,mistral_table,no
449,"PAPELARIAS, LIVRARIAS",67,559,388,60 181,456 420,453 064,76,86,671,505,6 478 753,42 043 793,41 675 585,40,41,mistral_table,mistral_table,no
450,MERC. EM GERAL - INC. ALIMENTICIOS,82,2 480,2 266,190 819,5 145 016,5 144 013,37,91,3 447,2 851,18 045 639,473 097 347,473 009 657,40,41,mistral_table,mistral_table,no
451,MERC. EM GERAL - EXC. ALIMENTICIOS,18,1 001,793,109 459,2 315 076,2 313 768,7,11,1 402,1 386,6 930 568,160 789 652,160 751 625,40,41,mistral_table,mistral_table,no
452,ARTIGOS DIVERSOS,186,1 053,657,87 178,931 460,922 637,217,254,1 528,975,12 455 620,91 715 615,88 983 595,40,41,mistral_table,mistral_table,no
453,ARTIGOS USADOS,14,30,22,2 744,20 854,20 854,33,33,105,90,822 544,4 855 595,4 801 481,40,41,mistral_table,mistral_table,no
454,COMERCIO ATACADISTA,317,4 072,2 479,570 613,38 550 436,38 467 335,251,326,4 146,3 036,57 929 190,2 880 719 861,2 867 011 201,40,41,mistral_table,mistral_table,no
455,PRODUTOS EXTRATIVOS E AGROPECUÁRIOS,25,410,271,74 171,7 437 348,7 429 435,39,44,315,201,4 636 352,257 000 416,256 010 765,40,41,mistral_table,mistral_table,no
456,"PROD. ALIMENTICIOS, BEBIDAS E FUMO",112,1 199,729,141 805,5 334 418,5 328 911,93,119,1 554,1 254,17 040 476,541 250 410,540 651 761,40,41,mistral_table,mistral_table,no
457,"PROD. FARMACÊUTICOS, ODONT. E VETER",38,443,192,57 202,1 004 568,1 001 557,31,40,682,482,12 398 449,180 032 795,176 697 887,40,41,mistral_table,mistral_table,no
458,"TECIDOS, VESTUARIO E ARMARINHO",23,324,235,34 907,725 526,723 330,21,27,379,287,3 220 075,68 240 450,68 229 199,40,41,mistral_table,mistral_table,no
459,MAQ. E APARELHOS ELETR. USO DOMEST,4,63,24,8 530,398 098,391 328,2,2,CC),(C),(X),(A),IA),40,41,mistral_table,pdf_text_layout,no
460,"FERRAGENS, MAT. ELETR. E ELETRÔNICO",51,736,490,82 617,3 148 009,3 145 320,25,34,357,242,5 688 047,142 008 213,139 371 637,40,41,mistral_table,mistral_table,no
461,"VEICULOS NOVOS E USADOS, PECAS",4,57,21,11 793,329 555,329 555,6,7,74,60,779 577,23 853 273,22 248 675,40,41,mistral_table,mistral_table,no
462,MAQ. E EQUIP. DE USO INDUSTRIAL,8,187,103,45 939,1 193 832,1 175 925,11,11,210,135,3 633 710,53 123 924,51 677 463,40,41,mistral_table,mistral_table,no
463,COMBUSTÍVEIS E LUBRIFICANTES,12,226,213,38 539,17 623 822,17 616 218,1,11,116,110,4 305 553,1 508 155 793,1 505 777 001,40,41,mistral_table,mistral_table,no
464,"PAPELARIAS, LIVRARIAS",17,182,93,30 900,690 400,689 085,6,12,137,82,2 402 606,53 701 607,53 342 761,40,41,mistral_table,mistral_table,no
465,"MERC. EM GERAL - INC, ALIMENTICIOS",2,CE),(D),(XI,CD),(0),3,4,160,52,2 592 216,30 702 466,30 581 489,40,41,pdf_text_layout,mistral_table,no
466,MERC. EM GERAL - EXC. ALIMENTICIOS,1,CE),CD>,CX),CC),(C),1,1,(8),(8),(X),(A),IA),40,41,pdf_text_layout,pdf_text_layout,no
